Q12192 Q08986
Q04491 P47061
P52490 P48234
P38992 P32598
P53298 P22579
P42846 P32334
P53750 P32524
Q06651 P39706
P38751 P30619
P40091 P04050
P47120 P32367
Q04121 P25358
P52917 P38082
P20436 P12294
P53337 P32527
Q08273 P39706
Q03012 P30605
P32345 P22209
Q03012 Q02159
P23561 P07248
P53389 P50101
P36139 P35191
P40484 P39534
Q12692 Q06405
Q05080 P54790
Q12243 Q08236
P53086 P25441
P53258 P38351
P36029 P32558
P53010 P32387
Q99207 P38265
Q06411 P32559
Q08204 P32524
P40014 P25644
Q02206 P32634
P48524 P25382
Q05359 P53238
Q05881 P18239
Q07921 P38111
Q03900 P42944
Q08271 P38358
P53930 P38111
Q03976 P25604
Q07623 P20448
P38720 P07249
P34758 P32944
P53551 P40073
Q12432 P25644
Q06407 P06701
Q03263 P40016
Q12335 P53437
P37838 P33754
Q02805 P23595
P80428 P32521
Q12035 P42944
Q12038 P34224
P38064 P11709
Q06205 Q03956
Q92331 Q12335
P38774 P20095
P39534 P38879
P40992 P36068
Q06651 P25301
P40527 P07170
P40341 P00359
P43568 P22579
P40484 P32902
P40455 P32328
Q06479 P38819
Q12098 P53070
Q06200 P07213
P36121 P18963
P53961 P25648
Q12417 P21827
P32605 P21957
P35180 P18851
Q12692 P47038
P38873 P24719
P53108 P07264
P39108 P14908
Q12004 P32453
Q00711 P39520
P53236 P33401
P53070 P21190
P53337 P30283
P40509 P01097
Q02821 P25580
P36029 P10961
Q05785 P28004
P32569 P18963
Q08245 P35206
P36973 P32916
P34161 P32485
P38860 P36125
P15938 P10659
P36008 P10507
P47027 P19097
P38932 P16151
P38998 P06775
P31380 P22140
P39987 P32912
Q02629 P33122
P32499 P19658
Q03899 P46954
P26449 P23594
P25302 P13574
Q03435 P41832
P27636 P00431
P09435 P00410
P19145 P07703
P39550 P32564
P39001 P13517
Q01560 P40496
P38264 P36017
Q12158 P40492
P39112 P11938
P39996 P20433
P38871 P32559
Q12517 P23179
Q12692 P08456
Q03768 P07272
Q99190 Q03897
P53176 P49166
Q12330 P04817
P35210 P33299
P47176 P38251
P43569 P43542
P34252 P33399
P41815 P06774
Q08923 P32492
P53974 P47822
P43639 P34218
P53551 P39936
Q03012 P34241
Q04305 P53901
Q12734 Q01722
P46678 P39563
Q04231 P38077
Q04062 P14922
P53939 P35187
P43622 P26754
P47089 P38811
P32558 P14907
Q03081 P34161
Q08465 P40204
P53883 P38304
Q07688 P25045
Q99176 Q03661
P26798 P08153
P46678 P38274
Q04359 P29056
P39515 P36224
Q12194 P36013
Q12174 P00359
Q12100 P23776
Q08235 Q04603
Q03655 Q03373
P48568 P39994
P51601 P26754
P53437 P19073
Q12241 P25046
P33200 P10834
Q12194 P25635
Q08601 P46678
P53171 P38153
P38760 P25371
Q03063 P06104
Q08685 Q04930
P52488 P34216
P54885 P39996
P32836 P30902
Q03935 P19658
Q02574 P38247
Q08902 P04046
Q12060 P20438
P53176 P38358
P47167 P32793
P35169 P13434
Q06005 P32499
Q06631 P47104
P33306 P32583
P40471 P22140
Q02630 P01119
P40103 P20434
Q12262 P32842
P41544 P32327
P53070 P34110
P53840 P22209
P38429 P32571
Q01080 P38801
P49334 P09064
Q03330 Q01217
P42944 P38792
P89105 P07269
P40078 P25847
Q12365 P14242
P53961 P38261
Q02608 P22202
Q05080 P20134
Q03103 P47134
P32908 P32523
P53551 P43569
P47090 P13185
P38111 P07264
Q04439 P23291
P40496 P38821
Q05911 Q02948
Q06406 P53735
Q04175 P36036
P40890 P34217
Q99186 P21339
P52593 P11076
Q12124 Q08096
P22804 P22224
Q08492 P53337
P23968 P22139
Q03010 P32787
P15807 P12887
P38915 P09440
Q12450 P47165
Q08278 P39007
Q12241 P40510
P47074 P32263
P38254 P32863
P38781 P38627
P53215 P38753
Q06490 P41814
Q00684 P01097
P39720 P32381
Q12038 P47027
P53011 P36100
Q08492 P47185
Q06224 P38991
Q05027 P23585
P30283 P00358
P39702 P32492
P40217 P32367
P41695 P38744
P38902 P38627
P24482 P07703
P53628 P36057
Q07834 P27476
P53130 P53115
Q12233 P13902
P53740 P40314
Q06490 P31412
P39727 P13902
P38782 P38219
P53858 P38156
P42934 P40469
Q06200 P38749
P40512 P36168
P38068 P17555
P53236 P38181
Q01329 P38856
P39944 P11747
Q06411 P04786
Q08204 P11914
P53253 P38907
Q03081 P36100
Q12194 P38041
Q12152 P53824
Q02208 P46949
Q04636 P35691
P47185 P21242
P80428 P46675
P03069 P00830
P40032 P38629
P53961 P38615
P43592 P38744
Q04562 P08518
P28496 P06704
P25046 P06783
P54784 P32610
Q04739 P34224
Q12035 P33203
P53253 P36006
P47822 P46655
Q03774 P53952
Q07986 P39008
Q00772 P23287
Q12098 Q06200
P53742 P39112
P38429 P24867
P32354 P30656
P41814 P39101
P41901 P32832
P39551 P25385
P53197 P38819
P36057 P31111
Q12019 P12294
P38623 P04817
Q12335 P38682
P53044 P12383
P53857 P00330
Q06598 P32602
P36129 P33301
P53267 P36120
Q07478 P24813
Q03898 P05626
P33199 P21339
P38428 P36121
P40992 P35497
Q06648 P40352
P41546 P37012
P41818 P32336
Q04493 P32332
P30605 P06844
Q12361 P40032
P53221 P40020
P43594 P09938
P46949 P32499
P12684 P06786
P54860 P38072
Q12427 P38272
P57744 P34226
Q06245 P39534
Q03533 P25371
P29539 P23639
P53829 P38962
Q06205 P35056
Q03373 P32432
Q12165 P28239
Q05471 P38319
Q12349 P39685
P53901 P53168
P43561 P40513
P54861 P39734
Q04231 P53081
Q08109 P38082
P48239 P39515
Q03860 P47019
P43682 P37366
Q03063 Q00381
P25656 P25632
P35718 P25615
P43555 P00560
P40527 P25367
Q08018 Q02554
Q05931 P28320
Q03899 P21957
P40518 P20484
P41813 P33335
Q03280 P43545
Q01722 P48606
Q08438 Q02795
P40352 P19735
Q04002 P22082
Q04964 P32499
P29469 P25346
Q07528 Q06005
Q06091 Q03213
P28000 P23285
P39944 P38811
Q08271 P38702
P33296 P31539
P53600 P28004
Q12059 P38273
P49334 P32582
Q04868 P32529
Q99189 Q08193
P20436 P11914
P43568 P40527
P39967 P36121
P38351 P32793
Q03081 P39955
P38337 P15646
Q12262 P30665
P50278 P08638
P46671 P40343
Q05166 Q03125
Q12154 P06777
Q12389 P38337
Q12124 Q06632
Q06525 P47912
Q12009 P53551
P36057 P32582
P39107 P04817
P38820 P34238
P53877 P38627
Q07540 P39083
Q99382 Q03935
P40314 P39702
P43560 P00410
Q06001 P06700
P22141 P08518
P48412 P39007
P46954 P33204
P39702 P23624
Q12019 P29465
Q08214 P47134
P47166 P09440
Q12107 P23285
P50875 P43574
Q03956 P39987
P39101 P36049
Q04370 P33301
Q08387 P53313
Q07914 Q01590
Q03323 P32773
Q04195 P39001
Q02804 P46965
P53851 P48566
Q12363 P36027
P32911 P08456
P87108 P51601
P47134 P22082
P53191 P38138
P35198 P32319
P38261 P21538
Q03862 P11747
Q06440 P14291
P42945 P39952
P47821 P38883
P53974 P16151
Q99181 P33122
P40957 P38301
P43604 P18410
Q02774 P00729
P38867 P32911
P53857 P19880
P36084 P32564
Q06339 Q03785
P38695 P32350
Q02732 P54837
Q12443 P19358
Q03944 P38692
P38805 P16370
Q12449 P26755
P39521 P38156
P33301 P14922
P25302 P12611
P38811 P07274
Q05027 P29496
Q6Q547 Q08683
Q03290 P29509
P53265 P38112
P40422 P10862
P48240 P38842
Q05946 P53538
Q12224 P39968
P54784 P18759
Q06708 P41817
P38123 P05694
P33301 P17214
Q03338 P53096
P42934 P32832
Q06677 P38805
Q05900 P46671
P46988 P19955
Q02775 P39925
Q03532 P49018
P53116 P50091
Q02908 P43542
Q06451 P12684
Q05021 P38872
Q08235 Q03661
P12684 P06700
P53039 P43605
Q12402 Q08215
P40890 P39001
P39960 P04786
Q06819 P20050
Q08962 P38960
P47167 P32601
P27692 P18962
P39702 P38042
Q08465 P06102
Q12377 P20436
P53933 P13099
P38877 P22209
P32916 P14242
Q12315 Q12035
P53096 P33313
P33754 P25382
Q12390 P23833
P10863 P01123
P10507 P04821
P40348 P05986
P25046 P10834
Q08550 P14906
Q06628 P39987
Q99344 P53388
P43621 P07149
Q12026 Q05931
Q04217 P39515
P39547 P27895
P38911 P19524
P19358 P10592
P34240 P23285
P40314 P36104
P87108 P40055
Q12223 P16140
Q12138 P53550
P53840 P11747
P51862 P25358
P53091 P47042
P43132 P13663
P53091 P38992
P40438 P32528
Q03690 P22139
P39003 P32783
P32641 P32628
P47061 P21691
P40167 P28239
Q06815 P37302
Q08032 P38156
P47185 P34161
P41544 P39925
Q12066 Q01560
P53973 P20484
P47166 P38232
Q07824 Q06405
P41811 P21951
Q01649 P42941
Q02732 P35056
Q12159 P39073
P42934 P38705
Q06677 Q05933
P32486 P25719
P38353 P21306
P25604 P25046
Q12432 Q06409
P41813 P04786
P38960 P20449
Q02939 P00330
Q08911 P28004
Q02784 P40541
P25346 P16521
Q12270 Q02732
P53233 P40087
Q08109 Q06091
P53184 P28000
Q07732 P04817
Q05931 P40565
Q99278 Q12285
P39010 P14681
P48240 P32914
P49435 P09457
Q04264 P89105
Q06697 P34087
Q04978 P53961
P43638 P40438
Q07540 Q02196
Q99190 P40095
Q12464 P32566
Q01684 P38789
Q03940 P20449
Q12038 P35189
Q03981 P39515
P20052 P17106
P38286 P24813
P40485 P32916
P33328 P23179
Q03280 P17255
P16522 P09959
P06778 P00359
P54791 P38822
P38304 P24813
Q12336 P10622
Q12380 P06838
Q02895 P41810
P34218 P33296
Q02932 P25299
P53048 P06774
Q06135 P38310
Q03465 P43563
Q12161 P53905
P43621 P16521
Q04305 P38826
Q06628 P06700
P53061 P23179
Q06224 P43638
Q04477 P25656
P81449 P32618
P47053 P40360
P32912 P17898
P54784 P36118
P35187 P28006
Q12158 Q06488
Q08975 P18851
Q12035 Q08817
P47134 P39992
Q02866 P26343
Q12306 P39992
P49166 P38121
Q02208 P35734
P23202 P12684
P33303 P32634
Q12019 Q02256
P25298 P11914
P39552 P21306
P54791 P20053
P53081 P38156
P48606 P25847
P46655 P38811
P25657 P13902
P07272 P02293
P47017 P34162
P32863 P06773
P38957 P38742
P32319 P17442
P38229 P22209
P35181 P34224
P38826 P32328
Q12175 Q06344
P48510 P13712
Q03973 P36034
P47005 P20676
P35184 P18900
Q12004 P19262
P38149 P32486
P39678 P19812
P53961 P32849
Q08287 P13712
P40077 P02994
P43562 P39998
P16370 O13565
Q02629 P33296
Q07896 P50104
P43545 P20133
Q12361 P45819
Q12192 Q12100
Q02204 P09440
P53973 P41805
Q03761 P53933
P47083 P38960
Q03071 P06778
P38691 P38111
P40890 P18562
Q99278 P19097
Q12194 P47050
Q04110 P42846
Q06340 Q05911
P39952 P38620
Q12749 P32911
P49956 P40856
P43682 P43568
Q12482 P40335
P48559 P10823
Q12321 P38041
Q02794 P47005
P43562 P06634
P35728 P25370
P45818 P08456
Q07921 P00331
P24384 P10869
P39552 P38144
P38351 P06782
Q12327 P40339
P53910 P32494
P53124 P35179
Q12063 P38262
P53540 P38630
Q00816 P43682
P38298 P32767
P36013 P13393
Q07442 P38144
Q12102 Q06324
Q01159 P43592
Q12102 Q05580
P38860 P06784
P38257 P05626
Q08773 P17157
Q04697 P38862
P40325 P21827
P46675 P32618
Q12361 P25567
Q06208 P32571
P42884 P32494
P47052 P40078
Q04089 P22140
Q04307 P42941
P40510 P20052
P32564 P06844
P53253 P20435
P49018 P47176
P53093 P40573
P35210 P32832
P41546 P38867
Q12009 Q02555
P41940 P40478
P53010 P40890
P87108 P47912
Q06436 P07703
Q04601 P52488
Q04636 P27515
P54861 P39954
P38086 P32571
P47042 P34240
P26343 P17629
P53147 P33892
Q08986 P14359
P53867 P42941
P40343 P11747
P35179 P25515
P47052 P40092
P40355 P39952
P53823 P35177
Q00711 P23638
Q08465 P53901
P38717 P08431
P52491 P07269
P47058 P32859
Q12328 P43555
P33307 P18239
Q08732 P04051
P23255 P16861
P50945 P13433
P30619 P00420
Q07800 P39534
P41546 P25043
P87108 P38759
Q12174 Q06706
Q12159 P06634
P53823 P38735
Q02256 P38968
P40971 P35688
P53824 P32571
P54837 P04051
P40003 P01149
Q06490 Q02795
P38712 P00549
Q08966 P36027
P53281 P38111
P36049 P19659
Q04004 P39112
P32895 P28241
Q03208 P38910
P47052 P43588
P10566 P08566
Q12343 P20606
P53130 P12294
Q06640 P11972
Q02336 Q00723
P43621 P40010
Q12518 Q12192
P14682 P08678
Q07914 P53538
P42846 P38811
Q12285 P39928
P36161 P32944
P36520 P32898
P39969 P32897
Q12050 P21576
P38080 P13259
P25301 P10081
P47120 P46954
P42934 P16521
Q02732 P38063
Q06815 P43603
Q01159 P02829
Q03944 P39962
P50278 P38298
Q08285 P38082
P87284 P52553
Q12321 P53064
Q06631 P25376
P53181 P00549
Q12349 P47068
P38769 P12695
Q03338 P38910
Q05778 P14906
Q12224 Q03690
P39534 P38855
P39735 P32564
P40356 P24813
Q92316 P48568
Q03860 Q03834
P53877 P34216
P32639 P25441
Q04359 P04817
P53952 P06104
Q08746 P38827
P38719 P32913
Q01852 P50101
Q12082 P39520
Q03661 P13393
P40518 P36520
Q12192 P53286
Q12157 Q08119
Q04305 Q02721
P46675 P32807
P53750 P39004
P30283 P05453
Q05022 P04386
Q99344 P38822
Q08683 P04817
P35842 P25604
P06786 P06773
Q03976 P14680
Q03697 P32499
P33314 P25297
Q07350 P40069
Q12477 Q07540
P53740 O13565
Q12233 Q02199
P34909 P30605
P36118 P13434
P40202 P28241
P36049 P33441
Q08685 P53124
Q12026 P38696
Q12469 P32334
P38702 P00924
Q05359 Q03690
Q04749 P04386
Q06200 P53924
P38874 P38286
P53740 P32794
Q03976 P36012
P35210 P32830
P38861 P00128
P40475 P40303
P38149 P12887
P41811 P39987
Q12019 P47135
Q12418 P38084
P40890 P14242
Q01684 P36131
Q04199 P00128
P43581 P20436
Q02608 O14467
P36129 P12383
Q04048 P21957
Q9URQ3 P32859
P53039 P30619
Q02555 P36017
P41834 P33296
P32913 P15938
P60010 P38082
Q12161 P33334
Q12469 P10566
Q06639 P38801
P39904 P11076
Q02336 P32801
P40518 P39928
Q03944 P21374
Q04697 P32588
P38911 P31539
P53171 P38182
Q03330 P25579
P32585 P22133
Q00772 P40155
Q12045 P53233
P32830 P00330
P38328 P32641
Q04226 P40960
Q08096 P14682
P49435 P40341
Q12206 P22140
Q06001 P25648
Q05016 P04807
P00924 O13297
Q06675 P22204
Q12265 P17106
Q12330 P34162
P53893 P43682
Q02721 P25559
P52960 P38346
Q03323 P36008
P53267 P20676
P38751 P32892
Q12482 P50113
P46965 P25655
P36107 P16649
Q03976 P10823
P53244 P14741
Q02554 P38867
Q06675 P49573
P28320 P22224
P52488 P36034
P32807 P22133
P53253 P39875
P22007 P07273
P53265 P25367
P40087 P39101
Q12082 Q08923
Q07442 Q01722
Q12233 P32588
Q12482 P32325
P38820 P36121
Q03465 P34730
P39994 P35201
P40515 P38992
P38634 P34238
Q04322 Q00873
P53181 P43603
P25847 P06773
Q99278 P14164
P25359 P00128
Q06630 P38070
P41697 P21538
P48524 P25502
P53823 P40316
P38827 P38089
Q06091 Q03338
P53955 P47027
Q06644 Q03323
Q06676 P22082
Q01852 P24783
P38988 P38696
Q07442 P46674
Q12402 P27796
P39540 P33297
P31380 P25293
Q06677 Q03177
Q12513 P43132
P53096 P38708
P53616 P48836
Q02775 P32447
Q04847 P16658
P43609 P10834
Q06631 P38697
P53691 P26449
P50090 P25344
Q06200 P02309
P40970 P15790
Q08018 P40038
P38153 P12954
P47025 P38810
P38820 P11710
Q03785 P53823
P53628 P53093
Q12406 P30605
P50104 P39548
Q12102 P32492
Q03834 P38165
P53886 P53079
P17442 P04050
P32499 P15436
Q12363 P53176
P36116 P00924
P32387 P32328
Q12255 P40352
P41912 P12904
Q99278 P38863
P35181 P32597
Q07904 Q04673
P40453 P38727
P38726 P28000
P48837 P32803
P40032 P17255
Q05016 P21672
P38881 P07262
P34217 P20434
Q04493 P80428
Q06344 Q03758
Q04004 P33296
Q12082 P04386
Q04964 P14242
Q06676 P53691
P40473 P40075
Q08773 P28791
P47074 P38696
Q02895 P38999
Q06673 P26309
Q07844 Q02939
P42934 P35178
Q04930 Q02159
Q04089 P32559
Q02795 P25043
Q08465 P53281
P47116 P47090
P53538 P25341
P53150 P32830
P42934 P41911
Q02732 P32642
Q05949 P32529
P53313 P10863
P40555 P12684
Q03125 P33335
Q12158 Q07844
P87284 P04386
P54854 P53685
P48234 P39540
P50090 P38293
P53549 P35177
Q12361 Q07887
Q12216 P38274
P26448 P13259
P36103 P35817
Q06078 P43613
Q12206 P25346
Q12691 Q03935
Q06665 Q01852
P52960 P38428
P36421 P32618
P36027 P07149
P36120 P29496
P53269 P38817
Q08980 O14467
P40453 P36036
P40020 P21672
Q02196 P24384
Q12030 Q04233
Q12450 P38700
P46961 P41810
P25358 P13711
P53115 P38968
Q07528 P38351
Q02208 P53068
Q02825 P38082
Q06551 P32558
Q05911 P38821
Q06340 P43555
P32773 P10834
Q08004 P30606
P47115 P40064
Q12518 Q03661
P51601 P38351
Q04264 P36104
P53176 P47165
P48813 P33339
Q03761 P43613
P47115 P14736
Q04493 P32259
P38251 P32793
Q06151 P53959
Q03455 P53150
Q03337 P25045
Q00711 P24869
Q12006 P33204
P40350 P38429
P43612 P40319
P40563 P02294
P38819 P32905
P32597 P09440
P38068 P07866
P36009 P05318
Q99190 Q07376
Q12035 P35203
P47019 P31380
Q00578 P53147
P43563 P32618
P53079 P38793
P36019 P22276
Q12168 P32453
Q07084 P38744
P46965 P40078
Q03497 P32833
Q08004 P38751
Q12030 P38757
P10869 P10834
P39515 P25046
P47821 P22213
P39935 P39875
Q12365 P32558
P38759 P10507
P38194 P28000
P32559 P32464
Q06224 P53924
P39524 P32629
Q07824 P41544
Q08923 P38766
P48363 P39875
Q02774 P40328
P20484 P06100
Q03579 P40167
Q03944 P39944
P32793 P21827
Q06644 P53061
Q08109 P34238
P38829 P32529
P47045 P16547
Q08208 P22214
P32379 P22276
Q06096 P00817
Q06708 P50105
P54784 P19145
Q02804 P11747
P47090 P12904
Q01852 P40038
Q06675 Q03944
P53622 P01149
Q03782 P38817
Q03735 P10863
Q04749 P32797
P47025 P38427
Q02775 P32486
P54861 P34227
Q12450 P32558
Q12749 Q04002
Q12020 P81449
P48361 P47171
P38273 P38264
P47037 P43601
P47049 P22214
Q99190 P38700
P53096 P36068
P40513 P40495
Q07915 P28239
Q12483 P25441
P43545 P33311
P40510 P39954
Q12349 P22082
P28004 P07342
P50104 P38998
Q12518 P42946
P53259 P53168
Q08683 P32490
P39515 P23561
Q02555 P25303
P53344 P32350
P39998 P26798
Q08902 P25648
P31378 P16661
P39523 P10507
Q92316 P19146
P50945 P04819
Q05874 P38751
P40005 P38953
Q12078 P53181
Q02100 P38842
P38692 P12695
P38873 P26755
P40958 P28007
P52918 P39875
Q08018 P38814
P53857 P39994
Q12004 P32327
Q05787 Q04792
P39935 P36084
Q07540 P38774
P39713 P06775
Q07478 P38962
Q12071 P40457
Q06554 P39011
P38736 P20486
P32589 P05375
P53953 P39702
P32787 P16521
P32585 P22141
Q12059 P40988
Q03940 P40965
Q00684 P32916
Q7LIF1 P32588
P47052 P32805
Q08966 P39992
P25358 P14737
P53919 P32797
P53551 P32480
Q99190 P29055
Q05778 Q05359
P53316 P32803
P19454 P04786
Q03337 P39704
P53622 P25376
P34252 P33314
P32480 P25651
P40555 P11978
P32610 P01149
Q7LIF1 P39682
Q12349 P39998
P38084 P39009
P38623 P38329
P32805 P38298
P36120 P06844
P38789 Q03220
P33322 Q06706
P16522 Q03579
Q02205 P32259
P39703 P33297
P38146 P39944
P40564 P53894
Q06632 P53323
P32597 P22543
P53859 P40316
P40368 Q08920
P53738 P40450
Q12165 P40482
Q12263 P06103
P53961 P35056
Q12216 P38840
Q00246 P40957
P38774 P53256
P33418 P31377
Q00362 P12612
Q92331 P07248
Q06512 P49956
P53169 P07264
P32325 P25491
P53955 P17505
Q03956 P38121
Q08581 Q03263
P39904 P47042
P34217 P40968
P25299 P53233
