Q9UN86 O14531
Q9H6Z9 Q96T76
Q9HAP6 Q99471
Q9HAP6 P62987
P13647 P24941
P13647 P29353
Q86XR7 Q8NEC5
Q86XR7 P53350
Q86XR7 Q9Y3B7
Q86XR7 Q8NFA2
Q96SI9 Q92917
Q96SI9 Q9Y316
Q15024 Q8N7X4
Q96LJ7 Q8N5M1
O60884 Q9NZ81
O60884 Q96HR8
Q07866 P27658
Q13042 P21917
Q96CG3 Q8WZ19
Q96CG3 Q6NX45
Q96CG3 Q86UD0
Q96CG3 Q9HBF4
Q8N3Z6 P10124
Q8N3Z6 Q9NPE6
Q06609 Q8WVL7
Q06609 O75683
Q9NZ43 P27658
Q9NZ43 Q7L3V2
Q9UPY8 P40855
Q9UPY8 Q13043
Q9UPY8 Q9NR28
Q9UPY8 Q5QGT7
Q8N114 P51668
P54252 Q9GZM7
P54252 Q96B02
O75154 Q9H2S6
Q71SY5 Q13323
Q71SY5 P46926
Q71SY5 O15533
P09917 P48775
P09917 Q6NX45
P09917 Q8IW19
P09917 P28328
Q5W111 Q8N684
Q5W111 Q9H6J7
Q9NR46 Q9BYQ2
Q9NR46 Q9UHV9
Q8IXL7 Q9H204
Q8IXL7 Q8WV28
Q8IXL7 Q7Z419
Q9UKN5 Q9NQG6
P02042 Q494U1
P55771 Q5VW32
P55771 P62070
P61081 Q9Y6M0
Q9H0W9 O15260
Q12982 Q96F86
Q14240 Q96CS7
Q14240 Q92988
Q53EL6 Q99962
Q53EL6 P36894
P30613 Q8TAC9
P51668 P40855
P51668 Q9H115
P51668 O14879
P51668 Q13362
P51668 Q9HBE1
P51668 P62308
P51668 P13236
P51668 O15234
P51668 O95278
P51668 P16471
P17544 P98170
P17544 Q15040
P17544 Q96GS4
P17544 Q96EL3
P17544 Q9UBQ5
Q15717 Q9UFF9
Q15717 P29373
Q9Y2W7 Q9HD26
Q9BYQ2 Q5T5A8
Q9BYQ2 Q08426
Q9BYQ2 Q14919
Q9BYQ2 P48668
Q9BYQ2 Q86VQ0
Q9BYQ2 P11217
Q9BYQ2 Q8NG50
Q8N661 P12956
Q13323 Q14186
Q13323 Q8IUH3
Q13323 O60565
P55211 Q9H204
P55211 Q96M91
Q13489 Q9UIH9
Q13489 P49757
Q13489 Q9UK73
Q96M27 P15531
A9UHW6 Q9UFF9
A9UHW6 O75461
Q9NUU7 Q13409
O75459 Q9P015
O43447 Q9NPB3
P43115 Q5W5X9
P43115 Q96FW1
P43115 Q9NZV5
Q96A26 Q14188
Q13404 Q9BSD3
Q6PF18 Q9GZV4
Q6PF18 O43688
P08311 P05413
Q5W5X9 P14770
Q5W5X9 Q9Y4A8
Q8N5M1 Q9BYQ6
Q8N5M1 Q99814
Q8N5M1 P09603
Q8N5M1 O00220
Q9NZV5 Q53T94
Q9NZV5 P52594
O95154 O96014
Q9Y6H1 O43482
P40855 P11908
Q9H0R3 P04155
Q96D31 Q9NZL9
Q96D31 Q9Y3D6
Q96D31 Q8IW19
Q9BXC9 P22059
Q7Z698 O95863
Q7Z698 P54849
P12956 P63096
P12956 P42081
Q9NQS3 O00471
Q9NQS3 O14733
Q9NQS3 Q16629
Q9NQS3 P30304
Q9NQS3 A1L3X4
Q9NQS3 Q9UMQ3
Q9BSW2 P78560
Q9BSW2 Q9NX40
O75817 P42685
Q03167 Q9UKL6
Q9UBY9 Q9BXK5
Q9UBY9 Q9UQB8
Q9UBY9 Q13257
Q9UBY9 Q5W0Q7
Q9P291 Q99962
Q9P291 P01730
Q9P291 P13284
Q13393 Q9UK33
P35212 Q96HC4
P28562 P48775
Q9Y2K6 P78537
Q8TAE8 P46695
Q8TAE8 Q96Q27
Q9BQ13 Q14584
P10398 P14921
P10398 Q13257
P10398 Q9BYR6
P10398 P54886
P10398 O75541
Q96SI1 Q99726
Q96SI1 P78386
Q9NZ81 Q8IWP9
Q9NZ81 Q6PL24
Q9NZ81 Q8TC07
Q9NZ81 Q86WP2
Q9NZ81 Q08334
Q9NZ81 O94905
Q9NZ81 Q6P5Z2
Q92882 P31269
Q92882 O14786
Q9BYR6 O96017
Q9BYR6 Q8N9W6
Q9BYR6 P60371
Q9BYR6 O15533
P60709 P24278
P60709 Q9UQC2
Q13153 Q9H0F6
Q9H0H5 Q9H8S9
Q9H0H5 Q8N8G2
P53350 Q969G2
P53350 Q9BXL8
P53350 Q9Y4M8
P53350 Q9BZX4
P53350 Q8NFV4
O00746 P62937
Q9H3R5 Q08334
Q9H3R5 Q9H6J7
Q9BTE3 P49711
Q969K3 Q86TG7
Q969K3 P01892
Q8TAT6 Q06418
P40617 P46695
Q86VQ0 Q99801
P15153 Q96KB5
Q96E35 Q9Y230
Q96E35 O95183
Q96E35 O95944
Q96E35 Q99714
Q96F86 P48146
Q96F86 Q6NVH7
Q96F86 O95214
Q9NPI6 Q92615
P30443 Q92838
O76011 P54619
O76011 Q0D2K3
O76011 Q12983
O76011 O43660
Q7L9L4 Q9Y216
P78424 P21462
O95630 Q9BRQ5
Q9NZT2 Q8NI38
O15519 P14921
O15519 P60228
Q15131 Q13043
Q15131 P22234
P22681 P14921
P22681 Q6PF05
Q70UQ0 Q6P9H4
Q9UIK4 A6ZKI3
Q9UIK4 Q8N7M0
O14508 Q9BV90
Q9NYP9 Q06547
Q9NYP9 Q99735
Q9UK58 P04155
Q92624 O95863
Q92624 Q13362
Q92624 P07355
Q92624 P60866
Q92624 Q9BUH8
Q92624 Q9H6L2
Q92624 P14649
Q92624 O43402
Q8WWM9 Q9HAZ1
Q8TD46 Q00005
Q15742 Q96M29
Q15742 P56524
Q15742 Q03403
Q8NEC5 Q8N684
Q8NEC5 Q13561
Q8NEC5 Q9H2F3
Q8NEC5 P62995
Q8NEC5 P51178
Q8WUE5 Q9Y6A5
Q6AZY7 Q9H869
Q9BXJ3 Q99689
P38919 P27824
P04155 P07858
P04155 O43504
P04155 P14550
Q96EV8 Q92567
Q96EV8 P57086
Q96EV8 P63261
Q96EV8 P54257
Q96EV8 Q92837
Q96EV8 Q8IWE4
Q96GT9 Q7Z6J0
O00401 P32121
O00401 Q13418
O00401 Q96A09
O00401 O96014
O00401 P62753
Q9NZ63 Q06732
Q9UQF2 O43184
Q86WP2 P05187
Q13882 Q9Y248
Q16537 Q8NC69
Q16537 Q8WXK3
Q16537 Q96CF2
P46781 Q9BT43
P57060 O14595
P19429 Q16665
Q96HR8 Q9UBT7
Q96HR8 P81274
P52744 P27658
P52744 P48443
P52744 P01189
P52744 B2RXF5
O00459 Q96IZ0
Q9BT78 Q5HYW2
Q96JM3 P42568
Q9UBX3 Q96Q40
Q96B01 Q6UXB4
Q96B01 P26998
Q8N2H9 Q9BXN2
Q8N2H9 Q9NZU5
Q8N2H9 Q8WWG1
Q8N2H9 Q8WTX7
P14921 Q7KZI7
P14921 Q9Y577
Q8NG66 Q12797
Q9P127 Q9Y3C0
Q9P127 P24941
Q9P127 Q15369
Q9P127 Q96Q35
Q9P127 Q8N1N4
O14733 Q01826
Q8TD31 Q9BYQ6
Q8TD31 P14316
Q8TD31 Q9P0L1
Q8TD31 Q9Y6J9
Q9Y272 Q06587
Q9Y272 Q96MG7
Q9Y272 Q9H0A8
P58549 Q16658
P58549 P50053
Q9UNS2 P49758
O60806 P30260
Q9UGJ1 Q6GPH6
P31150 Q13133
Q8IVW4 Q96A05
Q8IVW4 Q99615
Q8IVW4 Q9NVL1
Q9H4E7 P62820
Q7L591 Q969Q4
Q5SW96 Q9HBH7
Q68CJ9 Q2TAL8
Q9NVL8 Q9BYQ6
Q9NVL8 Q9BXN2
Q9NVL8 P55072
Q04743 O95352
P60412 P08047
O14817 Q14186
O14817 Q8IVD9
Q00403 P14618
O00471 Q9HC52
O00471 Q96CS7
O00471 Q16401
O00471 Q13568
O00471 P00915
Q8NB12 P46695
Q9UKL6 Q96I24
P11177 P49411
Q9H596 P43405
Q9H596 O60861
Q9BXL8 Q8NC69
O95361 P68363
Q3LHN2 Q7Z3E5
O00154 Q5T749
O43739 Q9UHD8
Q13620 Q9BV90
Q13620 Q9BYU1
P29034 P54257
P30203 P22736
P09382 Q8NI29
Q9BXJ1 P78543
Q9BXJ1 Q9NQB0
Q99547 O14543
O14908 P32121
P43405 O75477
P43405 P50613
P43405 Q8N1E6
Q15287 Q9NS37
Q15287 O43281
Q15287 Q8IUH3
Q96RJ6 P21917
Q96MM6 Q9UGP5
O43309 P53673
O43309 Q6NVV7
Q7LBR1 Q9HD26
Q7LBR1 Q96T51
P48775 P31942
P48775 Q9BTK6
P04843 Q5H9J7
Q96JM7 Q15831
Q96JM7 Q5T749
Q96JM7 P30154
Q96JM7 Q8NI38
Q96JM7 O96014
Q96JM7 Q9P0U3
P48380 Q9NWV8
P12757 Q9BZL1
P12757 Q9Y6G5
Q15040 P05121
Q15040 P10082
Q15022 Q9BYM8
Q15022 Q9NQ94
O75031 P14618
O75031 Q8TF42
O75031 Q96AA8
O75031 Q9UBQ5
O75031 O60749
Q9BVV2 Q13043
Q9BVV2 P13726
Q9BVV2 Q96MC5
P27487 P22392
P27487 Q6PEY2
O43261 Q96FX2
Q5T7W0 Q8IW41
Q6PGQ1 O43812
Q6PGQ1 Q93052
P46926 Q9H175
Q16520 O43805
Q16520 P78344
Q16520 O43402
Q6NYC1 P32321
Q6NYC1 Q6UXH1
Q6NYC1 Q9BUX1
O95872 Q96BD6
O95872 P29084
Q99471 Q8WWH4
Q99471 P78417
Q99471 P25025
Q8N5Z5 P16070
Q5T681 P28799
Q5T681 Q9BXK5
Q5T681 Q6ZMK1
P62987 P28799
P62987 Q15077
Q9NR28 Q15910
Q9NR28 Q6RSH7
P48668 P19878
P48668 O95214
O60832 Q5T4B2
O60832 Q9UGN5
P48047 Q8WTR4
P48047 Q99946
Q9NQS7 Q96JC9
Q15233 A6NJ78
Q8WUM4 O75674
Q8WUM4 P78536
P62877 P05121
Q6ZNA4 O14770
Q6ZNA4 Q9NSB8
Q6ZNA4 Q96CN7
Q12805 P05496
Q96J77 Q05513
Q96EC8 P12955
P23497 Q06455
P23497 Q13568
Q96JK4 Q8WV92
O94776 Q12904
A6NFR6 Q99873
A6NFR6 Q70IA8
A6NFR6 P53801
Q9H9L4 Q92785
Q66K41 A8K8V0
Q66K41 P53674
Q66K41 P0CL82
P98170 Q92843
P98170 Q9BXI6
P98170 Q9BSG0
P37108 Q9BVL2
Q8WV99 Q9BVL2
E9PJI5 Q96FJ2
E9PJI5 Q15435
O95070 P20290
Q8N684 Q9UJY1
Q8IXK0 P48146
Q8IXK0 P62324
Q8IXK0 Q9BRQ5
Q8IXK0 Q6NXP0
Q8IXK0 P09565
P60763 Q15208
Q3SYF9 O00148
Q3SYF9 P31146
O76083 P25098
O76083 Q9Y5Q3
O76083 O15266
Q03692 P10636
Q03692 O15234
Q03692 O43711
P18754 P22307
P31146 P20138
P31146 Q9UL17
Q9HCG8 O15355
P26441 Q96K80
Q9C086 Q5FBB7
Q9C086 O00629
Q9C086 Q8NEC7
Q15796 O14744
Q15796 P19438
Q15796 Q9Y5P4
Q15796 P49720
Q15796 P55291
Q15796 Q9NYL2
Q01167 O60907
P27348 P14770
P13760 Q9H2F3
P0DJD7 Q86TG7
Q96FW1 Q9Y6E0
Q96FW1 O75461
Q96FW1 P62324
O94967 P78318
O43704 P24278
O43704 Q9UJM3
Q9NT22 Q969G2
Q9BUY5 Q6IPM2
Q86U44 O15318
Q86U44 P15559
Q9HCE5 Q2TAL8
Q9HCE5 P02750
O95999 P25789
Q05513 Q3KNV8
Q9Y6W5 P09958
Q99638 P22392
Q96S44 Q9UQR0
P68363 Q8WWB3
P68363 Q99726
Q9GZT3 Q70IA8
Q15172 P62070
P30154 Q01664
O00194 Q15256
O00194 O60493
P59797 P14770
Q9UIH9 O14653
Q86UV6 Q9BX67
O95863 Q13188
O95863 P62826
P09960 Q9NZL9
Q9Y3C0 O95219
Q9Y3C0 P51814
Q9Y3C0 Q9NWF9
Q9Y3C0 P61165
Q9Y3C0 Q8TE12
Q8N0Z6 Q16775
O43318 P54619
O43318 Q9BVW5
O43318 P59901
O43524 Q8IVD9
O43524 Q15849
Q9HCE7 Q9HC52
Q9HCE7 O60907
O75410 Q06418
O75410 Q9Y4P8
Q9BU20 Q9UJY4
Q9UBS8 Q5TA77
Q8N8R7 Q8NFV4
Q96E93 O95278
Q9UC07 Q9BYE3
Q9UJY1 P17031
Q9UJY1 Q96C03
Q9UJY1 Q9NS91
Q9UJY1 Q6NVV7
Q8TAF8 P25101
Q8TAF8 P02745
Q07021 O14730
Q99819 Q15831
Q99819 P78317
Q8IVD9 O96020
P51149 O95947
P51149 Q14995
P42575 Q9Y6C2
P42575 P10588
Q5SNT2 Q2TAL8
Q14677 P78560
Q9BZI7 P46977
Q13362 Q9P209
Q13362 Q8NA72
P46695 Q8N6I1
Q8WVP5 Q00978
Q8WVP5 Q9UHJ3
Q99726 Q9HC52
Q99726 P00748
Q99962 Q3KNV8
Q99962 P41970
Q2WGJ6 P53673
Q2WGJ6 P15036
Q2WGJ6 Q12797
Q2WGJ6 P17987
Q2WGJ6 Q14247
Q2WGJ6 Q16829
Q9Y3M2 P40337
Q9UQN3 Q16555
Q9UQN3 O15266
O60547 Q3YEC7
Q9BXM7 Q6NSX1
O00629 P30260
O00629 P20265
Q9NZL9 Q96HV5
Q9NZL9 P30273
P24278 P51965
P24278 P46089
P32121 P55072
P32121 Q9H3D4
P32121 Q6Y1H2
P32121 P22626
Q2TAL8 Q9Y316
Q2TAL8 O43502
Q8N488 O00257
Q6NX49 O43482
Q6NX49 Q9NUP1
Q5VVH5 Q96K78
Q8NI38 Q96GX9
Q8NI38 Q9BXG8
Q8NI38 Q9BQC3
Q5T7V8 Q9NP31
P49368 P00748
Q9UGP5 Q15910
Q9UGP5 P29401
Q9UGP5 Q9BZG1
Q15428 P46098
Q8N8F7 Q99578
Q9H115 Q9UL40
Q9H115 Q8IV03
Q96S59 Q9UKV5
Q9NQZ6 Q16665
Q9NQZ6 Q96EL3
Q9NQZ6 P34896
O43790 Q8IWP9
O43790 Q08722
P49711 Q3KNV8
P12955 Q9Y4P8
Q96CN9 Q15633
Q96CN9 Q9BUJ2
Q96MT4 Q96GX9
Q96MT4 Q99759
Q5HYW2 Q96P16
Q5T5A8 Q8NC69
Q5T5A8 Q9Y3B7
Q5T5A8 Q8IZS5
Q5T5A8 Q9H7V2
Q5T5A8 P50991
Q9UEU0 Q14657
P51617 Q96K80
O75618 Q86U06
O75618 Q96B02
O75618 O00571
O43264 O43242
Q9H0A6 Q99956
P54619 Q9BV19
P54619 Q9UK11
Q96Q77 O00165
Q96Q77 Q6ZUJ4
Q96Q77 P10721
Q9C0K7 Q6RFH8
Q9Y2Q5 Q15475
Q96FF9 P10606
Q96C28 Q5T9C2
Q96C28 O60493
Q969G2 Q496Y0
Q969G2 Q99594
Q0VDD7 Q96EB6
Q6PL24 Q16659
O96017 P60371
O96017 P47897
O96017 P07858
Q01201 Q92890
P52737 Q8WXB1
Q9Y237 Q9P2Z0
Q9Y237 A6NJ78
Q9P209 O43543
Q9P209 P42229
P10606 O43281
O95816 Q05048
O00257 Q8NC69
O00257 Q9Y6A5
O00257 Q15773
P10124 Q9BWW4
Q9H3P2 Q8TAP4
Q8TCJ0 Q9H1D0
Q9ULQ1 Q64LD2
P48146 P48443
P48146 Q6ZNE5
P48146 Q9H9S4
P48146 Q9UK22
Q06547 Q92917
Q06547 Q13163
P05187 Q15942
P62508 Q9HD26
O95947 O95837
Q99436 Q15628
Q99436 P14416
Q9UMQ3 Q96GS4
Q9UMQ3 P07737
Q99467 Q9BZL4
O14818 Q9BYQ6
Q96M29 P02585
P41220 Q92567
Q9Y376 Q9P0J0
Q6UXT8 Q9BZL4
Q9NPJ3 P22314
Q8IXM6 Q9BT43
Q8IXM6 Q9BZD4
P05106 Q13618
Q9UL16 P57682
Q8WZ19 P08047
Q8WZ19 Q99814
Q02833 Q9Y243
Q96Q83 P18433
P05062 Q9NZG7
P49840 P25311
Q06587 Q96FJ2
Q06587 P14618
Q06587 Q00005
Q14162 O95391
Q53HV7 Q8N108
Q53HV7 Q8IUB9
Q86V24 Q13123
Q9BT43 P78318
P43307 P50749
Q7L190 A1L162
Q06330 P10636
Q06330 P55884
Q06330 P45974
Q9P0L0 O60762
O14879 Q99961
O14879 P07307
Q13618 Q719H9
Q15633 Q15369
Q15633 P18124
Q15633 Q9BTE0
Q14254 Q96EB6
Q14254 Q02086
Q9BT92 Q9BQD3
Q12983 Q5TA77
Q99814 P62745
Q96MN5 Q9NV56
Q9H8S9 Q8N612
Q15907 P40306
Q2TAL6 Q02363
Q96TC7 P62995
Q96TC7 Q96NL8
Q15831 Q8N9W6
Q15831 Q9UN30
Q96MG7 P21452
P20265 Q12778
P20265 P56851
Q9BRQ5 Q15006
Q99873 Q08334
Q99873 P61970
P08047 Q05D60
P08047 Q6P2D0
Q92838 Q9HC52
Q92838 P50148
Q92838 Q96MX0
Q92838 Q9GZX6
Q92838 Q9UPQ8
P52926 Q96PJ5
P61601 O15355
P61601 Q9Y5U5
Q9P0V9 Q13625
Q16665 Q9HAN9
Q16665 Q9BY76
Q16665 O43615
Q16665 Q8TF45
Q99497 Q9NV31
Q99497 P43351
Q99497 O14832
Q9NRR5 Q9HAZ1
Q9NRR5 P06733
Q9NRR5 Q03431
P01042 P52298
P06400 Q14739
P19438 Q9BXK5
P19438 O14531
O95379 Q02446
Q15369 Q8N108
Q15369 P46977
Q99735 Q14739
Q15256 O60568
Q15256 Q13571
Q8NC69 Q9BWW4
Q8NC69 Q9UKB1
Q9GZZ1 Q9BQD3
Q9GZZ1 Q8WV92
Q9GZZ1 P06729
Q5TBC7 Q96T49
P08833 Q13188
P09629 Q5T749
P09629 P10321
Q8IYM1 Q14919
Q8IYM1 Q06124
Q8IYM1 Q05D32
Q9UPE1 Q16236
Q6L8H2 O15105
Q6L8H2 Q8N2M8
Q9HC52 Q07812
Q9HC52 Q96CA5
Q9HC52 P53990
Q9HC52 P29074
Q9HC52 P61313
Q14919 O14757
Q14919 Q9H211
Q14919 Q14566
Q14919 O43566
Q96NY9 Q09470
Q96NT3 Q8N423
Q96NT3 P49146
O00214 Q9HD26
O00214 Q9Y3M9
P49418 Q9UK11
P55085 P07737
Q8IV48 P21399
P78337 Q9Y3B7
P78337 Q64LD2
P78337 P78537
P78337 Q15628
P78337 P42685
P78337 Q8N3X6
O14595 Q92542
Q8WWB3 P13994
Q8WWB3 O75293
O15372 Q9UBQ5
A0MZ66 Q96EB6
A0MZ66 P61758
Q86W54 O43805
Q86W54 Q9Y2H1
Q14739 O75674
Q14739 Q8WVL7
Q14739 Q9H4T2
P60891 P18887
P60891 Q15051
P60891 Q14CZ7
Q9P2Z0 Q9GZV4
Q96EK5 Q01543
Q96CA5 Q92843
Q96CA5 Q8N9W6
Q96CA5 Q9NQ86
Q96CA5 Q5XKR4
Q96CA5 Q8IWE4
Q96GX9 O43679
Q8WWX9 P24941
Q99956 P60568
Q96JH8 P17022
P37173 P23760
P46089 Q9H6Q3
P46089 P17480
Q13123 Q9BVS5
Q96PD2 Q8IWR1
Q9UJ14 O95257
Q9UJ14 O00423
O15169 P07550
Q3SYA9 Q15139
P50749 Q99933
P50749 Q9NZN9
Q13188 P20366
P26599 O43805
Q92567 P37023
Q92567 O75475
Q92567 Q96FZ5
P80217 O14543
Q15139 Q92530
Q92890 P0CL80
P55072 Q13561
Q9H204 P63261
Q9H204 O95352
Q9BXK5 O43439
Q9BQD3 Q13133
Q9BQD3 Q12904
Q9BQD3 Q9ULV4
Q06418 Q969V4
Q06418 Q9NWQ8
Q6IAA8 P07992
P18887 P17535
P18887 Q99418
P18887 Q5JVS0
P18887 P24723
P17612 Q9H668
P17612 Q16633
P17612 Q13952
P17612 Q7Z5G4
O15296 Q9NWT6
Q9HA38 Q8IUH3
P15927 Q7KZI7
P15927 P29353
Q86SZ2 P55291
P07307 Q9NQY0
Q9GZT9 P01008
Q5T4B2 P10636
Q13285 Q8TC90
Q9UIE0 Q8TE68
Q8N490 Q9NPA3
Q6ZSC3 P48059
Q5T9C2 Q9UBH0
Q15777 Q9UNQ0
P62995 Q13952
P62995 Q8IUZ5
P23526 Q96FH0
P63261 Q9Y3B7
P63261 P50052
Q9H898 Q6NX45
P19878 Q12778
P19878 O43236
P50995 Q5W0Q7
O43681 Q9UHA4
O43566 P09601
Q8N682 Q9H477
Q9UKV5 Q9NWS6
Q96FQ7 P09228
Q96A04 A5D8V7
P21266 P17535
P04180 Q96C57
P40306 Q9H211
Q06124 Q6ZMK1
Q8TC90 O43502
Q8N1N4 Q14055
Q13956 O43805
Q8N1K5 Q14106
Q9UHV2 Q8N5M9
Q8TCA0 O43752
P20674 Q9NWX5
Q9Y4P1 Q12972
P11912 O14545
Q96GE4 Q8N3F8
Q8NBW4 P30504
Q15185 Q96T68
Q96BD8 P25789
Q96BD8 P22626
O00148 Q96PJ5
Q9UBT7 P19447
Q13950 Q9Y5Q3
Q13950 Q9UPG8
O15297 P47985
O15297 Q9H6I2
Q9UHR5 Q2YD98
Q9H2F3 A2RU48
Q96LM5 P11940
Q96LM5 P20333
Q8IVL6 O43242
O14757 Q96M61
Q9UMR2 Q719H9
Q9NXJ5 Q6J9G0
P51817 Q15910
P51817 O15245
Q96Q40 Q96EB6
Q96Q40 Q15942
Q9NWS6 O60894
O43812 Q96LC9
Q92558 Q8N726
Q96DN0 Q01826
Q96DN0 P61371
P14598 Q5TKA1
P17987 Q15942
Q9HBX9 O14744
Q9UL17 P15260
P62826 O43502
O00165 P41217
P61758 Q9NUJ3
Q92520 Q9Y316
O75688 O14880
P57086 Q13867
Q9HD26 Q13043
Q9Y5L2 P02649
P49721 Q96CM8
P49721 Q9BSG0
Q9H7T3 Q9Y316
Q15125 Q13228
Q9NP55 Q13418
Q9NP55 Q16621
Q6ZMM2 P41279
P45983 P35219
P45983 P57077
P04198 P06850
P78318 Q96P16
P78318 Q9P2S5
P50151 P17031
Q9NVC3 O60762
Q08426 O43805
Q9NNX1 O43688
Q6SZW1 Q9BQE3
P00966 P29373
P63096 P21145
Q9HAZ1 Q07812
P20138 Q8WYA1
Q4VC05 Q9BVW5
Q96LW4 Q8N3Y1
Q03014 Q3MIX3
Q7KZI7 Q9Y5A7
Q9BYM8 Q96C03
Q9Y534 Q9HD36
Q5TA77 P22736
Q5TA77 O75379
Q5TA77 O75143
Q15019 O00255
Q15019 O95140
Q96EB6 O43805
Q96EB6 Q8TBB5
P62714 P28799
P62714 O95471
Q9P2K6 P98175
Q96S96 A6NGK3
P10636 O95210
P10636 P0DMM9
Q9NPL8 Q06455
Q9UDV6 O95257
Q9UDV6 P25789
Q9UDV6 Q92630
Q9NQG6 P60371
Q07812 Q96S52
Q07812 P23588
P28799 O14531
P28799 P25311
P28799 P21399
O43482 Q6P1N0
Q6NX45 Q16527
P22694 O14627
Q13835 Q5JT25
P13994 Q6NT04
P02760 Q14657
Q8N6T7 P45381
Q15006 O96020
Q969V4 P53673
Q16181 Q13111
Q9BYQ6 P02814
P01111 Q96GS4
Q13261 P05549
Q13261 P55789
Q8WWY7 Q96Q35
Q9NP31 O75830
P31276 P62308
Q96M61 P25311
Q9NVF7 P24941
Q9NVF7 O60784
Q96K30 Q96S52
Q13616 Q96GS4
Q13616 P10082
P35908 O00308
P61916 O15318
Q86SE5 Q96T51
Q96N03 Q9NR56
Q969F2 Q96NE9
P07992 P78537
P07992 Q8N4L8
P07237 Q3KNV8
P53672 P31323
P53672 Q16613
P53672 P05387
Q9NUQ2 P0CAP1
Q96HC4 P22626
Q9GZN1 P39905
P11464 P26641
Q9BY67 Q9BZ67
Q99961 Q8NI22
Q8N726 Q08722
Q8WXG1 Q9UN19
Q13449 P51398
Q16625 Q9NVS9
P31942 O75603
Q15544 Q96A33
Q14331 P78543
Q01628 Q9H871
Q15906 Q8IUB9
O60861 Q16659
P14618 O95045
O95416 Q8N3Y1
Q92802 Q96GS4
Q92802 O00255
Q14154 Q9Y285
O00305 Q96MX0
P78344 Q96CN5
Q9NS37 P62140
Q13561 Q9H5I1
Q02363 Q8TDH9
Q02363 Q8IXH7
Q02363 P61106
Q02363 O15245
P08559 Q9HD90
P21145 P80303
Q9BVS5 Q14964
Q9BVS5 Q8WU58
Q96CS7 Q9Y316
Q96S52 P27824
P47813 Q8IZ57
Q8N423 P09681
Q96JJ7 P60372
P78537 Q9HBM1
P78537 P09430
Q7L3V2 P78329
Q92466 Q7L2H7
O95352 P05549
O95352 O75190
Q9Y3B7 O15105
Q9Y3B7 P40424
Q16649 Q16236
Q16649 P57077
P18846 P81408
Q9Y230 Q9BS31
Q8ND76 P19235
Q8NDB6 P02533
Q8NDB6 Q13671
Q9H211 O14543
Q7Z398 Q15714
Q9UNK0 Q9BZG1
Q9Y2K1 Q15942
Q9Y2K1 O95210
Q8N5M9 P36897
P12035 Q99895
P01225 P08779
O75971 Q86TG7
Q9UHA4 P46098
Q6I9Y2 P81274
Q13069 Q96AP0
Q3LI70 Q9NZN9
Q3LI70 O60568
Q3LI70 O14531
Q92843 Q14657
Q92843 P54652
Q01546 P05496
Q01546 Q92681
Q8N987 P01189
Q12796 P23246
Q8N448 P55210
Q8N6K7 P02649
Q7Z5H3 Q7Z6J9
P61970 Q96JC9
P61970 Q9UJW0
Q9GZM5 Q9GZV4
Q15562 Q92831
Q5T7W7 Q9GZQ4
P08779 P24941
Q9Y316 O43679
P17535 Q9UJM3
P49321 O14744
Q9UQB8 Q14566
O75409 P0CL80
P99999 P51398
O00757 Q96P16
Q6ZUJ4 Q8N9W6
Q9UNN8 P53779
Q9Y5A7 P29317
Q9NQA5 Q5W0Q7
Q9NQA5 Q14526
Q96AP0 Q96AQ9
Q96AP0 Q15306
O95944 O14730
Q8IUC2 Q8TCZ2
P80297 Q8N6V9
Q8IWP9 P15531
Q8IWP9 P32519
Q8IWP9 Q9BZK7
Q676U5 Q8TDH9
Q676U5 P43629
P62841 Q13070
O43615 Q13021
P20290 Q6GPH6
P10599 Q9UGK8
O75603 Q8WXB1
O75603 P35269
Q96NE9 Q9H6S1
P09228 Q9BSH5
Q96A33 Q969V3
O43390 Q8N446
Q9BYE3 P48382
P20827 Q9H175
Q9BZJ0 O00308
Q99612 Q13257
Q9NX65 P41235
Q01959 Q96LC9
O75541 O14939
P20333 Q8NCA5
O60784 P19338
Q96K80 Q9UHP7
P49411 P07998
O75973 Q9UJM3
P02533 Q16348
P02652 Q9P2B4
Q9BV20 Q16236
P98082 Q15628
P98082 P31943
Q8IWE4 Q9Y5R4
Q8WV92 P27658
Q8WV92 P29373
O75143 Q92529
Q9Y5R4 Q6ZUS5
Q9P0M9 Q99417
O75638 Q8N131
Q9Y248 Q8NEU8
P10768 O75528
A8MT69 Q9UF72
Q96FX2 Q92834
Q68DV7 O94972
Q99418 P29373
P09601 Q9UHV9
Q9NQB0 Q16643
Q12884 Q99933
Q9Y2B5 O14543
P34896 P08582
P18084 O15266
Q9GZV4 P49759
Q6PJ61 Q8TDN4
P14416 P35219
O75530 Q9Y266
P19338 P25101
P02649 Q6UXB4
Q96T49 Q9Y243
P14316 P01008
Q6NSX1 P62308
Q6P1L5 Q13326
Q96FJ2 Q07912
P57059 Q14119
O95400 O95644
O75379 P32856
Q8N3I7 Q8NBS9
P49759 P17643
P11940 Q15714
P11801 Q9UL46
P16118 Q16643
P20336 P35269
O94829 Q9P0L1
P42857 Q01658
P30505 Q9UBF6
P35219 Q8IZ83
P29084 Q96A09
Q9NVL1 Q96QG7
O15062 O00255
Q12778 Q2TAY7
Q96P16 Q7Z7C8
O14744 P52789
O14744 P43026
P12830 P57077
Q9UIM3 Q8N3Y1
P60903 Q5T749
Q13563 Q96K78
P42785 Q8NFA2
Q6KB66 P61962
