Q08001 P32776
Q92328 P38879
P38810 P38323
P40364 P40548
P32600 P25694
P39107 Q08457
Q06708 Q08199
P11978 P38349
Q07418 P47054
Q03455 Q04491
P16370 P42834
P24384 P40009
Q04370 Q03554
P32600 P38323
P48526 Q12301
P24004 P53314
P46671 Q08144
P36168 P15367
Q12524 O74700
P43682 P41903
P38272 P53600
P38310 P81449
Q08951 P00447
P40547 P40004
P27801 P53633
P39102 P38138
Q06704 P18494
Q07549 Q03860
P38757 P35845
Q08645 P53073
P15891 P47076
P49334 P37296
P52923 P32628
Q12331 Q08932
P43583 P40075
Q12096 P35056
P53860 P46947
P38353 Q02772
P36168 P00729
P53968 Q12067
P07806 P38855
P24279 P39718
P32776 P53860
P53273 P49686
P38304 P38153
P38164 Q06892
P40515 Q02100
Q04005 P38843
P36146 P33754
P17898 Q12324
P35844 P53540
Q08484 P31111
Q12067 P05626
Q01852 Q04329
P42951 Q03330
P36012 Q12082
P06208 Q04746
Q12386 P32913
P40155 P54999
P38247 P50087
P40051 Q04491
P53159 Q3E790
P35197 P19880
P32842 P32829
P40548 Q02725
P13711 P47112
P53930 P47124
Q05521 P08425
Q01649 P40056
Q12262 P47139
P00427 P40451
P13433 P39981
Q04272 P50945
Q92316 P38153
Q12098 P41735
P52553 P36516
P38286 P19516
Q12339 P36037
P53171 P28791
P53079 P25578
P43571 P47040
Q12462 P53845
P40155 P33419
P53896 P47114
P04039 P38888
P50108 P21192
P46983 P13382
P31412 P40955
P53273 P02293
P02309 P21269
Q05871 Q04491
P05066 P39108
P11978 P53622
P38176 P38221
Q12473 P38962
P54861 Q05040
Q12114 P18412
Q08548 P87108
P29340 Q08951
P05066 Q06497
P41909 Q03778
Q99393 P38334
P33760 P33421
P16451 Q07549
P47818 P53168
Q12191 Q12208
P35056 P39007
P36125 Q03330
Q07418 P38756
Q06346 P50088
Q05050 P36519
P38137 P14737
P40215 P32318
Q12232 P02293
P16474 P36147
Q04338 P17967
P12383 P24280
P29469 P38300
P38863 O75012
Q03337 P06839
P22803 P38176
P43560 P50087
P40107 P39718
P34230 P53314
P35729 P32843
P53191 Q08215
P36168 Q08280
P34230 P36149
Q12016 Q02100
P36107 Q01217
P47064 P36051
P52891 Q02774
P27514 P41834
P04039 P40549
Q08236 P53083
P27801 P40540
P41733 P41695
P33894 Q04410
P24004 P53064
P18888 P25386
Q12408 P38875
Q06639 P02557
P41903 P36096
Q07418 P49704
P32855 Q08208
Q03824 P33754
Q04408 P32363
P32476 P40857
P53930 P39704
P38842 Q08754
P36125 P03874
P53011 P40368
P53008 P38137
P47017 P53954
P07263 P36093
Q03702 P33775
P47166 P54999
Q02100 P39965
P15303 P07246
P38842 P53129
P00724 P33200
P21825 Q12042
Q12524 Q12267
P38182 Q99325
Q06551 P41544
P13711 P03874
P27796 P34161
P43601 P33895
P38164 P52871
P32629 P14680
P38859 P38166
Q08236 P32796
P47026 P41544
Q08215 P38206
P03874 P39108
P53271 Q08215
Q12386 P53008
P38334 P22855
P35723 P10507
P38358 P40351
Q06325 P18496
Q12386 P53195
P25298 P53264
P41903 Q03921
P52871 P36116
P40302 P31382
P28795 P33891
Q02773 P38778
P36146 Q05040
P40582 P38879
P40368 Q04183
Q03579 P18962
P38198 P15303
Q08754 P31539
P38142 P31539
Q12386 Q08215
Q04458 P42945
P48567 P38301
P40513 P47124
P36168 Q07688
Q07821 P38164
Q03370 Q04947
Q01649 P22855
Q12301 P47069
Q12142 P22082
P41909 P53171
P46983 Q08921
Q06568 P38717
P80667 Q02205
P04386 Q05902
Q03897 P53951
P38162 Q04847
Q99394 P53947
P32476 Q03694
P39108 P38755
P39526 P53281
Q06497 Q06625
P35206 P34240
P07560 P38682
Q06815 P40208
Q08001 P36037
P32526 P38865
P32800 Q06819
P32944 P11927
P54730 Q03944
P53950 P32445
P20434 P38932
P35201 P47139
Q02516 P47015
P37302 P02309
P32353 Q04964
P25299 P22203
P24004 Q12236
P32609 Q03579
Q04226 P40451
P43583 Q08444
P38292 Q02773
Q12462 P20050
P43563 P40495
P10961 P38969
P49334 P46971
P39719 P25591
P46655 P40547
Q03337 P10849
P11655 P53896
Q07376 Q06405
P50091 P53951
P38523 P32357
Q12039 Q08109
P40582 P38273
Q08548 P40955
Q12462 Q06551
P46983 P06105
P32629 P39522
Q12089 Q12192
P09232 Q03103
P38682 P29055
P53112 P32522
Q07540 P39108
Q12063 P40576
Q12096 P03874
O74700 Q02642
P47075 P36161
P40051 P38555
P32573 P31115
P40484 P40008
Q03497 P43621
P32524 Q12160
P28795 O74700
P38228 P25591
P28627 Q08474
P23542 Q99186
P35177 P21957
P13586 P48813
P47064 Q3E790
P23542 P32790
P25358 P53959
Q03824 P05759
P46985 P32524
Q04183 P16661
Q03941 P52920
Q12236 P25371
Q07418 Q03898
P20795 P40317
P35056 P39112
P40003 Q12067
P13711 P39734
P35723 Q12473
P38757 P38329
P43636 P32505
P41903 P38207
P34760 P25627
P53184 P32074
Q99385 P28496
P23255 P41834
P53248 P13434
Q02896 P26755
Q03337 P29539
P47170 P42223
P25644 P11076
Q04958 P19658
P38863 Q12452
P39734 P36093
P36012 Q05867
P38169 P36018
Q04329 P08638
P53093 Q08444
P32578 P50861
P38088 Q03774
P16451 P25298
P35056 P53951
Q12473 P38114
P50088 P40003
Q12530 P41821
P38198 P53173
P38137 P32611
Q04370 P00724
P38292 P38297
Q12462 P06701
Q99393 Q03897
P42223 P18496
P41811 P28496
P39108 P10662
Q06616 P38819
P29469 P35176
Q12016 P32611
Q12462 P38717
P47166 Q08548
P36125 Q04751
Q08743 P32380
P32570 P46989
Q12236 P46983
Q06567 P14737
P38182 P32522
Q07418 P40030
P29340 P27825
P33760 P41733
P27796 P41834
P38374 P34230
Q08951 P42839
P43621 Q03954
Q99385 P15179
Q02804 P10962
P39702 Q04629
Q12511 P53061
P38203 Q04632
P38855 Q03941
P06105 P39718
Q03370 P47154
P12383 P16603
Q06708 P18412
P38292 P53847
P40215 P38353
Q03370 P36163
Q12016 Q05568
P25605 P38878
Q00453 Q08215
P08456 Q12096
P32939 P53193
P53886 Q08484
P09959 Q08742
P33296 P34237
Q06169 P38995
Q12021 P11927
Q99190 Q00816
P22803 P28496
P27796 Q06675
P40018 P40071
Q12443 P32908
P13134 Q99190
P39923 P25580
P38170 P32875
P27796 Q03730
P38356 P39986
Q07807 P16664
P18239 Q6WNK7
P53037 Q01802
P35197 P32333
P17898 P46963
P53905 P16861
Q12236 Q12372
P53314 P41895
Q12405 P40071
P38181 Q12527
Q12382 P39108
P14306 P41812
P32910 P25573
Q04697 Q05899
Q06568 P25641
P48567 P40004
Q12468 Q12305
P00854 P47124
Q03579 P37292
P32787 Q07451
Q12425 P18409
Q08474 P46995
P39718 P35179
P00447 Q03660
P38793 Q99332
P40348 P32327
Q05583 Q03730
P36125 P39722
P36125 P08425
P50108 Q99385
P54999 P16603
P35056 P49018
P38839 Q99385
P40160 P53959
Q02969 P05759
P22803 P40350
P53184 P17898
P34230 P39103
P38292 Q12530
P53930 P42839
P25694 Q04602
P28795 Q06616
P38169 P16603
Q12142 Q04179
Q08931 P39525
Q06169 Q01649
Q05871 P08466
P21592 P53191
P36125 P48525
Q03322 P36051
P40317 P53600
P39526 P06777
Q03455 P20107
P38137 Q02773
P47026 P21951
P38211 P09232
P32830 Q12144
P47818 Q12055
P53011 P33418
Q03784 P52553
P53093 P00729
P40351 P40317
Q12386 Q08109
Q04370 Q12287
P32796 Q08932
Q06497 P07266
P54837 Q06697
P38261 P47082
P40161 P53112
Q12405 P25293
P46964 Q03860
P38127 P38991
P24004 P20606
P00431 P33894
P36125 P06105
P33421 P38745
P38261 P53954
P13134 P28241
P34078 P16664
P47113 P10862
P35197 P16474
P38682 Q03530
P25385 P05626
P22219 P38991
P28795 Q06630
P12954 P25584
Q08109 P42839
P20435 P38913
P46682 P53507
P28795 P03069
Q00539 P40451
P53633 P22035
Q04746 P17065
P54837 P40070
Q03694 P06105
Q12164 P28795
P40457 Q03308
Q12096 P41903
P22203 P16603
P39526 Q12241
P40957 Q12344
P38137 P08417
P12954 P40347
P32833 P07251
P40107 P49334
P29340 P47025
P35056 P38932
P43617 P43571
P54861 Q06708
P22855 P33754
Q06704 Q07830
P46983 P47047
P21954 Q12255
Q12380 P16658
P27801 P10962
P20434 P38814
P25641 P38855
P38341 Q04746
Q03694 Q04969
Q05787 P38745
P25386 P20967
P33767 P04786
P38221 P10507
Q08001 P22211
P38182 P38991
P34230 P32357
P36152 Q12354
P46985 P33754
P23542 P38374
P38112 P53865
P54861 Q99190
P27929 P38826
Q04183 Q05902
P37302 P32863
Q12527 P18414
P38873 Q04675
P33448 P37020
P38077 P34237
P38742 P50945
P15303 Q04868
P14680 P00045
Q12349 P38778
Q04119 P52553
P15624 P40167
Q01926 P21951
P01097 Q12154
P57743 P38555
P38292 Q12745
P32800 P38170
P17442 Q03660
Q02896 Q99186
Q92328 P46963
Q04964 P36051
P32830 Q12452
P08518 P09457
P38206 Q02486
P40364 P18962
Q08023 P32913
P32366 P43621
Q12382 P46964
P49687 P39718
Q06630 P53271
P50944 P42945
P53223 P53397
P32897 P54999
P53959 P32573
P39524 P32363
P25605 P46983
P38810 P31539
P53093 P38891
Q12443 P07143
P41909 P33754
P36107 P32363
P42836 P46971
P23644 Q12241
P32800 P22082
P53112 P32432
P14772 Q06096
Q05871 P39981
P32504 P40527
Q03824 P22137
P36048 P33754
P31412 P28496
P53273 P08417
P32842 P13433
P16603 P35191
P53037 P38756
P32343 P17967
Q06686 Q04003
Q12421 P39929
Q03455 P39524
P47082 P41544
Q04329 P46995
P38691 P20606
P38073 Q02647
P34111 Q03730
P25582 P53843
Q03784 P53838
P41903 P40208
P39108 P47031
Q12096 Q02969
P43621 Q6WNK7
P34078 P39965
P13134 Q01532
Q02793 P53077
P14064 P54964
P16151 Q12527
P80667 P40971
Q02772 P22023
P46681 Q92331
Q01802 Q04602
P15315 P53311
P53184 P35734
Q99394 P25345
P38310 P17891
Q07468 P21657
Q92328 Q03308
P47047 P38745
Q08215 Q12374
P31382 P40955
Q08023 P36116
Q02784 P38865
Q07895 P09119
Q12191 P32790
P33296 P40018
P38837 P26725
P00358 P22336
P20433 P22804
P29704 Q12042
P53224 P53267
P14904 P52871
P25646 P13711
P53224 P53093
Q03824 P36107
P38996 P38247
P46985 P36037
P38203 Q03322
P40051 Q12241
P07806 Q04089
P26793 P33296
P32600 P13574
P38341 P40094
P40056 P19735
Q12349 P43571
P41544 P17967
P41800 P40501
Q12028 P31539
P14772 P19735
P27514 Q12055
Q07895 Q07688
P11075 P81449
P26448 P40032
Q01649 P28241
P20433 P38875
P32558 Q04119
P53951 P39734
P40026 P32796
P38121 Q12144
Q06630 Q04329
P32796 Q06551
P39108 Q03667
Q06704 P47133
Q06405 Q12404
P38821 P53076
Q03370 P21951
P04803 Q04629
P38166 P21657
P20107 Q05919
Q03694 P48527
P43617 P31382
P18962 P25580
P32454 P39986
P18409 P40395
P41909 P33296
P38182 P49704
P20795 Q03694
P29056 P38356
P43582 P36164
P47113 Q04746
P16451 P39734
P50944 P53628
P25385 P10507
P29340 P38862
P39923 Q04408
P06774 P53058
P33331 P40318
P38176 Q01590
Q07807 P47069
P27514 Q03880
P24004 Q06417
P40549 Q07732
P34230 P18414
P36096 P36147
P38182 P32566
P12954 P34111
Q02100 P38855
P14359 Q06385
P38292 P08518
P08566 P38628
P32611 P43614
P09624 Q12431
Q07878 Q12746
P39727 Q03338
Q12114 P47069
P49960 Q05871
P43583 P38137
P10962 P08468
Q06497 Q06096
P32600 Q05787
P53892 Q07913
Q07532 P22354
Q06217 P16151
P13134 Q12208
P38152 Q12527
Q07895 P42945
P23638 P53622
P12695 P38624
P35729 P35181
P40155 P22082
Q12155 P38170
P52923 P53950
P32913 Q08548
P38714 P33895
P53008 Q04370
Q08215 P50087
Q08227 P53277
P53136 P22224
P38341 P26343
Q06704 P22579
Q06497 P14693
P32476 P11978
Q00582 P36029
Q06497 P38206
P40568 P53732
P53951 P25043
Q06169 Q04947
Q04199 Q12301
Q12003 P39526
P24004 P31109
Q07418 P53083
P27801 P46682
P40003 P53173
P38137 P27705
Q05871 P39524
P17255 Q07451
P18239 P38682
P41800 P38164
P16522 P39524
Q12524 P38323
P27514 P38323
P47133 P28241
P40484 P35688
Q05871 P28519
Q12425 Q03630
P25651 Q12287
P46983 P53628
Q12042 Q02516
P47093 P50861
P21560 P40482
Q12402 Q12030
Q12155 P48360
P32897 P21190
P32318 P23255
P38636 P40454
Q06651 P07248
P80667 P37267
P38181 P46682
P22804 P32445
P38821 Q04675
P41733 Q04272
Q08215 P40090
P40341 P32628
P11655 P17261
P32476 P38088
P15303 P39104
Q12425 P53271
P38247 P47166
P38682 Q12205
P40513 Q08743
P38292 P48567
Q12405 P18414
P15303 Q06632
Q12142 P32912
Q06616 P43635
P26793 Q99332
P27796 P46951
Q07418 P06105
P40155 P36125
Q03713 Q99316
P16622 Q08754
P54791 Q02725
P33760 P53093
Q06096 Q02486
Q05871 P31755
P32913 P39719
P47026 Q02732
P32600 P25298
Q12283 P35192
P32800 P12695
P08417 P41806
P47064 Q06644
P32796 Q92328
P43682 Q12746
P50108 P40185
Q04749 P53037
P38989 P36096
P32913 P46970
P38888 P37296
P28519 P40501
P27801 Q04746
P40155 P32916
Q04958 P38170
Q12267 Q08650
Q06497 Q02772
P25299 P39719
Q12028 P32787
P07261 P33754
P35729 P40533
Q05568 P36149
P40107 Q01519
Q03322 Q05040
P32454 P25365
P39904 P41909
P32504 P25343
P18888 P36125
P25584 P32790
Q06815 P32829
P46682 P35200
P30902 P38632
P27801 P33891
P25694 P38316
P53253 P80667
P20967 P25580
P21538 P40351
P53112 P50105
P41903 P36149
Q12241 P22023
P46985 Q04119
Q99394 P80235
P38358 P36146
Q12405 P34161
P22214 P10962
Q12241 Q02629
P40155 P21951
P50108 P13382
P06208 Q08754
P43563 P34230
P34230 P32331
Q12096 Q08548
Q04226 P53220
Q06346 P38439
Q12480 P38273
Q04311 P16547
Q02804 P01097
P42839 P42945
Q04847 P32873
P32573 P12695
P53039 P53121
P22336 P38745
P40457 P38072
P38181 Q3E790
Q02784 Q07468
Q04199 P38166
P36048 P38745
P17890 P38962
P53628 P32363
Q12301 Q04083
P20424 P32657
P07342 P32913
P38301 P52553
Q06410 P39718
P38863 Q12255
P23542 P39112
P40026 P40367
Q12527 Q12208
P38342 P38273
P80667 P48559
P49018 Q05043
P32796 Q03063
P36048 P32343
P32796 P33421
P32567 P08466
P38757 Q08921
P33296 Q03899
Q05359 P53093
P31244 P53230
P38137 P36164
Q02804 P26188
P38836 Q12154
Q05871 P53195
P17261 P05626
P54791 P38821
Q08215 P32333
P32800 P40008
P39718 Q02825
P27796 P53868
Q12331 Q03714
P53171 Q12003
P36162 P50944
P15873 Q03899
P47158 P46983
Q03322 P38875
P13711 Q12239
P47170 P21147
P24004 P38164
P40971 P35845
P38755 P35734
P32913 Q03660
P36130 P27614
Q04377 Q12524
Q03824 P12954
P46983 P20606
P38292 P25615
Q08920 P25625
Q03308 P53600
Q06497 P54730
P47064 P32048
P25646 P37020
Q06346 Q04005
P47019 Q02875
P10355 P32939
Q03370 P43621
P09959 P26725
Q12375 Q07688
P11655 P41903
Q05568 Q08686
Q07878 Q03330
P09547 Q04401
Q04632 P46983
P27796 P32776
Q12030 Q01217
P36094 P36064
P29704 P12695
Q08215 P53541
Q12402 P40451
P43601 P18496
Q06815 P40004
P53735 P38121
Q99394 P34111
P54791 P39518
Q08951 P47154
Q06169 Q05166
P50091 P39543
P25365 P53628
P17065 Q08444
P38873 P28519
Q12411 Q01590
P38358 Q03455
P23542 P36023
P22137 P53937
Q12382 P08466
P04386 Q99385
Q03322 Q12527
P21954 P25293
P10834 P53906
P39722 P38991
P38874 Q04410
P29496 Q06493
Q03254 P50108
Q04370 P11076
Q08932 Q02969
P53930 Q03630
P35056 P32790
P19880 P32830
Q03694 Q12267
P38310 P28241
Q06385 P10080
P43617 P14906
P35844 P53721
Q02969 P08425
Q03018 Q08484
P43563 Q07376
P36168 P37296
Q08280 P11746
P38855 P07266
P39015 P41909
Q12402 P39722
Q06405 P38176
P22855 Q06096
Q02793 Q12184
P13711 Q03778
Q03784 P53040
P29469 Q08952
Q03824 Q07732
P35056 P36013
P54861 P38879
P22803 Q99325
Q03254 Q04401
P36163 P38814
P05759 P53954
P53633 P06777
P38996 Q99316
P20433 P53112
P40317 P32363
P43583 P53878
P38137 P38921
P12695 Q04225
P40155 P53037
P39727 P32611
Q07418 P40350
P35691 P32807
Q12408 P19880
Q04338 P38247
P43555 Q12165
Q99385 P53224
P39526 Q12165
P09232 Q02199
P31380 Q12527
P29468 Q08873
Q08743 Q12133
P32913 P07286
P43560 P40071
P53037 P00127
P38753 Q99278
P15424 P39108
P34230 Q12098
P39715 P39968
Q06686 P19516
P52488 Q99219
P35189 P22543
P39998 Q04712
P53968 P33755
Q12025 P17065
P38353 P14359
P33204 Q03280
P07266 P25371
P38873 Q12530
P21801 P40003
P32476 Q06163
P27692 P80667
P14693 P36051
P53747 P53121
Q06686 P40185
P25568 P53061
P41807 P16622
Q12462 P32357
Q00539 P41909
Q04410 Q03880
Q12060 Q04549
Q03824 Q12374
P53079 P39108
P34072 P32573
P13134 P36051
P47074 P23180
P38242 P26188
Q04311 P08417
Q08702 Q03880
Q01590 P07248
P07560 Q92316
P46682 Q12324
P32318 P36168
Q12155 P35203
P53397 Q12241
P53184 Q12331
P38310 P10566
P38334 P36168
P32800 P39112
Q12411 Q12530
P32318 P32908
P39515 P35179
P53037 P32445
Q05568 Q99190
P53079 P39012
P40155 P02309
P32862 P32361
P20433 Q99332
P13586 Q03373
P40527 P08417
Q02969 P37292
P42223 P48360
P61829 Q12236
P43583 P38244
Q05899 P22148
P54837 Q12184
P35181 Q12267
Q08227 P31244
P35192 P50944
P40161 P46983
P36016 P50087
P39078 Q03957
P53896 P40009
P38555 P21190
P38262 P38929
P32916 P25348
Q06892 P26725
Q08236 P38837
P32796 P20107
P46985 P00128
P32916 Q04329
P38873 Q12402
Q05871 P81449
P38137 P33322
P40530 Q04329
Q03897 P40018
Q03824 P38088
Q05568 P25694
P40501 Q03944
P38959 P38825
P14906 P33201
P32787 P53906
P53628 P41821
Q12462 P25371
P38334 Q08650
P10849 Q04751
Q07904 P29469
P38859 P38717
Q08109 Q12527
P12683 P40457
P32343 P07266
P32796 P26725
P25583 Q06708
P43563 P32074
P39012 P38714
P53845 Q07821
P07342 P32842
P32796 P18962
Q06405 Q03790
P53747 P53622
P25303 P38826
P32787 Q05871
Q12155 P41810
P53104 P22136
P32331 P39719
P38604 Q03373
P47166 P06105
P40155 P32898
P38153 P20048
P32331 P38164
P38523 Q04005
P81450 P36048
P25298 Q92316
Q12063 P39702
Q12425 Q04491
Q04370 P53168
O13297 Q99385
Q03497 P16603
Q12142 P32485
P35056 P32387
P38137 Q02948
Q03713 Q01590
Q07418 P40464
Q06159 Q12255
Q06704 Q01217
P52871 Q05902
P31244 Q12184
P40155 P46970
Q12462 P40565
P53959 P40047
Q08280 Q00816
P32380 Q03860
P25386 Q03778
P16522 P20424
P11075 P38272
Q07468 P53159
Q03554 P53121
Q06815 P32567
P17967 P34077
P80667 Q08004
P36146 P37020
P30777 P39678
P57744 P04786
Q12142 P38374
P53290 Q12184
P40215 P27801
Q12386 P53838
P38121 P32800
P50861 Q08474
P53192 P38283
P53104 P32352
P32368 Q12241
Q08484 Q07395
P09232 P32485
P36125 Q04629
P39986 Q05637
Q08280 P29469
P34111 P40056
P36146 P47160
P54791 Q07895
P38329 P41806
P04173 P39685
Q04370 P08468
Q07895 P47037
Q07418 Q12232
P38292 P48527
P23642 Q07895
Q07418 P21192
P13586 P33303
P41800 P40457
P53878 P21190
P29055 P10662
P25613 Q12511
P53199 P47065
P13711 P40968
P35197 P53954
P53184 Q06405
P53253 P41896
P27801 Q12524
P31755 P53083
Q12527 Q01217
P16622 Q12223
Q12248 Q02969
Q12524 Q04225
P39715 P08525
P38842 P53037
Q08548 P38335
P26188 P53937
P12683 P32526
P47818 P80667
P07284 P20676
P53112 P53039
Q03697 P25694
Q03677 P36519
P47158 Q07549
Q08227 P47170
P40351 P80235
P06208 P53629
P22137 P43555
P00431 P38221
P50091 P09547
Q05050 P48567
Q01519 Q05166
P31382 P36107
Q12071 Q04969
Q05871 P06838
P39720 P05375
P39904 P38991
P53733 P25451
P38836 Q12006
P29340 P32803
P38349 P07248
P53930 P39968
P07263 Q03730
P13434 P32843
P35181 P41695
P47075 P22211
P47166 Q12431
P25568 P38991
P53968 P38358
P47017 Q06169
P39524 P32863
P32524 P53248
P53184 P40460
P81450 Q12096
P40302 Q01574
P40030 Q08215
Q03337 P40526
Q08280 P38862
Q04338 Q03028
P53273 Q02732
P38992 Q05902
P09624 Q99190
P28795 P22804
Q03702 P40482
Q02336 Q12431
P25584 P15424
P28627 P53121
Q02804 P31378
P43563 P53394
P53192 P36093
Q03694 Q04491
P33411 P17261
Q04991 P53628
Q07418 P39526
P31412 P15303
P16547 Q12527
P25613 P53267
P32913 P25368
P53394 Q08686
Q07684 P15891
P33411 P40035
P17891 P53724
P14922 Q03201
Q02793 P38329
P25584 P22082
Q06815 Q12267
P53173 P23641
P35056 P10961
P38374 Q12071
Q08484 P38819
P53184 P25365
P18888 P39718
P47075 P32331
P43682 P35203
Q06169 P38164
Q06497 P25605
P13134 P53540
P53096 Q04924
P53273 Q03941
P21147 P40343
P17255 P38221
P43621 Q08550
Q03218 P25574
P48526 P27705
Q05521 Q08932
P10507 P37020
Q12029 P46682
P14922 P12868
P40075 P21691
P53838 P41895
P32524 P36051
Q07895 P53845
P11746 Q04432
Q12386 P41807
P17442 Q05785
P39718 P40457
P32842 Q12287
P40003 P25569
P39718 P42223
P29056 Q07895
P23542 Q04651
P16151 P39718
P40364 P38817
Q12028 Q99190
Q04458 P39981
P02309 P47160
P04039 P40107
P25641 P40089
P40857 P38843
P53633 Q07821
P38793 P50944
P40159 Q08951
P14284 P31115
P40208 P43636
P34078 P53324
P40457 P42223
P49687 P06208
Q12315 P35056
P32609 P43614
Q06541 P47031
P53184 P25641
P25338 P39104
Q03337 P32526
Q12462 P28519
Q12405 Q08548
P38745 P25042
P10961 Q12487
P32578 P07266
Q00539 Q03697
P29340 P40208
P40529 Q12262
P32445 Q02948
P36060 P38962
P40003 P46963
P24384 P14284
P41903 Q08955
P53129 P35200
P24309 P34230
Q03370 P57743
P08466 P32915
P39522 Q99186
P12612 Q12040
P20606 Q05902
P00128 Q02725
P28627 Q03778
P39923 P54999
P00128 P22211
P53159 Q08215
P33894 P53195
Q08215 P40185
Q01649 Q12025
Q05871 P53721
Q06681 P30775
P25639 P53950
P46678 P40085
P32893 Q12255
P50091 P29056
Q12003 Q12165
P53088 P36121
Q04969 P38969
P53248 P40009
P40557 P08417
P80667 P47037
P40968 Q12251
P20485 Q08096
Q04199 P53248
P47818 Q99325
P25605 P53314
P42951 P39108
P53273 P28239
Q00582 P11978
P35056 P09938
P53093 Q08001
P32629 Q06686
P07560 P33754
P27796 Q92316
Q12405 P40565
P38292 P36149
P22023 P53076
Q03465 P05375
P35845 Q08550
P28742 Q08421
P38069 P15367
P13517 P25336
P53847 P38207
P14907 Q05779
Q02629 Q00873
Q03957 P40094
P35197 Q12315
P27796 P22543
P40532 P53096
Q12405 Q04835
P25584 P32600
P08425 P32573
P40155 P32915
Q12524 P38826
P41806 P32505
P47075 P36093
P46970 P18410
Q06541 P50091
P33760 Q07895
P53079 Q08955
P40051 Q04991
P38152 Q05568
Q08199 P12904
Q04377 P36164
Q02890 P50273
P54837 P38170
P40302 Q04991
Q00453 P53600
P50874 Q04408
P47167 P48525
P53896 P38358
Q12346 P38825
Q04311 P40957
P11075 P33418
P38198 P53838
Q06541 P38694
Q02725 Q06385
P07236 P36107
Q08951 Q12468
Q04053 P38745
Q12462 P25639
P32353 Q02948
P46951 Q05902
P35056 Q06630
Q08109 P43555
P36130 P38855
P20434 P53039
Q03713 P22203
P10355 Q04969
P14680 P32573
P11978 Q12121
Q05521 P21190
P32830 P41910
P38624 P53869
Q07418 P39103
Q02336 P21269
Q12462 P43582
P24004 P15315
P47818 P54784
P46983 P53064
P32526 P43601
P47114 P53628
P28795 P48813
P20050 P11076
P40568 P47061
Q05050 P33307
P15625 Q12049
P33296 P14904
P38270 P40008
P39984 P18962
P25605 P22804
Q07418 P41912
P40098 P42839
P08417 Q04231
Q03018 P36107
P39923 P32463
Q12232 P53968
P41318 P25625
Q12142 Q12754
P07560 P14242
P46983 P38325
Q06677 P46951
Q05871 Q99287
P36048 P04802
P07342 P38244
P32803 Q02774
P53882 P17967
P40548 P25365
Q12462 P53171
P52488 Q12003
P27825 Q99257
Q12464 P36168
P26793 P39009
P38329 P33891
P53121 Q03338
P40532 P61829
P50091 P32074
P11655 P21190
P37302 Q12530
P32916 P39108
P32916 P38902
Q06616 P48415
P53951 P53906
Q04408 P38138
Q02767 Q12156
Q12527 P38995
P41318 Q03220
Q03465 P25580
P38968 Q03694
P34230 P43560
P32913 P53083
P38836 P28496
P36146 P22543
P38962 Q02486
P47037 P40395
P43583 P26364
P39707 P27796
P47061 P53540
P32862 P46989
Q12191 P22082
Q08920 P53039
O13297 Q08001
Q02896 Q12331
Q12063 P38962
Q06541 P38179
P40341 P25385
P40557 Q06819
P47075 P38872
P53397 Q04311
P38855 P30822
P47124 P48415
P38162 Q12191
P09959 P39718
P39113 P32842
P11655 P48527
P11746 P53083
Q04991 P22148
P53104 Q08001
P32380 P53868
P21801 P18962
P53079 Q92328
P25584 P11914
Q03784 P14359
P53541 P36060
Q03824 P40452
P37292 P38329
P13574 P53598
Q12039 P18410
Q06815 P26754
Q05568 P32803
Q04602 P40056
P24004 P39682
P46989 Q03944
Q12349 P48559
P32613 P38358
Q12246 P46972
P30777 Q03370
P23641 Q03944
P46671 P35734
P38011 P38811
P09959 P36164
P33760 Q02516
P43621 P15315
P38855 Q04396
P39718 P53267
P25641 P39678
P32796 P31244
Q06032 Q04969
P32613 P38624
P32800 Q03898
Q00582 Q01574
P39517 P53289
Q12462 Q12191
P26793 P38358
Q01519 Q12042
P38247 P32776
P53173 P53191
P40038 P22133
P39077 P32526
P53112 Q03790
P38356 P33201
P23255 Q12284
P23642 P21957
P40568 Q03579
Q12028 P33419
P53314 P32386
P31380 Q06625
P53104 Q03530
P16547 P38932
P29340 Q07878
P37302 P53168
P23542 Q08686
P38182 Q07830
P53290 P32332
P53112 P40367
P32609 P46682
P49960 P36051
P00724 P41733
P06704 P38182
P40318 Q92331
Q08215 P47061
P13586 P39108
Q12473 P47154
P38839 P53260
Q12405 P36775
P38176 P53281
P11655 P00175
P39108 P38826
P40161 P14359
O13297 Q03337
P39727 P08525
P18888 Q12527
P38164 P15646
P32829 P37020
P13711 P32836
P53843 P48581
P41318 P47167
Q03824 P18239
Q12159 Q03020
P29340 P40098
P25365 Q02516
Q12382 P38766
P32476 Q05871
Q06630 P32343
Q04958 Q12236
P38292 P47019
P40548 P07390
Q05867 Q04651
Q05521 P54790
P47112 P04803
P00427 P32796
P53058 P33122
Q06697 Q03337
Q12114 Q07418
P40155 P36163
P36168 P25615
O13297 P29704
P38261 P14908
Q06169 Q03630
P35718 P32074
P87108 P17065
P40484 Q04991
P33760 P35844
Q12035 P38972
Q12251 P46963
Q12524 Q04847
P47061 P35734
P53011 P41806
Q08236 P41695
P12954 P22133
Q05568 P31755
P31412 P14737
P50091 P04786
Q12462 P39106
P22147 P53942
P47818 P40208
P41811 P08417
P32796 Q03018
P37302 P16547
P53129 P35180
P38301 P38991
P15367 P07390
Q12380 Q04935
P32366 P38166
P50091 P48439
P32833 Q12154
P28795 Q08144
