Q13772 P43320
Q96GD4 P42701
P50579 P63215
Q9Y4K3 Q8IZH2
Q96NY8 O43292
Q969X5 P02792
P35968 O95197
P61604 Q9C0D5
Q13191 P26447
P36897 Q13555
P54253 P11387
P45984 O00571
P36405 Q10567
P06241 Q96T58
P26651 P26368
P17252 Q8WWW0
Q99704 Q08722
O75380 Q9Y580
P19838 P51159
Q96PU5 P25942
P48736 P80075
Q13554 Q6ZVK8
O00459 P54259
O14893 Q15154
P01127 P83916
Q8TAP6 O00429
Q05209 P62244
O00257 P15153
Q15834 Q9UBK2
P04278 Q9BX70
P62310 Q08881
P06493 P22888
P28482 P17275
P68133 Q969G3
O14980 P31751
O15085 O15524
Q92731 Q96GW7
Q00534 O60610
Q9BX66 O95563
Q12923 Q9Y6K1
Q14839 P06756
P16885 Q9NZN4
Q9UD71 P48736
Q14134 P60520
O43765 Q96EV8
P00533 O14656
P84022 Q12933
Q14722 Q9H3Z4
Q9BQ66 P62979
Q9H8V3 O75688
P08670 O43502
P63279 P07478
P61981 O43290
Q9Y295 O14964
P62987 Q9HBG7
Q15466 Q9C099
P59998 Q99541
O75446 Q9HCE7
P07858 Q16270
P14373 P11362
P14780 P30041
P78314 P63252
O43516 O43166
O14745 P61769
Q02750 P14672
Q9BQD3 Q9NX52
P31749 P17181
P19174 P98161
P10636 P56134
O94875 P51809
P98161 P51956
Q13885 Q86WU2
P30556 P11309
Q99704 P05549
P0C0S5 Q16637
Q9HC29 Q15834
Q12959 Q96FJ2
Q8IYF1 O15055
O14964 P60953
P36897 Q9P2M1
O14936 Q9NPB6
P37231 Q9UKK3
P04278 Q01094
Q00994 Q99933
Q6P0Q8 O75818
Q13315 O75915
Q16620 Q8NER5
P41218 P10915
P98095 Q9NRL3
P06493 P52798
P07384 Q96QK8
Q6P1X5 Q9Y4P9
P22415 P11831
Q9NZW5 Q9Y490
Q8NFZ5 O43752
P06858 Q8NEG0
P08651 P11150
Q15796 P52799
O96013 P42229
Q04724 P62805
P25098 Q8IYD8
P21333 O15392
Q13387 P05362
Q96T60 Q00403
P68366 Q16637
P62993 Q86SE5
Q13285 Q13501
P62745 Q8IUK8
P17612 Q9Y6W5
Q99683 O14908
Q9UP83 O00194
P62316 Q13573
Q14643 P48552
P08559 Q9Y375
O95477 O15198
P63261 O00311
P78527 Q8IZ52
Q14493 P41273
P50479 P62701
Q9UKT5 P52788
Q92905 Q9H7E9
Q8TAU0 Q96CW5
Q8IUC6 P55211
Q68CP9 P08581
Q12933 Q13489
P62993 Q13352
Q9BVJ6 P26010
P0DP25 O00555
Q16514 Q9NZJ5
P46531 O60674
Q13547 P41252
Q12959 P12004
P27695 Q99653
P54253 Q8TCG2
Q969T4 P35658
Q9NR12 Q13136
Q15796 Q9Y266
Q06187 O43516
P24385 P25774
Q8NI35 P10586
Q9UIK4 Q9NRD9
Q13227 P45984
P01024 P98153
Q12888 Q14644
Q08043 Q9BQD3
O00459 P23677
P20248 P50591
Q03468 P02100
P98170 P49758
Q96ID5 P19447
P40763 P26842
P42773 P06127
P63279 Q15788
P07196 P47813
Q15542 Q9NRP7
P47712 O75528
Q05193 Q05513
P04049 P27448
Q92731 O75061
P52333 Q5SW79
P00533 P49736
Q9NQT4 P52757
P48634 P53621
P05204 Q6X4U4
P09619 Q9P2H0
P40424 P49810
P31749 O75462
Q9Y5K6 O75955
P30679 Q9Y467
Q9Y3A3 P20916
O43570 Q9HB96
P30304 Q6VY07
P24928 Q9UKS6
P21817 Q9UNF0
Q15139 Q13873
P50222 P51812
Q5RKV6 P07339
Q99728 O43927
Q07889 P49765
P06493 Q04206
Q9UJX3 Q9UKS6
P23458 P03951
P25942 O60830
Q15796 P02768
Q01780 P17535
Q9NVW2 P17302
P54259 Q9UP38
O60674 Q6PD62
Q16254 Q13424
Q16637 P00813
P08670 P13861
P56278 P07288
Q14032 O14786
Q02078 Q9BQ95
Q9GZT8 O43463
P04278 P01040
P84022 P49902
P60033 P61019
P04637 O15198
P59998 P18827
Q13368 A0JLT2
O14777 P08572
Q9NRR5 Q8TEB1
P41743 Q8NHQ1
Q9NV56 P02008
Q9Y383 O95197
Q5XPI4 Q9UBB5
P29350 Q9UNE7
Q8N6Y0 P05362
Q8NC60 P11387
O14745 Q92835
P01023 O43427
P51116 O43324
P08047 Q15642
P11142 P20936
P07948 P05305
Q9BVJ6 O43237
P08670 Q13432
P02679 P48436
Q99547 Q8TAX7
P11464 P46092
Q6ZVK8 Q5VV43
Q13643 Q9NW97
P11532 Q9NRM6
P14867 O95084
Q9Y383 P27361
P04271 Q9NZR1
P62993 P48634
Q13873 O60573
P22455 O95096
P42768 Q9NPB9
P63261 Q6UWE0
P43364 Q6EEV6
P35568 Q13618
P43403 P48764
Q96CW1 Q9UQ80
P06493 P49842
P54253 P08670
Q14457 P56134
P46379 O43187
P07288 Q13003
Q9NQX5 P43116
P30154 O15145
P16885 Q9UQ84
P28482 P48751
P49715 Q9Y333
P62253 Q9UQB8
P41220 P30279
P01112 Q96PY6
Q8NFH8 Q969Z0
P63167 Q15942
Q9UNE7 P68036
Q6EEV6 Q92934
O14776 Q06495
Q9UKR5 P62195
Q6VMQ6 P61769
P25054 Q9Y3Q8
P04843 P19875
P84022 P04637
Q00535 Q8TE77
Q9Y4K3 P28482
P23946 O60716
Q9P2H0 Q15121
O15524 P25787
P27797 P62191
P26447 P10915
P78527 P42574
Q9HAV0 Q9H8W4
Q00535 P51003
O15446 P16455
Q13402 P35613
P31689 Q9BPX3
Q9HAU5 Q9Y3C7
Q06413 P17600
O14503 Q86UK7
P25054 P45984
P09874 P05412
O95985 P20151
Q9NRD5 Q99704
Q12959 P05412
Q99704 Q15645
P07948 P63010
P24928 Q9UBC3
Q13432 Q9Y294
P35968 P51116
Q13136 P05129
Q13287 P0DTE7
O43508 P55287
P16220 P55084
P84022 O95831
Q9H1I8 Q00537
P20333 Q8NA61
Q07817 Q16270
P50148 Q05516
Q9NWA0 Q9NY12
P49454 Q96SN8
Q02363 P21917
Q14994 P57103
P30307 Q6PIL6
P63010 Q9HCE7
P38936 Q9H9Y6
P27540 Q9Y215
Q99708 P27987
O14641 Q00610
P19174 P78347
Q8IZD4 Q12874
P43403 P11802
Q14643 Q8WUH2
Q8IZH2 P25942
Q9NQB0 Q99466
P49757 O75674
P60484 Q13257
Q9HC52 P49771
Q9Y678 P35611
Q96MP8 Q9Y5S1
Q15723 Q01826
P18848 P36507
P49796 P27797
Q9Y463 P49585
P54257 P62310
P61204 P16520
P25063 Q12805
P40425 Q13351
Q9NZ94 P46108
P22681 Q15155
Q02763 Q9NTM9
P50990 P12931
P17612 P20151
P35318 P38159
Q12772 Q9HCU9
Q14192 Q9Y2S7
Q9P1Z2 Q5D1E8
O15126 Q9UFF9
Q04759 P25024
Q03164 Q9NRM7
P08631 Q9NPD3
P61244 Q4VC44
P51617 P18206
Q9UKV0 O95793
Q9UHI6 Q9BWC9
Q8IZH2 P09601
Q13190 Q9Y4H2
P19387 P51668
Q12996 P53778
P03372 O95407
P10147 Q01860
P12643 Q96FE5
P45983 P52198
P25445 P11912
P46527 P49770
P31946 Q9ULK4
Q96KG7 Q9UHP7
P17661 P43250
Q99750 P41220
Q07889 P30679
P68400 Q99962
P0DP25 P42574
P05771 P61956
P27986 P11171
P63104 Q16623
Q9Y6X2 P08581
P17252 P0DP25
Q9UK53 P48436
P52948 P10071
P13631 P15391
Q99750 Q969T9
P01024 P08582
O60671 P15391
O00459 P37268
P00533 Q96BR1
Q15262 P55197
P19793 P48995
Q92793 P06241
P18084 P30040
P35222 P10415
Q13114 Q15796
O00206 P49286
P15924 P0DML3
Q16695 Q9H0D6
P16473 P38159
Q13464 P05155
Q92851 Q9NS68
O14639 Q13561
Q9Y6H8 Q9UKL3
P68402 P56134
O96017 Q9Y275
Q9P1W9 Q15369
P30291 Q15596
O14776 O15265
P09769 P04216
P08631 Q15185
Q92731 Q08050
P28702 Q93034
P16389 Q9Y215
P38398 Q9BQ66
Q07666 Q96DU3
O60262 Q12852
O15146 P13807
O75376 O60687
P00533 P62491
Q9Y4A5 O60674
O60674 Q8WVJ9
Q12959 Q16526
Q9UKR5 P32241
P68366 Q09028
Q14831 Q9UMX0
Q13426 O75528
P30153 O43572
O75030 P14678
Q13547 P45983
Q15653 P50579
P02686 P68871
Q9UI32 Q96CS2
P67775 O00231
P08254 Q9Y490
Q14511 P43403
Q96AJ1 P35568
Q15382 Q00534
Q13227 P07910
Q01780 Q14162
P61956 Q9P0U3
P14921 O96017
P09544 P45973
Q9P0L1 P08582
P28223 Q99962
Q07157 P12259
P35568 P09874
P50453 P63104
P62993 P45973
Q9NZV8 P27482
P28749 Q93074
O14936 P14778
Q02156 Q9HB96
Q99829 Q9UM54
P52564 O75525
P01024 Q9UKK6
Q16695 O00418
P40425 P23942
P04150 Q13127
Q92905 Q969D9
P29320 Q13191
O43809 P53618
P17948 Q8IVD9
Q15173 P11171
Q00403 P21453
Q99062 P08648
P61981 P02787
O75533 O43929
P54257 Q99816
Q03135 P48050
Q13477 P49736
P10398 Q96ST3
P19784 P34947
P22607 Q8NEY8
Q9Y6C5 Q9UNY4
P49916 P07602
O14745 Q15796
P61586 Q9ULU8
Q05513 Q9UPT5
Q99250 Q13219
P68366 P17252
Q05516 P62834
P10586 P51686
Q9Y383 P62308
Q9UKR5 P46108
P52701 Q96T60
P51532 O75940
P08631 Q16539
P30154 P55036
Q8TEW0 P13861
Q13571 P07384
Q14005 Q6NUQ1
Q9UI36 Q96J77
Q7Z7F0 Q96FF9
P51671 P07358
P11233 P30679
O95460 P24390
Q96EY1 O14625
P52294 Q96NT1
P14543 P14635
O00151 P22459
P17252 P09884
Q96GD4 Q9Y6Q9
P26641 P28482
P62995 P61296
P99999 Q13561
O60383 P09651
Q15645 Q15466
P38398 P15923
P48995 Q99755
P04271 Q8N8U9
P19438 Q9BX70
Q92793 Q15596
Q16739 Q13029
P05106 O00401
P78346 P06454
O14512 Q92905
O15111 O00244
Q86UW9 Q9Y2U5
O96019 Q58EX7
P49841 Q16644
Q16623 O14682
O00238 Q16644
P13984 Q8N3X1
Q04206 P07288
Q99704 O00626
Q9Y261 Q99962
P33240 Q92851
P21246 Q14315
Q99759 P63146
Q13485 Q16534
P01112 P04049
Q04917 P20151
P18084 Q14722
P01833 P33241
P61981 Q9NYM9
P0DP25 P00751
P37108 O00161
Q99618 Q16762
O00141 P35813
P0DP25 Q9NQX3
P46937 P01589
Q96ID5 Q92831
P62993 Q5PSV4
P05556 P62942
P52948 Q9H446
Q12933 P28799
P11161 Q9NRR5
P32121 P62491
P52435 P06858
Q9P2H0 P60568
P38432 P49768
P00533 Q06455
P49716 P17342
P11142 Q92597
P60709 P49354
Q96ST3 P53611
P63279 Q8TEW0
P06493 O60907
P52655 P51946
Q5SXM2 Q9Y2L1
O60260 O75928
P61981 Q9H0D6
P49448 O15335
O96019 P38398
P12931 Q96H20
Q09472 P18206
P68400 Q9UKK3
P02452 O15530
P52799 Q8TD16
Q01844 P06870
Q9P2H0 P39880
Q9NZ94 P55211
Q15596 Q9NRR5
P49840 O75643
P04843 P31949
P09619 P10109
Q06547 P21953
P01112 P08183
Q13485 Q9NW68
P63165 P14222
Q9UBU8 P52948
P98175 Q16520
P62805 Q16518
Q9H992 P11831
P41134 Q13868
Q92569 Q06587
O00453 P51692
P68104 P14859
Q9UM13 Q02763
Q9BUJ2 P17097
O60496 Q92908
Q9UMX1 P62491
Q86W92 P41227
Q9UNY4 Q6ZNK6
P02452 Q99829
Q96CW1 Q15599
P10827 P60022
P46821 O75914
Q6PIZ9 P18031
O60583 Q86UU5
Q96PU8 P16389
O00238 Q15155
P26885 Q15011
Q9BY11 Q9NZI2
Q8NFH8 O75674
P54253 P28482
Q12879 Q9NS87
P45983 Q8NHQ1
Q9NY99 Q13255
Q8IYI6 P49959
P63211 Q9NYS7
Q9Y6K9 Q00653
P23769 P11473
Q96ID5 O75460
P68400 Q86XR5
P14678 Q99698
P54252 Q9BQ04
P78509 Q7L190
Q99618 P05114
P19438 P10646
P54259 Q8NC60
P05386 Q13352
P21731 P55072
Q00403 P41182
Q9H4G0 P09923
O43147 Q06124
P68104 O00141
P02671 O95239
P08670 Q12846
O15304 Q02383
Q9UKY1 Q01844
Q9Y3C7 P08034
P07737 O60830
P19784 P41220
P06241 Q99717
P31946 Q16637
Q14802 Q16619
O43318 P10145
P12931 Q9UK41
P11166 P46783
P63208 P46109
P23458 O00238
Q86YN6 P52292
P27797 Q16619
Q5T3J3 P62304
P27701 P62805
P36897 Q96FE5
P11912 P07204
Q92598 O60674
O00238 Q86UR1
P01024 Q96S59
O15525 Q14161
P03372 O00206
P43351 Q13618
P05106 P08572
P10721 Q15113
P24394 P11021
Q12933 Q13239
Q8WV28 P61956
P17612 P48023
P00533 P60903
P20700 Q9HCU9
O95379 P62280
P11717 P02751
O75888 Q96E40
Q14289 Q14088
Q13158 P23771
Q14643 P31946
O15524 O75935
P05556 O43292
P08648 Q9NP84
P23945 Q9H4G0
O75496 P49247
Q15560 Q07866
O15111 Q92793
P49023 Q12913
P10912 O95081
O60674 P32856
Q9Y5N6 P43243
Q9Y4A5 P14859
Q13547 P42858
O75936 Q9BQD7
P23229 P12757
Q07954 Q9UH73
Q07666 P06239
P08631 P49736
Q8WU20 P63261
P15172 Q96S53
Q08881 O00308
O15379 Q9BQY4
O95985 Q9BTE3
Q99683 P15260
Q99558 Q9Y4H2
Q92597 Q13541
Q15834 O60716
P24941 Q09472
P26641 P49759
P08047 Q00577
P16471 Q9UMZ2
Q13546 P35609
P56945 P31946
P07237 P49821
P54253 P36508
Q9H1I8 Q15369
P31946 Q15813
P36897 P08908
Q07954 P19174
Q15652 Q9UBS3
P20248 P80075
P53779 P30533
P26583 Q9Y3C7
Q9UIF7 Q9NR82
P19793 Q08209
Q03181 P63208
P68366 Q16695
P04637 Q15700
P05109 Q9UGP8
Q9NRX3 Q13002
P05106 P23284
Q9H0E2 O94875
P04150 P41212
P17676 O15360
O00623 P15260
P21675 O95602
Q13547 P49810
P63104 Q9BRK4
P17252 Q15121
Q8N6I1 P02730
Q99543 P49815
Q07889 O15145
O94762 Q05513
P51692 P11168
P29083 Q92843
Q15121 Q15303
Q92830 P25963
P00533 O60356
P0DP25 Q07817
P40692 Q92804
O00257 O43572
P11142 P62380
P20929 Q9C0J1
Q99417 O75995
O00238 P49795
P00740 O43184
O00311 Q9Y613
Q92730 P52735
Q9Y618 P05154
P49768 Q86VB7
Q02080 P36542
P15336 P30153
O75553 Q9BUH8
P18084 P02686
P54253 Q00653
O15409 Q96QF0
O00206 P06213
O95084 P18206
Q09472 Q9HD36
Q01844 Q9UHY8
Q13393 P30519
P25054 P01375
Q06265 Q6VMQ6
O14910 O43283
O95777 Q9H0R8
P10827 Q9HAW0
P28482 P24385
P28715 P15260
Q06124 Q9Y223
P19338 O43639
Q96CW1 Q99717
P61981 Q92989
O14745 O43186
P04637 Q9UBI1
P21579 Q06787
P51693 O96000
P03372 Q9BUB5
Q12959 P09471
Q9UKR5 Q99712
P10244 P49662
Q8NBJ4 P49842
Q9UIF7 Q96QU8
P12931 Q15036
P35638 P55060
Q16695 P35442
Q13114 Q14686
O15524 P53041
P28482 Q02241
P61812 P25105
Q92934 P10747
Q96S55 O14924
Q96GM5 Q8IYI6
P07814 Q15363
P27986 P00505
P12931 Q6VMQ6
P19174 P21781
Q15102 P42772
Q04864 P08758
P03372 Q92598
Q96B26 P52292
P68133 P40763
Q13363 Q93034
Q15648 Q14526
Q13432 O95631
P12004 Q9ULK4
P49790 P54259
Q15382 Q03135
O75582 P46779
O60880 O60674
Q92793 P00387
O43924 Q9Y314
P08253 Q96DU3
Q14643 P06401
Q9Y4K3 Q13191
P14209 O60610
P61981 O43747
P62993 P03372
Q16623 Q13563
P51159 Q9UI14
P26641 P62826
P10721 P56134
Q16539 Q99547
P15976 O60232
Q00839 P54852
P62993 Q99569
Q06187 P01040
P17612 P53778
Q13547 P07384
P63279 O15245
Q92572 Q9H3M0
Q15424 Q16623
P31749 Q9H211
P62917 P48357
Q13444 O95084
O14925 Q03468
O15111 Q9UJX2
O75154 Q9Y6Q5
P03372 Q8NC51
Q15797 Q15020
O14672 P46013
P36897 P38936
Q9HC29 P13500
P04406 P32004
P60953 P18146
P04637 O75159
P68366 O14920
Q16621 P43115
Q14031 P53365
P06239 O75494
Q05209 O14965
Q8IUC6 Q13416
Q13009 Q9UJU6
Q13562 Q14999
P06400 P29475
Q07866 Q16526
Q13315 Q13432
Q9Y5X4 O75925
P68133 P53350
P26447 Q9Y287
Q00688 Q99717
P51610 P28066
Q13617 O75509
P26641 O14933
Q15102 P28749
Q9Y4H2 O95067
P61204 P51449
Q15788 P14672
Q8TEW6 Q8IVU1
P46379 Q96CJ1
P51532 P63244
Q969Z4 P48436
P52434 Q86VF7
Q15047 Q02156
P19438 O00220
P08047 Q9NRG1
P06400 Q9UBQ5
Q15699 Q15398
P54132 Q04695
O00231 Q13884
Q9H257 Q9P2M1
P30304 Q15831
Q05655 P27540
P06493 P41594
P84103 O60716
P58340 Q92934
Q13057 P25440
P0DP25 P04049
P63279 Q02246
P10809 Q08116
P68104 P49069
Q9NZQ3 Q9Y4H2
O75461 P33991
Q9Y2U5 P41587
P04150 Q02410
Q5SW96 Q15041
Q86XR7 P05937
P68133 P63167
P30307 Q8NI35
Q9H446 O43257
Q16288 Q9HC98
P17181 P47712
P46379 Q9H1D9
P12931 Q99418
Q07869 Q8IZU9
Q99704 Q14765
P40692 Q9ULB1
P29350 O94972
Q9BXW9 Q9NQZ2
Q00403 Q9Y4Y9
P10827 P51512
Q12933 P08588
Q9UPY6 Q68CJ9
Q9NWQ8 O14672
Q01844 O60701
Q12972 P63261
P16333 Q86YD1
Q969T4 P18075
P08246 P15622
Q8WU20 Q9HAU4
Q15788 P54259
P26599 Q05586
P00740 Q96HA8
P53567 Q9UHX1
Q92793 P45973
Q96GM8 Q8IWV7
P26447 P50570
Q15834 Q99683
Q9Y2C9 P98082
Q9NPI1 O75376
P38398 P04053
P00533 Q9H8T0
P68133 Q9HAU4
P68366 Q9Y333
Q9H2E6 Q9UKI2
Q7Z6B7 Q99959
Q0D2I5 Q9NUT2
P61952 Q14765
P41597 Q96A47
P35452 P24821
P15976 Q9NTM9
P17252 O14832
P62820 P15170
P20908 P61006
Q14289 P42566
P04150 P25105
P20719 Q9Y3Q8
Q9UJW3 Q9Y3I1
P19447 Q96SB3
P07333 Q7Z6J2
Q9Y2X7 Q15303
Q13418 P19474
P61201 Q8TCU5
O60508 Q9UN19
Q9Y2N7 P49918
Q14773 Q7Z6J2
Q13547 P68431
P61981 Q9P2W1
Q9Y6U3 Q9Y6N8
Q9H211 O75369
P15498 P08047
Q15545 Q9H0Q3
Q969L2 O75955
Q8WZ42 P62318
P68400 Q13219
Q9NUP9 O00180
Q99459 Q14315
Q9Y3C5 P42684
Q13243 P52789
Q5T3J3 Q9Y6X2
Q92597 P02730
O15055 P05198
Q92824 O00291
O00161 P01034
P02751 P08588
P10275 Q9NR46
Q13315 P20248
Q00613 Q99466
Q9NPP4 Q9GZM7
O95613 Q13224
P19784 Q9UJU6
O15519 P24666
P63167 P20073
Q9H0Q3 O95985
P68400 Q15149
Q12789 P12004
P06748 Q99616
P21860 Q9NV56
P12956 Q9UBD5
Q15797 Q96MU7
Q9NPD3 Q9UQ03
P62993 P49286
Q13547 Q9GZW8
Q13285 P15976
P24385 P01023
O95777 Q9NZN5
P25788 P21917
P52333 P61296
P63167 Q99436
O43734 P52952
O15516 Q99650
Q96A00 O43236
Q96B26 Q12824
Q16254 Q92831
P13569 Q9ULZ3
O43353 P29279
P21802 P40424
Q02363 P35609
Q8WYP3 Q9NR96
P51812 P52945
Q92781 Q9NY61
Q96RN5 P78344
P08238 P17540
Q9Y4Y9 O00148
P09769 Q86X55
P14859 P54368
P31323 P01229
Q02156 O14543
Q07890 Q13561
P24385 O60264
Q9BXS5 Q9Y210
Q13523 Q03591
P31946 Q15007
Q9Y618 Q15700
Q09472 Q99683
O96019 Q9P055
Q14344 O43914
Q7L5N1 P02686
Q13224 Q92870
P14923 Q9HAV5
P38398 P06239
O75030 O95155
Q9Y2J4 Q15102
P63096 P22001
Q09472 O14924
Q13705 O00716
P15941 P21810
P11171 Q9H8M9
P68104 P29966
Q96ST3 Q9Y3C7
Q96IP4 P61968
P49715 Q02779
O14745 P01112
P42575 Q86XR8
Q6UWB1 P24723
Q9H4A3 O95631
P45985 P08195
Q9Y6K9 Q6Y2X3
P04637 Q92859
Q09472 Q14201
P25791 Q9ULC4
P63104 Q96MU7
Q04206 P02458
P17612 P19447
P15927 O15287
P08670 P47756
P24941 P10276
P35968 P08069
Q9NSC5 Q96BT3
P68400 P51398
Q13485 P57073
Q96T60 Q13163
Q12796 P55822
Q96IP4 P54764
P23458 P68106
P41240 P52434
P21675 P15923
Q99704 P17252
Q13105 P04899
P52799 Q15811
Q13227 O14980
P11021 Q96S59
O95405 P61160
P63104 Q5TCS8
Q02156 P49841
O14964 Q9NVV9
Q12778 Q9Y3B2
P60174 Q14185
Q14315 Q9Y314
P38398 O15287
P11362 Q9NZ52
O14558 Q14533
P54253 Q07960
Q8TAI7 P36888
P11498 Q8IYB5
P17612 P46092
Q9UGL1 P25942
Q16891 Q8NF91
Q9BXW9 P30519
Q9NRR5 P11274
Q16539 Q86Y82
P05067 P63167
P15498 O75334
Q9UI14 Q92956
Q96ST3 Q92611
Q13526 O75487
P50148 Q96JB6
Q96B26 Q15024
P60953 O75688
Q9Y4K3 P68400
P38398 Q9NRR5
P04626 P09471
P16157 Q9UBS3
P01303 Q9BVC4
P62263 Q5BKT4
P26641 Q13424
P62993 Q9UQM7
Q12962 Q9UQ84
Q8N715 Q12852
Q99814 Q96N03
Q15811 Q96A23
P67870 P31749
Q06547 O43561
P61764 P15509
Q92793 P63165
P21246 Q9Y371
Q16635 Q8WWI1
P19838 Q969H8
Q02763 P17081
P38398 P13010
Q8WZ42 P48552
Q13323 P39905
Q13459 P07949
Q99972 P62330
Q9NRR5 P83731
O00268 Q4V328
P11362 O43752
P00734 Q12809
Q8IXK0 P20273
Q13163 Q9UHL4
P26992 Q03468
P53779 Q9H422
P04264 P78347
O95777 O94972
P10275 Q9BQ04
Q9ULX3 Q12796
P54253 Q13547
Q13526 P61758
P16157 P61925
Q07954 Q9Y4J8
P35968 Q9UMX0
O15164 P0DTE7
P10144 Q9Y692
O60238 Q9ULH1
Q9UK53 Q15544
P20936 Q15834
Q16630 Q14185
O15105 P42229
P04150 Q9H5V8
Q96PU8 Q86WG3
P06241 O75791
P04049 O00626
Q13332 P35908
Q16539 O15259
Q02750 Q13217
Q12834 P20719
P16109 Q86YS3
Q15276 Q8WUH2
P07199 Q9Y2W7
Q02078 P62312
P25100 Q8TAP4
Q05193 Q9NWA0
P29371 Q14155
Q9Y4Z0 P47211
P10809 P19525
Q5T3J3 Q8TBC3
P23528 P08758
Q9BRA2 P52799
P43364 P46934
Q12778 P21980
Q8WU20 Q13555
P27361 P24593
Q13315 Q92934
O43353 Q9P021
P17181 Q08116
Q9NRR5 O75061
P62993 P49146
Q96HC4 P34932
P19793 P49810
P21675 Q06124
Q08495 Q86WV1
Q12929 Q15286
P63279 Q16891
P07949 P83916
P05556 Q15746
P07384 P13010
P50548 Q15637
Q9Y6X2 O95445
P37198 O95359
Q08378 Q92900
P36575 Q9NP98
Q13114 Q12851
P02745 P30530
Q9UGN5 Q9NY93
P24522 P50570
P17081 P11172
Q5T3J3 Q92844
P63010 Q13474
Q09472 Q8NBJ4
P45983 P37231
P02452 Q9UIS9
P62195 Q9NVV9
P54253 P15923
P61981 O60674
Q15797 P19012
P45985 Q99750
Q15303 Q8N5C8
P19174 Q02878
Q15797 Q15038
P03372 P06400
Q13155 Q9BUH8
P19438 P61296
P61019 Q7Z3B3
Q99626 Q9H427
P00533 Q8N4C8
Q96N16 Q9GZM7
P51693 Q9Y6K9
P09884 Q92974
Q06187 P05783
P00533 Q13424
P31749 O43516
Q14494 P40925
P36888 P48552
P19784 P35346
O60437 O43422
P10721 Q13363
P04150 Q13242
P01730 Q5JY77
P15336 Q9BXY8
Q9NR55 P63244
P49662 P41221
P24522 Q49AG3
P05787 P17948
P07339 Q6VY07
Q9Y2D1 Q5JVS0
O00631 Q96QU8
Q13114 P14672
Q03167 Q07011
Q9UM63 P26006
P49771 O14978
P61764 P27694
O43318 Q14191
Q12933 Q9BZG8
Q9P2M1 Q07889
O75376 O14793
P54253 P01111
Q9UJW9 Q495M9
Q16620 O43395
P24385 P01225
P15336 Q9UJ04
P61981 P54296
Q15599 P43246
Q05193 P55316
P46100 Q13133
Q8WXE1 P02538
O60486 Q93052
P05771 Q9Y2I6
P16333 Q13112
P09936 Q15139
P15056 O15315
O95997 Q9H840
Q92731 Q9Y4H4
P49768 P24347
O60880 Q8N1L9
P13501 P15923
P32519 Q9HCE7
O96013 Q96QK1
Q92844 O60826
P41134 Q9UKY1
P51532 Q06787
P28749 P24522
Q96CW1 P35609
P68133 Q9UQM7
P17706 P51159
P28300 Q9Y6K9
Q8NHQ1 P40937
Q00613 P49768
P00742 O14879
P12872 Q07890
P06400 Q8WXK3
P09619 Q12923
Q96G25 P06127
Q9UNZ2 P31269
Q9NR28 Q13432
Q9P2H0 Q7L590
O00254 Q96QH2
P17612 Q8WYH8
Q13330 P51888
O43683 P48426
P25205 Q14669
P35548 Q08554
O15287 P35241
P10275 Q9GZR7
Q5JY77 Q14554
Q15834 Q96K80
P56945 Q13501
P43403 Q9H093
Q9UQ90 O75444
O75807 Q9NQX7
Q969L4 P08F94
Q05513 P32004
P12931 Q8N448
P26651 O95817
Q14974 P61586
P09382 Q9UBL3
P17677 Q9Y219
P08670 P0DN78
P39905 Q86YP4
P23297 O95376
P06400 Q9P2G9
Q15102 Q86UW7
Q00613 Q13315
Q05513 P47224
P03956 P20936
P49715 Q16890
O75334 Q96A72
P16157 Q99708
P06239 Q13516
Q9NRD5 Q9BXS5
Q01844 P23284
O43809 Q13882
Q12959 O60494
Q9UKA8 P14314
Q9Y230 P05161
Q12962 P20700
P60953 P00749
O14745 P09012
P12956 Q04724
P49841 P19438
P20248 Q6VY07
P10147 Q92786
P60953 P49810
P04637 P84090
P01112 Q15696
P68104 P20963
P78560 P51522
Q14145 O00253
Q9Y3Q8 Q14126
Q9NZ52 O95630
Q07157 P49888
P31327 O15162
Q16478 P07333
O15111 Q9H2B2
P53611 Q13753
Q71U36 Q99972
O14908 P53621
O43463 P48048
Q01844 P42701
P42702 P25815
Q05655 O15143
Q9HAJ7 Q16280
P35318 Q9Y487
P10451 O14980
P15336 P32856
P14373 Q01094
P98164 Q13133
P60709 Q9H4E7
Q8NFP9 P57105
P33993 P24158
P46108 Q9HCE7
P63279 P01024
P61812 P34925
P27986 Q04637
Q00534 P22830
Q02363 Q9H0M0
P04637 Q13503
Q99719 P06400
Q13501 P42166
Q9Y566 Q9NQ69
P43351 Q9NZV8
P11831 O95273
P31946 O14503
Q01082 P53618
P10275 P05412
Q9NWQ8 P19174
P55072 P36575
Q15311 O15392
Q13287 P09874
Q04206 P60983
O60260 P51809
P03372 P49662
P08670 Q14847
Q06124 P00451
Q92904 P09341
Q8TDN2 P80188
Q15436 P12643
O95967 Q13443
P16671 P63208
Q96J92 P01215
P04150 O43612
P31946 P78396
Q9UHJ3 Q92896
Q12824 P14317
Q04917 P78543
P07585 P18433
O00422 Q92791
P45973 P52789
P18846 P11021
P26641 Q8N6Y0
Q14683 O95150
P68133 P06241
Q9Y6K1 Q9C035
O60504 O00175
O15264 O14763
P06493 P10323
O14908 P18887
Q9UMX1 P17813
O15350 P15090
P42574 Q9BYC9
Q9NWF9 O75807
