Q00684 P01097
P40003 P25632
Q12343 P38315
P38123 P47064
P32499 Q06005
P42934 P38705
Q06673 Q06598
P38156 P32562
Q06339 Q03330
P53437 P07260
P37366 P13586
Q07732 P04817
P38911 P04076
P50945 P25648
Q12035 P48581
P21827 P11927
P21801 P38723
P38086 P32337
P40018 Q05027
Q03656 Q03750
Q03898 P05626
P41912 P32333
Q08923 P38861
P38990 Q08923
P38742 P38957
P38819 P53250
P36104 P25808
Q06616 P36125
P38358 Q08271
Q02884 P36009
P40573 P47115
P53010 P32387
P18239 Q03956
P53538 P25341
Q04067 Q02805
P07256 Q01560
P43594 P38719
P39003 P16521
P53959 Q06216
P32481 Q02794
P39011 Q06554
P19145 P54784
P40348 P25389
P34162 P60010
P16862 P10566
P46682 P36009
P23179 P33328
Q99394 P38877
P20081 P32832
P40478 P32504
Q99344 Q12118
P25299 P33419
Q07540 P38774
P46669 P46672
P42073 Q12157
P11978 Q99383
Q06449 P53750
Q12142 Q06644
P15367 P19882
P53100 Q05027
Q06440 P08518
P40069 P38907
P40319 P40517
P46988 P19955
P41800 P25579
P32833 Q03497
P32944 Q04562
Q12151 P39552
Q05874 P38152
P00330 Q02939
Q03081 P13574
P06844 P32564
P32797 Q03407
P39720 P47079
P39081 P40885
Q12328 P43555
Q08465 Q06549
P41816 P35206
P53181 P32790
P32854 P14064
Q06001 Q03088
Q06628 P53212
P26798 P08153
P39550 P40988
P50104 P38315
P25302 P13574
P35718 P38883
Q00873 Q12692
P07347 P29055
P08456 Q06706
P35198 P32319
P47115 P53244
P32618 Q08004
Q03920 Q12309
P53754 P43572
P00359 P40341
P32912 Q99382
Q00362 P50078
P38814 Q02895
P10834 P43609
P32916 P36973
Q06001 P53250
P38959 P38064
Q12241 P47167
P47132 P25646
P53070 Q04964
P53974 P47822
P23641 P40960
P38082 Q08109
P41817 P09734
Q12018 P32333
Q12495 P09440
P07264 P38111
Q06632 P35207
P04786 Q06411
P39928 Q06217
P29469 P39004
Q08949 P26309
P25299 P47029
P38254 P32863
P21304 P48363
P07251 P26449
Q12243 P28707
P40968 Q03558
Q04958 Q03702
P25369 P38121
P42944 P20486
P38068 P16387
P10566 P08566
P53905 P41912
P53209 Q12427
P32349 P14906
P28707 P23255
Q12098 P34227
P53955 P32788
P32583 Q08726
P23585 Q01560
P53096 P00817
Q06135 P38310
P30822 P38068
P06777 Q12154
P34162 P07250
P07703 P53238
P38776 P32629
P38429 P32571
P07272 P07347
Q08886 P39706
P41814 Q06490
P38692 Q12309
P08456 P38953
P25651 Q12327
Q05931 P07248
P39515 P48239
P53236 P43562
P39001 P13517
P28006 P19659
P53974 P26754
P47104 Q06631
P00854 P18961
Q07980 Q03784
P39734 P26309
P39952 P53125
Q12270 P33301
P15436 P40341
Q08018 P38814
P32559 Q04089
P48566 P21304
P40529 P43555
P39702 P32492
P18238 P39984
P32523 P32908
P31384 P20095
P20676 P53267
P12753 P49956
P38883 P47821
P18239 Q12159
Q03750 Q06405
P38911 P07250
P36172 P29539
P52919 Q02784
P53277 P23291
P53893 P32334
P53116 P38266
P19658 P53233
P52593 P35201
P02400 P38744
P34226 Q02608
P38112 P33420
P32618 P36421
P40968 Q08119
P41834 Q12309
P39744 P54837
P16387 P39111
Q12241 P40510
P38337 P15646
P04046 P36100
P09938 P43594
P36100 P38883
Q02555 P47025
Q07921 Q04031
P23644 Q03702
P53115 Q12138
P40509 P15646
P53924 Q06224
P33296 P34218
P38634 P34238
P53865 P10355
P40453 P39987
P38636 P38072
P19073 P38085
Q03213 Q05580
P32457 Q07904
P40096 P37366
P31111 Q02100
P24719 P54854
P40475 P47124
Q06339 P81450
P46677 P27999
P38729 P32830
P36037 Q12158
Q06411 P32559
Q03323 P53389
P32527 P38695
P07278 P25045
Q99344 P39540
Q04089 P38823
P38301 P21691
P38960 Q08962
Q06488 P38156
P47049 P32801
P04386 P38629
P42935 P32838
P40316 P27476
Q08271 P38702
Q06339 Q05787
P40475 P22203
P25344 Q02939
P33754 P33339
P22336 P27476
P41546 P38867
Q99314 Q12363
P32788 P36013
P32334 P06700
P38911 P43587
P38929 P12683
P30605 Q12406
P46676 P14906
P53552 P32859
P25644 P40014
P53261 P50105
O13559 P28274
P35194 P40455
P47171 P39112
Q08746 P53973
P41813 P06786
P52960 P53163
P53248 P32828
Q02516 P53032
P32559 P47822
P11747 P39944
Q04491 P47061
P25390 P38717
P38153 P45976
P39713 P33759
P14747 P28241
P40892 P36120
P46964 Q04307
P32464 P32559
P13711 P53174
Q03940 P40965
P40890 P34217
P41695 P39962
Q02825 P32559
P40302 P47187
Q06205 P48813
P38068 P28707
P25575 P53337
Q01080 P36047
Q03213 P24871
P39702 P10964
P32480 P53551
P24384 P39967
P25657 P27692
Q03940 P20449
P48439 P41940
P52960 P38346
P53883 Q12161
P53905 Q12349
P53169 P53973
P41546 Q00362
P39702 P40314
P39011 P53893
P40478 P32496
P13712 P48510
P53032 Q03691
P35723 P16649
P33760 P53253
P32367 Q04005
P00420 Q12368
Q02204 P09440
P40509 Q06091
P47090 P38011
P20484 P06100
P40529 P36168
P39550 P34234
P18963 P53269
Q08911 P87284
P32561 Q02794
P32913 P15938
P32828 P35727
P46964 P53316
P28496 Q06648
P32836 P10355
P22214 Q12280
P06784 P32828
Q12004 P32453
P40455 P38744
Q06677 P23776
P39011 Q12488
P32912 P26343
P22203 Q08923
P34160 P52917
Q05949 P53952
P53930 P38111
P00549 P34224
P06773 P35179
P36036 Q04175
P38121 P25649
Q12161 P39705
P32628 P39704
P43622 P38953
P53253 Q04921
P40020 P53145
Q03691 P40555
P53924 Q08032
P21705 Q00816
Q08685 P53740
P39108 P38784
P40856 P49956
P30657 P23585
Q02100 P38842
Q08562 Q12028
P12294 P38302
Q04217 P39515
P54862 P54786
P32571 P16649
Q06344 Q03758
P34161 P35191
P00358 P07390
P38903 P19659
Q03834 P38165
Q04067 Q12243
P43638 P49334
Q12149 Q08004
Q08732 Q12174
P11978 P32601
Q12443 P21691
P38829 P32529
P22515 P38272
Q12505 P22214
P04786 P41813
P53100 P53337
P25360 P20436
P53337 P06100
Q03338 Q06091
P47166 P04819
P38627 P38902
Q02805 P23595
P15303 Q04307
P28004 Q08911
P33421 Q08886
P53389 P28241
P11972 P39928
P38729 P36160
Q08496 P39004
P40485 P38867
P38156 P40092
P38149 P38699
P38991 P53961
P32900 P14922
Q01217 P38726
P23301 P38915
P30283 Q03655
Q04231 P38077
Q12060 P37303
P53840 P11747
P35177 P38249
Q12494 P32332
P38720 P50078
P43621 Q06697
P41544 P17065
Q03579 P38859
Q04272 P32829
P41546 P54786
Q01454 P40885
P53233 P46974
P24719 P38873
P38717 P23255
P32602 Q01217
P12612 P04050
P40010 P22135
Q03579 P46674
P40352 P38348
P20457 Q05871
Q02336 P40518
P11978 Q08746
Q06819 P39550
P53538 P35727
P04147 Q06490
P38757 Q12159
P38744 P43592
P36100 P54786
P22140 P33419
P04786 Q99383
Q12129 Q02721
Q02774 P00729
P36520 Q03776
P09064 P49334
P38930 P32529
P25045 P32629
P38288 P08458
Q06640 P53823
P21374 P53954
Q08465 P53281
P49704 P38251
Q02197 Q07914
P53141 P20050
P43565 P26343
P07278 P38931
P48582 Q05021
P38270 Q08975
P87108 P39704
P37366 P43682
P53955 P47027
P38853 P34227
Q08273 P38086
Q12063 P53337
P39702 P23285
P25454 P38138
P33421 Q06631
P53633 P38113
P43609 P22213
P27895 Q03280
P38968 P53115
Q02336 Q00723
P38622 P38811
P34227 P54861
P53863 Q12158
Q12270 Q99176
P15367 P00817
P53549 P53045
P07273 P40482
P46954 P41920
P32585 P22133
P49166 P11710
P11710 P12868
P14908 P23394
Q12692 P22147
P34161 P60010
P14741 P53244
Q06676 P19358
P54854 P47083
Q12224 Q02795
Q12024 Q05359
Q03323 Q12447
Q12513 P43132
P40167 Q03579
Q08444 P53093
Q04231 Q08902
Q03897 Q99190
P10863 P31244
P43638 Q03750
Q06032 P07390
P33307 P18239
P38716 P38265
P53081 P40438
Q99181 Q05787
P28274 Q04370
Q00873 Q04322
Q03976 P25604
P10834 Q08119
P48524 P47123
Q03455 Q04377
P34730 Q12194
P22214 P47049
P17695 Q08975
P08964 Q08204
P50108 P15367
P32368 P53900
P31111 Q03048
P38705 P33339
Q07623 P20448
P42934 P53243
P28006 P35187
Q05946 P25580
Q01939 Q06644
P32913 P38719
P32389 P02309
P35179 P10355
P32387 P47029
Q06001 P06700
P47052 Q07471
P14736 P07257
P25046 P39515
P46954 P33760
P39079 Q06224
P32367 P47120
P32805 P28239
P38708 Q12216
P38144 P36013
P00420 P17536
P40395 Q12102
P48582 P31380
P39955 P53953
P00854 P32350
P39101 P41814
Q12018 P21339
P22209 P35172
P26798 P25582
P39534 P08524
P53863 P36120
P33760 Q99344
P13259 P36036
Q08685 P43574
P32803 P32447
Q12285 Q99278
Q99207 Q02516
P07249 P53691
P39713 P22135
P04821 P20484
Q02908 P38992
P32805 Q02793
P12383 P36129
Q05568 P07276
P53045 P18852
Q06632 Q12124
P53096 P40959
P32913 P25382
P32913 P43594
P38337 Q12267
Q04067 P32453
P53633 Q12208
P02294 Q12691
P46957 P32499
P16661 P32492
P53952 Q03774
P32842 P40509
Q12224 P22804
P25371 P38760
Q04067 P33301
Q06604 Q00873
P34758 P32897
P38727 P14291
P38850 P14242
Q07914 P53538
Q03081 P38953
P48836 P40077
Q04636 P09959
P40344 P38744
P52488 P07260
P46954 P47120
Q02204 P42942
P38637 P39010
P53437 P53252
P32601 P47167
P20436 P12754
P53215 P09798
Q12460 Q03103
Q12224 P23776
P38764 P54784
Q03208 P40343
Q03308 P39996
P32495 P32499
P43583 P29055
P19454 P07250
P42934 P16521
P38358 P53176
Q99260 P32657
P38817 P47134
P52919 Q02805
P04076 P53299
P47821 P22224
P40453 Q08975
P32479 P32387
P53538 P10566
P25502 P13586
Q12262 P38623
Q05016 Q02774
Q03860 Q06408
P13663 Q06554
Q04477 P25656
P45976 P38203
P38429 P41912
P45976 P53297
Q02574 P17157
P53904 P53389
P39520 P09119
P32325 Q12482
P23776 P38861
P00330 P39010
Q02784 Q04601
P43545 Q12255
Q12083 P17709
P53124 P35179
Q12050 Q06245
P52960 P38428
P29295 P50106
P39929 P38121
P50946 P00431
P47052 P53927
P38163 P39743
P39702 P23624
P22137 P32897
Q08465 P53901
Q05931 P41805
P26798 P39998
P41817 P29509
P38629 P40032
Q04461 P53258
Q07986 P47120
P05986 P53735
Q03177 P39990
P22082 P47134
P29703 P35723
P36057 P32582
Q02908 Q07540
Q03697 P07342
P35817 P32589
P40970 P15790
P50945 O13530
Q02884 P53215
P32783 P10355
Q06108 Q03834
P32855 P40885
Q05933 Q12224
P38153 P53171
Q08496 P32828
P50623 P38713
P53971 P38995
P38272 P25582
Q08966 P39992
P47167 P04911
Q03323 Q03900
P40151 P19880
P38859 Q02721
Q12361 P45819
P38702 P47053
P10507 P38759
P39001 Q12424
P53079 P38793
P48232 P20457
Q03290 P29469
P46676 P50090
P39960 P38298
P32581 P47152
P18963 P38782
P40478 P41940
P32803 P38720
P07703 P23059
P19658 P32499
Q04048 P21957
P39682 Q03661
Q12443 P34161
P21951 P41811
P40856 Q02795
Q08278 P39007
P33441 Q06665
P53184 P28000
P50104 P39548
P38132 Q04697
Q03455 P38859
Q03323 P38785
Q05874 P38751
P40352 Q12255
P16474 P53388
P40957 P50078
P18239 Q06479
P25694 P38842
P46681 P13517
Q03455 P53150
Q03691 Q12494
Q12222 P52488
P87108 P08431
P35189 P46675
P40507 P38353
Q02516 P35178
P38911 P31539
Q08235 Q04603
Q12483 P25441
P22140 P53281
P11076 P11154
P00950 P43596
Q12336 Q06405
P39926 P32838
Q02805 Q08444
Q07904 P11914
P53924 P04819
Q06410 P40456
P33200 Q08902
P47110 P23641
P53253 P20435
P40007 P07272
P53202 P29055
P53280 P38147
P11710 P40555
P32898 P32828
P22140 P80428
Q04868 P32529
P38156 P49334
P48439 Q08492
P46669 P39994
P36012 P07249
P21304 P38204
P11972 P30822
Q06200 P19735
Q07921 P53323
P47115 P40340
P36116 P47049
P21651 Q06616
Q12418 P38084
P38261 P53973
Q08683 P32490
Q04749 P32797
P40095 P41543
P53061 Q06815
P40475 P07170
P36100 Q06137
Q00539 P19358
Q06677 P38859
Q12270 P36224
P43542 P38922
P32341 P53959
P46674 P33299
P40969 Q12347
P40360 P35203
P50104 P22203
P32496 P53272
Q06102 P54791
Q04461 P32610
P40479 P38931
P53900 Q02775
P07278 Q07540
P38068 P07866
P39678 P19812
P39730 P46676
Q05998 P14741
P05318 P52960
Q02774 P38132
P53886 P53061
Q08236 Q12243
P08431 P41543
P22082 Q12349
P49334 Q06640
P32897 P33201
P32341 P38629
P41920 P22138
Q07824 Q06405
Q03630 P38911
P39955 Q03081
P46655 P47822
P53886 P53079
P40496 P38821
P38123 P38063
Q02336 P53313
P46676 Q03954
P41912 P33204
P15891 P42941
Q02932 P41695
Q12045 P38272
Q12050 Q03071
P39735 P16547
Q02100 P32641
P38302 P41805
P53196 Q06405
P32480 P25651
P53039 P43605
Q08729 P40890
P53883 P38304
Q04636 P16664
P39713 P38523
Q06406 P32564
P43609 P38783
Q04847 P38903
Q03373 P47058
P53147 Q00578
P26448 P13259
Q03976 P10823
Q01080 P38274
Q07921 P38111
P32628 Q12336
P38251 P30771
P27692 P38774
P53878 Q03774
Q12518 P19358
P13711 P25358
P35193 P36121
Q05930 P08518
P38781 P06242
P00445 Q02574
P53549 P26343
Q06624 P38744
P43622 P14680
P33203 Q12035
P15938 P32793
P38727 P87108
P53941 P54862
Q03690 Q12224
P49166 P53176
P32319 P46970
P23179 P38622
P22214 P35172
P35691 P32902
P41896 P40970
P32319 P30656
P53731 P39101
P38805 P16370
P47152 P32855
P38272 P38920
P25604 P38191
P05375 Q05027
P30283 P53337
Q00955 O74700
Q08446 P30283
P40164 P39955
P16892 P40090
Q12034 Q03697
P06777 Q00362
P38705 Q03940
P80667 P25045
P00331 Q03125
P32641 P40965
P40335 Q12482
P36029 Q08271
P02294 P25046
P26798 P18480
Q04412 P47152
P53961 P40960
P20457 P06775
P32897 O14467
P25297 P25491
P23624 Q08773
P33339 P32432
P39010 P14681
P43545 P29311
P13574 P38282
P25344 P43602
Q04195 P14922
P41912 P47029
P38929 P38262
P32570 P32501
Q02776 P53094
P38313 P10507
Q06001 P50105
P10834 P53538
P38555 P40014
P36034 P43639
P53953 P43560
Q03785 P40187
P38682 Q12335
P38353 P35497
Q06340 P43555
P38264 P32801
Q12301 Q02775
Q05031 P00410
P34238 Q03776
Q04062 P29055
P40529 P43604
Q03125 P54786
P31380 Q02608
P32803 P15938
Q08018 Q02554
P53116 P80667
P33441 P25454
P32833 P32523
P36172 Q12262
Q04359 P38191
P32914 P52490
P49955 Q12406
Q12443 P40013
P39734 P00175
P40032 Q12361
Q02932 P38298
P10863 Q03735
P34241 Q04660
P21243 P49956
Q12124 P26343
P24870 P36034
Q06673 P47042
P25656 P40956
P25615 P38163
P53750 Q12256
Q12749 P40856
P53236 P38181
P00175 Q03750
P40020 Q08271
P41810 P07272
P33334 P06775
P20676 Q04894
Q03290 P08524
P13434 P36118
Q12368 Q07478
P01149 P34110
P43609 P17709
Q04217 P32341
Q07921 Q12151
P25346 P16521
Q03944 P31385
P38149 P32486
P53551 P53740
P38702 P38163
P32368 P30657
P38872 P38288
P40079 Q12174
P28496 Q08966
P32944 Q05580
P53267 P36120
P32464 P52960
P34241 P23639
Q02908 P53044
Q04562 P08518
Q04368 Q06224
P24384 P53207
P39967 Q03940
P00420 P32578
P20436 P43581
Q08245 P39547
P47123 P53685
P53290 P40341
P50090 P32797
Q05568 Q08980
Q12009 P53551
P39524 P32797
P40352 P28743
P53313 P39010
P40483 P32529
P26798 P32528
P47912 Q03761
P28239 P36027
P53125 Q04338
Q07980 P25341
P13185 P47090
P38729 Q08749
Q03782 P38817
Q12050 Q05933
P40357 Q12230
Q08287 Q06490
Q08438 Q02795
P53280 P11710
P53750 Q06406
P53272 P21242
P36006 P09119
P11747 Q08601
Q12469 P10566
P41695 P38744
Q00711 P39016
P53552 Q01329
Q12692 Q06405
Q07540 Q02196
P11978 P40069
Q07963 P21538
P40075 P47041
P54999 P20050
P33754 Q12024
P38798 P25045
P53231 P40018
Q12527 P53142
P53633 P47116
P47052 P53261
P48606 Q01722
P11746 P38992
Q12270 P07390
P46947 Q12406
P23287 P45818
P40475 P40565
Q02354 P40187
Q06205 P38705
P35728 P25370
P25569 Q03148
P38850 P40438
Q00764 P00420
P53750 P41920
P23285 P15891
Q06164 P47025
Q12174 Q06706
P07703 P37303
P32563 P32332
P53437 P19073
P25655 P38702
P38272 P53250
Q12262 P40555
P40527 P25367
P28320 P39107
P43321 P23337
P40573 P53093
P38720 P32797
P38266 P26309
P40960 O74700
P22804 P38262
P40969 Q08004
P20604 P13433
P40485 P32916
P53904 P32453
P53043 P08518
P40573 P38782
P50874 P53859
Q12306 P53973
P43621 P40079
Q02908 P38699
P32350 P38695
P47049 Q06216
P41697 P21538
P25046 P38629
P53298 P22579
P32366 P43560
Q12318 P19146
P25632 P25656
Q07528 Q06005
P11972 P53081
P40095 P26754
P32939 P06838
P43602 P07390
P32913 Q12149
P32610 P40456
P38962 Q06675
Q06205 Q03956
P40564 P08518
Q02776 P09119
P46954 P06780
P43622 P26754
P38989 P10863
P25515 P46961
P34909 P30605
P10961 Q12071
P47132 P25367
Q03465 P23638
Q02794 Q02932
P25344 P50090
P40328 Q03655
P39702 P38867
Q02630 P53269
P14242 Q04964
P11747 P00958
P22135 P19659
P53974 P16151
P33306 P53344
P15303 Q02805
P32565 P36116
P38736 P26754
P43545 Q06673
Q12241 P35842
Q08278 Q12361
P40480 P53115
P07260 P28241
Q08986 P23642
P32859 Q03018
P43638 Q06224
P42941 Q12267
P39682 Q7LIF1
P04817 P39107
P19736 P40005
P17106 Q12300
P32501 P21827
P10355 P39083
P38264 P00958
P41815 Q02205
P53174 Q08749
P00924 P38702
P33338 P22035
P25567 Q12361
P20433 P34162
Q08109 P40060
P04786 Q04264
P40020 P54837
Q12265 P17106
P47134 P39992
P53437 P25646
P12945 P35191
P53857 Q06525
P38811 P22007
P53010 P40890
Q00873 P06169
P39521 P38156
P32832 P23394
P28320 P40541
P30656 P39540
Q03406 P09119
P40529 P07273
O74700 P17536
P38523 Q01649
Q08921 P04050
P29311 P28708
P48415 P42942
P40327 P40355
P53048 P06774
P39987 P07249
P38801 Q01080
P38819 P53169
P26188 Q00772
Q04921 P40090
P41815 P36120
Q12518 Q12192
P53933 P38910
Q03862 P39520
P21651 P00958
Q12233 P32793
P32341 P08018
P20604 P38298
P23833 P53286
P53277 Q12174
P47166 P31109
P38999 P38717
P53081 P38156
P06779 P47058
P39682 P17505
P16151 P25808
P40077 P32381
Q99260 P21304
Q01080 Q99186
P18562 Q04225
P53867 P48234
P23776 P53061
P33754 P37838
P80428 P30657
P36018 Q02204
P27895 P36125
Q04958 P00358
Q12059 P40554
P14741 Q06339
P25632 Q07442
P53865 P40075
P53968 P40032
P32898 P36129
P35198 Q06001
P00854 Q05027
P04817 Q12330
Q12343 P20606
P54837 P33418
P38959 Q06632
P43562 Q03834
P38147 P40857
Q04739 P34224
P39540 P42935
P53167 Q07442
Q08749 Q01560
P34161 P32368
Q08492 P17505
P30656 Q03691
P38930 P38717
P38910 P40362
Q05022 P04386
P48232 P28519
Q12243 P40438
P38962 Q08491
P40453 P36036
P33297 P39540
P41697 P18900
P36017 Q02555
P38820 Q12216
P53865 P57744
P40462 P39011
P25567 P54867
P53735 Q06406
P46954 Q03899
P06782 P25045
P53259 P40077
P53955 P00431
Q02776 P27515
P35180 Q03784
P53212 P24482
P00931 P35817
Q06200 P38237
P47116 P39729
P40461 P04386
P38784 P38990
P25847 P12385
P47037 P14741
Q04930 P40204
P02309 P22213
P27472 Q08285
P47050 P00546
P17442 P18410
P54885 P39112
P53010 P32499
P53867 Q12018
P32367 Q08562
Q07824 P42073
P04807 P23561
P14747 P40465
P38272 P12945
P10081 P13434
P53930 P48837
Q02260 P53914
P32564 P32786
Q08963 P18851
P40070 P50275
P22138 P48559
P39003 P39720
P53622 P38716
P11709 P28817
Q04749 P40066
P21374 Q12060
P38304 P32491
P36034 P32525
P46678 P39003
P22140 P40344
P43583 Q12134
P32495 Q12176
P49687 P38112
P43621 P34217
P09119 P29468
Q00246 P38793
P11710 P38751
P39707 P38988
Q12063 P39552
P38042 Q99278
P25582 P39958
P38427 P32264
P41697 Q03900
P32610 P33314
P21672 P19882
P49018 P53248
P24813 P32563
P40541 Q12446
Q99344 P53389
Q07478 P32523
P32521 P00560
Q08972 P33418
O14467 P40856
P34240 P16658
Q07913 P53600
Q08287 P38817
Q06440 Q02196
P53237 P40413
P32479 P20606
P43588 P04456
P35187 P33304
P18852 P38736
P81449 P38637
P35728 P32332
P40303 P12611
P06838 Q12083
P00044 P32492
P30619 Q03503
Q08951 Q12241
P06634 P53834
P50111 Q12518
Q02554 P53091
P38615 Q03308
P40992 Q04373
Q08496 P33399
P43542 P32767
P25847 P40527
Q04749 P38191
P04911 P40344
Q05016 P34218
P47054 Q00582
P25694 P22140
P34164 Q03768
Q04195 P24583
P36421 P53298
P39678 P33421
P02400 P17536
Q12380 P23291
P38337 P34240
Q05778 P48582
P01097 P28000
Q06151 P38304
P39734 Q12522
Q04792 P32939
P22224 P10834
P25657 P02829
P25569 P26793
P38861 P39682
P32629 Q04739
Q06819 Q12265
