Q03111 Q99933
P55345 Q92902
Q9Y3C7 Q9BXM0
Q08211 Q9UNZ2
P51946 Q702N8
O95084 P20809
Q9NPY3 Q53EZ4
P27986 Q9Y6Q9
P17612 Q99640
O75909 P30307
P38398 O14744
P10071 Q02763
P23443 P04439
Q15542 O43747
P56945 O94875
Q02108 Q9HCC8
P0CG47 Q9H269
P0DP25 Q9UK73
P63096 O60934
Q13393 Q12788
O75146 Q92932
O75575 P50395
O14786 P33992
P23458 P43364
P61769 P12757
Q9UKV0 P31943
P61812 P23528
Q13794 Q92793
P42336 Q5SXM2
Q06124 O14818
P24928 P61604
P38936 Q9H0B6
Q6IA17 Q96Q15
Q9P2H0 Q9UK53
P03372 O43318
P08670 Q9HBL7
P25205 Q99952
P03372 Q8WW01
Q92731 P49137
P35568 O43639
Q15173 Q8IZH2
P60953 P48681
P43405 Q7Z614
P10721 Q9NP98
Q99075 Q16527
Q8N1S5 Q9Y2K7
P04049 P02545
P17535 Q9H840
P20333 Q99250
O75376 P17024
P05067 Q96NE9
P04637 Q08462
Q15375 Q9NWQ8
P27986 O95425
Q9Y297 O14649
P17482 Q9UI14
Q02156 Q92997
P17028 Q5JVS0
O60343 Q96SB3
P31785 P23142
O14920 P22607
Q99972 O00220
P56945 Q96G27
P04406 P08172
P03372 Q9H2E6
Q08209 Q92851
P61978 Q9C0H9
O15492 Q06587
P06241 P19474
P10588 P00740
P15172 Q15653
P02753 Q14576
Q96B26 P49674
Q12933 Q8TEW0
Q9UNK0 P20929
Q99741 P61224
Q9UBY0 Q9NPI9
P09936 O14775
P52292 P29317
Q13432 P10827
Q9NRX4 P47871
O95251 Q9NWA0
P45983 P49918
P41970 Q9UJY5
P24666 P52594
P32969 Q9Y6G5
O00585 O00214
Q05329 Q9NVC6
P20337 Q6ZU52
P33240 Q9BV36
Q16513 Q96FJ2
P50148 Q15208
O00401 P31025
Q6ZU52 O95256
Q9BTE3 P20585
O60671 Q96ED9
Q92831 O95747
P21796 P54646
P43364 Q8WYA1
Q7Z3B3 O14763
Q12967 Q149N8
O15130 P51178
Q08334 Q9Y2H9
Q13485 Q15642
P13349 P04629
Q16637 Q5T0N5
Q16254 P41208
Q04637 Q6IAA8
Q12959 P18887
P23458 P04275
P05386 P46783
Q04724 O76003
P11142 P61254
P31749 P00734
O75553 P42574
P31946 Q04206
Q13190 Q14315
P45973 P22087
Q99704 P31948
Q05193 Q03181
Q13283 Q9BY49
P26367 P78345
Q96NT1 P62861
Q14247 P35232
P51159 Q13936
Q09161 P30301
P03372 P40933
Q9NRR6 P0CG47
P05067 O75586
P02751 P69905
Q5T124 P61204
P05412 P43405
Q99558 Q9UBE0
Q99759 Q7RTS1
Q9HAW4 Q9NZL4
P0DP25 Q16559
P36542 P50452
P06493 P68133
P07948 P51168
Q03135 Q8WZ42
Q9UGP5 Q96RK1
Q05086 Q8N9I0
Q07817 P08581
Q16539 P55085
Q14061 Q8N6Y0
Q02535 Q06323
Q07890 Q00537
Q15834 O15379
Q8TEL6 P07585
Q8NI35 O14512
P10275 Q08828
Q08881 P15502
P06400 P63104
O00231 Q8NFW9
Q13838 O95257
O43765 Q08050
Q07869 Q8IYF1
Q01844 O75955
Q7Z412 P27487
P59665 Q9H9A5
P11473 P10276
O14965 P62826
Q12959 O43395
P60520 O60271
P10071 O95498
P19793 P24941
P02751 P51681
Q9BT78 Q9Y221
P24385 O14493
P04350 Q9UQD0
Q16671 O94829
Q9UKG1 Q14974
Q93062 Q9BW27
P68133 Q7Z3Y8
P60953 Q15119
P18846 P56817
P29590 Q8NG27
Q07817 Q96L73
P19012 P42336
P42285 Q9Y4K3
P68032 Q14498
P68104 O15111
Q8TAQ2 P02751
Q15797 P68133
P01024 P20700
Q01780 P14652
P09326 Q9Y5S9
Q9NS87 O75379
Q5D1E8 Q9UKS6
P13010 Q96G25
Q06587 P19876
P12931 Q13432
Q04917 Q8TAI7
Q99895 P51451
P06493 Q9Y4K3
Q96MP8 P52298
P35222 Q13277
Q99502 Q9NXR1
Q14773 P61289
P0DP25 O43765
P12830 Q9Y2W2
Q12772 P29375
Q8N2W9 Q96PU8
P50570 O60664
P02788 P48552
P13639 Q07157
Q9BUZ4 P12814
Q15834 O75182
P08754 P27797
P62195 P51681
O00470 O15287
P10276 Q16637
P53041 Q5T0L3
Q5FBB7 P19525
P27986 P54257
P01730 P07477
P50750 P05166
P04156 O60684
Q06330 Q9HCN6
Q99608 O14757
Q13485 Q02363
O00590 Q9UER7
Q16527 Q07820
Q5T3J3 Q12901
P08648 Q15884
P05107 P53621
P19784 P15336
Q15038 P61601
P10275 Q15904
O95295 P27361
P53041 Q9UKS6
Q01523 P09914
Q8N5U6 P55196
P26368 Q9UBU9
P09619 P04075
Q14185 Q03181
P19012 P05060
O96017 Q92997
P45985 P52594
Q53G59 O75955
O14920 O60506
Q9NVW2 P53365
Q13243 O00220
O95257 Q5JQC9
Q01844 P36873
P08631 Q86Y56
P36897 Q9BY84
Q99704 Q13478
O14508 P09486
Q02750 B2RTY4
Q969H0 Q9HCM9
Q07021 Q9H307
Q15834 Q13490
P13686 Q04637
P20226 Q93074
P84022 Q9ULW3
P42566 Q9Y2Z9
Q99614 P41732
Q8N5S9 P01112
P29350 P24530
P32780 P17844
P02652 Q6W4X9
Q13232 O75367
P20333 Q8NET5
P26641 Q99952
P12931 Q92994
P19793 O43639
Q9NTZ6 Q05655
P01024 Q13873
P10242 Q99814
Q9H2X0 Q15633
Q13332 Q9NNX1
Q99816 O60504
P60228 Q9UBU9
Q14582 Q9UMR7
Q2TAA8 Q9H169
Q9NUP1 P31946
P49768 P15336
P17600 O95292
P62807 O43617
Q9Y490 Q14500
P84022 Q9GZS3
P45983 P10114
Q16566 O15399
Q01955 Q99615
P12931 Q9Y5Q9
Q9Y4H2 O14924
Q02750 P62820
Q96J92 P26992
P02751 P11473
P22607 Q9Y333
P43235 P01584
P17535 Q9Y448
P27694 O14964
P13385 O75439
P09471 Q9NR33
P19838 P10912
P01023 Q12791
P10070 P51790
P20226 P05556
P00742 Q4J6C6
P46379 P50613
P82650 O60437
Q9NRR5 O75508
Q13287 Q9Y6N8
P99999 Q9UN19
P43351 Q02388
Q04724 Q01523
Q13131 O43306
Q99569 Q9UBS8
P38398 O60500
P43364 Q9Y4H2
Q9HBH7 P50452
Q9UI32 P98082
O43707 Q8NF91
P51808 Q96FA3
O15169 Q14493
Q14566 P11388
P25205 Q9Y4H2
Q12834 P35241
Q9Y2I6 P35968
P60709 P01903
Q9UPQ3 P52564
P28223 P54725
O43147 P00395
O75925 P10747
P22455 Q9UJY4
P33992 Q5MNZ9
Q15942 Q7Z7C8
Q9UI36 P15884
P17482 P49354
P17098 Q8NFP7
P31749 Q14061
P41182 P55085
P08670 Q9Y6K1
P15923 O00755
P35222 Q14031
P17612 Q15653
Q07889 Q9Y219
P43405 P13611
P12931 Q14103
P14921 O43150
P28482 Q13367
P27448 P11171
O75390 Q9Y615
Q5JY77 O15399
Q93034 Q9NR12
P09619 O95751
P43405 Q9UJU2
Q09472 Q8TBE0
Q15047 P53567
P36956 Q04917
P20248 P05060
Q8TAD8 O75030
P61981 Q9Y566
Q9UHF0 Q969H6
Q9NZQ3 O43395
P60228 P21926
P31749 Q9P0V3
Q08999 P62310
Q86TM6 P43489
Q9UMX0 P11387
Q09472 Q8N0X7
Q02846 P08572
P07339 P10145
Q96I34 O60462
P42574 P15498
Q13105 Q07021
P15036 O43570
Q13224 P24941
Q9NZC3 O14594
Q02363 Q13185
Q9NPJ4 P28065
P04275 Q8TDC0
P18146 P19429
P04150 O95793
P25800 P53355
P49815 O15111
O14745 Q16611
P36507 Q04724
Q16623 Q9BXA7
P19838 P19099
P20338 P48551
Q15788 P51692
Q06187 Q12840
Q01955 Q9BVJ6
Q15572 P51532
P27695 P15407
P42285 P60709
P10721 O75154
P20941 Q9BYD3
P30530 P09629
Q16787 Q5XLA6
O00268 P53708
O14948 P20340
P29350 O14776
P15509 P0DN78
Q13323 Q9UM73
P09382 Q9H939
Q6X4W1 P49821
P09429 Q9H0T7
P43364 Q96B97
P11532 Q07820
P00533 Q12772
P14678 Q99466
Q6ZU52 Q9UNN5
O43889 P54257
P06400 P22003
Q8NBJ4 P46939
P16581 O15116
Q9UHF0 P49418
O60675 P13497
P42574 P51693
Q9H1I8 Q8WUW1
Q9NPH3 Q9Y490
Q92731 P49407
P28702 O15304
P35221 P21579
P02489 P26718
P20226 Q13573
P20226 Q92688
P02743 O75874
P19838 P55010
Q14134 Q9BXW9
Q9BQ66 P61586
Q03135 Q8IZP0
Q93034 P02511
Q92934 O15554
O00339 Q99459
P10275 O43889
Q06265 P27348
P54253 Q15831
P06127 Q66K74
Q6PGQ7 O43294
P12643 Q12852
P63104 Q9Y6Q9
P14598 P27361
Q13177 Q06187
P22607 O95251
P04234 Q99755
Q05519 O00401
O75534 Q16787
Q08043 Q8WTR7
Q13393 Q99952
Q01082 P21980
Q9UBL6 Q9UPY6
Q9NRR5 Q9UJW3
P23458 P15923
P61812 Q14155
P27986 O43488
O60869 P46020
P06239 O75716
P14598 Q9C0K0
P06493 Q6X4U4
P0DP25 P46063
Q9UBS5 Q8IXI1
P12931 Q9Y3C7
Q9UIQ6 Q9HD36
P56705 P17538
Q8N715 P35658
P22681 P19256
P28223 P98161
P98170 Q9UM47
Q16891 P20963
P45985 P05107
Q92793 Q96CB9
P0CG47 Q96T58
P04150 P51452
P39748 Q8IZP0
Q5JY77 P19793
Q8IYL3 Q92835
Q02363 Q6NUQ1
O15105 P41145
P24941 P14778
P31749 Q13526
P10646 Q9UBJ2
Q04917 Q70EL2
P15391 P08603
P07332 P50502
O14776 P38484
Q14938 Q9NVD7
P98177 Q9NRM6
P43364 P01241
Q13485 Q9UHL9
P02751 Q00526
P19447 O00562
Q13432 P27824
P45983 Q15744
P48023 P14136
Q9HCE7 P36575
P04004 P30281
Q9BUL9 Q8NG27
P62993 Q9BVW5
P22681 P00451
P25208 Q8TDB6
Q13492 O43597
P36873 Q9Y4J8
P20700 P24534
Q14451 P50591
P62380 O43439
P30519 P00736
Q9BSR8 Q01484
O75791 P21579
Q15797 Q9H228
O94986 Q13123
P0DP25 Q14289
P06241 Q14055
P42574 O14641
Q6EEV6 Q9HAU4
P29400 Q13322
Q16610 P01185
P31269 Q8TB05
Q13485 P54762
P46379 Q9BVJ6
P63167 Q16654
P60953 P10721
Q9UQ80 Q9BQG0
P50452 P07288
P62993 P27348
P68366 Q149N8
O60763 Q00613
Q96RN5 P78406
O75643 Q9Y6X6
Q9BQY4 P24385
P35222 P05556
P52948 P50552
O43561 P19838
P26038 Q06587
P40763 Q9UNE2
O95704 Q9Y2B9
P24928 P60953
P17535 P46092
P61978 O43150
P24928 Q5RL73
P04792 P08195
Q8NG27 Q7L099
O60506 O95837
P36888 P49257
Q16665 O75496
P01112 P33991
P36873 O15287
Q07021 Q12866
O14776 P20337
Q92793 O76064
P42684 Q96MN2
Q9Y6K1 Q07157
Q13426 Q9Y6H5
P08263 P48023
P35222 Q8TEY7
P09466 P51684
Q92481 P18433
P00533 P31943
P03372 P42858
P41235 P61981
P10124 Q96T58
Q06547 Q76FK4
Q14191 Q9NPP4
P01112 Q86SG2
P46379 Q01892
Q06830 Q15149
O00499 P17538
P33993 P42575
P0DI81 Q9Y275
Q86X55 Q9UKX5
P10124 Q96F07
P30679 Q9BQQ3
Q9HCE7 P23025
P42574 P17600
P21673 P21579
P30260 P08138
P51692 P27797
Q13571 P04406
P29350 P21926
P62070 P17275
Q15287 P29033
Q13277 P04070
O95983 P35221
Q04724 Q08881
P63162 P15407
Q01844 O76094
Q6EEV6 Q15399
P09455 P37288
Q99075 P55036
P27694 P63104
O14745 P08631
P31749 P78347
Q9UK53 Q13315
P04629 Q96HA8
P04049 Q13541
P20963 P14317
P14923 Q86UP2
Q9HA65 Q9BZI7
Q04771 O15198
P05412 Q15047
O43719 Q96ES7
P28223 Q14103
Q9UHI5 P24394
P99999 Q16649
P30530 P18433
P05114 P35869
P09104 Q9H4A4
Q9NXR8 Q01469
P53674 O60516
P49137 Q96K83
Q16671 Q9Y5B0
P42229 Q13541
O96017 Q9BZL4
P00749 Q7Z7M9
P01903 O95994
P36897 Q06187
O15350 O14757
P35968 O95359
P08603 Q92686
P19838 Q13362
P45983 P13349
Q96EB6 Q9NZN1
Q2M1K9 P63279
Q92529 Q86SR1
Q9Y383 P08833
P21796 Q9BSG0
P06241 Q9Y5K8
Q9UBD9 O75874
Q14155 P28074
P27361 O95622
P06241 P40763
P62993 Q9Y3A3
P35251 Q00403
Q09472 Q16891
P51681 Q13621
P56645 O60674
P12931 P56199
Q9P2H0 Q9Y261
P49888 P27797
P35968 Q96IY1
Q05193 P51452
P05060 Q86UP0
P12814 P12544
O95551 P63165
Q92997 P30679
Q12933 Q15276
Q9H1I8 Q12923
Q6UWE0 Q9NSI6
Q16539 P16333
Q9Y573 P78356
P16871 Q92558
Q6EEV6 P30304
Q14686 P11233
P21860 Q8TAI7
Q9H4E5 P18545
Q13425 P62308
P27986 Q9UER7
P06401 P63104
P04049 P20340
Q96PU5 P45452
Q01726 Q13093
Q8N668 Q00535
Q96J77 O00116
P51784 Q9NQS1
Q8IX01 Q86SQ0
Q04771 Q9H1I8
P24394 P24522
P55055 P46531
Q09472 Q06124
Q14680 Q00526
P05412 Q9Y4K3
P84022 Q16526
O14773 Q13330
Q14974 P51617
Q99733 Q9H3M0
P23142 P35226
Q92736 Q14181
P16157 P50406
P28702 Q14686
Q9Y5B0 Q12982
P04049 P20827
O14788 P54727
Q09028 P35527
P10114 Q92859
P24394 Q9NP81
P17948 O14910
Q92793 P17612
Q15834 P00533
Q99836 P63167
Q13438 O14682
Q08211 Q9NQ69
P05412 P16144
P14784 Q13061
Q9Y6N9 O00212
Q8WXI2 P51617
O00308 O00560
Q99523 P15172
Q03181 Q9Y2H0
Q15653 Q8IV36
P31947 Q9NPY3
P00533 P05019
Q6VMQ6 P40937
P84022 Q7Z7J5
Q03111 P01112
P43405 P35908
Q9Y679 Q9UGU5
P06127 Q99747
Q9P2W3 Q08345
P55854 Q15119
Q8NBJ4 P39060
P78346 P09544
P83916 P14902
Q9Y3B2 P50148
P06493 Q6UY14
P11802 Q14195
P12270 Q9NRG1
Q9HAP6 Q9Y6Q9
Q15654 P33992
P06756 Q6UWZ7
P27824 O60566
P26641 P11308
P28749 P42345
Q16620 Q6W4X9
Q15833 P49959
Q99836 Q01892
Q13705 O60494
P18825 P11498
P06241 P41231
Q04724 Q8WV28
O75581 O75886
P43681 Q6P3X3
Q13133 P00491
P84022 Q9BUL9
Q96ID5 P07585
O43294 Q9UNN8
Q8TAQ2 P52294
P01011 Q16520
P68133 Q13216
P40189 P12755
Q8TCU5 O43592
O95831 Q969V1
Q15025 O00212
Q96J02 Q96DN6
P05106 P04085
P01009 O14548
P12931 O75376
Q9ULZ9 Q13765
Q14789 O15182
Q9NRR5 O60828
Q9GZR7 P25963
Q9HA65 P21817
P04049 Q16623
Q9Y3C5 P05060
O95295 P12314
P27694 O15116
Q14566 Q92817
P08195 P50452
P38646 P18031
Q15759 O76082
Q92610 Q9UKB1
Q8TF74 Q9BXR5
P28482 Q15788
Q13885 O43236
Q5TCY1 P49356
P05412 O15211
P63167 Q5QJE6
P06239 P04626
P40763 P54259
Q15466 Q13077
P63244 O60925
P11142 Q15528
P06493 Q16851
Q14289 Q9NWM3
P67870 P45983
Q96I34 O14910
Q05655 Q9Y4I1
P35998 Q9UM73
P49023 Q06187
Q03405 Q14315
Q8WU20 Q9H0I2
P15882 Q13557
Q96SD1 Q14416
Q9UNK0 Q01113
P02452 Q8IVH2
P52292 P32241
P00747 O75674
P17252 P01730
P06493 Q9UNE0
P05121 Q86YM7
P62258 P54793
P05412 O00418
P15408 Q16635
P04637 Q8TAC9
Q15797 Q9BRV3
P20591 Q13885
Q8WXI2 Q8NEC5
O15162 P11387
P99999 P14136
P35240 Q9BYR7
P29400 O95999
Q99956 P42336
P23511 Q15811
P04278 P35241
P49715 P10114
P02751 P68133
O14744 Q92851
P52333 Q9UPY3
Q08999 O95163
Q15393 O43768
O14776 P29279
Q5JY77 O60759
P54259 P53355
P04406 Q9UQF2
P62304 P49810
P62834 P60953
O95271 Q15596
O75390 P61586
Q13480 P11802
P49888 Q00534
P62736 P29274
P26641 O94762
P46531 P63167
O96020 P42574
P29475 P12643
P08238 P61201
Q16665 Q15014
Q04721 Q13057
Q9NWA0 Q9BZR6
Q9NYS0 P26641
Q99741 P13984
P27361 Q8N6Y0
Q92736 P46721
P15173 Q9Y2W2
P17480 P21781
P50281 Q9Y6B2
Q15811 P30041
Q99750 O15552
Q07820 O14548
P08246 P51587
O14641 Q04917
P23582 Q15149
Q9UBU7 P07199
Q93009 Q9H4I2
P27361 P10644
Q02241 P55327
P54253 O15287
Q14344 O95977
P10276 P35813
Q92793 Q9C0D5
P67870 Q9Y3C7
O75446 P54257
P04637 P48634
P17612 Q04637
P14598 P12004
Q01844 P29590
P43364 P27986
P15336 P08311
P30530 P30988
Q07869 Q9UQ84
Q13487 P04278
Q9UGP4 O60232
Q07687 Q8IUK5
Q9GZN7 Q9UJW0
P24941 P09884
Q9H257 P30533
P29590 Q93062
P03372 Q02078
P12004 Q9NPC6
P14859 Q08209
P38432 Q9P2R6
P41743 P24158
P62834 Q15024
Q05513 P00747
Q14789 Q969L2
O15379 Q9UDY2
Q02246 O00602
O94989 O75173
P49286 P11597
P10828 Q16181
P18505 Q9H2Y7
O00170 Q96HA8
Q8N9N2 P16144
P08069 P22736
P0DP25 P04792
P04049 Q8WWI1
Q9NYB9 Q6DT37
Q13459 O75628
Q02156 P01009
P14923 Q99767
P04406 Q96HA8
P28223 P06702
Q15834 P24928
O15111 Q99708
Q92932 Q14207
P10124 Q9UER7
P33992 Q96GD4
Q14186 Q9NS87
Q96H20 P02768
P68400 O95793
P11488 Q5TCQ9
P55196 P33552
Q96B97 Q8N1W1
P11912 Q15744
P04156 Q05086
P62314 P11836
P31946 Q15843
Q13107 O14763
P46531 P23942
P04150 P26368
P27986 P01589
Q13873 P56693
P13010 P42768
Q8N1V2 Q14152
P20719 P04049
Q08881 P13497
P17480 Q9NPI1
P21731 P35346
P45984 O60711
P11473 P22888
Q96J02 Q969V3
Q06124 Q9UHC1
P56945 P62993
Q14966 Q15654
Q06124 P08572
P0DP25 P30988
Q9HB71 P41134
Q01844 Q96GM8
P0DP25 O14798
Q9UBC3 P30533
O14544 P13797
Q9NPJ4 O94973
P20337 Q9BZW8
Q12756 Q5XPI4
P09619 Q96CG3
O43463 Q9NRL3
Q9H7Z7 P18509
P06241 P26367
P28482 Q8TAE8
Q5RL73 P30968
P27361 P62330
O14964 P32320
Q03405 Q15119
Q15834 P16144
Q8IYI8 O95425
P35251 P05814
P68400 P20936
O00170 Q99504
P48736 Q9Y5P3
P61968 P52209
Q04206 P14778
Q9NRR5 P02649
P20700 P17301
P25963 P35711
P68104 P13611
P16473 Q9P0W2
Q99717 Q8N6Y0
Q9NXU5 P15976
P54259 Q9BXX0
P05129 O60674
O60674 Q96S44
Q7Z494 Q9P0K7
P48729 P68400
Q07954 Q9NQX3
O60264 O75925
P62330 Q8WU20
P17252 P27037
Q02363 O14893
P24941 Q07157
P61586 Q969H4
Q13287 O95257
Q14974 Q01860
Q13077 Q9BXW9
P51965 P78545
P49768 P63279
Q9H0H5 P39877
O60269 Q99623
P31994 P20963
Q15424 Q13191
Q14192 P30154
Q15543 P32780
P54253 Q9Y2X7
O96019 P06239
P11142 Q13310
O75582 Q9UBP5
Q16695 P63244
P63208 P34925
A0A5B6 P60228
Q92736 P04049
P04637 Q92813
P35249 Q14494
P0DP25 P17535
Q96A00 O94986
Q16254 P06127
P17844 Q9NV58
P42574 P62306
Q7Z7C8 Q8WXI7
P42566 P29590
Q8TEL6 Q6ZU52
Q6EEV6 P21246
P04150 Q9Y3C5
Q99819 P05141
P14923 Q15746
O60674 P09958
Q9Y3C5 P07477
P26358 P11177
P05067 Q9BQ66
P20936 Q8IW41
Q9NP84 Q9Y5J3
Q8TBN0 Q9H6R7
Q96QG7 Q92918
P20226 Q9Y5X5
P60953 O60895
P40763 P27701
P10827 Q06643
O60763 P04632
Q07812 P56715
P48729 Q96QG7
P35221 P60510
Q7L590 Q13263
P20226 Q969Y2
P20963 Q96EP1
P35080 P56159
Q16539 Q9NRR5
O15198 P14672
P36894 Q92574
Q9Y294 Q5JTH9
Q9UKT9 P16298
P08758 P42680
O75177 Q9NYR9
P01024 P30740
Q07817 Q8N2U0
P01011 P20908
P17028 Q01167
P46531 Q9HCE7
P61981 P60981
P12757 Q9Y2K6
P04637 O15162
O15198 O60934
Q9Y5B0 P27918
P50553 Q9NR31
Q07889 P35711
O60684 P50549
P02751 P12004
P16870 Q05513
P42574 P22004
P15311 P49716
P43364 P12956
P49771 Q9UBW7
P29590 P15291
O00170 P23945
P23458 P63165
O15455 Q15811
Q04206 Q14393
P38398 Q9ULD2
P14923 Q9NP94
Q92804 P14317
Q9UNI6 Q9UNS2
Q9UM63 O00303
P35555 Q5T5P2
Q07954 P54259
P42574 Q9HC98
Q70CQ1 P08311
O15379 Q9UKM9
P02788 Q9Y613
Q15796 P25054
P54296 Q9Y3D0
Q5VZM2 P50570
P01011 Q9Y2T3
P09017 Q9NWM3
P08571 P01160
Q96C10 P14635
P04899 P05111
Q13009 O75943
Q13107 P07942
Q9Y6D6 O60443
P60520 O43187
P84022 Q02548
P18846 Q8NF99
Q07955 Q14203
P51790 Q13255
P17181 Q12972
Q8NB12 Q14896
O60282 Q99828
Q96CW1 P20248
Q99750 Q96HB5
P54687 P02008
P42574 O14908
Q16623 P16389
P05412 Q8NAP8
P51692 O43147
Q16695 P48736
P49810 P78348
O75528 P22736
P42574 Q92574
P03372 P00747
P18627 Q86SG3
Q15910 Q9C0K0
P14923 P56524
Q9BT78 Q96CV9
P11142 P29597
Q99972 O15015
Q9HCE7 Q9BQ66
O75582 P35222
Q13158 Q9UHI8
P51692 P21579
P63104 Q96AQ6
P27797 Q14643
Q12933 P11177
P61981 P07947
P20936 Q96CN9
P04637 P34741
Q14289 O43586
P02768 P09382
O60674 P05771
O60383 P36575
P01579 Q9BQ61
Q16566 Q13753
Q9H427 Q13951
P68400 Q8IZH2
Q14191 P60510
P04792 P12931
P03372 Q15007
Q13315 O43914
O75553 P57086
P48431 P26447
Q12933 P38159
Q15047 Q08945
Q02447 P13501
Q7L5N1 O95232
P36897 P26367
Q7L5N1 P00491
Q13569 P09486
P14784 Q8WXE9
O95084 Q01860
Q13009 O76003
Q04917 P0C0L5
P31946 P01100
O43684 Q03135
P51959 P27037
P24723 P36542
P03372 P26641
Q9NPI1 P35613
Q05513 Q92793
P63104 Q07820
P08670 Q9GZY6
P68133 Q9H0E2
O15379 Q12947
P55055 O00220
P27361 Q92973
P46777 Q9Y4J8
P10451 P78347
P09884 Q13332
P68400 O75390
Q9Y3C5 O14817
P18075 Q00534
P25788 P60520
Q05586 O14880
Q03933 P17600
P21673 Q8N0X2
P60484 P49810
P15036 P42336
Q13555 P30307
Q14011 P07333
P09874 P12004
Q96PK6 Q96IY4
P17542 Q13129
P61956 O95166
P38646 Q8WV44
Q9BQ66 O00214
P68133 P63279
P04049 P10276
Q15788 Q99614
P22692 Q8TBN0
O75955 Q6DT37
P54253 Q9UNY4
Q9Y2S7 Q99250
O95405 Q96HA8
P53779 O76094
P60228 P10144
P05114 O75928
Q96FK6 Q96IM9
Q16621 P20336
P24928 Q9HD67
P15336 P05771
P14678 Q9UIV8
P23458 Q08752
Q16539 Q53FA7
O75607 Q02556
Q13547 O95477
P42229 Q13009
P42574 P55040
P18428 P47872
P10275 O15482
O00308 Q96J92
P27986 Q07157
P41222 Q99547
P21731 Q9NP85
P08253 P49841
O75582 O00482
P30679 Q9Y2X8
Q15796 O43187
P10242 P15509
P06493 P55060
Q13485 O43426
P04637 Q9NZW5
P24941 Q5FBB7
Q15691 P84090
P38398 P18428
P07711 Q8NEV4
P42229 P04278
P14672 O15116
Q96EY7 P16885
Q12756 P11233
Q12933 Q7Z614
P24928 O60353
O14920 P63104
P16144 Q9BWS9
P35548 O95721
Q9NZW5 Q9H251
Q9H270 P23468
P46098 Q13094
Q03135 Q9BT92
P17252 P07947
Q5JWF2 Q13620
Q15596 Q16659
Q99972 Q9UNY4
P51513 P52926
P04899 Q92609
Q99750 P41236
P09429 P16104
P84022 Q96JH8
P11137 Q02930
O15162 Q9GZQ8
P07948 Q13114
Q96PU8 Q9P253
Q13753 P55769
Q96L34 Q99816
P84022 Q15154
P25791 Q13261
P40692 Q13813
Q5T3J3 Q07864
P04278 P15941
O15273 Q9BXR5
Q13432 P30411
P04156 O43521
P04406 Q9P209
P63104 P09543
O43524 Q9Y6Q9
P63165 Q9UBQ5
P55196 Q92813
P11912 P17028
Q9Y383 Q96HU1
Q99523 Q96RI1
Q13480 Q14832
O15294 Q13077
Q15834 P01266
P14780 O43439
Q9H7Z6 Q8IYF3
P63279 Q13616
P60953 Q15596
O14745 Q9NRX1
O75293 Q8IXH7
Q92793 Q96PY6
O15151 P51178
Q13464 P01241
Q9UBC3 Q9BQ66
Q9UGI8 Q969H6
P25098 Q9Y2N7
P18031 P37268
P27540 O15234
P10244 P42166
Q9NPG2 Q15573
P10071 P38570
P05067 P42768
P10415 O14594
Q13363 O00623
P78527 Q9UK73
Q9P2K3 Q9UBB9
P02545 Q8N715
P47900 P00747
Q6VMQ6 P23443
P51948 P08311
Q8NHY2 Q9UBF2
P27816 Q4LDE5
P06239 O15530
P62826 P22087
Q71SY5 Q9P253
P27797 P00403
Q03135 P49336
Q99750 Q9UQ13
Q9H1I8 Q15172
Q9HAU5 Q04864
P60709 Q9GZX9
P51572 Q12983
P04004 Q15811
Q9NP79 P24855
Q8TDZ2 P33076
P28482 P30086
P38398 Q07820
P07948 P31270
P02751 Q8N6Y0
P00750 P19429
P10412 P53355
P31749 Q6UXI9
Q07817 P08648
Q09472 P62508
Q05586 O00629
P34932 Q96FS4
Q9HC62 O95251
Q9BQD3 Q13564
P04637 P19174
P24941 Q9Y2L1
Q7Z7J5 Q9Y337
P27986 P26641
O75843 Q6ZU52
P12931 P12004
Q9Y3R0 Q9BRJ6
Q15797 Q13077
Q6EEV6 P54727
P30530 P55011
Q9GZT8 Q9BYB0
Q15599 Q9UBH0
P40763 P08311
Q04724 O14980
P13010 Q9BXR5
P02511 P29400
P31749 Q9H063
P17252 Q15102
P68363 P08709
P98082 Q9Y4I1
Q9HAU4 Q9BTW9
P29323 Q93062
Q96ED9 P19438
Q13838 Q9Y4H2
O14490 Q8WV28
P06396 Q9UM47
Q9NWF9 Q9BY84
P20226 Q9UNE7
P12931 Q15653
Q9BSK4 Q8N4E4
Q8WV24 Q8WWM7
Q8WXI2 O00590
P36897 Q92797
P55036 P53355
Q13424 P36897
P02794 Q9UFF9
Q99700 Q8IZP0
P17252 Q99547
P04637 Q16820
P09874 Q9UMX1
P62873 P06241
Q9HCE7 Q02763
P54253 O14641
P35080 Q8WVN6
Q9NP97 O00186
P52434 P60520
Q02156 P08174
P61956 P42336
P43246 P35998
P04637 P49815
P49810 Q96NT1
Q15910 Q9UNL2
P48730 Q16478
P31749 P12644
P48775 O14810
Q9BXF6 P10321
Q15797 P17481
P04637 P17706
P20719 O00463
Q99750 P50616
Q9BTL3 Q9GZV4
P27361 P29375
Q9Y4H4 Q9UBZ4
Q5PSV4 Q99856
Q6P1J9 Q15276
P42224 O75116
P30679 P49913
O15169 P51636
Q08881 P26447
P12931 Q8N6C5
P98164 O95251
Q9Y2X7 Q9H444
Q92793 O14599
P98164 Q14012
P35225 P12956
P84022 P04406
P12931 P51532
Q07666 O60508
Q99558 P60033
