Q8TBF5 B3EWG3
Q4G0N0 Q6NTE8
Q4G0N0 Q14542
P51843 O76000
P51843 Q6E213
Q4G0N7 Q13555
P63211 Q96NJ5
Q969J5 Q96RE7
Q9H3L0 A4D0Y5
Q9H3L0 A6NCQ9
Q5VVQ6 Q6UXZ4
Q5VVQ6 Q9GZN2
Q969J2 Q5EG05
Q969J2 P02787
P08700 O14526
Q8TAM1 Q96J87
Q8NGX9 Q9UL16
Q8NGX9 P41180
Q9BZD7 Q9H6B1
Q9BZD7 Q6XYB7
P29692 Q9HBU9
P63215 Q96KP1
Q01362 P20585
Q01362 P20396
P78345 Q9H0R5
P78345 Q8TF27
P78345 Q7LDG7
P78345 Q9BVI4
P20265 Q9BRQ5
P17152 Q9HCN3
P10072 P59539
P10072 Q8NH16
P0DI82 A6NGN9
P0DI82 P43359
B3EWF7 Q8TED0
B3EWF7 Q96BR6
B3EWF7 Q8N2F6
B3EWF7 Q96AG4
P09038 Q8IZ52
P09038 Q14525
Q8WZ33 Q9H8T0
Q8WZ33 P25929
Q8WZ33 Q9H3Q1
Q04323 Q9NZC4
Q8NFP4 P61574
Q8NFP4 A8MZ25
Q8NFP4 Q8NBK3
Q8NFP7 A6NKH3
Q8NFP7 Q14774
Q8NFP0 O14745
P27694 Q9UBY9
P27694 P13473
P27694 P56705
P27695 P63128
Q9NRI5 Q9Y6B2
Q9NRI5 Q9HC07
Q9NRI5 P08173
A4FU49 P28223
P55808 Q14324
P20963 P09172
P41208 Q8NGG5
Q9BQP7 Q86UW9
Q9NQX5 Q6P1L6
Q9NQX5 Q8IZE3
Q6P988 Q8NEK5
Q6P988 Q9Y5R2
Q8TD55 P0DKL9
Q15940 P06748
Q9BXA7 O95848
Q14814 Q86YR6
Q14814 O75679
Q9UKY4 O15321
Q86VX2 Q8NEP3
Q5NUL3 O14733
Q5NUL3 Q9Y6W5
Q92519 O00425
Q2VWP7 A6NI87
Q8NGT7 P49802
Q7Z5D8 Q6ZMV5
Q9P1P5 Q86VW0
Q9P1P5 Q86Y26
Q8N162 Q9NP80
Q6P387 Q6UXI7
P23368 O43638
Q9BZE0 P0CJ77
Q9H4Q4 Q2WGJ8
Q9H4Q4 Q5UAW9
Q9BXA6 P46091
Q9BXA6 O95685
Q9BXA6 P50453
Q93062 Q13164
Q8N6R1 Q96NL0
Q9HAS0 Q6UXH0
Q9HAS0 P0DJD3
Q9HAS0 Q9BWT6
A0A0A0MRZ8 Q9HBW9
A0A0A0MRZ8 Q8IWU6
Q9UPC5 Q3ZCT8
Q9UEE9 Q8N883
Q9UEE9 Q92747
Q96HB5 Q8NGD4
A6NK53 P50993
A6NK53 Q8IV03
Q76KP1 P36575
O75173 Q5TAB7
O75173 P54707
Q9H221 Q9GZZ6
Q9H221 P51795
Q9H222 Q9H4A5
Q9H222 O60547
Q9H222 Q16890
Q9H223 O14581
Q9H223 Q8N434
Q9H223 Q9NZI8
Q9H223 Q8IY49
O75177 P27986
O75177 Q9Y2D4
O75175 A6NIZ1
O75175 Q6ZNC8
O75175 O43173
O75175 P06730
Q9H228 P33993
Q9H228 Q70JA7
Q5VZM2 Q96S15
Q5VZM2 Q96MT3
Q99697 P51114
Q99697 Q6ZSM3
Q9BWT7 Q9HBI6
Q9BWT7 Q9H3J6
Q9BWT7 P52435
Q8NEP7 Q9NZV6
Q8NEP7 Q8IVB5
Q8NEP7 Q9H3M7
P01705 Q13563
Q8NEP3 Q6QNY1
Q8NEP3 A0A0B4J1V2
Q8NEP3 P0DMR1
Q8NEP3 P22528
Q13227 Q9H0S4
Q13227 Q8IVF6
Q96T68 Q8N9I5
Q8N144 Q8WWK9
Q8N144 P06702
Q8N142 A6NHX0
Q8N143 Q6ZS02
Q8N141 Q8NH73
Q8N141 P62502
Q8N141 Q9GZP8
Q15771 A0AVK6
Q15365 Q53EQ6
Q15365 Q5TDH0
Q15777 Q9BSG5
Q15776 Q8TCE9
Q6UW78 Q9P2C4
Q6UW78 Q8N7H5
Q15363 Q9UJQ4
Q8WUA8 O75711
P59901 Q1A5X6
Q6ZSI9 P28472
Q6ZSI9 Q8N2A0
Q9BT30 Q9Y692
Q9BT30 P52740
Q8WUA7 Q8NGP8
Q8WUA4 Q9NRY5
Q8WUA4 Q9BWK5
O15409 Q6UWU2
O15409 Q8TCP9
O60294 Q9UHQ7
Q99523 Q6Y1H2
Q99525 A8MXQ7
Q99525 Q96M69
Q99527 P15498
O15403 Q13191
O15403 O00170
O15403 O75529
Q8NB37 P19256
Q8NB37 P54802
Q5F1R6 Q8N442
Q5F1R6 Q9NRJ5
Q5F1R6 Q6PF06
Q96RR1 P11310
Q96RR1 A6XGL0
Q8N3V7 P10914
Q8N3V7 P62891
Q8N3V7 Q8TB36
Q3KRA9 O75838
Q9NYT0 Q96QI5
Q9NYT6 P05388
Q13905 Q9UH64
Q49A26 Q99884
A6NNF4 A6NDL8
P50416 P01566
Q9UJU5 Q96QT6
Q9Y5B0 P62324
Q9Y5B0 Q9Y3C1
Q9Y5B0 Q66K66
Q9Y5B0 O00559
Q8NDV2 O15123
Q9Y5B6 P29622
Q9Y5B6 Q9NUD9
Q9Y5B6 Q8ND71
Q9Y5B8 Q8WUA4
P08048 Q9HBI5
Q8IUL8 Q9BPW9
Q8IUL8 Q9Y5S9
Q96PB8 Q8NB37
Q9NX09 Q92558
Q9NX04 Q9BXI6
Q9NS71 Q9BXU9
Q9NS73 P29083
Q9NS73 C9JLR9
Q6TFL4 Q8NH72
Q1W4C9 Q14318
Q1W4C9 Q9NYZ3
P33897 Q9Y295
P33897 Q9NR23
P33897 P49281
Q7L7X3 A6NK89
Q8NHS9 Q86UZ6
Q8WZA9 P20309
Q8WZA1 P28562
Q8WZA1 Q9BVC6
Q8WZA1 Q9NNX1
Q8WZA0 Q9C0D3
Q8WZA2 Q8N5I4
Q9HD26 P04921
Q8N1N0 P47224
P48549 Q13642
Q9HC57 Q8N7X4
Q9HC57 P37088
Q8ND94 O75752
O95704 Q6UXR6
P48547 A6NF36
O96024 Q8IY45
P48544 Q96BP3
Q01954 Q8NBF6
O14753 Q9Y6N1
O14753 Q9P2W1
Q07507 Q6UXQ8
P16452 Q6P5X5
P16452 Q8TBK2
Q9NZJ0 P78556
Q9NZJ0 Q9HC47
Q9NZJ6 Q9NVK5
A6NNY8 Q86U28
Q96ID5 Q02338
Q9C037 Q96N28
Q9C037 Q8N5N7
Q6XPR3 Q9Y4A9
Q6XPR3 Q14656
Q16082 Q8NDW4
Q16082 P08779
Q99942 P98175
Q99942 Q6P1S2
Q8IVB4 P30968
Q8IVB4 Q9HCN8
Q8IVB4 P35326
A1A5C7 Q9Y2L9
Q2TBA0 A6NGY3
Q2TBA0 Q96HM7
P10589 Q86V25
P13164 Q99728
P56159 P54277
P08151 Q6ZMH5
Q9Y281 Q9H5Y7
Q9Y281 Q86WK6
Q9Y281 Q9UDY6
Q9Y284 Q8IZ02
Q9Y284 P07686
Q9Y284 O75815
Q9Y286 Q15008
Q9Y286 Q96PZ2
P0DMS9 Q96JN2
P0DMS9 Q10567
P0DMS9 Q9BQG1
Q99943 O15225
Q99943 Q8TBC4
O75170 Q99935
O75170 Q2TAP0
Q9BR10 Q6ZMV5
O95157 Q8IYX8
Q9BWM7 O94967
Q9ULG6 Q92851
Q9ULG6 Q8NCC3
Q96N46 P0C7T2
Q8N264 Q7Z7M8
P55287 Q15526
P55285 Q9UBX1
P55285 P16083
P55289 Q8TAZ6
P55289 Q9Y673
A0A087X1G2 O00591
A0A087X1G2 Q96EL2
Q96C19 P04432
P0C2W7 P35626
P0C2W7 P51948
P0C2W1 Q8NGN7
P0C2W1 P20226
O95156 Q8TC59
P51787 P61647
P51787 Q9UI40
A1A580 Q9P246
A1A580 Q96PD2
Q86VG3 P43362
Q86VG3 P0C5Y9
Q9UNS2 Q9Y5W8
Q9UNS2 Q15435
Q9UNS2 Q9Y2R2
Q9UNS2 Q6PI73
Q9UNS2 P61011
O75558 P61626
O60809 Q9P0V9
A6PVI3 Q9UKM7
O00231 Q86V97
Q96SZ5 Q8N0T1
Q96SZ5 O14776
Q96SZ4 Q96A70
Q96SZ4 Q96EB6
A8MWY0 Q8IXM2
Q9Y3D8 P56181
Q53R12 P55286
Q9P0M6 Q9UKI3
Q9P0M2 Q9UH73
Q9P0M2 O14908
Q6NXR0 P55087
Q8NGC1 Q9NZZ3
Q9Y426 Q8NDY4
Q9Y426 P04216
Q9Y421 Q15714
Q5T5S1 A0A0J9YXQ4
Q9Y3I1 P13584
O75410 A0A0C4DH69
O75410 Q9UJ68
A6NHX0 Q9Y5A6
A6NHX0 P28749
Q8N653 P30279
Q9NZ63 Q9UQF2
Q9NZ63 O60264
Q9NZ63 O60266
Q9NVV4 Q9UJ83
Q96S16 P29322
Q6EBC2 Q8N3C7
Q6EBC2 Q96DZ5
P55822 Q9H7T0
Q8NGC7 P58512
Q6PXP3 P46937
P05230 Q6TFL4
P05231 Q86YV9
P05231 P09874
P05231 P63151
O00519 P62879
O00519 Q86YR7
O00519 Q00444
Q8N2M8 Q8IW92
P06028 O60320
P06028 Q9BQ24
O95294 P28566
O95294 Q9H313
O94880 P48039
O95298 Q99836
P01037 Q02790
P08514 Q96QU4
P08514 P56597
P08514 P56181
Q6IPT2 Q9UBC0
P08047 Q99680
Q8IYK8 Q96G75
Q8IYK8 Q96K62
Q8TCD1 P09923
Q9BXC9 Q86SP6
Q9BXC9 Q13123
Q8IYK2 P00736
Q8TE77 Q6PIZ9
Q8TE77 Q3SYC2
Q99062 Q4VXA5
P51786 P57057
P51786 Q9BQE5
Q8N339 Q86TU6
Q8N339 Q9NX77
O15321 Q5T2N8
A6NGU7 Q5XG92
A6NGU7 Q9BPY8
Q8N446 Q9NWA0
Q8N446 Q9NYW5
Q8N446 O15446
Q96R72 Q6NSZ9
Q96R72 Q9GZV7
Q86U06 Q9BQI4
Q86U06 Q99952
P46063 P25398
P21695 Q5VVH5
P21695 Q12834
P21695 P11387
Q96FS4 O95707
Q6AI12 Q15800
Q8WVE0 P26447
Q9BSG1 Q14376
Q9BSG1 P22570
Q9BSG1 P16219
P42766 P00568
P48304 A6NKH3
P48304 Q8N9R8
Q5T3I0 O00187
Q6NSZ9 P08493
Q6NSZ9 Q7LFX5
O75556 O14936
O75556 Q9NZN1
Q8WYA0 Q9BQ49
Q9NPH0 Q9NQ03
Q15022 Q0VG99
O60602 Q8IXM7
O60602 B7Z368
Q8TC12 Q8ND25
Q9Y6D0 Q8NG81
Q9Y6D0 O15105
Q96B70 P40426
Q96B70 Q9NS68
Q5K131 O14980
Q5K130 Q9BSN7
Q5K130 O76087
P15408 Q8NH37
Q9UI14 P57679
Q9UI14 P07948
Q9UI17 P62714
Q9UI17 Q92785
Q9UI10 P62854
P24666 P87889
Q8WV24 Q96JP9
Q6UWR7 A6NH00
Q6UWR7 A0A075B6Q5
O60749 Q8NGH6
Q8WV22 Q8WXT5
Q99865 Q8NEC5
Q99865 Q9Y5P4
Q8IWY8 Q30154
Q8IWY8 Q06141
Q8IWY8 Q5JUX0
Q8IWY8 O75880
Q8IWY8 Q8IV16
Q99640 P11441
Q8IWY4 Q96LM1
Q9HCP0 P55084
Q9HCP0 Q8NGN7
Q9HCP0 O43570
Q9HCP0 Q15717
Q6NUN0 Q76KD6
Q6NUN0 P38435
O43683 P15880
Q6NUN7 P55001
Q6NUN7 P47804
O43687 Q96MU7
P22794 Q8TAG9
A6NFQ7 Q9H8U3
P22792 P20809
Q8N6Q8 Q9H2F9
P0DO97 Q53QV2
P0DO92 Q7RTT4
Q6IEE7 O15544
Q6IEE7 P59538
A6PVC2 Q9H7B7
A6PVC2 P63279
Q4G0S7 Q96L33
Q4G0S7 O14561
Q4G0S7 O14744
Q6P2C0 P09382
Q6P2C0 Q8TE99
Q5VVJ2 Q969S2
Q5VVJ2 Q9GZR5
Q5VVJ2 P05026
Q8WY50 Q9UGK3
Q8WY50 P52742
P58004 Q9NZI8
P58004 Q99497
Q96NS1 Q96SI1
Q96NS1 Q13643
Q14012 Q9HBL8
Q14012 P58513
Q14012 Q8NGY3
Q14011 Q5TD94
Q9H3W5 Q9Y679
P19237 Q2MKA7
Q9UJK0 P43034
Q9NUS5 Q96RU8
Q9HA65 P20073
O14929 P57057
Q96TA0 Q969E4
Q96TA0 Q9HC07
O14925 Q9BXA6
O14926 Q15223
O14921 Q9BY08
O14921 P08236
O14921 Q6IF42
O14920 Q8TCB7
O14920 A9YTQ3
Q9ULZ1 Q8N8N0
Q9ULZ3 P20592
Q9ULZ3 Q70EL3
Q96FJ2 B5MCN3
Q96FJ2 Q15782
Q96FJ0 P07948
Q96FJ0 P51841
Q9ULZ9 P13584
Q9ULZ9 Q15391
Q9ULZ9 Q8IVL5
A6NMD2 Q6NXP6
A6NMD2 Q15274
Q6PEW1 Q6P996
Q6PEW1 Q5VTA0
Q6PEW0 A8MWA6
Q96P53 O15305
Q8NG11 P27694
Q7Z7E8 Q86WG3
O60235 Q9Y2Z0
O60231 O95045
Q60I27 P41159
Q6MZM0 Q5TA82
Q6MZM0 Q3KQV9
O60239 P63125
O60239 Q86TP1
Q9NT99 Q86WX3
Q9NT99 Q86VQ3
Q9NT99 P0DP57
Q9NT99 Q86XD5
Q9Y2J8 O43921
P80297 Q8IWP9
P80297 P20933
O75896 Q8N653
P80294 P01859
P80294 Q3SYF9
P80294 Q5U5X8
P80294 Q9BZW5
Q12901 P55957
Q9Y2J4 Q8NFH5
Q8N1Q8 Q15493
Q8N1Q8 P49910
Q8N1Q8 Q8WV16
Q92630 Q8TAC2
Q92630 Q5TC04
A6NIL9 Q16559
Q6PIY7 P0CK97
Q6PIY7 Q8NGC3
Q6PIY7 P33260
Q15699 P31944
Q15699 P01583
Q4ZJI4 P61962
P43116 P41182
P43116 Q9BXU7
P43116 Q5VIY5
P18440 Q9Y4C2
P18440 Q8NCU4
P18440 P55283
Q15696 A6NNJ1
Q15697 A8K5M9
Q9Y6D9 Q9H1X1
Q5BIV9 P07148
P35625 P41212
Q9HBH5 O75871
Q17RG1 Q9Y5K1
Q96EX2 P61006
Q96EX2 P30273
P35030 Q15052
P35030 Q8WWX0
Q86XN6 P49914
P22891 Q9BYH1
Q8TBC3 Q9NZJ6
Q8TBC3 Q96GM5
P51784 Q13585
P22894 P01375
P22894 Q14657
Q6ZVT0 P35030
Q6ZVT0 P09105
Q6ZVT0 Q8N183
Q6ZVT0 P35408
Q15526 Q9Y5F9
P61566 Q8NEZ5
P61566 Q9UNH6
P61566 P10909
P61567 O43766
P61567 B1AKI9
Q6UY09 P40879
P23946 O00470
P01859 Q96LW2
Q8WWB7 P98153
Q6UY01 P17050
Q6UY01 Q9UL12
P01857 Q7Z6A9
P01857 Q9BRB3
P01857 P13598
Q9BY14 Q9H8M5
Q9BY14 Q8NB15
Q9BY10 P37235
Q9BWK5 Q9NRW7
Q9BWK5 Q96M69
Q6P280 Q8NC56
Q6P280 Q9NVJ2
Q8NHU3 P42566
Q96AM1 Q86XZ4
P05000 Q9C0B0
P05000 Q5SQS7
Q16394 O14604
Q9BSK1 P05452
Q96BN2 P0CL82
P18074 P14316
Q9Y2P0 Q8N2U9
P55347 Q9BYQ5
P55347 Q9H3C7
O00213 Q9BU70
O00213 P0DJD8
P15515 Q499Z4
P15515 Q9UQM7
P15515 Q9HCG7
Q6UXL0 Q8NEL0
O00214 Q6ZWJ1
Q7Z3Y8 Q8N2K0
Q7Z3Y9 Q14094
Q6ZS62 O14910
Q6ZS62 Q9Y397
Q17R89 Q96BP2
A0PJX4 Q9H9G7
Q7Z3Y7 Q3KRA9
Q7Z3Y7 Q9Y2P5
Q7Z3Y7 Q14019
Q9NV35 Q96K78
Q5H9I0 P39877
Q9NQ40 A2RUH7
Q9NV31 Q7L591
Q9Y2P7 O00587
Q14940 Q8N4B4
Q9NV39 Q8IZP1
Q9NV39 Q6P1R4
Q2M243 Q7LFX5
Q2M243 Q7RTV2
Q9UBU9 Q8NCT3
Q9H147 Q9HC62
Q9UMX3 P11362
O75310 Q9Y5Z6
Q8WV37 Q8N5F7
Q8WV37 Q9BRT6
O15391 P01589
Q9Y6W5 Q9NZB8
Q9Y6W5 Q9H2J4
Q6EEV6 Q9HAP2
Q6EEV4 O43823
Q6EEV4 O95081
Q6EEV4 Q9BQK8
Q9BV68 Q99853
Q86VW1 Q96KM6
Q9C056 Q9NQN1
Q9Y639 Q13790
Q9Y639 Q96A57
Q9Y639 P30872
Q9BUL8 Q14525
Q9BUL8 Q5ZPR3
Q9BUL8 Q5KU26
Q9NXU5 P23435
Q9NXU5 Q01449
Q12979 P23588
Q86XN7 Q9ULY5
P29322 Q2T9J0
Q8N6L0 P13073
P28329 Q502X0
Q01167 Q14139
Q04446 P59090
Q04446 O15392
Q04446 P31025
P28325 O43488
Q14587 P62952
Q14587 Q3ZCQ3
Q969H6 O14678
Q969H4 Q9H777
P09238 O14967
P09238 Q96MG2
P09238 Q92506
Q969H0 P59998
P09234 Q01101
Q96CT2 O75936
Q96CT7 P60852
Q96FF7 P0DN25
P51828 P16949
P51828 Q8NGT7
P00519 P0C645
P00519 Q9H2J7
P00519 P55957
Q08554 Q6ZVS7
P08100 Q9BRH9
Q14582 Q9Y252
Q14582 O94906
Q68DH5 Q6PH85
Q68DH5 Q96KP4
P08729 P01860
P08729 Q9BU64
Q8TAC9 Q9UQF2
O43908 Q53GT1
P02008 P43155
P02008 Q8NEE8
P02008 Q8WXF7
Q9Y6F1 P04181
O14770 Q9NWH7
Q8TAC2 Q14254
Q9GZN1 B1ANY3
Q9GZN1 P78508
Q9GZN1 P16233
Q9GZN0 P04632
O95977 Q9BWT3
O95976 Q96FV0
O95976 P56696
O95971 Q7L622
Q9GZN4 Q9UNA4
Q9GZN4 Q6SPF0
Q9GZN7 Q8HWS3
Q9GZN7 P23327
Q9GZN8 Q3LI77
Q9GZN8 A1A4F0
Q9GZN8 Q96LR4
Q9GZN8 Q6UQ28
Q9GZN8 Q8NBW4
Q9H3P2 Q5T6R2
Q96QR1 Q01064
Q9NQM4 Q6UX71
P43489 Q8IVG9
P43489 O15528
P43487 Q9BTE3
P43487 Q9Y3T9
Q8IUQ4 Q6XXX2
Q07866 Q05315
Q07866 P68106
P35638 P56705
P35638 Q68CK6
Q15238 A0A075B6P5
Q9NRW3 Q9H8X2
Q9NRW3 Q86TU7
Q9NRW3 Q8WXK1
Q8NFR7 P16150
Q8NFR7 Q99884
Q8NFR7 Q86V21
A4D0V7 Q5VVX9
Q8NFR3 Q9NR30
Q8NFR3 Q13285
Q8NFR3 O00479
Q0VAK6 Q15013
Q0VAK6 Q9P1F3
P35637 O75762
P35637 Q96BZ9
P32942 Q9Y6M0
Q96BF3 P51858
Q96BF3 Q9BX51
Q96BF3 Q9H6D3
Q96BF3 Q8IWA5
P42575 Q01831
P42575 Q6ZMS7
P42575 P22303
Q92928 Q8NI38
Q92928 Q7Z3C6
Q6P5X7 Q495X7
Q13126 P08861
B7Z8K6 Q9NRU3
Q9H9H4 Q8TDV5
Q86VZ6 Q9BVW5
Q86VZ4 Q9Y366
O43790 O75459
Q86VZ1 Q9Y5B6
P62854 Q9NZZ3
O43791 P12643
O43791 P21741
Q6IS14 Q494V2
Q6IS14 Q8IYR2
P42685 Q99543
P42685 Q96C01
P08185 Q9HBL6
Q9H4W6 O95925
Q9H4W6 A6NEQ0
A6NCF6 Q9H665
A6NCF6 P23588
Q9NRF9 Q14677
Q9NRF9 P45877
Q02846 Q99571
Q02846 Q6UXP9
Q5JSH3 Q01415
Q5JSH3 Q8IUC0
Q96HD9 Q96EY9
Q96HD9 Q9GZY1
Q5W0U4 P16455
Q8WU49 Q8WVZ9
Q14469 Q6TDP4
Q13207 O60662
Q13207 O75800
Q9Y3R0 Q969M2
Q9H246 Q96LB4
Q9H244 Q5FYA8
O75192 Q96LA5
O75192 O43505
O75192 P27918
O75056 P50549
Q9BWV3 P49643
Q9BWV1 Q7Z7G2
Q9BWV1 Q96M15
Q9BWV7 A0A087WW87
Q9BWV7 Q8NGC0
Q9BWV7 Q9Y5L2
Q8NER5 P36021
Q8NER5 Q9BQJ4
P11234 O14917
Q8N165 Q9UMX1
Q8N165 P56202
Q8N165 P02656
Q8N165 Q96RJ3
Q9NRG1 Q6ZNG1
Q15759 P51153
Q15758 Q8TDD5
Q15758 Q9BYJ9
Q15758 P29322
Q15758 Q96KV6
Q15758 Q9Y5B9
P33764 Q5EB52
P33764 Q86WI0
Q08AM6 P0CJ71
Q08AM6 P08559
O15393 A6NI56
Q6UW56 O75436
Q6UW56 Q92482
Q6UW56 Q9NWW5
Q6UW56 P10114
Q15750 Q7Z572
Q15750 O15034
Q13077 Q3LI72
Q9BQD7 Q86VI1
Q9BQD7 Q8WWH4
Q9BQD7 Q7RTN6
Q86X60 Q9P2N2
Q9BQD1 Q96ST8
Q9BQD1 P33681
P23771 Q6UX82
O15428 Q92499
P59923 Q15012
P59923 Q8IV20
P59923 Q9HA92
Q6ZSK4 A6NIX2
P60852 P30511
Q9NYJ1 Q7Z5R6
Q9NYJ1 P53539
Q14108 A6NGN9
Q14108 Q9NUU7
Q14108 Q15334
Q99542 Q8N816
Q99547 Q9NUL7
Q9UEG4 Q8NGV7
Q96RP8 O60238
Q96RP8 Q9C004
Q06033 P30050
Q96RP7 Q8TD19
Q8N3T1 A6NLX4
Q147U1 Q7Z7H8
Q147U1 P15502
Q147U1 P58549
Q96RP3 P12318
P12271 Q8N565
P12271 Q9BQD7
Q8IXF0 Q9Y5F6
Q8IXF0 Q96CW5
Q8IXF0 O95503
Q8IXF9 P00519
Q8IXF9 P38919
Q7Z3E1 Q0VG99
P09327 Q969J3
P09327 O43240
P21953 P17021
O00178 O95749
O00178 O75521
P07327 Q9Y6W5
A0A0A0MS14 Q9UIA9
P07320 Q8IYI8
P07320 Q96RS0
P07320 Q8IZP6
P07320 Q9Y5G1
Q8N511 P51690
Q8N511 Q6B0I6
Q02153 P01814
Q02153 Q9UKJ5
Q9NX24 Q8NE01
Q96DU7 Q3LHN0
Q5TEZ5 Q8TB05
Q5TEZ5 Q96NY7
Q5TEZ5 Q9Y5S9
Q5TEZ4 Q9Y651
P55199 P62847
A6NH52 Q9Y5G3
A6NE82 P62834
A6NH57 Q9BXU7
A6NH57 Q14166
A6NH57 Q9BQ39
Q8IUE0 Q29980
Q8IUE0 P0C1Z6
P13498 P0DMV8
P13498 B1ANS9
Q9BRB3 Q96KN9
Q7L0X2 Q86VU5
Q7L0X2 Q9UHL3
Q03154 Q6RFH5
Q03154 Q86Z23
Q03154 Q9UBB4
P10619 Q92974
Q06432 Q68D85
Q9NZH4 Q96TA1
Q9NZH4 Q9HCG7
Q9NZH4 Q96LU7
Q9NZH5 A0A075B759
Q9NZH5 Q8IWR1
Q9NZH6 Q9NTX7
Q9NZH7 Q6PF06
Q9NZH0 Q9BQW3
Q9NZH0 Q8WXK1
P38484 Q13506
P16473 Q9P2G4
Q8NI60 P00156
Q8NI60 P0C875
Q8NI60 Q9Y3B9
Q8NI60 Q53H12
Q8NI60 Q9NWT8
Q92804 Q96PX6
Q9NZH8 Q5T089
Q14807 Q9HD64
Q14807 Q9UQN3
Q8N5Z0 P03956
Q8N5Z0 Q9ULD5
O14772 Q8NG78
O14772 Q96R08
O14775 P36269
O14775 A6NNB3
O14776 Q8NGS3
O14776 Q9BW61
O14776 Q9UKL6
O14776 P60022
P61244 Q9NPY3
Q96L03 Q8N300
Q96L03 Q6NZ67
Q96L03 Q6P1K1
Q9UJW0 Q86UR1
Q9UJW0 Q5VUJ5
Q9UJW2 P51449
A6NEM1 Q9NX61
A6NEM1 Q9H4G1
A6NEM1 Q8IV32
Q96IJ6 Q5XUX0
Q86V40 Q96A08
Q86V40 A6PVI3
Q9UJW9 Q9P0N8
Q9UJW9 Q8NEZ2
P56693 Q9UL17
Q6P4A7 Q6P474
Q9HBQ8 P35663
Q9BU89 A8MXZ1
Q9BU89 P20719
Q9NUN5 Q96M34
Q9NUN5 P05090
P02790 Q86VN1
P02790 Q5VVQ6
Q9NUN7 Q5VWM3
Q9NUN7 Q68E01
O14669 Q6ZMW2
O14669 Q8N126
Q9BR76 Q8NGM1
Q9BR76 Q6UW63
Q9BR76 P78324
Q658Y4 Q6ZRC1
Q9H1Z9 Q9Y572
Q9NRG9 Q9P127
P15169 Q8IW70
P15169 Q8N1A6
Q9ULE0 Q8IXI2
Q9ULE0 Q6T310
A4D1S0 Q9BS18
Q9UGP4 A0A1B0GV22
O14773 Q99748
Q13614 Q8NFV4
Q13614 Q504U0
P51124 Q99640
P0C2Y1 Q496H8
P0C2Y1 A0A1B0GUJ8
P0C2Y1 Q9H1E3
Q8MH63 P17039
O95047 P17509
O95047 Q8N5C8
O60829 P21941
O60829 Q494U1
O60826 Q6NXP2
Q9Y2Q0 P0C6C1
Q9Y2Q1 P57088
Q9Y2Q1 Q13310
P17707 Q8IUK8
P17706 Q8IUW3
P17706 O75751
Q8N8V4 Q96EF6
Q8N8V4 Q9UPW0
Q96PD5 Q8TEQ8
Q8N8V2 Q9BSF4
Q8N8V2 Q12950
Q8N8V2 Q8N5X7
Q8N8V2 P61812
Q9P0K8 O00159
Q9P0K8 Q5VUJ6
P13637 Q9Y5F1
P18858 P07550
Q96EY9 P0C881
Q8NGJ3 O14772
Q8NGJ3 Q86V20
Q96EY5 P41970
Q6NXT2 Q9UGT4
P13639 A4IF30
Q96EY1 Q9UHP3
Q96EY1 Q7Z736
Q9P0W8 Q5TFE4
Q5TAA0 Q9NW64
Q6IQ23 Q8IXQ3
Q6IQ23 P49458
Q6IQ23 Q7LFL8
Q8WXE1 P0CL84
Q8NBE8 Q7RTY0
Q8NBE8 P05156
Q5BKY9 Q9HCJ2
Q96II8 O96004
P78417 P49711
P78417 Q96DC7
Q8IY63 P26678
Q8IY63 O60936
Q8IY63 Q07020
P78415 P01116
Q9NVT9 Q9UBX5
P78411 P09132
Q8NGZ6 Q9BZY9
Q32MK0 Q9UKH3
Q9UM44 Q8N485
Q9UM44 P30511
Q9UM44 Q9P2X3
Q15038 Q9Y2K5
Q96S37 Q96L92
Q96S37 Q5R3I4
Q96S37 Q5JTW2
Q96S38 Q9Y3B4
Q15034 P48595
Q15035 P07864
Q86V97 Q9UHV8
O15164 Q6NXT4
O15165 Q9NX95
O15165 Q13308
O15165 P0DO97
O15162 Q9H649
Q5XG99 A0A1B0GVM6
Q5XG99 Q7LC44
Q9H1Z4 Q3LI64
Q9H1Z4 Q9NTI2
O15169 Q9BWW9
O15169 O14975
Q8TE56 Q86TX2
Q8TE56 Q8NGC8
Q8NGM9 Q7Z403
Q8NGM9 Q8WVS4
Q8IYI0 Q8N6T3
Q6P087 Q9GZN8
Q6P087 Q86W11
Q96R54 Q9UDV6
Q4VCS5 Q96JX3
Q4VCS5 Q12796
P56539 P08631
Q8N319 P00738
Q8TCT6 Q6ZN30
P62993 Q6UWN5
O60779 Q2VYF4
O60779 Q658T7
O60779 Q13835
O60779 Q96LW9
O60779 P30291
P62995 O43278
Q9BQY6 P11801
Q5VUJ5 Q8WXS4
Q5VUJ5 P23528
Q92743 P54851
Q92748 O00541
Q92748 A6NCL7
Q5VUJ9 A6NKL6
P56537 Q8WTR8
P56537 O95025
P25791 Q1HG44
Q99956 Q6ZRV3
Q99952 P35218
Q9NPJ3 A6NNE9
Q99958 Q9Y2Q1
Q99958 Q9Y5J1
Q96I59 Q6IMN6
Q9UI36 Q96DE5
Q9UI32 Q8TAL5
Q96CW9 Q96DT6
Q96CW9 Q15842
Q9H2E6 Q8WXQ3
P22223 O60844
Q7L5D6 Q9H8W4
Q7L5D6 Q96DB2
Q6UWP2 P21810
O14520 Q75N03
A6NMN3 A2RTY3
A6NMN3 Q12933
P18146 O60906
