Q9NQ79 Q15555
O43889 Q15109
O43889 Q9UJ71
O43889 Q9BXR6
O43889 Q68CJ9
O43889 P24593
O43889 P05412
O43889 O00268
O43889 Q9Y397
P55072 Q9UKV5
P55072 Q9BZE9
P55072 O96017
P55072 Q13619
P55072 O94868
P55072 P62993
P55072 P26045
P55072 P24278
Q9BXM7 O75530
Q9BXM7 Q9Y3I1
Q9BXM7 O60260
Q9BXM7 Q8WXH5
Q9BXM7 Q12931
P24592 Q9UHD9
Q14186 O14640
Q14186 Q01094
Q14186 Q16254
Q14186 O75461
Q14186 Q9UBE8
Q8IYI6 Q14457
Q8IYI6 Q96A65
Q8IYI6 Q9UKT9
Q8IYI6 P08727
Q8IYI6 Q15323
Q8IYI6 O14777
Q8IYI6 Q8N6Y0
P35590 Q6A162
P35590 Q15238
Q9NZQ7 P33681
P14317 Q9H788
P14317 P54274
O75469 P08238
P17752 Q9H8Y8
Q8NDP4 Q8NHQ1
Q8NDP4 Q6A162
Q8NDP4 Q7Z3S9
Q9Y3C6 P0CG20
Q9Y3C6 Q9BRX9
O94927 Q7Z4H7
O94921 P08238
O94929 Q9UKT9
O94929 Q9Y2D8
O94929 Q9UBB9
P14780 Q16819
P14780 Q16820
P14780 Q8IX30
Q13033 Q9P2B4
Q13033 P30153
Q13033 Q9BRV8
Q13033 O43815
Q13033 Q9Y228
P26447 P15514
P26447 P35070
P26447 Q00987
P26447 P23297
P26447 P04271
Q8N5T2 P43365
Q86Y26 Q7Z3B3
Q86Y26 P52292
Q86Y26 Q68G74
Q86Y26 P25800
Q86Y26 P25791
Q86Y26 Q8TAP4
Q86Y26 O76041
Q86Y26 Q7Z4N8
Q86Y26 P54646
Q86Y26 Q9UPU9
Q86Y26 Q9H788
Q86Y26 O75800
Q9P253 Q7L1V2
Q9P253 O15400
Q9P253 Q9H270
Q9P253 Q96AX1
Q9P253 P49754
Q16543 P31749
Q16543 Q9Y243
Q16543 P02649
Q16543 Q96GD4
Q16543 Q96Q40
Q16543 P11802
Q16543 Q00534
Q16543 P50750
Q16543 O15111
Q16543 Q13620
Q16543 Q9UKT8
Q16543 P16591
Q16543 Q02790
Q16543 Q96IK5
Q16543 P07900
Q16543 P08238
Q16543 O14879
Q16543 O14920
Q16543 Q14164
Q16543 Q9Y6K9
Q16543 Q8WZ19
Q16543 O95678
Q16543 Q6VAB6
Q16543 Q99558
Q16543 Q8N987
Q16543 P53041
Q16543 P04049
Q16543 Q13501
Q16543 Q15831
Q16543 Q9Y2H1
Q16543 Q13114
Q16543 Q8N446
P26196 Q08117
P26196 Q9UKV8
P26196 Q96CA5
P26196 Q13137
P26196 Q8NHQ1
P26196 Q9NPI6
P26196 Q9NRA8
P26196 Q08379
P26196 Q13422
P26196 Q6A162
P26196 Q9Y250
P26196 Q59EK9
P26196 P14373
P26196 O94972
P26196 Q8N1B4
P26196 Q96BR9
P26196 P17028
Q9BUQ8 P54274
Q9NZW5 O14910
O43318 Q16543
O43318 P07900
O43318 O14733
O43318 Q9UQF2
O43318 Q9UBE8
O43318 O00743
O43318 P40763
O43318 Q9NYJ8
O43318 Q8N5C8
O43318 Q9Y4K3
Q96KE9 Q9Y2F9
Q9UIG4 P26367
P56945 P53618
P56945 P46108
P56945 P06241
P56945 P50281
P56945 Q05397
P56945 P18031
P56945 Q05209
P56945 P12931
P56945 Q9C0H9
P56945 Q07912
Q9H6T3 P07900
Q9H6T3 P54274
Q9H6T3 Q96MX6
Q7L1V2 Q9P253
Q9UNH7 Q96CV9
Q9UNH7 Q13596
Q9UNH7 O60749
P30626 Q13137
P30626 P40763
Q8NHY2 P15036
Q8NHY2 P50549
Q9C0I1 Q13496
Q96QF0 Q6A162
Q96QF0 O60568
Q96QF0 Q8TBN0
Q96QF0 Q96T51
Q96QF0 Q16385
Q96QF0 Q86VK4
Q00526 P61024
O00257 P35226
O00257 Q9HC52
O00257 P68400
O00257 Q9BYE7
O00257 Q99496
O00255 O14757
O00255 P17535
O00255 P19838
O00255 Q00653
O00255 Q04206
Q6UXH8 Q53EZ4
Q6UXH8 Q53G59
Q6UXH8 O75558
Q6UXH1 P42771
Q9H2H8 O95391
P23497 P35609
P23497 P45973
P23497 Q9Y6K1
P23497 Q92630
P23497 P14921
P23497 Q8TF65
P23497 Q96JM7
P23497 Q9Y228
P17544 P18847
P17544 Q8N6L0
P17544 P06734
P17544 P01100
P17544 P15408
P17544 P05412
P17544 P17275
P17544 P17535
Q03923 Q8TAP6
Q03692 Q9UMX0
Q9UJ41 Q9C0C6
Q9UJ41 Q96D09
Q9UJ41 Q9C019
Q9UJ41 Q9BYV2
P35900 P19012
P35900 Q6A162
P35900 Q6KB66
P35900 Q7Z3S9
P35900 P37198
P35900 O00459
P35900 Q9UBB9
P35900 P40222
P35900 Q8N6Y0
P35900 P08670
Q86YP4 Q6A162
O15265 Q9P209
O15265 O00339
O15265 P37198
O15265 Q8IUQ4
P20592 Q8WXE1
P20592 O75928
Q6NT04 Q8TBN0
Q9P209 O15265
Q9P209 Q86YD7
Q9P209 Q2M2Z5
Q9P209 Q8TBB1
Q92828 P55055
Q9Y6B7 Q9H609
Q53GG5 P35609
O75843 Q15276
P09017 P49761
P09017 O43639
P09017 O43463
Q01344 P32927
Q01344 O60674
Q9H6R4 Q8IUQ4
Q9UKW4 Q13480
Q9UKW4 P62993
Q9UKW4 P27986
Q9BQ69 P03372
P54845 Q96CV9
Q9UHG0 Q9GZT8
Q9BVN2 Q9Y6K9
Q9BVN2 O60733
Q9BVN2 Q9UNE7
Q9BVN2 Q9Y4K3
Q9BVN2 O00308
Q96PF2 Q9UJT2
Q9Y239 Q6UX06
Q9Y239 Q9Y2Z0
P55055 Q92828
Q15562 O75382
Q15562 Q15853
Q15562 P46937
P20333 P28799
P20333 Q12933
P19438 P28799
P19438 Q13546
P19438 Q12933
Q9HAQ2 Q96KQ4
Q76N32 Q9Y297
Q76N32 P53350
Q76N32 Q8N6Y0
Q9H204 P06241
Q9H204 P62993
Q9H204 P06239
Q9H204 Q15528
Q9H204 P35240
Q9H204 Q8NA61
Q9H204 P12931
Q9H204 P07947
Q13435 O60231
Q13435 O60341
Q13435 O43395
Q13435 O15541
Q13435 O95391
Q13435 Q9HCS7
O75150 Q09161
O75150 P06400
O75150 Q5VTR2
O75152 P40692
Q8TAK5 Q06546
Q8TAK5 Q9H8Y8
Q9H7X3 Q8TF50
P10909 Q9NRI5
P10909 P01100
P10909 P37231
Q8NB12 P30520
Q8NB12 P50222
Q8NB12 Q9BVJ6
Q8NB12 Q8NCP5
Q99502 Q15475
O15460 Q13643
P08238 P36896
P08238 Q9UL18
P08238 O00170
P08238 P31751
P08238 Q16671
P08238 Q01432
P08238 P10398
P08238 Q96GD4
P08238 P15056
P08238 Q06187
P08238 Q13555
P08238 Q16543
P08238 Q7L3B6
P08238 Q15131
P08238 O94921
P08238 Q96Q40
P08238 P11802
P08238 Q00534
P08238 P50750
P08238 O14757
P08238 P49674
P08238 Q13618
P08238 Q16832
P08238 P29317
P08238 Q9UKC9
P08238 O75426
P08238 Q9UKT8
P08238 P22607
P08238 P09769
P08238 Q02790
P08238 Q13451
P08238 P06241
P08238 Q8TF76
P08238 P49840
P08238 Q9UPZ9
P08238 O14920
P08238 Q14164
P08238 Q9Y6K9
P08238 Q2WGJ6
P08238 P06239
P08238 P53671
P08238 Q99558
P08238 P41279
P08238 P80192
P08238 P31152
P08238 P42679
P08238 O15146
P08238 Q8TD19
P08238 P19838
P08238 O75469
P08238 Q9P215
P08238 P53041
P08238 Q13131
P08238 P22694
P08238 Q02156
P08238 Q05513
P08238 Q15139
P08238 P51817
P08238 P11801
P08238 P04049
P08238 P49758
P08238 Q01974
P08238 Q15418
P08238 P31948
P08238 Q15831
P08238 Q15208
P08238 Q9UNE7
P08238 Q9UHD2
P08238 Q96S53
P08238 Q9BXA6
P08238 Q8IWX7
Q9Y6N9 Q9HBB8
Q9Y6N9 Q9UBT7
Q9Y6N9 Q8TD10
Q9Y6N9 Q495M9
O00139 Q8NE31
O00139 Q659C4
O00139 Q96EL3
Q9H3U1 Q8NA82
Q9H3U1 P50222
P31749 Q9UKG1
P31749 Q16543
P31749 Q9BZQ8
P31749 P49841
P31749 P11021
P31749 Q16539
P31749 P10636
P31749 Q00987
P31749 P04150
P31749 O15530
P31749 P62136
P31749 P67775
P31749 P30153
P31749 Q05513
P31749 P04049
P31749 P23443
P31749 Q13043
P31749 P08670
Q96N64 Q13547
P60880 Q8IUH5
Q9H6Q3 Q13480
Q9H6Q3 P10721
P45844 Q9H172
Q49A88 Q96MT8
Q49A88 P50542
Q9NZL4 P54652
Q9NZL4 P11142
Q9NZL4 Q7Z3S9
P09326 Q9BZW8
Q01973 P12931
Q01974 O43186
Q01974 P08238
Q01974 Q9UPM6
Q6ZVD7 Q9H8Y8
Q9HBM1 O14777
Q9HBM1 Q8NBT2
P0C0S8 Q99496
P30291 Q9Y297
P30291 Q9UKB1
P02545 Q9UII6
P02545 P16104
P02545 P20700
P02545 Q9UH99
P02545 Q8N0S2
Q9Y2D9 O75081
Q12834 Q9UJX5
Q12834 O60566
Q12834 P30260
P63272 O00267
P04259 Q08379
P04259 Q9BVG8
P04259 P19012
P04259 P08727
P04259 Q15323
P04259 O76015
P04259 O14777
P04259 Q9UBB9
P04259 Q9BYV2
Q9Y2U5 Q9UNE7
Q9NUQ8 O94868
Q9NUQ8 P14373
P35241 P05107
Q8IY22 P27986
P35249 P35250
P35249 P40938
P35249 P40937
P35249 Q9H4P4
P43034 P07900
P43034 Q9GZM8
P16284 P35222
P16284 P14923
P16284 Q06124
P16284 P29350
P16284 P12931
P17931 Q13740
P17931 P30203
P17931 Q08379
P17931 P09237
P17931 Q8WUM4
P17931 Q13427
Q8N9B5 Q00987
P14373 Q9NUQ8
P14373 Q08117
P14373 Q9NR81
P14373 Q9H6L4
P14373 Q8N5M1
P14373 Q99933
P14373 Q9UL15
P14373 Q68D86
P14373 Q9NVE4
P14373 Q53HC0
P14373 Q86Y33
P14373 Q9UJX2
P14373 Q07002
P14373 Q8IVW4
P14373 P61024
P14373 P49760
P14373 Q96FN4
P14373 Q16527
P14373 Q2TBE0
P14373 O43602
P14373 P26196
P14373 Q96EV8
P14373 P60228
P14373 Q8IXS8
P14373 Q32MH5
P14373 Q7L5A3
P14373 Q86UY5
P14373 Q969U6
P14373 Q8NHY3
P14373 Q8WXI9
P14373 P14136
P14373 Q969S9
P14373 O95872
P14373 P62993
P14373 P09067
P14373 Q13418
P14373 Q15735
P14373 Q8NA54
P14373 Q7Z3B3
P14373 Q9H8E8
P14373 Q92993
P14373 Q7L273
P14373 Q9BVG8
P14373 P04264
P14373 Q14847
P14373 Q96FE5
P14373 P25800
P14373 P33993
P14373 P00540
P14373 Q9Y217
P14373 O43639
P14373 Q9GZM8
P14373 O76041
P14373 Q14511
P14373 Q9HC98
P14373 Q9GZT8
P14373 Q9HC29
P14373 Q7Z3S9
P14373 P00973
P14373 Q494U1
P14373 Q9BUI4
P14373 Q96QH2
P14373 Q13131
P14373 Q8WUK0
P14373 Q9H0K6
P14373 Q9P2K3
P14373 Q8TCX5
P14373 O00560
P14373 Q9H788
P14373 Q8IUQ4
P14373 O60504
P14373 Q9UM82
P14373 O75716
P14373 O00506
P14373 Q9NU19
P14373 Q15560
P14373 Q9BT92
P14373 Q8IWZ5
P14373 Q3SY00
P14373 Q63HK5
P14373 Q6ZVT0
P14373 Q9NNX1
P14373 O75604
P14373 Q9Y2B5
P14373 P23025
P14373 Q05516
P14373 Q9BQ24
P14373 Q8TAU3
P14373 Q7Z3I7
P14373 Q9P0T4
P14373 Q15937
Q3ZCT1 Q9GZM8
Q96BR1 Q96J02
Q8IYE0 Q96L14
Q8IYE0 Q9C0F1
Q8IYE0 Q96EV8
Q8IYE0 Q08379
Q8IYE0 P05783
Q8IYE0 P08727
Q8IYE0 O76015
Q8IYE0 Q6A162
Q8IYE0 P43360
Q8IYE0 Q9NPJ6
Q8IYE0 P37198
Q8IYE0 P62333
Q8IYE0 Q6NUQ1
Q8IYE0 O75150
Q8IYE0 Q8NA61
Q8IYE0 Q9UBB9
Q8IYE0 Q13077
Q8IYE0 P36406
Q8IYE0 Q9BYV2
Q8IYE0 Q9Y3Q8
Q8IYE0 Q8N6Y0
Q8IYE0 Q8N1B4
Q8IYE1 P50222
O75382 Q9C040
O75382 P19474
O15525 O14867
O15525 Q14494
O15525 Q16236
O15525 Q9Y4A8
Q66K74 O14543
Q8TBC4 Q96FN4
Q8TBC4 P54727
O94906 P10398
O94905 Q9UKV5
Q9NPF8 Q9Y6K9
P19474 Q13588
P19474 Q8IZW8
P19474 O75382
P19474 Q9HCM9
P19474 Q9Y4E8
Q13114 P15056
Q13114 P25942
Q13114 Q16543
Q13114 Q96PC2
Q13114 Q9Y2R2
Q13114 O43353
Q13114 Q8TDR0
Q13114 O00463
Q13114 P61964
Q13114 Q15326
Q13114 Q8NAM6
Q16520 P17676
Q16520 P53567
Q16520 P35638
Q16520 Q9HD26
Q16520 P05412
Q16520 P17275
Q16520 P17535
Q16527 P14373
P13682 Q9NSC5
P13682 P23508
Q14746 Q9H9E3
P49411 Q86UT6
P49418 Q05D60
P49418 P48454
P49418 P54274
Q495A1 Q15762
Q495A1 Q9NQS3
Q495A1 Q96NY8
Q9Y2H1 Q16543
Q9Y2H0 O00499
Q9Y2H0 P62993
Q9Y2H0 P16333
Q9Y2H0 O43639
Q9Y2H0 P27986
Q3SY00 Q6NZI2
Q3SY00 Q86Z20
Q3SY00 Q2TAC2
Q3SY00 Q8NHQ1
Q3SY00 Q6A162
Q3SY00 O60504
Q3SY00 P14373
Q3SY00 Q86XT4
Q3SY00 Q9UGI0
Q9NWS9 Q15327
Q9NWS9 O43559
Q9NWS9 Q6A162
Q9NWS9 Q9BRK4
Q9NWS9 Q7Z3S9
Q9NWS9 Q96JS3
Q9NWS9 Q86VP1
Q9NWS9 P14373
Q9NWS9 Q969J2
Q9NWS9 Q9P0L1
Q9NWS9 P49910
Q9NWS9 P17022
Q9NWS9 Q9UNY5
Q9NWS9 P17028
Q9NWS9 Q8NF99
Q9NWS9 Q96IT1
Q9NWS9 O43309
Q9NWS9 Q9H4T2
Q9NWS9 Q9Y5A6
Q9NWS9 P10073
Q9NWS9 Q3MJ62
Q9NWS9 O15535
O60662 Q96PM5
Q96MU7 P49760
Q96MU7 Q92997
Q96MU7 Q9H190
Q96MU7 Q96SB4
Q96MU7 P78362
O95741 P50222
Q8NE31 P0C7W6
Q8NE31 Q8NHQ1
Q8NE31 Q92997
Q8NE31 Q6NT76
Q8NE31 O00139
Q8NE31 Q9NPJ6
Q8NE31 P50222
Q8NE31 Q8IXK0
Q8NE31 Q9H190
Q8NE31 Q9UBB9
P05067 Q02410
P05067 O00213
P05067 Q92870
P05067 P51693
P05067 Q06481
P05067 P02647
P05067 O75955
P05067 P01100
P05067 A4D1B5
P05067 Q9NSC5
P05067 P05412
P05067 P10636
P05067 P07196
P05067 P08138
P05067 Q15113
P05067 P29353
P05067 Q92529
P05067 Q9HCB6
P05067 P21980
P05067 Q13625
P05062 Q9BXC9
P05062 Q96RK4
P05062 Q8IWZ6
Q9C0K7 Q15831
Q9C0K0 Q13547
Q9C0K0 Q92769
Q9C0K0 O43463
Q9UBL3 O43823
Q9UBL3 P10275
Q9UBL3 Q6ZW49
Q9UBL3 Q15291
Q9UBL6 O95678
Q9UBL6 P50222
Q9UBL6 Q5XKR4
Q9UBL6 P30613
Q13829 Q9H6L4
Q13829 Q9Y6W3
Q13829 Q9H257
Q13829 Q13618
Q13829 Q7L775
Q13829 O14929
Q13829 Q9H3F6
Q13829 Q8WZ19
Q13829 O75716
P56545 Q9H6U6
P56545 P20749
P56545 P54284
P56545 Q01543
P56545 Q9BZE0
P56545 Q14526
P56545 P09067
P56545 Q13422
P56545 Q9UKS7
P56545 Q92786
P56545 Q9Y5P3
P56545 Q9UN79
P56545 Q15583
P56545 Q63HK5
P56545 Q99592
P56545 B2RXF5
P56545 Q32MQ0
Q96JB6 O60341
Q96JB6 Q15645
Q7L273 Q9H257
Q7L273 Q9HC52
Q7L273 Q13618
Q7L273 Q9H8Y8
Q7L273 Q6A162
Q7L273 Q8TBB1
Q7L273 Q17RB8
Q7L273 Q9NRD5
Q7L273 Q96T49
Q7L273 O00560
Q7L273 O75558
Q7L273 P14373
Q7L273 Q13049
Q7L273 Q8IWZ5
Q7L273 Q9H9D4
Q15173 O96017
Q15173 P67775
Q15173 P30153
Q15172 O96017
Q15172 Q86YF9
Q15172 Q9BVP2
Q15172 P67775
Q15172 P30153
Q15172 P30154
Q15172 Q5FBB7
Q7Z2W4 O95786
Q9Y615 Q9UGI8
Q9UKY1 P54253
Q9UKY1 Q9Y6X8
P32927 Q01344
P32927 P05556
P32927 O60674
Q9H2P0 P83916
Q9H2P0 Q13185
Q9H2P0 P45973
Q8TCX5 P14373
P51843 P62508
P51843 Q13285
P51843 P35398
Q969J2 Q9NP86
Q969J2 P57086
Q969J2 Q9HCM9
Q969J2 Q9P0L1
Q969J2 Q96IT1
Q8TAM1 Q6ZW61
Q8TAM1 Q8IWZ6
Q8TAM1 Q3SYG4
P78344 P60842
P20265 P23760
P20265 P56693
Q9H1R2 P16333
Q6EMK4 A0PJX0
Q6EMK4 A8MQ03
Q6EMK4 Q2TAL6
Q9H992 Q9UPY8
P27694 Q96LW4
Q9Y5P3 P56545
Q9Y5P3 Q14192
Q9Y5P3 Q96EQ0
Q9Y5P3 Q9NRR5
Q9NRI5 P35609
Q9NRI5 P18848
Q9NRI5 Q96MT8
Q9NRI5 P10909
Q9NRI5 P12110
Q9NRI5 Q13561
Q9NRI5 Q96CN9
Q9NRI5 Q9Y496
Q9NRI5 Q8NEH6
Q9NRI5 Q9GZM8
Q9NRI5 Q99784
Q9NRI5 Q92569
Q9NRI5 Q96S59
Q9NRI5 Q8TDR0
Q9NRI5 Q8TF42
P41208 O43303
P41208 Q8NA72
P41208 Q01831
Q9BXA7 O43281
Q9BZE0 P35222
Q9BXA6 P08238
Q96HB5 Q68D86
Q96HB5 Q2TAC2
Q96HB5 Q96L14
Q96HB5 Q15438
Q96HB5 Q99418
Q96HB5 O43739
Q96HB5 Q5JST6
Q96HB5 O14964
Q96HB5 Q15323
Q96HB5 Q6A162
Q96HB5 Q13077
Q96HB5 Q8N6Y0
Q9H221 Q9H222
Q9H222 Q9H221
Q9H222 P16333
O75175 Q9NZN8
O75175 Q96LI5
Q99697 P35222
Q9BWT7 A8MQ03
Q9BWT7 Q9BR84
Q9H0K1 P27986
O60294 O43707
Q99523 Q9UJY5
Q99523 P28799
Q99523 P04629
Q99523 Q16288
O15400 Q12846
O15400 Q9H270
O15400 Q9P253
Q13905 P00519
Q13905 P46108
Q13905 P46109
Q13905 P06241
Q13905 P16333
Q13905 P27986
Q13905 P12931
Q49A26 P55273
Q49A26 Q8IYR0
Q49A26 Q969U6
Q49A26 Q14192
Q49A26 Q15345
Q9UJU2 P35222
P23193 Q8WVC0
Q9UJU6 Q96AP0
Q9UJU6 Q9H788
Q9UJU6 P78314
Q9Y5B9 P33991
Q9Y5B9 Q08945
Q58WW2 Q9UHL9
P33897 P28288
Q8WZA2 Q96MC5
Q9HD26 Q16520
Q9HD26 Q0P5P2
Q9HD26 Q68D86
Q9HD26 Q12882
Q9HD26 Q86YD7
Q9HD26 P15408
Q9HD26 P08631
Q9HD26 P05412
Q9HD26 Q8IZQ8
Q9HD26 Q96D59
Q9HD26 Q9NTN9
Q9HD26 Q6RVD6
Q9HD26 P04004
Q9HD26 Q6ZSB9
Q9HD26 Q8TBZ8
Q9HD26 Q9P0T4
Q9HD26 Q96SQ5
Q9HD26 Q8NBB4
O95704 Q9UN19
Q9H6S1 Q9UHD2
O14757 P08238
O14757 O00255
O14757 P06400
Q9NZJ0 Q16531
O43167 Q08117
O43167 Q9H2G9
O43167 Q8NHQ1
O43167 Q8TAP6
O43167 A6NEM1
O43167 Q6NT76
O43167 Q9UIH9
O43167 O00505
O43167 Q6A162
O43167 Q8TBB1
O43167 Q8IXK0
O43167 Q9Y2D8
O43167 Q8WV44
O43167 Q9Y3Q8
O43167 Q9BZW7
O43167 O43298
O43167 Q96BR9
Q99942 O95214
Q99942 P49023
Q99942 Q96GF1
Q8IVB4 Q8IUH5
Q8NA54 Q9H2G9
Q8NA54 Q8IYA8
Q8NA54 A8MQ03
Q8NA54 Q6A162
Q8NA54 P43360
Q8NA54 Q9Y446
Q8NA54 Q8N0S2
Q8NA54 Q12933
Q8NA54 P36406
Q8NA54 P14373
Q8NA54 Q8IWZ5
Q8NA54 Q9BYV2
P08151 Q8NEC5
P08151 Q96CN9
P08151 Q96J02
P08151 P54646
P08151 P41743
P08151 P23443
P08151 Q8IWZ5
O75170 O15084
O75170 O00221
O75170 O00743
Q96C10 Q9UKV8
Q96C10 P19525
Q96C10 O15226
Q96C10 Q9NUL3
Q9Y2W1 P38919
Q9Y2W1 Q9UBU9
O75558 Q08117
O75558 Q9H257
O75558 Q6UXH8
O75558 Q86X02
O75558 Q2TBE0
O75558 Q86YD7
O75558 Q0D2H9
O75558 Q08AF8
O75558 Q9UKT9
O75558 Q92993
O75558 Q7L273
O75558 Q6P597
O75558 Q17RB8
O75558 P50222
O75558 O14777
O75558 O76064
O75558 Q9H788
O75558 Q9BRV8
O75558 Q969G3
O75558 P61764
O75558 Q8N6Y0
O75558 Q8N1B4
O75558 Q8TAU3
O75558 Q96SQ5
Q9Y2W7 P40189
Q495M9 Q9Y6N9
O00233 P50222
O00233 Q9NZQ3
O00233 P17980
O00233 P62333
O00233 Q9HCM9
O00233 Q8IWZ5
Q9Y3I1 Q9BXM7
Q9Y3I1 O60260
O75410 Q96GD4
O75410 Q9Y297
O75410 Q9H788
O75410 Q13190
O75410 Q8NHU6
O75410 O43422
Q9NVV2 Q15323
Q9NVV2 Q6A162
Q9NVV2 Q12800
Q8IVH8 P62993
Q8IVH8 Q13094
Q8IVH8 Q04759
Q9NVV4 Q13137
Q9NVV4 Q9UHD2
P17661 O43812
P17661 Q9UBX2
P17661 Q6RFH8
P17661 P14136
P17661 P40692
P17661 Q13496
P17661 P07196
P17661 P41219
P17661 P08670
P08514 P05106
P08047 Q92988
P08047 Q01094
P08047 P32519
P08047 P03372
P08047 Q13547
P08047 Q13118
P08047 P16333
P08047 Q8IXK0
P08047 P14859
P08047 Q06455
P08047 Q12772
P08047 P40763
P08047 Q8N680
Q9BXC9 P05062
Q9BXC9 Q8IWZ6
Q9BXC9 Q3SYG4
Q9BXC9 Q15051
Q9BXC9 Q9NPJ1
Q9BYG4 Q7KZI7
Q9BYG4 Q96L34
Q9BYG4 P41743
Q9BYG4 Q05513
Q99062 P40763
Q8N448 Q13643
O43504 Q0VGL1
O43504 Q14765
Q8N446 Q16543
P46063 P52292
P46063 O00629
P46063 P09874
Q6AI12 P54725
Q6AI12 P40938
Q6AI12 O00560
Q9BSG1 Q9BZW7
Q5T3I0 Q8N6L0
Q5T3I0 Q8NHQ1
Q9NPH5 O00206
Q9NPH2 Q9NUX5
Q9NPH2 Q9BUZ4
Q15022 O75530
Q15022 Q15910
Q15022 O15379
Q15022 Q14774
P15407 P05412
P15407 P17275
P15407 Q9NYJ8
P15408 P15336
P15408 P17544
P15408 P35638
P15408 Q13643
P15408 Q9HD26
P15408 P05412
P15408 P17275
P15408 P17535
P15408 Q13077
Q8WV28 P10275
Q8WV28 Q06187
Q8WV28 Q9Y5K6
Q8WV28 P62993
Q8WV28 P10721
O60749 Q96RU3
O60749 Q9UNH7
Q8WV22 Q96MG7
Q8WV22 Q96SB8
Q99640 P06493
Q9HCP0 Q8TAP6
O43683 O95376
O43683 O43684
O43684 O43683
O43684 O60566
O43684 O43586
A2VCK2 Q13643
A2VCK2 Q6A162
P58004 Q13501
P58004 Q96S15
Q14012 P54253
P19235 Q8WWM7
P19235 P18031
P19235 P29350
P19235 O14508
Q96C28 Q15311
Q9HA65 Q96CV9
O14929 P50222
O14929 Q09028
O14929 Q04864
O14929 Q13829
O14920 O14965
O14920 Q16543
O14920 O15111
O14920 P08238
O14920 Q9Y6K9
O14920 Q14145
O14920 Q99558
O14920 P19838
O14920 P25963
O14920 P67775
O14920 Q04206
O14920 Q9UGK3
O14920 Q92574
O60237 Q92569
O60231 Q13435
O60231 Q9HCS7
Q6ZNA4 O15169
Q6ZNA4 P68400
O60239 Q06187
O95159 Q96BA8
O95159 Q5T7W7
Q9Y2J4 Q9H2G9
Q9Y2J4 Q5PSV4
Q9Y2J4 Q9H257
Q9Y2J4 Q01850
Q9Y2J4 Q8IYY4
Q9Y2J4 Q08379
Q9Y2J4 P19012
Q9Y2J4 P08727
Q9Y2J4 P35900
Q9Y2J4 Q15323
Q9Y2J4 O76015
Q9Y2J4 P61968
Q9Y2J4 Q00013
Q9Y2J4 Q9Y217
Q9Y2J4 Q16649
Q9Y2J4 P17980
Q9Y2J4 Q15311
Q9Y2J4 Q8WWW0
Q9Y2J4 Q5VTR2
Q9Y2J4 O75150
Q9Y2J4 Q969G3
Q9Y2J4 P23497
Q9Y2J4 P10827
Q9Y2J4 Q12933
Q9Y2J4 P14373
Q9Y2J4 O96006
Q92630 Q9NR20
Q92630 Q13422
Q92630 Q9BRK4
Q92630 P23497
Q92630 Q96C00
Q6PIY7 Q13137
Q15699 O94829
Q15697 P10073
Q9Y6D9 Q9UL15
Q9Y6D9 Q2TBE0
Q9Y6D9 O76041
Q9Y6D9 O76064
Q9Y6D9 Q9UM82
Q9Y6D9 P09493
Q9Y6D9 P06753
Q9Y6D9 Q14134
Q9Y6D9 Q63HK5
Q9Y6D9 Q9Y4E8
P21980 P05067
P21980 P08727
P21980 Q04206
Q9BV97 Q92624
Q3SYG4 Q8TAM1
Q3SYG4 Q6ZW61
Q3SYG4 Q9BXC9
Q3SYG4 Q15051
Q3SYG4 Q9NQ48
Q3SYG4 Q8TAM2
Q8TBC3 Q13618
P51784 P35226
P51784 Q9HC52
P51784 P35227
P51784 Q06587
P51784 Q99496
Q6ZVT0 Q8NHQ1
Q6ZVT0 Q13643
Q6ZVT0 Q6A162
Q6ZVT0 P14373
Q6ZVT0 Q15654
Q15528 Q9NVC6
Q15528 Q9H204
Q13596 O95197
Q13596 Q86XE0
Q13596 Q9UNH7
Q13596 Q96QK1
Q13596 Q12768
P13807 Q8IYA8
P13807 P49841
P13807 Q5BKZ1
Q8NHU0 O00560
Q8NHU0 Q9H190
P18074 P19447
P18074 Q6P1K8
P18074 Q96T76
O00213 P05067
Q7Z3Y8 Q15052
Q7Z3Y8 O60826
Q7Z3Y8 P04264
Q7Z3Y8 P13647
Q7Z3Y8 O95678
Q7Z3Y8 Q8IXW0
Q7Z3Y8 Q86YV0
Q7Z3Y8 Q9H2S5
Q7Z3Y9 P02538
Q7Z3Y9 P78386
Q17R89 Q15642
Q7Z3Y7 P13647
Q7Z3Y7 Q5XKE5
Q7Z3Y7 P05787
Q9NQ48 Q3SYG4
Q9NQ48 O00560
Q9UBU9 Q9BYV9
Q9UBU9 O00571
Q9UBU9 Q92997
Q9UBU9 P14136
Q9UBU9 Q6A162
Q9UBU9 P37198
Q9UBU9 P31321
Q9UBU9 Q8IX06
Q9UBU9 Q9Y2W1
Q9UBU9 Q9UMX0
Q9Y6W5 Q8IUH5
P43220 Q7Z3S9
Q9BV68 P46379
Q8N6L0 Q15848
Q8N6L0 P17544
Q8N6L0 Q9UL15
Q8N6L0 Q6P1J9
Q8N6L0 Q8IVW4
Q8N6L0 Q96Q77
Q8N6L0 Q86YD7
Q8N6L0 Q5T3I0
Q8N6L0 Q6PKG0
Q8N6L0 Q9P0N8
Q8N6L0 P50281
Q8N6L0 Q6UX06
Q8N6L0 P16234
