Q14683 P43246
Q8NG66 P51955
P07949 Q6PKX4
Q06187 Q99755
P10912 P29597
Q9UMD9 P15924
P10275 P63244
P23769 P05412
O60841 P22681
P52333 Q92835
Q8NG08 P09884
Q92786 P41235
Q02156 P04264
P19174 Q9NP31
Q09472 P15036
O43572 P31323
P04150 P10588
O43493 Q9ULJ8
Q04206 Q01201
O75791 P10721
Q15464 P12931
P43405 Q13191
P30154 Q13033
Q53EZ4 P53350
Q9H093 P36897
P12931 P04049
Q9UQM7 P10636
O95201 Q15834
P47897 O75131
Q01780 Q99828
Q8N556 P05129
O43464 P98170
Q99952 P04626
O95841 P10588
Q9UBU9 Q9NRR5
P61160 P68032
Q05925 P05412
Q9Y6K8 Q7Z4K8
Q8NHJ6 Q92835
Q13239 P29317
O95391 Q15834
Q12906 O15162
Q04206 Q00653
Q13332 Q9BVJ6
P51532 O14497
Q96CW5 P23258
Q9NRF2 Q16620
Q9UGU0 P05412
Q8WWW8 P06241
O75081 O43439
Q16690 P27361
Q14686 Q09472
P40692 P38398
P12757 Q7L2E3
Q92817 P07476
P23229 Q9UMD9
P06241 P08174
Q16539 P28482
Q00535 P12931
Q12906 Q9HAV4
O15534 Q5JY77
Q16891 O60341
P40692 Q96NE9
O14727 Q9C000
P51948 P19447
O75925 P05412
P57073 P11161
O15457 P40692
Q16526 O15534
Q9UPT6 P45985
Q9P289 P04049
Q8WV28 Q92918
P41220 P05771
Q9NTJ3 Q15021
P06400 Q01094
O75581 Q9H461
Q02447 Q09472
P51587 P27694
Q5FBB7 P30153
P42345 O14939
Q9UBV8 O75340
Q13480 Q8WU20
Q9Y608 Q13045
P0CG12 P40938
Q9BY11 Q9Y6W5
Q9Y6X6 P36873
Q9UDY2 Q16625
Q9H0E9 P19793
Q16543 P31948
O15379 P29374
P14735 P05067
P48742 Q9NVW2
O75460 Q12933
Q8N187 Q8TAP4
Q93009 Q96JH8
Q969R2 P08670
Q9NPI1 P54257
O95622 P17252
P04278 Q05086
P78314 Q9UJU6
P15170 P54253
Q86VF7 P18206
O95831 Q15047
Q9HAU5 Q9H0D6
Q13216 Q16531
Q15833 Q16623
Q01780 Q14160
Q09472 Q04206
P50570 P19801
P10124 O43765
Q9Y5K6 Q07889
O43929 P49736
P49736 O14775
P06241 P15391
P17252 Q06481
Q15654 P18583
O43463 P26358
Q15813 Q9BTW9
Q9Y4H2 P29350
Q99972 P60709
P20936 P07948
Q8WWW0 Q9NS23
P10827 O75376
P33151 P02671
Q9UJU6 Q92918
Q9UI32 Q92796
Q14157 O75051
P51692 P42229
Q13136 O15083
P06493 Q06481
P07384 Q14192
P23229 P05556
P35568 Q9UM73
Q8WYK2 Q92793
P17706 P42229
Q9UIS9 O75928
Q99062 Q92835
Q8TDD1 P06401
P51812 P28482
P42680 P15498
O00339 Q14031
Q16363 Q8IWV7
P16144 P54253
Q96L73 P19793
O43929 Q13416
P12757 O43149
Q13191 Q16526
Q9NPH3 Q99836
Q8NI35 Q8TEW0
P12757 Q9UHP3
P08047 Q13285
Q92793 P20823
Q99459 Q7L590
P48552 P13056
Q99835 Q13635
Q15599 O43707
P07358 P01031
Q9ULB1 O14936
P31314 P08651
P54259 Q92824
O15530 Q05655
Q13547 Q15583
O14526 Q9HCE7
Q13136 O75334
Q05516 P04150
Q15047 O43261
O94875 P42684
Q9BX70 Q9C035
Q9HBA0 Q9UKS6
Q8N3L3 Q16623
Q14511 O75815
Q08495 P68032
Q15466 Q92731
Q9UKY1 Q99728
Q13114 P28908
Q96P31 P43403
Q9BZF9 Q9NYQ7
P40937 P35249
Q8N556 P68032
Q12834 P36897
Q9NPI1 Q5UIP0
P42566 O95208
Q15149 P08670
P10827 P14859
Q92743 Q7Z4F1
P12270 P52948
Q08629 P08253
O95409 P10071
P19012 Q96HB5
Q99708 Q13422
P42229 P31785
Q15599 Q03431
Q01094 P38398
Q9Y6X6 Q9ULB1
P45985 Q14315
P56945 Q9H270
P78552 Q8TDR0
P10644 Q9H8W4
O75832 P43358
Q96S59 P20701
Q8N2H9 P51617
P54253 O75935
P46937 O14745
P09429 P26358
Q9Y5B9 P25205
Q93009 Q7L4P6
O00151 P35609
P24723 P24941
O00625 Q14938
Q9UNE2 Q15942
Q14511 P16333
Q13224 P29323
P98095 P08572
P06400 P33993
P31994 P29350
P46109 P62993
O15399 P51812
O00238 Q9UNE7
Q13137 Q7Z3B3
Q9NYQ7 O43147
Q14112 Q5TAT6
P42261 Q13002
Q14847 P60709
Q7Z418 P36897
Q92569 P06400
Q00653 O75604
O00463 P43489
P17480 P68400
O43707 Q06124
Q9H8W4 Q15834
Q03181 Q92786
Q12929 P12931
Q9UJU2 P35222
O75962 P10586
P00533 Q99075
P30153 O95405
P68400 P60484
P25445 P08581
Q7Z589 P51587
P06400 P05412
P11802 P36897
P27448 Q99959
O43707 P05556
P19012 Q9Y2J4
Q969H4 Q13043
P16871 P40763
Q15648 P55055
P24071 P12314
O94805 P51531
P23258 P38398
P22681 O15117
P45984 O60239
Q9H4B6 Q13043
O00203 Q00610
P08729 P00533
Q92831 Q13772
P21333 P17252
Q96A83 Q96A84
P42229 P14784
Q8WZ42 P68133
Q9Y3M8 Q86VP1
Q9C029 P17661
O14745 P15313
P31749 P42858
P28482 O60504
Q0VDF9 P31948
Q6PI77 Q16537
P06239 O60880
Q9NRI5 P78559
P30153 P53041
Q8IZE3 P15311
Q12933 P47897
P68400 P35568
P60880 O14964
P27986 P06241
P14373 Q96SI1
O00339 P08572
P10276 P14859
P41218 P06400
P29597 P22681
P45973 O43463
Q9UGP5 P27694
P50750 P28799
Q9H0H5 P52757
O00560 P48058
P14780 P08572
O43639 Q16620
P17301 P68133
P14780 P53420
P46379 Q53G59
Q9BUJ2 P55345
Q9C0K0 O43463
Q9UL54 Q96KG7
P42773 Q9GZT6
P83916 Q5T3J3
Q05193 P62993
Q9UKJ1 Q06124
P78364 P11142
O15056 P62993
Q16280 P0DP25
P17612 P33076
P02679 P05160
Q9H0M0 P31785
P54253 O94842
P12757 Q14533
Q8WUM0 P49454
Q9P209 Q8TAU3
P07996 P02458
Q15652 P19793
P16066 Q6VMQ6
O15164 P11473
O00311 Q13415
P98161 P35222
Q9NQU5 P10275
P02751 P02458
Q9NZ94 Q92796
Q8WWW8 P27986
P35638 P53567
Q9H5V8 Q05655
P68104 O14924
P15941 P25054
O15111 O14920
P10244 Q9UNY4
P46531 P10745
Q15291 P06400
Q5JSS6 Q8N0X2
Q8IW41 P05412
Q12904 P54136
P25942 P11142
O15350 O00499
Q92796 P35499
Q8N2W9 Q8TAD8
Q14511 Q8TDZ2
P51512 Q15726
Q969G3 P12931
O15164 P41235
P11171 P05067
Q86UW7 P11532
Q8NFZ4 Q8NI35
Q15788 P04150
Q96GD4 Q9NQS7
Q9UQE7 Q92845
Q9HAP6 O14936
Q13114 O00463
P49023 P12931
Q13464 Q8N264
Q8WWW8 P07948
Q9UMX0 Q9P2K6
Q96P71 P05067
P08581 Q14683
Q96KB5 Q12959
P51532 P17676
Q5FBB7 Q13362
Q9BYE7 O75461
P04271 P14136
Q9Y4K3 O14733
Q92796 Q8WXI2
P45974 O14641
P08670 Q9H2D6
Q9ULV8 P00533
Q9Y4X5 Q13393
P05107 P13598
Q8WY64 O14950
P08514 P05106
Q9NRR5 Q86UW9
P78504 P46531
O95219 P00533
P17661 P20929
Q9NRI5 Q96S59
P19012 Q9P1Z2
P18847 Q5T3J3
P18847 Q9BZD4
Q9Y6Q6 Q13191
Q12955 P27986
Q15654 Q8NEC5
O43147 Q12905
Q15155 Q9NRR5
P98170 P36897
P19012 Q9BVI4
Q9UKQ2 P13612
P41240 P08631
P42338 P08631
P04278 P30626
O14924 P36507
P17612 P17752
Q92817 P13647
O14641 Q8WTU0
Q13042 P53041
P98082 P36897
Q13363 Q13547
P15941 P35222
P17706 P23458
P46937 Q15303
Q92793 O75175
Q86UR5 Q00975
Q12959 Q13002
Q15047 P84090
P04004 P15151
P17612 P04004
P08670 Q9Y6Y0
P17612 P48058
P12757 Q9H422
P19419 P28482
P48436 Q14974
Q9P2K3 Q8NHQ1
Q9UNE0 Q13114
Q9NNX6 P32942
Q13501 P36897
P49023 P28482
P48723 Q9UHD9
Q8N6T3 Q99418
P42263 P07948
Q06190 P53041
P11464 Q9BVJ6
O43734 P25942
O75925 P24468
P23142 P13611
Q8IZL2 P46531
P30530 Q92569
Q13596 P06213
P12931 P63244
P18887 P38398
Q13111 Q13112
Q8WVB6 P35249
P51587 P24941
Q05516 Q9Y2Z9
Q14134 Q8NHQ1
P05771 P05107
P31749 P16220
Q14289 Q9Y6R4
Q00535 P10636
O75676 P28482
Q9Y3Y4 O00512
Q09472 P42226
Q8NAP8 Q8NHQ1
Q92624 Q92824
Q14155 O75914
Q13200 Q5T3J3
P12931 P14136
P07948 P32927
O75061 Q00610
P14859 P42702
P98164 Q9Y490
O14775 P49802
P51812 P10636
Q92793 Q7KZF4
O00257 Q06587
P53350 Q13885
Q9BQQ3 P53350
O14639 Q9Y3Q8
P61764 P07197
Q12982 P11362
P51955 P28482
Q13190 Q5T3J3
O43186 O94829
P10586 P06239
Q03468 P28715
P14923 Q02487
P16157 Q14573
O15265 Q92830
P51956 P16471
Q99759 Q05516
Q99650 O60674
Q12959 Q09470
O60500 P12931
P49023 P46109
Q9Y3C5 Q9H201
Q16623 Q00535
Q08345 P05997
P24821 P08648
Q9UBY0 P02549
P21579 P04150
P53355 O95185
Q05048 Q12996
P00533 O14964
P08631 P19174
P12931 P16284
Q92786 Q92793
P05771 P11388
Q7L7X3 Q9P0L2
Q05655 O15162
Q9NVI1 Q9BXW9
P37198 P49792
P29590 Q6ZW49
Q8NER5 P13385
Q92796 P0DP25
Q15744 P10242
O43426 P29323
P28482 Q05655
P00533 P01133
Q09472 P10242
Q9ULV8 Q96J02
Q08211 P57678
P27986 P20936
O15232 P21941
Q8TDC0 P12814
O43491 Q13813
Q9Y2D8 Q99909
Q13643 P60709
Q15466 P55055
P35916 P05556
P34932 Q9Y4K3
O95502 P47972
Q99665 P29460
Q96RU7 P31749
O75925 Q04206
P16112 O60882
P09486 Q5TAT6
Q04771 Q9GZS3
P26038 P13598
Q05655 P26010
Q86UN2 P23515
Q15109 P09429
Q14192 Q8WZ42
Q08881 P36897
P09326 O95256
Q96L34 P41743
P23458 P14784
P22607 Q96P48
O95460 P21941
P33076 Q2QGD7
P50238 Q5JY77
P19438 Q93038
Q9Y4E5 Q8TAD8
P30291 P46108
Q9Y692 Q6VMQ6
Q05193 Q9P2H0
P14314 Q14697
P14373 P36406
P15941 P07948
Q8N5C8 Q12933
P35858 O75340
P20265 P56693
Q9BYK8 Q07869
O95866 Q06124
O43683 O95376
Q15303 P51692
P27986 P14784
Q03181 Q96S59
P45983 Q9ULV5
Q15413 Q92736
O75460 Q99683
Q9ULX6 Q99741
P49023 Q14289
Q9NYG2 Q9NRR5
P07949 P46108
P07996 P14780
P62937 P05109
P28482 Q13177
Q04912 P12931
Q9Y3C5 Q9UHD9
Q15744 O43166
Q13009 P12931
Q9UI32 Q13424
Q13634 P55285
Q7L2E3 P50750
Q9Y6G9 Q9BW27
Q9BXW9 P38398
Q15223 Q8TEW0
P07101 P68400
P03372 Q07889
O14543 P16471
Q15014 Q01850
Q16288 P19174
Q9UQM7 P00533
Q15746 P68133
Q9H2X3 P11215
Q5U623 P08047
P11802 P49736
P05129 P28329
Q92831 P20823
Q8TES7 P14373
O00470 P31277
Q9UQQ2 P62993
Q00535 P53779
P13010 P09874
P22455 P54764
Q13094 Q15464
P29400 P98095
O75914 P16333
P49257 P00451
P17252 P22681
P30154 P13569
Q8NFW9 Q13402
P06213 Q9Y4H2
P82094 P16591
P68366 O60260
Q14289 P06239
Q15910 P04844
Q8TDR0 Q13114
Q12923 P17612
P12830 P35568
P49757 P05107
O15524 P42680
Q13501 Q13303
P50549 P11308
Q9Y4K3 Q14192
Q9Y4K4 P46109
Q9NZI2 Q9NSA2
Q9Y2J2 Q96ID5
P30154 O43815
P17612 Q01082
Q9UPV9 O15294
Q13547 Q92466
Q969H4 Q8NFZ8
Q13501 Q96GM8
Q15047 Q9BX70
Q96JH7 Q13190
Q14686 P12956
P11912 P15391
P00533 P04626
Q13094 P07948
P54259 P23142
Q96CS7 Q92900
P15514 Q9NRR5
Q9HBM1 P60468
P17252 P06213
Q05655 P09543
P15498 P62993
P11047 P14543
O75832 P06400
Q9HCE7 Q9Y2U5
Q71SY5 P49336
P18084 P21333
Q92793 P42858
Q9ULB1 P21579
Q99608 P08138
Q92743 Q9BYG5
Q9Y3M8 O60241
Q13363 Q92831
Q92793 O15379
Q8IWL1 Q8IWL2
Q9NR82 O43525
O00330 P09622
P12270 P49790
P49747 P02751
P10721 Q92835
Q9NZQ3 P16333
Q8WY64 Q13126
Q9Y3L3 P12931
Q9UER7 P26358
P32004 Q96S59
P10827 Q15646
Q8NAP8 Q9H9D4
P10275 P05412
Q15466 P10275
P55197 Q8TEK3
O00186 Q12846
O15162 P00533
P82094 P10275
O60885 P35251
Q12933 O75604
O43734 Q9Y4K3
Q15528 Q8NBJ4
P42025 P68133
Q92830 P12956
Q13075 O43318
P10275 P14735
Q5JY77 Q13255
Q13177 Q5TCZ1
Q9GZM8 P43034
P02671 P00488
O15379 P56524
Q9UHD9 P04843
Q9Y6J0 P48454
Q9BUZ4 O15162
Q15172 P29474
P18031 P03372
O14492 P52333
O14964 P27986
P17676 Q04206
P32456 Q9Y2M5
O95388 P07585
P05771 P25098
Q04912 P62993
O14641 P15622
Q9Y6W6 Q15759
P78527 P26583
Q9UBS8 P10275
Q12888 Q5IJ48
P25963 O15111
P07996 P09486
Q16825 Q92667
O14543 Q9Y4H2
Q16531 Q8N5D0
Q7Z6J2 O75899
P06213 P35568
Q8IYF3 Q6ZU52
P22681 P05783
Q06124 P20138
Q15645 O95486
Q9H1K0 Q9NRW7
P08727 O14964
P28482 Q9P1Z2
Q00341 Q08211
Q15560 O94967
O95477 Q13884
P62879 P04049
Q9BYM8 Q96EP0
P23771 Q8WW38
Q9NRR5 Q96AQ6
Q9H4Z2 Q14686
P17612 P18846
P56693 P11161
P48634 P62993
P08581 O60749
Q7L2E3 Q9Y5X4
Q96S59 P02786
P07358 P07357
P19438 P62993
Q1MX18 Q8TEW0
P08138 Q96GC6
Q8WU20 P04629
Q9Y5X4 O75376
O00339 P54253
P54253 Q9UBD0
P17252 P41594
P45984 Q12968
O95793 Q13885
P24394 O60674
Q92994 P06400
P05129 Q16625
Q9UMZ2 O43747
P12931 Q15139
P50613 P33993
O15357 Q14315
P17612 P15056
P48739 P61968
Q9Y6B7 Q9UPM8
O43295 Q8TAQ2
P06241 Q13322
O43854 P06756
Q9BZL6 O43493
O60763 P61764
Q92793 Q14765
Q05655 P05107
Q9Y6Q6 Q9Y4K3
P26358 P14373
P98095 P35555
O00238 Q9NW38
P54727 Q96IV0
Q9UBC3 Q9Y6K1
P40425 O95163
P43405 P22681
P51451 P11274
Q06481 P42336
P28482 P27708
O60674 Q9Y4H2
P56693 P15822
Q13363 P41970
Q9NPI1 P0C0S8
P29597 P17181
P43364 Q9H788
Q99959 P15924
P06702 P05109
P16885 P51451
Q12840 P33176
O14641 Q8N4T4
Q15262 P14923
O75689 P48729
Q01101 Q13509
Q9UIF9 Q13547
Q99612 O15379
Q99250 Q86XS8
P98164 Q92796
Q13418 O14974
P15336 P49715
Q9UBE0 Q9UBT2
P10275 P06400
Q13224 Q13554
P20742 Q96IY4
O15162 Q86UW9
Q9UQF2 P31749
Q13094 P29350
Q96M91 Q15834
Q9BQG0 P10275
Q06187 P16885
Q06124 P07949
Q9Y2W2 P12931
P06401 Q8WYK2
Q9HCK4 O95897
O00213 P98164
O14908 P04629
Q8IX07 P23769
P16234 P19174
Q9UH65 P09874
Q04695 Q15834
P31323 Q14847
Q04771 P63010
Q8NHQ1 Q8IYF1
P98164 P04114
P60510 P19838
O76054 P48736
P06396 P68133
Q16254 Q14186
P60510 Q16204
Q99759 Q16543
P17676 P49716
P12931 Q05193
P09884 P06400
P27361 P19419
Q15911 P10242
O00308 P37088
P19174 P06239
P06401 Q05086
P08253 P17936
O43586 P06729
Q9NRF2 Q5VV43
O75925 P41970
P30154 P10809
O14594 Q02246
Q9BZK7 Q92828
Q15915 P08151
P28482 Q9ULV5
Q14511 P49023
Q9Y2T3 Q92796
P16333 P19174
Q16539 P47712
O00291 Q00610
P29350 P17181
Q13415 P49736
P63261 Q92558
Q8WUY3 Q96D15
Q15149 P63261
P21810 P08123
O75928 Q8TAD8
P32519 P19838
P17931 P12318
P00533 O75886
P29374 Q96ST3
Q9NQ66 P49798
P41235 P20823
Q9NQX3 O43307
Q6IA17 O60602
Q05655 Q92793
P11473 P28702
P14921 P23497
Q9UKX5 P05556
Q92793 Q14676
P17252 P02545
Q96L34 P05129
P63244 P17252
P17252 P68133
P55884 P14784
O75052 P29475
P29375 P28749
Q9UI36 O75376
P07996 P20908
O14543 P40189
P21860 P00533
P08047 P28360
Q9Y490 P05106
P20936 P10721
Q9Y6I3 Q00610
P42566 Q8NFH8
P21675 P09429
Q8WXE9 Q8N9I0
Q96SB4 Q9BQL6
Q9BXW9 O60934
Q969S3 Q14680
P46108 P04629
Q12834 Q13042
O75886 P23458
Q13415 Q13416
P42336 Q9Y4H2
Q8N2W9 P10275
P11171 P16070
P17612 P29475
Q1MX18 Q8TEW8
P22459 Q8NI35
Q16667 Q00526
Q9Y613 P63261
P05412 P53779
Q96T58 Q9Y618
O00716 P06400
Q96C24 Q15834
Q06547 P51610
P00533 P11171
P14373 Q14839
Q6VY07 Q9NZ52
O15530 Q02156
Q06187 Q6ZUJ8
P10828 P28702
Q14680 P20700
O60343 Q96L91
Q12929 Q9UKN7
Q86YC2 P51587
P17482 Q92793
O00268 P42858
Q9NPI6 Q9UKV8
P43405 P27361
P46940 P0DP25
Q15910 Q15834
P09237 P10915
Q15059 Q9NPI1
P49023 P13688
P35251 P35250
O75925 Q8N2W9
P51813 Q96T51
P29350 P21854
P38398 P14859
Q9Y616 O43187
Q9Y3C5 O95714
P19174 Q16620
Q15788 P42226
P08047 P29590
P08571 O15455
P11142 Q00613
P17252 O14641
Q06124 P06213
Q7Z6J0 Q9H0H5
Q9BTT6 Q9P2H0
P48454 P36897
P07384 P17661
Q92574 P31749
Q96CV9 P01100
Q99102 P04626
P26367 Q96F44
Q92908 Q15648
O60603 Q15399
Q5TA45 Q9NV88
Q13387 Q07954
P35900 Q15834
P42229 P67775
P53350 O43663
Q13137 Q9H9D4
Q9HAU4 Q15018
Q9Y4K4 P62993
Q15811 P45983
P11802 P06400
P51784 Q12788
Q6P0Q8 P48764
P46821 O95793
Q9H4B4 Q99828
Q9Y2X7 Q9BXP5
Q16539 O00418
Q13751 Q13753
Q96S59 P51784
O00429 Q02779
Q09472 P05114
O15079 Q16623
Q06418 P06241
O00291 P63010
P15056 Q02750
O14639 P63261
P62166 P25098
O14639 Q96ED9
P22607 Q96JH8
Q92831 P33076
Q9UHD2 Q9H6S1
P29074 O43149
Q9BZK7 O15379
P00533 P19174
Q96B97 P56945
P35442 P08253
Q6UWB1 P42224
Q66K89 Q9NS23
P46108 P06213
P24928 O96019
Q02156 P28482
P20916 P20849
Q03052 P26583
Q9Y4C0 Q9NZ94
Q13444 Q7Z6J0
P14317 P61160
Q9H204 Q8N6Y0
Q04695 P08729
P35968 P32927
Q04864 P41279
Q13765 Q96ID5
P78364 Q96GD3
P24071 Q9UKJ1
Q99952 P41240
P45983 O00418
Q04206 O43318
P01024 Q02985
P01730 P06239
P25391 Q02388
P13010 O14746
P29597 P27986
Q14689 Q07687
Q9UH77 Q8N9I0
P13010 P12956
P51692 Q02763
Q96M61 Q06547
P60484 Q15831
Q96QK1 Q13596
Q7KZF4 P42226
Q8NCM2 O95259
P05783 O14964
P27361 Q15583
Q9Y616 P51617
P49137 O95816
O43665 P0DP25
P36873 O14965
Q8WV28 Q13191
P36957 Q13045
Q01860 P15036
O75955 Q8NBJ4
P33402 Q12959
P31749 Q16584
Q14696 O75197
P29597 P07948
P55157 P04114
Q9Y215 O15146
P28482 Q9UQC2
P12956 P06401
P43034 Q71U36
P56975 Q15303
Q15047 Q99728
Q9UGI8 Q9Y615
P01135 O14672
Q6UX06 P01024
Q9NZV8 P62166
Q9H251 Q13402
Q96SR6 Q13263
P10636 P0DP25
P12757 Q8TE76
Q7Z6J2 O43739
P43364 Q9H204
P51451 P11912
P26447 P23297
P06401 Q13105
Q96QH2 O75563
Q00887 Q05209
Q9BT92 P08779
Q96HF1 Q02962
Q05516 O43791
O00141 Q96PU5
Q9Y2U5 O14733
Q8WUM4 Q96B97
O14578 O15399
P02545 P60709
O15350 Q92793
O95819 O43318
Q9Y2Y4 Q05516
P35499 Q13425
Q92834 Q96KN7
P22607 P42224
P51955 O14777
Q13643 Q14192
Q14686 Q92793
P78357 P23467
P52789 Q9NRR5
P17676 Q00613
Q15751 P14618
P46013 P05771
O14654 P29350
P08254 P10915
Q96HC4 Q9HCM9
P41252 P07814
Q7KZF4 P10242
Q4V328 P42261
Q99683 O75340
P02751 P12757
Q13363 Q09472
O75791 Q7L4P6
P47902 P49715
O14579 P53618
Q9H2S9 Q9UKS7
Q13555 P42261
P28482 P46940
Q9UPT6 Q99683
Q92997 P78337
Q9HAU5 Q96Q15
Q9UBC3 O75530
Q13618 P62877
P06241 P35222
Q09472 Q9Y6Q9
P53396 P17612
P16860 P17342
P51693 Q13190
P25963 Q15653
P12931 P10721
P27361 P23443
P17706 P42224
O00459 P46109
Q02388 Q8IWR0
P11142 Q04864
Q15742 P18146
Q15646 Q9UIS9
Q9NRD5 Q9NRR5
O96017 P38398
Q92759 P29083
O00499 P49418
P78357 P06241
Q9Y297 P35222
P03372 P36956
Q02952 P13861
Q9HBA0 Q9UNF0
P06401 O95071
O14867 O60675
P78504 P07996
Q96BD5 O60341
Q16531 Q8TEB1
P02649 P05067
P54259 Q6ZWJ1
P02679 P02675
P05771 Q8IV61
Q15599 Q01970
P19012 Q9UGJ1
Q9ULK0 O00423
Q13177 P17600
Q9UPT6 P04049
P10721 P62993
Q8NHU6 Q00537
O95405 P46379
P21333 Q8N264
O43707 Q13555
P14780 P20742
Q14524 P22681
Q6N069 Q9HCE7
Q96IK5 Q99816
P21980 P04075
Q8WWG1 Q15303
Q9UQC2 P62993
P21817 P0DP25
P27986 Q9BW27
P07996 P02452
Q16537 P67775
Q92734 O15162
P15976 Q8IX07
O75197 P07996
Q12874 Q15834
P08047 P06400
Q9Y2Z0 P04271
P15498 P00533
Q93009 Q53GL0
Q9H4L4 Q09472
Q92793 P17480
P46940 O95793
Q15831 Q9NRH2
O60925 P60709
O14757 P12956
Q9Y6Q6 Q13077
Q04759 Q5JVS0
Q13315 P38398
O75925 Q16527
O60500 O14936
Q13094 P15498
Q09028 P08047
O14964 Q9UMX0
Q5T3J3 Q9H4M7
Q9Y3C5 Q13137
P07384 Q14896
Q92569 P42336
P45984 Q00613
P19784 Q9Y5B0
Q13077 Q12933
Q15172 O60674
Q92831 Q9UBC0
P06493 O95835
Q15154 Q8IYI6
O60861 P68133
Q9P209 Q9UM82
Q9UKV5 P55072
Q13112 P24941
O00628 P50542
P22670 Q14938
P06401 P03372
P41252 P41250
Q9BUH8 Q8NEC5
Q93009 Q9HCI5
P26367 Q8NI35
P51690 Q9Y2Z9
O14757 Q13619
O14757 Q13616
O75969 P13861
Q9NZN5 O43157
P31751 P98170
P25445 P0DP25
P07951 P25098
O60674 P62937
Q9H3S1 Q96D42
Q9Y572 Q13546
O43318 P45983
O75530 Q13547
Q6ZMK1 P17931
Q92793 Q15329
O00206 O60602
Q9BYG4 P41743
O96017 Q14738
Q9HAU4 O15254
Q8NI35 Q12879
O43707 P06396
P17813 P27037
P31749 P98170
Q969S8 O15379
O43707 P20929
P98082 P12931
O75376 P42858
P55055 P48443
Q14847 P68032
O43252 Q96I34
O43278 Q9NRR5
P17252 P28329
P49335 Q03052
Q16539 Q9Y6Q9
P07359 P16109
P42336 Q13224
Q8WZ42 P16157
Q00653 O00571
P54132 P20591
P16284 P08631
P12757 Q9UNY4
P14921 P23771
Q99558 O43318
Q12933 Q9Y4K3
Q00613 Q92793
P18031 P11274
O95983 Q09028
Q9Y219 Q9UM47
Q00610 Q9UH62
O60674 P19235
Q99558 Q00653
P68366 P17987
Q9Y6J0 Q05193
P28698 Q13643
O14964 Q99816
P19235 Q92835
O14908 P23229
Q15650 P10275
P24394 P42226
Q6W2J9 P56524
O15379 P78347
Q9Y618 Q06330
Q08211 Q08945
Q9UKA4 P13861
Q13835 P05787
P62191 P55072
P04150 P06239
O60264 P16220
P17252 Q15311
P29320 P40763
Q09472 Q12888
P24278 P45984
Q16534 Q10586
O75553 Q06481
Q09472 P50549
P54259 Q96CN9
Q04864 P0DP25
Q9BX66 P55196
Q08380 P02751
Q9UBN7 Q09472
Q13444 Q8TEJ3
P30291 Q9Y297
P31749 Q92731
Q8TF65 Q9NPG1
P06239 P27986
O43237 Q08495
P06493 P33552
O15049 P46934
P15169 P01031
Q99700 O00499
Q70E73 Q6XZF7
P14136 Q8TAP6
O14490 Q12959
Q15645 Q8N720
Q12933 Q8TES7
P46100 Q9P2H0
O43581 P32856
Q96G01 Q13561
Q13133 Q15466
P12757 Q8N3E9
P51948 Q86YV9
P68400 P17936
Q9NSI5 Q96QZ7
P50570 Q14247
P48995 P42261
O96013 P18084
Q13185 Q13263
P46940 P17612
P52630 P42226
Q6ULP2 O43747
P63244 Q05193
P42684 P08631
P28702 O43791
P17544 P01100
Q7Z6B0 Q9UJY4
Q9UBJ2 P28288
O94973 P49418
P42224 P63244
P49841 Q9UKA4
Q9UIK4 P36897
Q9NPB6 Q9NQ66
P29590 O14965
Q6ZWJ1 Q12846
P53350 P51587
Q13347 P03372
Q5PSV4 Q96ST3
P50281 P08253
Q13642 Q00872
P19784 Q01892
P12109 P02458
Q9UQC2 O75791
P68133 Q13813
Q06187 P25445
P06493 P27816
Q99856 Q01094
P33993 P28749
P10275 Q92831
Q9Y4K3 P62191
Q15047 Q9Y6K1
Q92558 Q8IZP0
Q9NY65 P17987
Q9Y6V0 Q9Y2X7
Q96EF0 Q96QG7
Q16620 P06241
O95490 Q9Y566
P54253 Q7Z570
P63244 P29597
P06239 Q9UN19
Q92793 Q13105
Q9Y618 Q04206
Q13351 Q92922
P50750 P24928
O94875 P22681
P98082 P62993
P07384 P22681
P40763 Q14289
P14543 Q5TAT6
Q9P2A4 Q96F07
Q9H8Y8 P01135
P08138 P28482
Q5VT25 Q9BZL4
O14544 Q9BYM8
P10827 Q12802
Q07869 P48443
Q08752 P05067
Q16891 P48643
Q13322 Q99558
O14641 O95817
P12955 P54253
P19838 Q04206
O94805 O75208
Q9H159 P55285
Q05655 P25098
O60683 P50542
Q16543 P10275
P42772 P11802
P62993 P22681
P51948 P14859
P45985 Q99558
Q9BVJ6 Q9C0J8
Q12879 P06241
P08123 P05067
P54257 Q13190
Q13546 Q13077
P78545 Q09472
P12830 P00533
O75460 P19438
Q14203 Q03001
O75534 Q16549
Q9BUI4 Q9UKN8
Q08999 Q6NUQ1
P29320 O14672
P46531 P06239
Q9BY67 Q6VMQ6
O43639 Q9NZQ3
O60759 Q99418
Q9Y6Q9 Q9Y6K9
Q8WXI2 Q9BYB0
P49368 P12956
Q8IYF3 Q96M91
P10828 P62195
Q9UBC5 P63261
P40424 P09016
Q13501 P24468
O43593 Q13547
Q9Y6W5 P62993
O75928 P10275
P27361 P36956
P54259 Q96PM5
P09429 O00206
Q13303 P16389
O96017 O60934
Q16849 O14522
O60462 Q13214
Q96EA4 Q9P2H0
P02545 P35227
Q92466 Q01831
P12956 P46531
P23469 P27361
P52945 P16220
Q15788 P10828
