O00590 Q99616
Q8TCX5 P61586
P68400 P55042
Q6IA86 P42224
Q96QT4 Q00722
O43581 Q12846
Q9Y5X5 O43612
P05106 P02751
Q03431 P01270
Q12879 O14936
P49763 P17948
O15524 P09603
P12931 Q06124
P16220 P62820
Q9UKW6 Q9NRR5
Q14644 P07332
P21860 P01133
P12980 P15923
P04233 P01903
P04406 P06703
P12757 Q96C36
Q9UKR5 P19387
P0CG47 O94972
Q9Y6G9 P20338
Q6NZI2 Q9UQR1
O15519 O14920
P35222 P19022
P43351 Q14191
P26038 P05362
Q9HAP6 O14936
Q9H410 Q8NG31
P04406 O00231
Q86UR5 Q16623
P15927 Q15011
P01732 P01889
Q8IZJ6 O75600
Q9UNW1 P68133
Q14498 Q92731
P38646 P05230
Q9UBW7 P26599
P53667 P49918
P35232 O14980
P10827 O15164
P04264 P15924
Q12913 P09619
P08670 Q9BVI4
Q14232 P18089
P54253 Q8WW36
P02686 Q05513
Q8WUP2 Q96AC1
O15519 P42574
Q13155 Q8TAP4
P35462 P62993
P46109 P08069
Q9NVP1 Q8NI35
Q9NX52 Q15768
P17096 P10914
P50570 P35968
P06493 P10275
Q92597 P62241
P06400 P29590
Q9NPC2 P62258
O60706 P26641
Q6P0N0 P08047
Q5JS13 P62993
P16473 P40763
P12757 Q13569
O43559 P04629
Q9Y5U5 Q13077
Q07954 P56704
Q14203 P30622
P37268 Q9BTV4
Q9P2W3 P16520
P09529 Q04771
Q8TES7 P25445
Q01638 Q99836
P19387 Q92804
Q99972 P02746
Q04941 Q9Y2H0
Q08881 P51813
P19838 Q00653
Q8WW01 P61968
Q96CS3 Q9UNN5
O60500 P07948
P52756 Q5T3J3
P42773 P11802
Q9NRX1 O43147
Q13478 Q9NPH3
P04637 P42680
Q99700 P11940
P42566 P49757
P07948 Q12972
Q9NRD5 Q9Y3R0
P17612 P25054
Q8WUP2 O75369
Q15645 O95865
Q6P1K2 Q16236
Q9UNK0 Q9UEU0
P07948 O15492
Q9BTU6 P08962
O15205 Q9Y5A7
Q92597 P63151
Q7Z7J5 Q7L190
P13501 P62993
P63261 Q9Y281
Q96FN4 P60709
Q13123 P35080
P10398 P14618
P21796 Q07812
Q14627 P35225
P68400 P11831
P54253 Q96N03
P41597 P51671
P19338 P04150
O00238 P18075
O43432 P11940
P21333 P60953
O75376 Q06455
P01906 P01308
Q15124 P46939
Q8N8U9 P12644
P09619 P10398
Q8N4E4 P31946
Q15025 P28482
P62380 P52657
O00238 Q9NR64
Q9Y618 Q04206
P49639 O15162
P46934 P51168
P42229 P31785
Q05655 P14867
P16422 O95471
P21246 Q9UNI6
P46379 Q09472
O95405 Q15796
Q92997 Q53G59
P54253 P28676
Q92597 P00338
Q16611 O75460
P25391 P01024
Q66K89 Q96KQ7
P06454 P14635
P27361 P17302
Q96HC4 P05771
Q13191 P46109
O75674 Q99816
P19784 P09497
O15169 Q15796
O43516 P42768
O15111 P03372
Q9Y3C0 Q96AQ6
Q96L34 Q15831
Q99728 P43246
Q9UKY1 Q9H0E2
Q14126 Q9Y446
P18887 P12004
Q9Y4K3 P25942
P49441 P18858
P02788 P0DP25
Q8N3P4 O15198
Q13432 Q96GX8
Q13573 P46531
Q12913 P35222
P16284 P15924
Q12923 P98172
Q15047 Q4VC44
Q15047 O43261
P04637 P21673
P26718 O43914
P22607 Q96JH8
O75909 Q8N6Y0
Q9P209 Q8TAU3
P23458 P35568
Q9BX70 Q5RL73
Q96A00 P78368
Q49AR2 Q9Y2W2
Q6ZMR5 Q13105
P14672 P04406
P41218 P24941
O60507 P07359
P32856 Q15833
P19438 Q06643
P61981 Q92574
Q9NPI1 O14503
P43235 P22607
P18848 P53567
P17706 P52333
Q9Y6X2 Q15796
P15018 P42702
O00231 Q00653
P61970 P62826
Q99835 Q13635
P48039 P08754
Q9H160 Q9HAU4
P40424 P04150
P23458 Q13651
P17706 Q02790
Q9Y2X7 P12931
Q13867 P47914
Q14344 P10911
Q9H2B2 Q16623
P49916 Q9NUW8
P05109 Q14690
P49286 Q9HAV0
Q9HC73 O60674
Q99612 Q9HCU4
Q16270 P18827
Q15744 P10242
P24723 Q06124
Q92793 P35680
Q14520 P08572
Q9UN73 P78509
P09211 Q12933
O43614 O43612
Q9HAU4 P36897
P07910 Q13526
P12757 Q9Y5J3
P14672 P61088
P08571 P02788
P17612 O43665
Q9Y5S9 Q9BZI7
O94972 P51116
Q9H093 Q15796
Q5VWK5 O60674
Q96PU5 P68036
P68400 Q16665
P29466 P05549
P68400 P52655
P22748 Q9Y6R1
P43364 Q15560
Q96BH3 Q14511
Q9NRR5 Q96BY2
Q9UI32 Q92796
P24588 P13861
Q14012 P18846
Q9UHV2 Q14CW9
Q9P2J9 Q05655
Q14511 O75815
P14859 P48431
P46695 Q15173
Q8TEQ6 P62318
O15169 Q6ZNA4
Q99962 Q8IUX8
Q92569 P06400
P62873 Q13371
Q9UBU9 P35658
Q99608 P53384
Q99418 P36406
Q9UJX6 Q12834
P84022 P46531
P54253 P26368
P24723 Q15139
Q96ST3 Q9UBP5
P17813 Q04771
Q06323 P56537
Q12967 P62070
Q9NT62 O95166
O95996 Q15691
Q5VTL8 P61981
Q13310 O60383
P49802 P09471
Q9NRX4 Q96I34
P08238 O00401
Q15121 Q9NVE7
Q99933 Q07817
Q14209 Q00526
P68104 Q93045
Q04864 P41279
Q07666 P16333
Q9Y3C5 Q9Y2X8
P04183 Q7L5N1
Q969G3 Q9Y6Q9
P00533 Q16695
Q5JY77 Q9H7E9
Q15365 Q5SZQ8
P02766 P18848
Q9UI14 Q9NZD8
P32780 Q01094
P20963 Q9BZW8
Q08752 P54257
P48995 P61586
Q15796 Q9Y262
O60500 P12931
P62330 P27449
P63208 Q9NRD1
P49005 Q8WZ19
O15399 P01112
Q13797 P49023
P06493 P30304
P33032 P01189
P17252 P05204
Q9NVR2 P04049
O00213 P51693
Q9BRK4 Q9P0T4
Q13480 P62993
Q92574 P63104
P10523 P08172
P19174 Q05193
P43403 P06127
Q04721 P49810
P29016 P61769
O14817 P21926
P63279 P27695
Q9NRG0 Q9NRF9
P61247 Q96GM8
O43422 P05198
P12268 Q9NRR5
P20827 P29317
P16473 Q9UI14
P53355 O95185
P07333 Q07889
Q9Y3T9 Q5T3J3
Q04637 P52298
Q9UER7 P48023
P35080 Q9BQD7
Q9UJX4 P11940
Q9NZ52 P20645
P17612 P26599
Q9NV92 Q9HCE7
Q02818 P08754
P07359 P14770
Q86XT2 Q99816
O00238 O95747
Q8IZP0 P14598
P36896 Q13485
A0A5B6 P01889
Q12967 P10301
P49023 P23258
Q92667 P13861
O14682 P06400
P48995 Q9UBN4
P10398 P27986
P58753 Q15629
P68363 P06241
P17676 P15336
Q9Y2X7 O43294
P11488 P25116
O15357 P22681
O75800 Q9Y3Q8
Q9Y383 Q96NT1
P52565 P15498
Q08945 P11831
P17612 P61586
Q12802 P03372
P09486 P08123
Q9Y2G4 P49674
P25025 P67775
Q96IP4 O95405
Q04837 P54098
Q6ZUJ8 P27986
Q92973 P49792
O75791 Q13094
P11831 P55212
Q99956 P28482
Q99816 Q8ND30
P54253 P53990
P28482 P15923
Q99733 P68400
P29966 P0DP25
P06756 Q14773
P07949 P24588
Q93062 Q9NQ87
Q14686 P19793
P01042 P00734
P68104 Q8N138
Q9BQ66 Q9BT49
Q92934 Q16548
P19525 P40763
P12004 P30281
P05305 P46379
Q9Y3M9 Q15834
O95613 P0DP25
Q15797 O94973
Q13277 Q15836
P35226 Q16891
P80188 P08253
P10114 Q15797
P50570 Q9Y5X1
P29475 P35368
Q96G25 Q15369
P08123 P05067
P26447 P06753
Q05516 Q99075
P17482 Q99750
Q14524 Q13425
O14649 P63104
P30154 P11802
P04843 Q6IA17
Q9UQB8 O14910
P61978 O60504
Q9H7L9 Q13547
P07357 P07360
P05154 Q02383
P08253 Q02388
P13727 P04141
P30101 P11166
O00238 Q14D04
Q14500 Q15700
Q04743 P06730
Q9UBF6 Q13616
O60729 P04637
P01286 Q02643
P43364 P14373
Q9NZ52 Q00610
Q09472 Q99966
O14639 Q8N6Y0
O00560 Q06945
Q9Y6Q9 P61289
Q03135 Q9Y4K3
Q14203 P43034
O00560 Q01344
P61158 P60953
Q9H0E9 P30291
Q70YC5 Q9NXR1
Q15047 Q16695
P56470 P62070
O75419 P33993
P40424 P26367
P20226 Q04206
P17252 Q13393
O75340 P25445
Q9GZX5 Q6VMQ6
Q96A23 P53041
P31270 Q92793
P84022 Q92831
Q9Y561 O95405
P0DML2 P16471
Q9Y679 P17301
Q6UWB1 P42224
Q99496 P35226
Q13765 Q9GZT6
Q8WUF5 Q04206
Q15427 Q9Y4C2
Q9NZS9 P10415
Q92529 P05067
Q5TD97 Q15797
Q9Y678 O15533
Q9H237 Q9Y6F9
P05107 P11215
Q07817 P45983
Q9H8S9 P26927
O14910 O14936
P68104 O43252
O00305 P21246
P51692 Q02763
P63165 Q99497
Q9NRD5 P49683
Q9NRL3 P0DP25
Q96SZ6 Q15078
P54253 Q92609
P63165 P05412
P04637 P22736
P04637 P38398
Q14511 P84022
O95999 P31749
Q9HBM6 P04637
Q99878 P06454
P39748 P26641
P28324 Q02363
O60244 P12814
P50570 Q15811
P42681 Q13094
P37231 P48443
O75716 P02686
Q12879 Q05586
Q8IYF3 Q53TS8
P46821 P49841
P68400 P56270
P32519 P25208
P09466 Q96ID5
P13010 P09874
P30154 P25205
Q9UQ07 P14635
P11142 O14976
O14593 P48382
O75530 Q12972
Q16478 Q6UWE0
Q13501 P28476
Q15637 P26368
O43281 O60504
P45973 Q9NQS7
P54253 Q9UKY1
Q8TDN1 Q14721
P49023 P98161
P61981 Q04917
P11142 P31689
Q5RKV6 P11474
Q00597 P06493
Q9C0A0 Q02410
P15498 P04049
P11021 Q0P6H9
P46977 Q9NQX7
P17252 P60983
P11831 P48443
Q02817 Q9Y4G2
P33151 Q9NPB6
Q9UMX0 P25686
Q9Y297 P25963
P53396 P17612
Q92905 Q16665
Q92793 Q14676
P06400 P49716
Q9H221 Q9H222
P12931 Q8WU20
Q96QK8 Q9Y4Z0
Q8N5J2 O95777
Q9H4E7 P61586
P51153 Q9HAU4
Q9UKR5 P56282
Q8TDC0 P35609
O00189 P08962
Q9NQX5 Q01094
P84022 Q9HCE7
Q9NZC3 O15492
P17252 P04049
O00401 P50552
Q9UJA2 P33993
Q92845 Q02779
P68400 P60983
P30153 Q9Y5P8
P25098 P49407
O00482 P02768
Q9HAP6 Q14500
Q9NRS6 Q96BY9
O15550 O15198
P38398 O60684
Q9Y566 Q13813
Q15382 P15056
O94972 O95990
O15235 Q13432
Q15038 Q9NRR5
Q13114 P62070
P05783 Q15834
P08754 P09326
Q7L804 P62491
Q13219 P22692
Q16531 Q8N5D0
Q16576 O43463
Q6XZF7 Q96F07
Q16659 O14980
P18545 P12931
P23142 Q9Y3A3
Q9BRC7 Q9UI26
P30626 Q13936
P17612 P11137
P17612 Q9UD71
O75886 Q969R5
Q8WTR7 Q14493
P46109 P22681
Q96ST3 P35232
P41143 P04899
Q13464 P30304
P06401 Q13105
Q9NY61 P10636
O75618 P05783
O60507 Q14242
O14558 P61981
Q8WXF3 Q9HBX9
Q92870 Q9HCE7
P17676 P06400
Q5TCY1 Q13885
Q9Y3C5 Q6ZVM7
Q9UBU7 Q13416
P43403 P19174
P67775 P08100
Q96ST3 Q9UKV0
P17676 Q12778
Q9UNP9 Q9HCS7
P0DPB3 P35240
P46109 P28906
O15492 P11488
P35125 Q14CW9
Q15139 Q02156
Q05193 P35080
P22681 P29376
P17480 O15446
P24941 P06400
Q9UJY5 P84022
Q00535 Q9UD71
P01100 P19838
Q9P286 Q9NR12
O15130 P01303
Q92754 Q99966
Q96EC8 Q9BWQ6
P10721 O60674
O75582 Q09472
P51693 Q9BVJ6
P16671 P05106
Q96QT6 Q9UBU8
P20226 P42858
Q8WYP3 O00499
O60716 Q14247
P51532 P38398
Q99436 Q9Y244
P10244 P24864
P22670 Q13485
Q13228 Q9Y2S7
O00212 Q15796
Q9BQ66 P15622
P17542 P23771
P54257 Q5UIP0
Q04206 O00221
Q06187 P25445
Q16514 Q12962
P54257 P42858
Q9Y285 O43390
P06239 P14784
Q9UN74 Q5T3J3
Q99814 O00327
O43747 Q8NFT8
Q13177 P07948
P14672 P48735
P27448 Q99959
O75530 Q15910
P23468 P23469
O14788 P09237
Q16718 Q15038
Q8IUW5 Q969Z4
P62316 P00533
Q155Q3 O15169
P20591 Q9Y210
O43683 O95376
P20151 P01011
P35462 P62166
O94776 Q01826
P32242 Q9UKJ5
P10276 Q9UKP3
P16870 Q9Y3C7
Q9HAU0 Q9Y4Z0
P25208 P67809
P29475 P08588
Q9NNX6 P13598
O75334 P23468
Q6W2J9 P56524
P98164 P06858
P22626 P08621
Q96LA8 P17096
P17612 Q99759
P61981 Q02241
O43353 P63279
P14921 P04150
P14618 O95897
P04637 Q13547
P03372 O60563
P29323 P01100
Q15744 Q01094
O95400 O94906
P49757 P32004
P31785 Q01113
P49366 P32969
P22681 P31946
Q9H4B6 Q13188
Q14055 Q8NC60
Q9UBW7 P12757
Q13573 Q9H1I8
P61006 O60828
O95551 P25942
Q99717 Q13485
P17612 P17600
P01189 P32245
O14746 Q04206
Q9NVC6 Q15528
Q8IU57 Q8IU54
Q9NVD7 Q13418
Q15393 Q9UGY1
O95835 Q15942
Q13443 Q05655
O14543 P07333
O94992 O60563
Q6EEV6 P55072
Q9UHC3 Q96QZ7
P45984 Q12968
O00308 P05549
Q9BQG1 P60880
O00311 P49736
O00170 P27540
P20023 Q00839
Q86YM7 Q92736
P17676 P19838
Q9Y2U5 P62258
Q08345 Q06124
P19174 Q7L0Q8
P62310 P62304
P53602 O14775
P17643 P14679
Q92806 P21917
Q86WC4 Q9UGC6
P25445 P29350
P62140 P06400
Q9NZU7 O00555
P51959 P00403
P09669 P21246
P12757 Q16557
P24385 P35251
P09104 O43768
P42566 O95630
O14713 P05556
O95477 O15085
P18084 Q14192
Q13489 P42574
P36957 Q8WVM8
Q5JQC9 P31323
Q9Y3C5 O95208
O43747 Q10567
O94806 P49840
Q8IZP0 P20929
P06756 P14543
P27986 P07949
Q00722 P50148
Q9HAU5 P60842
P42345 Q8TAI7
Q99717 P54687
P00918 P48751
Q9NZJ5 P05198
O94829 P61326
Q9UPV9 O15294
P62310 Q9BVJ6
P06241 P22681
P24588 P63252
Q9UER7 P29590
Q15813 P68366
Q05586 P51812
P26447 Q13432
P30622 Q15555
Q06124 P42229
Q9H0F7 P60468
Q00839 O15399
Q8TBC3 Q96B97
P08697 P00747
Q9BXK1 Q96ST3
P43351 P63165
P00533 P52735
Q9BQ66 Q9H9D4
Q04759 P32942
Q92793 Q14192
O95967 P04637
Q13620 P10275
P22607 P21781
P04899 P25025
O60383 Q16637
Q03181 O15198
Q04771 Q9H0T7
P22459 P21673
P14672 Q15067
P09016 Q09472
P27540 O15198
Q9UIG8 O14745
Q9Y210 P12931
Q14749 Q9GZT8
Q7LBR1 Q08945
O14744 Q9NTK5
P47756 Q9P287
Q96A23 Q5TB80
Q9UIV1 P06493
P56704 Q9UP38
O76080 P54727
P48995 Q13873
Q7Z418 P37173
Q03135 P29474
P11474 Q15788
O95150 O95407
Q9UK45 Q16637
P56524 Q06413
Q9UPT6 P04049
O43615 Q99595
O95243 Q13158
P14867 Q08209
Q14050 P02458
Q13224 P19174
P61981 P52272
Q8IXK0 Q9NW68
P55008 P13796
Q13133 Q9NX61
P06241 P15391
Q9ULB5 P55289
O00311 P33992
Q6X4U4 P22004
O60260 Q13224
O14978 P57086
Q14005 Q12879
Q13418 P62328
O95084 Q9H0H5
P12814 Q13426
P07384 O14744
Q9Y2P4 Q0P6H9
P29375 P20226
Q9HC98 Q13485
O43261 Q9P2H0
P36957 P35080
Q9NP31 P35968
Q9UHP6 Q13485
P19419 P63279
Q9ULJ8 P31321
P63261 P60709
P37198 Q9GZY0
P17861 P01100
P62508 Q9UER7
P63167 Q01813
P16870 P06307
P68400 P55010
P55851 P27348
Q7L5N1 Q93034
Q12933 P47897
P22607 Q14181
Q05655 P28329
O00330 Q09472
P62070 Q13485
Q6Y2X3 P30556
Q07820 Q92934
Q9BXS5 P11279
Q05516 P13994
P15173 P41134
Q5JY77 Q9Y483
Q15019 Q14141
O75676 P28482
Q86UR5 P20336
P69849 Q969V3
Q5SXM2 P14859
Q9UBD5 Q13416
P35222 O15105
Q92796 Q8WXI2
P36897 Q9C0J8
O14662 Q15836
O00231 Q5T3J3
P01563 P17181
Q9Y250 P06493
P49841 P24864
O60494 P02768
O43432 P06730
P27361 Q15583
Q04912 P12931
O15145 Q86YJ6
Q14469 Q9NPI8
P10074 Q92997
Q99959 Q02487
Q14934 P63104
Q5T1R4 Q13077
Q9UBI6 Q9HAV0
P12956 Q9BXJ9
O95477 Q5T2W1
P84103 O14646
Q9Y3M8 P04035
O14530 Q9P2H0
Q9UPQ3 Q02108
P21917 P62993
Q13422 P63279
Q9NQW7 Q14181
O15111 P21580
Q9ULB1 P58417
Q9NYG2 P18507
Q13829 P29317
P17612 P04150
O00560 P18827
P41743 P51617
Q9NPG2 P14415
Q9NZ52 P11717
Q99665 O60674
P46940 P17612
P02751 P14780
P06729 P20963
O15205 Q13257
P30304 P24941
P55895 P15918
Q9NWQ8 P43405
P0DI81 O15247
Q99972 P30613
O75676 P18846
P02768 Q9Y383
P63167 Q9Y2B9
Q12933 P08138
Q71F23 P58340
P42345 P40763
P00167 P04798
P01703 Q9NRR5
P45984 P15336
Q9Y6Q6 O00463
P38398 Q16666
P08727 P23258
Q92733 Q01130
Q96RR1 Q9H8T0
Q96F07 Q06787
P50750 O00267
Q8TEW0 P41743
O60343 Q96L91
Q8WV28 P29350
Q13123 P37198
Q92793 Q13485
Q9Y6X2 Q15596
Q14722 Q12959
P05154 P00750
Q9ULB5 P55291
Q13191 O60504
P07737 Q9UKR5
P43364 Q8TDX5
P19320 P15311
Q8WZ42 P21333
P27361 P05023
Q00577 Q01094
Q9GZS1 O15160
Q9UHF0 Q99689
Q86X95 P23193
Q13901 Q9Y618
Q93009 Q2M1K9
O95372 Q9Y3C7
P55854 P05412
P17612 Q93034
Q14566 P49736
Q16594 Q12962
Q9Y333 O15116
P00533 P10275
Q6EEV6 P02545
Q9BXH1 Q92843
P12931 P35968
P13598 P15311
Q9BPU6 Q14117
P07948 P67870
P61981 O75643
P78364 O75496
Q8TD16 P20340
Q13177 P08670
Q16891 Q9UFN0
P17612 P20941
P12259 P00734
O76076 P11717
Q9Y6D9 Q9Y2J4
Q92793 P11831
O75807 Q9Y496
P35222 P08581
P24593 Q9NRX1
Q16629 Q16630
Q02410 Q00975
P19793 Q13133
Q8N3C0 Q15650
Q92731 Q12802
P61981 Q14204
P19793 Q12756
P56693 Q5T230
P22681 P05783
Q13432 Q8TF65
O94985 Q9H0B6
P45973 Q13263
Q15669 Q12809
P06239 P16885
O75342 P13647
P49757 Q02156
Q9UJY4 Q9UMZ2
Q16539 P03372
Q9NYN1 P36897
Q13177 Q99962
Q86UL8 P54259
P45983 P61201
P28300 P16401
P25098 P41143
Q9BXY8 P25791
Q9NS23 Q12834
Q9UMX0 P54252
Q15067 P22307
P30939 Q03135
O15392 P20936
Q96MU7 Q07666
Q6UW01 Q9NTU7
Q15797 Q96RT1
P35354 P04637
Q9Y3C5 Q96GG9
Q9UJY4 P11717
P0CG47 P54725
P50613 Q13888
P84022 O15151
Q13464 Q16555
Q07820 Q9BXH1
P49802 P27348
O95136 P63096
Q99959 P35222
Q9Y3C5 Q9H201
Q6GQQ9 Q9Y4K3
P31946 P84103
P10124 Q9NRR5
P56199 P21941
P57086 P28698
Q9HAP6 Q13002
P31994 Q92835
Q13137 Q8N715
P50613 P03372
P48039 P26641
Q13133 Q07869
Q9Y2X7 Q9BXP5
P28482 P08047
P40763 P42229
O43318 P52564
P07339 P17936
O95477 Q8TDM6
Q13485 P10275
P06858 P11597
P25685 Q00597
Q9BQ52 Q9H1I8
Q9HAU4 P48307
P11831 P28324
Q8IXI1 O95405
O14798 Q6UWE0
O43294 P62942
Q9UMX1 P09651
O14893 P08621
P40337 P02751
Q13449 P04156
P04083 P00533
Q96QF0 O95716
P18031 P25963
P16234 P09619
P68104 Q15102
P28799 P03973
P15502 P08246
P04637 Q8NA92
P46109 P27986
Q8WTS6 Q12962
P62491 P50395
Q15173 O15169
P54253 P16383
Q6ZS82 O75916
P29400 Q8N5U6
O60563 Q4V328
P62714 P10636
Q9Y2M5 Q9P2H0
P62330 P20309
Q9Y3I1 P63208
P48736 P25098
Q12955 Q13158
Q14831 Q71U36
Q96SI9 P19525
Q9Y5X4 P50750
P00734 Q04756
Q9NQ87 P84022
P29590 Q6ZW49
P24158 P30740
O43707 P06396
Q9H9D4 Q9NY93
Q9UGJ1 Q8TES7
Q9Y2H1 Q9Y6E0
O60732 P49406
Q92583 P19320
P41134 P13349
Q9UQM7 P00533
O15539 P50148
P08670 Q7L190
Q86XR7 P51617
Q12959 P0DP25
P30153 P10809
P06127 P20936
Q9Y6K9 Q15311
P55851 P63104
Q9NZ52 Q15276
P78344 P06730
P15502 P35556
Q12846 P20339
Q9UBL3 Q13432
Q14524 P22681
Q14289 P43405
Q9Y618 Q03181
P78364 P11142
Q9NZD4 P0CAP2
P61981 Q9NRI5
P10275 P06396
P46379 O95163
Q13526 P67870
P05556 P08069
O00623 P50542
P12757 O75376
Q7Z7C8 Q16514
Q92995 Q5T0N5
P08865 P23229
P56945 P08631
Q9UIF7 P27694
P78413 P10276
P61981 P04049
Q13330 Q13547
P78552 P35225
Q99614 P50148
Q9H0E2 O00206
O00220 P02458
P52597 Q09161
P61978 P41240
P08235 P68133
P41180 P21333
Q9GZT8 Q9Y3Q8
P63208 Q9NRD0
P12830 P10586
Q9Y561 P63244
Q86UP0 O60716
P29320 P40763
P49023 P20936
P19784 P55087
P03372 P17275
Q15811 P60880
Q96KC2 Q13485
Q92597 Q96KP4
Q16891 Q9BQ95
Q9NWA0 Q9ULK4
P55211 Q13489
P48742 Q9NVW2
Q6UXI9 P53708
Q01780 Q9Y333
P33151 P08670
Q13275 P04278
P68104 Q96IZ7
Q13190 P55072
Q92834 Q9UQE7
O14717 Q7L5N1
Q92997 O15169
Q9P202 Q13402
Q13185 O15164
O14745 O43572
P83369 P14678
P04406 Q16566
P62324 P10828
Q8WTS6 Q71DI3
P21589 P60709
P14653 Q09472
P11142 P05062
P27348 Q04912
Q9NQT5 Q9NPD3
P43487 P62826
P16989 P25208
P19838 Q9Y297
Q8NEB9 Q00169
P19174 P06241
P55036 Q8NHQ8
Q96JH8 A0JLT2
O00238 Q9NRW1
P45983 P04637
P27635 P62380
P52799 Q86YM7
P56524 Q9Y230
Q15596 Q969G3
O14798 Q9Y2P4
P78527 P04637
O95239 Q9UNY4
P63167 Q14204
P13521 Q9NRR5
P06753 Q9BQD3
P49023 P23229
Q07866 Q14990
Q96HC4 Q02156
Q70J99 O00194
Q99578 P55196
P51168 Q16623
P56645 Q16526
Q2QGD7 P55055
Q96RT1 P04626
P14598 P10253
P52298 P52597
P02794 P51116
Q13322 P04049
Q96NW7 Q8WXI2
Q7Z589 P51587
P05783 P13647
Q8WU20 P22681
P03372 P00533
O14933 O60260
Q9UI36 Q99504
Q13136 O75334
P19174 P07949
Q96A23 Q96G01
O14893 Q07955
O00444 Q5VWP2
Q03135 Q13418
Q15796 P08621
P56539 P32418
P18848 Q13227
Q05516 Q9UJX4
Q13526 Q9GZR7
Q9NS23 Q13885
O75925 P18031
Q04724 P84090
Q86VF7 O60662
Q9Y5X3 P53675
Q15223 Q8TEW0
P55212 P11387
P19429 Q13219
Q9UHE5 P36897
Q92598 P22314
Q8TDB6 Q86Y01
O00238 Q70EL2
Q08380 P09382
Q92597 Q92499
Q9ULV8 P62993
Q92831 Q15788
O43865 Q14643
Q13029 P06400
P08603 P01024
P04637 O96017
Q15742 P18146
P28074 P27986
Q96FE5 Q9BZR6
Q9HCE7 O14980
P49848 P21675
Q9BT92 P05787
Q86SQ9 P61916
Q15834 O43663
O14745 Q9H015
Q12772 P41235
P00491 Q9GZT6
Q5VST9 Q8WZ42
P53350 O96017
P05412 P03372
P49005 P62312
Q8IYB3 P61981
P51587 P24864
Q9NPF5 P49758
Q9H427 P61981
P63279 Q13547
P00533 P0DP25
P39748 P24941
P19099 P10109
O14978 Q9Y5B8
O75558 O00161
P54257 Q8N8D1
P02751 Q13485
Q04759 P31749
P01178 P30559
P07384 Q07817
A6H8Y1 O43298
P06241 Q13191
Q08828 Q08462
Q86X55 Q09472
Q9UKG1 Q8NEU8
Q92793 O75175
Q8N8S7 Q8IZP0
O14530 Q9Y2X7
P20366 P25103
P98155 P02649
Q8IUD2 P61981
Q04724 Q8N5U6
Q13200 P62191
P07711 P15289
Q05086 P62253
Q04917 Q9BYG5
Q8N6T3 P53621
P57086 O95125
P41743 P04083
P21673 O60512
P35968 P29992
Q92743 Q7Z4F1
Q9HAP2 Q9UH92
P0C0L5 P17927
P54257 Q16891
O00339 P29400
P52657 P20226
P51116 Q06787
Q04206 P42224
Q9H8W4 Q9UL45
P17252 P49840
P49888 Q9UKR5
P15336 O60934
P68104 O43261
P14780 P10145
P20042 Q9Y4G2
Q9NYS0 Q15653
Q13002 P19022
P11171 P05067
Q9H9Y6 Q15653
Q13023 Q92736
Q13427 Q9H307
Q96T83 O15126
Q99608 Q8NG27
Q12981 Q07817
Q14145 Q13402
Q8TDC0 P12814
Q92997 P78337
Q09472 P06454
P40763 P51617
P36897 O15205
Q9UMR7 P29350
O60383 O00231
Q9UGJ0 P54619
Q7Z6B7 P60953
Q86VP6 Q13616
P17612 P08236
Q06124 P35568
Q9H4M3 P63208
P17509 Q09472
O95835 P53667
Q7LFX5 P08631
P17174 Q9BXJ8
Q96PQ1 P29350
P30154 O43815
P54253 Q9Y6R0
Q9HCN4 Q9UBB5
P54259 Q9UQB8
O75052 P17600
Q9UK53 Q04917
P36542 Q14181
Q92831 P22736
Q05586 Q15700
P06241 P20916
Q8IZH2 B2RD01
P32456 P21673
P54646 P41235
Q9HB71 P25815
P15036 P23771
P55212 P42858
Q15119 Q15118
P25490 P08047
Q86UR5 P21579
Q9UKW4 P61586
P09619 P42224
Q9H211 Q13309
Q14164 P08238
Q658K8 P26641
Q13158 O60936
P08670 Q9UI14
Q92904 Q96EP5
P30279 Q00535
Q13255 Q13885
Q14005 Q9NSA2
O15399 P36507
Q06495 P40855
Q15759 P10415
Q8WU20 P10586
P49841 O15169
P02766 Q15109
Q04912 P31946
P23458 P62993
O95831 Q15047
P05362 P11215
Q17R89 Q9UK76
P46108 P35968
P17252 P15382
Q16623 Q9Y345
P49848 P33076
Q15796 O14964
Q9NSB8 Q14643
P19012 O14639
Q8N668 Q7Z4G1
Q9NXK8 P36897
Q9ULB4 P55285
Q8TD16 Q14203
Q96CW1 P55087
Q13432 Q7L099
O95841 P10588
Q15256 P28482
O95166 P02786
O43193 Q02643
P63010 P36897
P05155 P00734
P45984 Q9UIA9
O95166 Q99928
O14757 Q13485
Q12840 Q15596
Q9HAU5 P62851
Q9UK41 P62987
Q15047 Q9H0E2
Q8NET5 P43403
P38432 P61289
P31749 P12268
P01344 P14735
P41595 P50148
P12757 O60437
P01222 P01215
P48730 O95295
P48443 P22736
Q9Y6R4 Q06124
Q99972 P62736
Q96CD2 Q96BT3
P27487 O14625
O00186 Q12846
Q9BUE0 Q9NWA0
O00560 P42261
Q9NRM7 Q13188
P62166 Q86UW9
Q9NPI1 Q16778
P62820 Q86TW2
P49759 P02686
Q16760 O00165
Q9NTJ3 Q15021
P21802 Q14289
Q12972 Q15047
Q8NBZ7 P31749
Q13387 P45983
P09769 P49407
Q8TCX5 Q969H4
P03952 P26927
