O43561 Q13239
P43250 P20309
O15162 Q86UW9
P17612 P15924
P06401 Q9Y6Q9
P48729 P36897
P29590 O15379
P04049 P01116
Q99962 Q96B97
Q9UHP7 Q12918
P26641 P55316
Q14114 P78509
O14757 Q13616
Q9P2R6 O95967
P68400 P30305
Q9ULB5 P55289
P17252 P49840
Q15796 P10644
P49841 Q14103
P04632 Q15052
Q99750 Q9BUY5
Q02410 O14936
P29350 P19235
Q14203 P52732
Q9BVW5 Q9UNS1
O15198 Q9P2E9
P28074 Q9Y244
Q15788 Q04917
Q66K89 P06400
P34998 P50148
Q13158 Q9Y3A3
P16519 P20382
Q9UKY1 P37837
Q9BVP2 Q9H1I8
P63244 P23458
P04083 P00533
Q00577 P06400
P42680 Q06187
Q96MU7 Q07666
Q96CW1 Q59EK9
O95613 P0DP25
P98082 P37173
Q9H6P5 P52655
Q02779 P42858
Q15788 Q92793
Q5RKV6 Q96LL9
P62258 P49796
P13612 Q13477
Q15599 O15530
Q9BRC7 Q9UI26
Q16539 P49790
Q15833 Q16637
P35240 Q92574
P06493 P30304
Q9UI36 Q99502
P38432 Q9NR22
O00308 P31785
Q86UL8 P35222
Q92834 Q9UBX3
Q8WTR7 P83369
P36873 P04049
P84022 P62877
P38432 Q9NRM2
P21796 O43521
P62258 P08069
O14745 P15311
Q12988 Q6X4W1
Q13415 P49736
P22460 P16389
Q8IUH5 P21579
P54253 P36956
P20827 Q15375
Q13045 Q9Y3R0
Q58WW2 Q15796
P19256 Q15011
Q01844 Q8N684
P02751 P02741
O14939 P09972
P62736 Q92793
Q8NFZ5 Q02763
P08670 Q7L190
Q07890 P01112
P62258 P05783
Q9UJY5 Q6ULP2
O96017 P30307
P28799 P03973
P43119 P29992
Q8NDI1 Q9H4M9
O43148 P52292
Q6EEV6 P30101
P54753 P55196
Q05513 Q8IX03
Q15365 Q9NR12
Q92797 Q00613
Q9Y6D9 P61244
Q12933 P08138
Q13627 P31946
P27361 P25098
O15105 Q9UII5
P55316 O75593
Q8N556 Q02156
Q07011 Q13077
Q13794 Q05516
Q969P5 P63208
P41134 P15884
P50616 Q99717
Q9NP84 Q13114
Q16665 Q13547
P52566 P15153
Q9UKT7 P63208
Q9NZN5 P08069
Q86UQ8 Q12800
P14598 Q86UR1
Q96P71 Q99767
Q9Y2X7 P42858
P20073 P05771
Q12888 P16104
Q9H8V3 P84095
Q9NRR5 P50454
Q6VY07 P11717
Q99704 Q9HD43
P01031 P01024
Q9Y3C5 Q7Z6Z7
Q92834 Q92845
P61981 O43896
P48552 Q07869
P06239 P14784
Q00403 Q04206
Q02535 Q99081
P56524 Q9H9E1
Q15369 Q15370
Q9NZI2 Q9NSA2
O96011 P40855
Q8IUC8 Q15477
O75618 Q92851
Q92574 P14635
O94762 Q9UQF2
Q16513 Q12923
P16298 Q13469
Q12933 P25942
P26447 P35579
P61981 Q5SW79
Q9HCN6 P02741
P51812 P05783
P06213 Q99704
P32927 P10721
Q99759 Q99683
P31994 Q92835
Q9UNY4 Q14919
Q06124 O95297
Q99259 Q05329
Q9Y6R0 P42566
Q06187 Q99755
O75528 Q09472
P50570 Q9Y262
Q09472 Q15788
Q8N8S7 P07737
P06729 P01730
P19235 Q13480
P04406 Q06830
P49757 P24723
Q13547 P19838
P08311 P01024
O60675 Q14494
P06858 Q7L5N1
Q9UJW3 Q9NRX4
Q9H2G9 P61019
Q08211 P11388
P31150 Q9NRR5
Q7LBR1 Q08945
P26045 P43403
O95425 Q9Y383
Q9UK53 P31947
O15294 Q9H1M0
P63010 Q7Z3B4
Q15047 Q13263
P48059 P62328
Q9Y580 P84103
P68032 P07384
P02787 P27824
Q5THJ4 Q8WXG6
P06239 Q9H4E7
Q99750 O60269
Q5T124 P61587
Q13131 O60825
P06401 Q14498
Q00994 Q9NP79
Q14344 P35241
P50148 Q06187
P51159 Q5RL73
Q9Y6W5 Q9NYB9
P21917 P62993
O75344 Q9Y5B8
P41594 Q86YM7
Q4V328 P42261
Q93009 Q53GL0
P55899 P02768
P31749 O15360
P35228 P15153
P11940 Q15365
Q96LR5 Q8IWT3
P12931 Q92731
P02751 Q5TAT6
P19012 Q9BT92
P51168 P37088
P31947 Q6ZU52
P62258 P11388
P40763 Q14765
Q8IWL1 Q8IWL2
O60763 O15498
Q15003 P40121
P51959 P04637
O43150 Q96B97
Q92878 P49959
P54259 P61289
Q92696 P62820
P50336 P54257
P51116 O60232
O15151 P63104
Q8N6T3 P84077
Q13478 Q14116
P12931 P04049
P12931 P15529
Q15653 P52434
P13984 P53567
Q96G25 O95402
Q13111 Q9UIS9
P48059 Q9HCE7
Q8IX12 Q92851
Q13191 Q16526
P49841 Q9Y6H5
P08567 P36897
P10828 Q9H0E9
Q15648 P15976
Q99558 Q12933
P28482 P19235
Q13643 O95600
Q8WUH2 P36894
Q13794 P02775
O00214 P05556
P16234 P46108
Q9NQ87 Q6VMQ6
Q96BI3 Q92542
Q96PU5 P68036
Q13162 Q9UNY4
O95751 P51116
O77932 Q8IZH2
P20333 Q9BXW9
P24941 Q02535
P08151 Q13627
Q12802 P50148
P21802 P12034
Q86U06 Q9P2H0
P12931 P13688
O75340 P48023
P28072 P22087
P42574 Q13188
Q04206 O43318
P59190 P47224
P19174 P04626
P84243 O60264
Q15648 P10275
Q15843 Q13564
P56537 Q13438
Q9UNL4 O95251
O00499 Q9Y2H0
P43403 Q9H4E7
Q13618 P24864
P78504 P46531
Q15303 P04626
Q92922 P04150
P08514 P08123
Q8TEQ6 Q16637
P20340 Q13439
Q8TC92 P49888
P36957 Q05516
Q13464 P14136
P51114 Q5T3J3
Q12851 Q12933
P08631 P40763
P01100 P84022
Q8N3L3 Q12846
P28482 P54829
Q01362 P62993
P22455 P40763
Q9Y4K3 Q99460
O14976 Q00610
P43088 P43116
P37198 Q9GZY0
P36406 Q15438
P0CG12 Q9BVC3
P51668 O15151
O15198 Q9UIQ6
Q9UBX0 O75376
P27348 Q04912
P11474 Q92786
Q96E40 P49903
P78364 Q8IXK0
Q8IYF3 Q7Z6G3
P32242 Q93062
Q09472 Q15672
P10451 O43765
Q13177 P17600
Q8WV24 Q13310
Q9Y3A3 Q9BTT4
P07237 P04156
P60033 O14817
Q92793 Q14192
P55072 P25963
P12544 P26583
O95502 P47972
P27824 P02730
Q99750 Q8TC90
P05106 P02751
P09237 P01009
O43707 P29274
P49841 P04637
Q15154 Q9NYB9
Q8IUC6 Q15629
Q05513 P35568
P12931 Q13813
P11142 Q8IZP0
P51668 Q9HCM9
O00165 P14317
P54252 P29466
Q01844 Q8WWF6
Q96SD1 Q92878
P78527 P15927
O14807 Q8WWW0
Q9BT76 O75841
Q93009 P04637
Q99436 Q9Y244
Q13163 Q05513
Q9HCC8 Q70Z53
Q9BZ71 Q14289
P06239 Q13094
P39880 Q9BQ52
O15162 Q96LJ7
P45983 P40763
Q9UQB8 Q12929
Q04637 O95405
Q04721 Q96JK9
Q9P202 Q9HCJ2
P12931 P20823
P52655 P20226
Q92956 Q13077
P08631 P20936
P63104 Q16613
Q4VX76 Q9ULB1
P16333 P21917
P28074 P25788
P26006 P05556
Q15596 Q07687
Q16594 P78545
Q16206 P43364
Q9NRG0 Q9NRF9
P42773 Q9GZT6
Q9Y5K6 P22681
P56817 Q92945
P61956 O60229
O43432 P11940
O43157 Q03164
P11362 P13591
O14490 Q12959
P05452 P00747
Q9HBM1 O14777
Q12981 Q07817
O75886 Q969R5
O00631 O14983
Q9NZD4 P0CAP2
P08670 Q8IYB7
P10082 P49146
Q04917 Q9BYG5
Q9BTV7 Q00526
Q13485 P36897
P14317 P11912
P98164 P05121
Q14289 P23458
Q08397 Q9UBX5
Q8IVH2 O15409
P26368 Q7Z7J5
P17600 P19174
P54257 O60925
Q9UK53 Q04917
Q8N1W1 P62258
Q8IXK0 Q9BUB7
Q9UQB8 Q9UKR5
Q13576 P84095
P12314 P02741
P29966 P30419
O75914 P04049
Q96HF1 P04628
P50750 Q12933
Q13422 Q13547
Q9Y6Q6 O14788
P11473 O43593
Q96BD8 Q8WVK7
Q92831 P14316
O15294 P68400
P33981 P20160
P16870 Q12789
Q8TD19 Q8TD16
O75925 Q05193
Q96JH8 A8K8P3
P51116 Q7Z6G3
Q13616 Q01094
P19237 Q15834
P23946 P05305
Q9Y3C5 Q7Z3T8
Q8N2M8 P84022
P08648 P04626
Q8IYW5 Q96MP8
Q16602 O60895
P61978 Q08881
O00238 P22004
Q15910 Q9Y2U9
O60260 P41220
Q9Y4K3 Q05513
O75330 Q9ULW0
P30281 P11802
P36575 P08100
P61981 Q9Y6A4
Q9BWF2 P20333
Q9UKX7 P52292
P05161 Q9UMW8
Q7Z3Y8 P08069
O94985 P04156
P07711 P01266
Q8WYR1 P48736
O00429 Q9NTG7
P17600 P46108
P10827 P35637
Q02779 P13688
Q9HAW0 Q08999
P15090 P08670
Q13794 Q07820
P09467 P56134
P62979 P36897
Q9UNE2 P20337
P42229 P00533
Q9H2V7 P10415
P54259 Q15654
P23297 P16615
P16989 P28482
P43364 Q52LW3
Q96PF2 Q9UJT2
O00203 P48729
P78396 P12956
O43463 P06400
P56524 O14593
P35520 Q9NP79
P27361 Q9UQC2
Q9UPT5 Q8WWV3
P62993 O14492
P19174 Q9UN19
P45983 P01112
Q07954 P05067
P13727 P04141
Q9Y4K3 Q9NQC7
P17252 P29350
P42773 O60383
Q8NHU6 Q00537
A5YKK6 P37231
P00533 P53675
P06239 P15311
P40763 P29590
Q8WVM0 O00411
Q14520 P29400
Q96IZ5 Q86SE5
P04629 P19174
P54253 Q53G59
Q96QZ7 P98164
P42330 Q5T3J3
Q92831 O95359
Q96SB4 P61981
P17612 P17181
Q9NWT1 Q9HCE7
O75530 Q92800
P29317 P62993
Q92793 P42858
Q9NPH3 P51617
Q9NTM9 Q9H1I8
P31946 Q99570
P50570 Q15811
O14641 O14978
P04271 P17661
Q15276 P20339
P22455 P12034
Q9BR76 O15144
Q99708 P06400
P0C0L4 P17927
Q9Y490 P26010
O60507 P41597
Q9Y3F4 Q16637
O75376 P04150
P05155 P00736
Q9Y3C7 O43261
P23443 P62753
O60282 Q15596
Q9ULH1 Q9UKS6
P36957 P68371
P46108 P42229
P21796 Q07820
Q96G01 Q13561
P61201 P55789
O94972 O43663
P78337 P28069
O75925 P03372
Q01844 O00330
P98095 P13611
P16455 P68400
O15162 Q96RN5
Q9P021 Q9NRR5
Q13563 P35609
O95071 Q14974
O43395 Q969Y2
Q15645 Q9NRQ2
Q99569 Q14574
Q9UNF0 Q9BY11
P51449 Q13541
P20340 P82094
O43739 Q969H4
P68400 P61244
P06400 P63244
P22415 P15407
Q9UKY0 P08865
Q06190 P09429
Q9NWT6 Q13547
Q09472 Q9Y6X2
P14136 Q9UGJ1
P05091 Q96ID5
Q969F0 Q12933
P00533 Q99075
Q9Y6K9 P21580
Q00526 P38936
P08571 O15455
P12757 Q96RL1
Q13219 O15198
P52597 P31943
O15399 P05129
Q12866 Q14393
Q5TZA2 Q6P597
P51398 P10275
Q86WC4 P51798
P34903 Q9UMX0
P01033 O94762
P48788 P60709
P09382 P05556
P22459 P35609
Q9UGK3 P12644
Q01780 Q15155
O95155 P55072
Q14847 P68032
P20916 Q14050
P16144 Q03001
Q92793 Q03164
Q15596 Q04917
Q04206 P09429
Q92628 Q8N357
Q9UHD8 Q14141
Q13217 P58753
P53618 Q02156
Q14974 P49792
Q15643 P27540
P31946 P21580
Q04759 Q5JVS0
Q01844 Q9NYG2
P61764 Q96C24
Q9H427 P63104
Q8N556 P05129
O43491 Q13813
Q92913 Q9UQD0
P62979 Q9HCE7
P17706 P06213
Q9BUZ4 P08138
Q13485 P17098
P28799 Q96AQ9
P45973 Q13263
Q03167 P32121
P18031 P51692
Q12959 Q92796
O95967 Q9NRR5
P48995 Q14573
Q86X55 Q04206
Q9Y620 Q9UJX2
P27986 O60603
Q07954 P01009
Q96MP8 P62979
Q9UP83 O15553
P11388 Q96SB4
P20226 P25208
Q09472 Q14839
O00471 P62330
P27448 Q15560
O15259 Q14289
Q92994 P68400
P05060 P17480
P43364 Q7Z614
P62195 P17980
Q92973 P49792
Q9UM13 P84022
Q07869 Q96MF2
P63165 P01100
Q9H4G0 P27348
Q16270 P01308
P04637 P42858
Q9HBH9 P06730
Q01892 P20226
Q8N122 P23443
P08253 P10915
P03951 P14210
Q5MIZ7 P60510
Q96CG3 Q9GZT8
P17252 P04049
Q9UMR7 P29350
Q9NZ52 P56377
O43684 Q13547
P78559 P46821
O75694 O95405
Q12906 P35637
P09493 P60709
P63167 P68032
Q15583 Q15796
Q14344 Q03113
P29972 O95967
Q15796 P35222
P27361 Q02750
Q14031 P07093
O00590 Q99616
Q14191 P78527
P50750 Q15078
Q13224 Q06124
Q14257 P46379
Q01844 O94972
P29597 P18031
Q6EEV6 P63244
P17480 P35568
P61601 P68366
Q15797 Q01844
Q15542 P21675
Q86YT6 P53355
Q86UW6 P46934
P16220 Q9UKR5
Q9NZW5 Q13868
Q6ZVK8 Q96CG3
P49674 Q9Y620
P61604 P05091
Q09472 P62826
O43261 Q7L5N1
Q9Y5P3 Q96EQ0
Q9ULW0 O14965
P17612 P46020
P00558 P04406
Q96PF2 Q92734
Q15796 Q96FJ0
P00533 P62993
Q9UHJ3 Q8IXK0
Q01167 P60568
P60900 P53350
Q14191 P04637
O43566 P62834
Q9NZ52 P11717
P63104 P08069
Q9NVR2 P04049
O60315 P84022
O75369 P07359
P02751 Q01955
Q8NEP7 P78396
P62258 Q12809
P49736 P62701
P27361 P18545
P14373 P29590
P01903 P28068
P49023 Q05209
Q09028 Q92793
O43765 P46379
P17081 P41743
Q92731 P48552
Q9NZU0 P11362
P30926 P30532
P55010 O14602
O14948 O75030
Q7Z7K2 P40763
P40145 P67775
Q13627 Q96S94
Q9NZW5 Q96B26
Q9H0B6 Q9UPT6
Q8TEW0 P41743
P25963 P12235
O94906 P03372
P42574 P35222
P11940 Q14103
P20936 P29317
P42858 P04406
P28482 P27708
Q9UQ35 Q9H307
P46736 O75971
Q13432 Q14061
P43235 P01042
Q01094 P19838
P68400 P17677
P17252 P27987
Q9UJX2 Q9Y3Q8
P14859 Q04206
Q13114 P43489
P36897 Q9GZS3
Q15047 P11308
P04839 P19878
Q9BQG1 O00445
Q12974 P53611
Q15637 P26368
O43542 O43502
Q99558 P08238
P15923 P35222
Q92583 P19320
O60269 Q9BQ66
Q9Y2I1 P08648
P61086 P19838
P23942 P41219
Q99755 P84085
Q92793 Q9UJW9
Q14155 P16333
Q53HL2 Q96GD4
Q15796 Q92905
Q8IW41 P05412
Q03135 P29033
Q13107 P19474
P24928 Q92851
Q13432 P36404
O60264 P16220
P17024 P54257
Q9H410 Q96IY1
Q12959 O75084
P54257 Q9H079
P63172 P21796
P53611 P26374
P84022 Q9Y6X2
Q13535 O75943
P08138 P28482
P00734 P02760
P59768 Q9HAU4
Q13115 P45984
P10809 P26006
Q96Q80 P01009
Q92793 Q96JB5
Q03164 P48023
Q9Y4H2 P04629
O14832 O75674
P63215 O14775
P06756 P16234
P08246 P08697
Q92973 P09132
Q14654 Q96CW1
P04629 P27986
P78368 P16333
P57078 Q05655
Q9NY61 Q13535
Q99973 P17252
Q9NQX3 P63167
P78347 P40763
P02647 P02766
Q14974 P62826
Q9UBL3 Q9C005
P05556 P15529
Q9UQB3 P12830
P19174 Q9NP31
Q96C24 P51159
P51692 P01589
Q01344 P23458
P18206 P68133
Q99814 Q9GZT9
Q96KB5 P04637
P49023 O75914
P05783 Q9UGJ1
Q9H3M0 O95259
P31749 Q99623
Q15596 Q06413
Q05193 Q8WXK3
P05408 P16519
Q9UN37 P52198
Q9Y6W6 P45983
Q96G75 P04278
Q13094 P19174
O95873 P22607
O95163 Q9NX18
Q14192 Q12778
Q99829 Q01082
Q96M91 Q15834
Q5VWK5 P42701
Q9NQ94 O60506
P10276 P30281
P62993 P08247
Q99616 P51681
Q11130 Q9BXR5
P06899 P28300
O95870 Q96KC8
P49354 P32455
Q7L591 P07949
O43463 Q16695
Q8TEW0 Q15831
Q9NQ87 Q13571
P20916 P02458
Q6EEV6 P09104
P28300 Q07507
Q9Y5S9 P61326
O15379 Q9UKV0
Q9BYV2 Q969Q1
P22607 P08620
P60981 P63261
Q13885 O75056
P35080 Q9H0I3
Q15843 P09936
P42574 Q4V328
P43354 Q92905
P19174 P09327
Q9BZK7 Q13227
P41279 Q13546
Q13237 Q03393
Q8TB52 Q15797
O96020 P46527
Q9P2E2 O14980
Q9Y4K4 P11274
O43353 Q13077
O15379 Q09028
Q9Y3E7 P62491
Q99895 Q16816
P36897 O43541
Q9NWA0 Q6P2C8
Q13643 Q8IXK0
P04637 P04271
O43306 P54253
P15311 P60709
O00507 P10636
P51531 P04150
O00220 O14763
O75145 P10586
P05109 Q13432
P78552 Q8TDR0
P11474 Q15466
P55055 Q9NXR8
Q9HAP6 Q9UQB8
O43913 Q13415
P19012 P35900
Q9H6J7 Q5RL73
O60573 P35900
Q96C24 P20336
Q96ST3 Q13547
P06400 P04049
P35659 P05549
P32298 P0DP25
P03372 P17535
P30040 P11021
P36405 O43924
P02787 P17936
Q9NS23 Q66K74
Q16620 O14492
Q14554 Q9NRR5
P84243 P28370
Q12933 Q05516
O95972 O60383
Q96EB6 Q14469
Q13432 Q9HC52
P54253 Q9P2G9
Q9UQ13 P01111
Q99500 P63096
P16885 Q9UN19
Q15528 Q8NBJ4
Q15475 Q04724
O15105 O95625
Q04912 P62993
Q9H4M9 Q9H1K0
Q9UKY1 Q99728
Q12888 Q04206
O75970 P10721
Q4KMG0 P55291
P13598 P15311
P29400 Q8N5U6
P37198 P06454
P0CAP2 Q9BQ04
P61758 P40337
P23677 P68133
Q92793 O75925
O14511 P21860
O43597 P22681
O75832 P06400
Q9Y297 P49427
P42574 P42858
O14746 P42345
Q13111 Q9UBU7
P09211 P21246
Q7Z7C8 P21675
Q92817 P07476
Q8WZ42 P35579
Q9UHC1 P40692
Q96J02 Q9UBN4
Q99417 Q9P2K9
O95502 Q15818
Q9NV58 Q9Y6H5
Q9UJX2 Q93062
Q93009 Q96JH8
P31946 Q99759
P04637 P25963
P43686 P35998
P16234 P51692
Q96JC9 O00472
P35080 P42858
Q99626 Q16539
P78560 Q13546
P51811 P23276
Q9UMF0 P20701
Q13077 P25942
Q9BTV7 P04637
P43351 P18074
P28715 Q92759
P67775 P31749
Q8WYP3 P51148
P49247 Q9NP79
P32121 O76061
P61981 Q8N5S9
P56524 O60673
Q8N5U6 Q9GZT6
P12931 P13987
Q99417 Q99829
P78504 Q04721
Q92793 Q15796
P61513 Q5T3J3
P51116 Q9NVV9
Q9Y5P3 Q9NRR5
Q9H6X2 Q07817
P31942 P02766
P17661 P04278
P29590 O43463
Q05513 P06241
P84022 P49790
Q96QK8 Q9Y4Z0
P61981 O14924
P51693 Q99547
O95251 Q8NHQ1
Q96A00 P78368
Q15637 P36406
Q66GS9 O15198
O75582 Q92793
Q01844 P43005
Q13255 Q14643
P49137 Q8IXK0
P56693 P55854
P12931 Q9H5V8
P62166 Q9NZN1
Q9GZQ8 Q9BQD3
P10645 P00747
O75052 Q07954
P19397 P60568
P15884 O60381
O75376 P10276
Q9P2A4 Q07889
P03951 P00734
Q9P0W2 P51587
P54845 O43186
Q13619 Q86VP6
Q15717 P52294
P63172 Q13873
Q8IXK0 Q9NW68
Q9NQC7 Q12933
P15173 P41134
Q969H4 Q8NFZ8
P11464 Q9BVJ6
O75928 Q99497
Q09472 Q07869
P10244 Q9Y618
P41235 P04637
P54762 P62993
P12931 P09327
Q9P1Z2 Q92793
Q08170 Q9HAU4
Q99459 Q13415
Q9NYL2 P52564
Q16594 Q15542
Q9NSB8 Q13255
P41227 Q16665
Q9BPZ3 O95071
Q9UKT9 Q07817
P46108 Q7L190
P06858 Q9H1I8
P54259 Q92832
Q9UL26 Q15075
Q7L2E3 Q09028
Q9UK73 O14727
Q66K89 O15198
Q92574 P62258
Q9Y2U5 O14733
Q9UKX7 P46527
Q13489 Q13077
P19838 Q00653
P01138 P09237
P50461 P23409
Q09028 Q02447
Q8IU81 P14316
O75369 Q6VMQ6
P01130 P02649
P17252 P43005
Q02790 P08235
Q96QT4 Q00722
P17612 P48058
P15498 P46108
P51693 P04183
P56645 P48730
Q09472 Q03181
Q9UNQ2 Q14511
P29622 P06870
Q09472 Q12772
P31749 O15151
P17252 P04637
Q6UX06 P01024
Q01844 Q9NQ32
Q01844 Q9NRG1
Q6PIZ9 P27986
P19012 O95990
P03372 P36956
P98161 Q13563
Q12852 P21980
O60260 Q13155
Q9Y3C5 Q8IYW5
Q9UPY8 Q15555
Q9Y2T2 O43493
Q15047 Q9H5F2
Q99640 P06493
O96013 P61981
Q9BV40 P60880
O00470 P14653
P25940 P20908
Q07954 P02649
P60896 Q5JVF3
P13521 Q9NRR5
O14490 Q14957
O75419 P33993
Q16695 P21675
Q9H2K2 Q9C0C2
P68366 P01374
Q16584 P84095
P51532 P35232
P03372 P51843
Q9Y4X3 P46092
Q9BT78 Q9UNS2
P15884 P0DP25
P58546 P19838
Q9HAZ1 Q16082
Q9NP98 O15273
Q96CS4 Q00839
Q9NXR1 P23258
P03956 P35613
Q8N3X1 Q14739
P05362 P08195
Q9UGK3 P40763
Q15560 Q8NCB2
Q13043 P02686
Q99728 Q14676
O60687 P07858
Q13277 O95721
P62258 P21580
P06241 P11836
P05154 P00742
P17252 P06730
P35568 P46108
Q00577 P67809
P49336 P42772
P19235 Q04912
P34741 P01008
Q9BQ66 Q08E93
P23246 Q14192
P19438 P62993
P49798 P09471
Q15078 Q9Y3Q8
Q03181 Q92786
Q6IA69 Q92900
Q9NRF2 Q5VV43
O95751 P28698
P54253 Q70EL1
Q99547 Q9UKR5
Q99856 Q969T4
P84243 Q04725
P62140 O95405
P15498 P62993
P34998 P63096
P85298 P61586
P51532 P04637
Q99615 Q99638
P20292 P09917
Q12929 Q13155
P01112 O00212
P84022 P05412
Q6PI77 Q16537
Q8IXH7 Q8N8Q3
P00748 P04264
P43268 Q09472
P40238 Q06124
P02751 P02458
P22234 Q6ZVK8
P10145 P25025
P19022 Q92793
P51812 P05114
O00339 P08572
Q9UNE0 Q13114
P02686 Q05513
Q9H0E3 Q4LE39
Q53EZ4 P28482
Q9UGM3 P35247
Q13277 O00161
P51572 P05067
P05771 P30086
Q86U90 O75884
Q13287 P38398
Q5XLA6 Q5EG05
P35222 O95405
O00238 Q7Z6B7
Q9UDY8 Q13501
Q92731 P03372
Q04771 P63010
Q13547 P17542
P42681 Q13094
P17612 Q14103
Q9BRA2 P01308
P08581 P14210
Q9H8Y8 Q9Y3Q8
Q00403 Q00613
O15111 Q04206
Q04721 Q15797
Q15796 Q13464
P60510 P78318
P12270 P49790
Q15633 Q9UKV8
P50613 P24941
P48061 P08253
Q92481 Q9H270
Q5JVS0 Q9NS56
Q9NXD2 O15198
Q99650 P40189
P23229 P05556
Q12933 Q13158
P63261 Q16827
P04049 P06239
P78527 O15111
Q99608 P53384
Q9Y4P9 Q9H8W4
P04637 P29590
P68036 P60484
P46527 P30281
P60763 P10275
P15090 Q05469
P62070 Q9HAU4
P49768 O60716
Q96G01 O14576
P28328 Q04724
O15379 P40763
Q9UIS9 O15105
Q9UKY4 Q9Y6A1
Q15573 O15446
P30518 Q5JWF2
P50552 Q93052
P06730 P29590
O43150 P62826
Q92597 P11021
P41235 P20823
Q9UI26 P62826
Q9BQ95 Q9Y4K3
O60674 Q5TA89
Q9HCE7 Q9Y2U5
Q9UIB8 O14796
Q96P31 P43403
P43364 Q8N490
O15169 P35222
P21246 Q96EW2
P05771 Q5JVS0
Q9UNF0 O00401
P51808 Q13409
O43561 P62993
P02766 Q08345
P41240 P06239
Q15788 P10275
Q6EEV6 P30041
P15144 P30408
P48200 P67809
P98174 P60953
Q96KQ7 Q16695
P78344 P06730
P19838 O00221
P26367 Q12959
O75525 P0DJD3
Q6ULP2 O43747
O60641 O15294
Q9UBC0 Q92793
P23946 P07737
P09936 P13473
Q01469 P31151
Q92918 O43561
O95405 P37173
O76003 Q70Z53
O75888 P25445
O75334 Q13332
O15162 Q9HB63
P49789 P10809
P49366 Q9GZV4
Q15800 P54253
Q15389 Q02763
Q05516 Q14192
P49910 Q9NWS9
P06454 P14635
P04406 P61019
Q7KZF4 P29084
P61956 Q03188
P15172 P0DP25
P54253 A7E2V4
Q8N6T3 Q99418
P26641 O43927
P06729 P19397
P31269 P40425
Q9NPC2 P27348
P48745 P62875
Q8WZ19 P12004
P48023 P15311
Q16539 P62993
Q9HD36 Q07812
Q16514 Q6P1X5
P11142 P00505
P21453 P09619
P16112 O60882
Q15910 Q14181
P56645 Q16526
P84095 Q13485
P05408 Q9NRR5
Q9UER7 P26358
Q16799 Q8N612
Q92598 P00558
P40937 P35250
P07996 P02461
Q8IZD9 P46108
P55773 P32246
Q12933 Q9BT49
P11274 Q04917
P04792 P22735
P56945 Q05209
Q16566 P56524
Q9UQR1 P04637
P10275 P15884
Q8TDM6 P35222
Q02383 P17252
Q8N3U4 Q8WVM7
Q9H270 O15116
Q9Y2U5 P45983
P08588 Q9HD26
P80188 P14780
P06493 Q9NXR1
P78527 P23025
P31948 P04156
O75496 P28358
P51398 P35869
Q96A23 O75340
Q9NPC6 P16298
P17252 P10721
Q13485 Q9BQ65
P23634 Q08209
Q504Q3 P11940
P31946 Q8N3F8
Q9NQT4 P14618
Q13555 P07101
P11233 P30154
Q9NZW5 Q15024
P84022 Q86UD4
Q99750 P32242
P17612 P35611
P68402 Q9Y294
O43318 O95999
Q13573 P10276
P49715 Q92793
Q5RKV6 O95777
Q05655 P26010
Q9Y2R2 P06239
O60508 Q9HCE7
P01130 P04114
P24864 P30304
Q99547 P52888
O60674 Q9Y4H2
Q969H0 P24864
P54259 O75093
Q9H3C7 Q86UU5
Q96EB6 Q9UBP5
Q9BYG4 P41743
Q9Y2I7 Q7Z6M1
P62805 O75446
P07996 P04196
P09693 P07766
Q14031 P98095
P48147 P01042
P09529 P27037
O43298 Q8TAU3
P37198 P52948
P24394 O60674
Q9HC52 P35226
Q9UPY6 P27986
Q9BY84 Q9UQF2
Q9Y2W2 O60828
Q92643 O43292
Q9NPG2 O75955
P30154 Q13547
O14576 Q9NP97
O43184 P17936
O75593 Q13485
Q96T58 O94776
P40189 P26992
Q9NZU7 Q14573
P05771 P05107
P46109 P28906
P23945 P01225
O00459 P30530
Q04724 P20823
Q15796 P21980
P07384 P31944
Q92841 P22087
Q15154 Q8WYH8
P61981 P68366
P30530 Q92569
Q9Y2T3 Q12959
Q9UQ13 P01112
P60953 Q9UKI2
P12004 Q00535
Q13330 Q13547
Q05655 P60709
P06239 P27986
Q9UNK0 P53621
P30304 P84022
Q86UR5 Q8IUD2
P78396 P38936
P55851 P63104
P20366 P02751
P83876 O60828
P49427 Q13616
O00308 Q9NR12
P25789 P06681
O75628 P27348
P06400 P39880
P01034 P0C0L4
O14939 Q05655
P78347 P42224
Q9P2R6 Q9BQ66
P43694 Q8WW38
P55316 Q12778
Q13219 Q6VMQ6
P23443 Q96SB3
P40925 Q13368
P52799 P49796
Q03135 Q14254
P12814 Q99700
Q9P2Y5 Q9H269
P56693 P63279
O43597 O15162
O94953 Q9BTT4
Q15172 P29474
P41159 P01023
P56693 O43365
P12830 P35568
Q13901 O75376
P40189 P29597
O60244 P35609
Q05209 P41240
Q15121 Q9NVE7
P21673 Q5RL73
Q04206 P0DP25
Q04724 Q9UJU2
P49759 Q8N2W9
P25942 Q13489
Q12846 P54920
Q96S59 P02786
O15287 Q00597
O14776 Q99728
P63279 Q09472
Q53ET0 Q08209
Q9Y2K6 P41743
Q9Y4Z0 Q16637
P01225 P0DN86
O94972 Q96KB5
Q96G25 Q15528
Q92831 Q06330
P04271 P08133
Q9NX63 Q15834
