Q12292 P22855
P42841 P20448
P49018 P25045
P25087 Q12066
P41896 P53934
P17214 P53091
Q99190 P35206
P21243 P21242
P29295 P34221
P38333 P35194
Q03702 P19882
P50875 P32494
Q12176 P38789
P36130 P15992
P32803 P32837
P07149 P06787
Q05027 Q12460
Q08108 P32366
P00830 Q12152
P32571 P32473
P02309 P38348
P26798 P21957
P50111 Q00362
P40971 Q04121
P53883 P39744
Q06630 P04386
P32337 P21243
P30665 Q01454
Q08962 Q12176
P27692 P89105
Q12446 P38764
Q04373 P36068
Q12329 P53323
P38352 P52286
Q04562 Q08118
Q03063 Q03063
P38744 P32502
P25087 P46965
P53256 Q05636
Q04437 P39517
P32836 P38217
Q12288 P38203
P22203 P07703
P06839 Q04673
Q03935 P53242
P47035 P36047
P38863 P47135
P38827 P32366
Q04437 P07251
Q12389 P36160
Q02260 Q12745
P25582 P36160
Q12482 P53049
P53738 Q03920
P32387 P31334
P00927 P32902
P20459 Q12099
Q12135 P38822
P33755 P40054
P26786 P57743
P25491 P24869
P15873 P26793
Q12091 P46943
Q03308 P12868
P57743 P40089
P35197 P36164
P40542 Q08816
P32476 P42843
Q03322 P31109
P32524 P38167
P36102 P53129
P53076 P25569
P38773 Q06410
P41695 P00924
P25583 P40167
P38262 P36124
P46961 P19807
P15992 P38217
P53834 P53303
P16861 P02994
P06786 P33890
P23638 P32911
P81449 P07251
P43586 P53861
P06102 P53280
P22141 P23638
P11433 Q03497
P50102 P50875
P40010 P37838
P15790 P42846
P16387 P28320
P24280 P38797
Q12349 P47157
P80428 Q08649
P32791 P40009
P38682 P32899
P47184 Q02574
Q04477 P25694
P33313 P40054
P39954 P32911
P38737 P32628
Q02574 P16140
P40103 P11972
Q07478 P40302
P11745 P38852
Q02205 P53290
P32803 Q12250
P04385 P42838
P34758 P30822
P23292 P25582
P52286 Q05930
Q07350 P17255
Q07930 P09436
P40055 P32479
P50079 P41338
P06839 P38147
P12954 P17709
Q03656 P53091
P25615 P25491
Q06506 P32264
Q05934 Q12205
P28795 P80667
Q12349 P35200
P09064 P53843
P87282 Q08649
Q06706 Q06706
O13519 P19657
P25554 Q03330
Q12138 Q02574
P20434 P08518
Q03935 P32776
P40507 Q01560
P13663 P25623
P32381 P19882
P25652 Q06344
P47064 P38153
Q12349 Q03790
P39935 P04147
P04050 P36100
P31116 P39108
O13576 Q07990
P53267 Q12049
P40991 P16140
Q12493 P38265
Q03308 P39702
Q05778 P22141
Q12250 Q08723
Q02931 P40362
P38692 P43588
P10080 P17214
P02829 P43563
P36084 Q12186
P47159 P38264
P38748 P53253
P29295 P53550
Q12230 Q12230
Q05933 P47135
P38333 Q12754
P12709 P33301
P00830 Q03944
P13186 P39008
Q06142 Q06178
P27929 P33759
P07259 P24719
P40960 Q12329
Q07927 P36004
P20434 P34087
P41811 P49573
P04840 Q12018
P47093 P33334
Q08457 Q02630
P36160 P40010
Q07508 P47037
P13393 P53067
P41808 P25379
P48362 P42841
Q07350 P40071
P32613 P53863
Q12186 P09547
P47068 P40563
Q06178 P36027
P53267 P38283
P47017 P39943
Q02866 P19358
P25623 P47161
P11075 P43616
P40968 P28004
P02557 P23642
P40496 P28817
P47154 P25297
P23201 P13365
Q06200 P06787
Q06436 Q12122
P48836 P17255
P21524 Q04964
P34252 P53622
P32324 P43621
P39014 Q12020
P10862 P21264
P47128 P38922
P38773 P32468
P40054 P12385
P09440 P12385
Q12346 O13558
P38353 P38286
Q12349 P53272
Q04177 P38219
P04817 P38842
P46961 P46965
P33299 O13563
Q12248 P36131
Q03330 Q08923
P00830 P26755
Q12415 P38825
P50086 P53196
P33339 P46678
P25042 P40015
P26754 P22336
P07261 Q01722
P33759 P35194
P32911 Q00764
P25630 P06243
P00924 P25343
P38987 P42884
Q12505 P04173
P07342 Q99186
P15790 P32432
Q12072 P43596
Q12152 P04173
P04173 P39009
P30624 P38217
P22139 P23180
P39730 P09440
P04147 P40479
P53550 P38198
Q06411 P40955
Q12379 P25367
Q05123 P22082
P38724 P38837
P25386 P02309
P38174 P38629
P32911 Q03897
P43588 P40303
P38328 P38788
Q12220 Q05946
P40554 P53088
P25648 Q12124
P32610 P25344
P12683 P33767
P40352 P16474
P53267 Q12262
Q06321 P31334
P40971 P40030
P19735 P15442
Q03195 Q02630
P53883 Q08004
P07259 P07703
P53829 P39008
Q00578 P40567
P53045 P38842
P04147 Q02629
P06777 P38176
P23644 P28795
P47135 P40519
P39076 P16658
P28791 P33891
P22137 P40494
P32767 P38316
P04173 P25644
P22336 P12709
P53040 Q03792
P35691 P33296
P04786 P43594
Q07623 P36120
Q08273 P47079
P38264 P53954
Q02866 P38987
P16649 P14922
P32325 P22216
P16140 P12753
P35203 P40969
P29055 Q12038
P42940 Q06648
P52488 Q06624
P38838 Q03898
Q05359 P54837
P47017 P47093
P07259 P06839
Q05787 P53181
P36053 P04050
Q02775 Q02260
P16661 P38286
P39676 P08566
P38885 Q06436
P23642 P08431
P38748 P36113
P04786 P32558
P53215 Q02821
P36164 P54070
P20424 P39743
P20485 P47093
P40018 Q02260
P38282 Q00723
P46963 P53104
P38339 Q05080
P22138 P10964
Q06648 P26448
P38629 P00830
Q08144 P38633
P48362 P33313
P17967 P32458
Q03654 P33334
Q03406 P38210
Q07657 Q12263
P29055 P38726
P53622 P34730
Q02336 P32494
P12695 P06243
P11978 P19882
Q6B0Y7 P25351
P31381 P53126
Q04697 P38356
P39954 P18851
Q12347 P25694
P25559 P38782
P42846 Q08754
P04385 Q00684
Q06706 P20434
P50875 Q12060
Q00776 Q12329
P09798 P50082
P38885 P53932
Q03790 P49687
Q07551 P32911
Q06689 P47135
P04385 Q03899
Q06344 P39526
Q12522 P40991
P35719 Q03649
P42073 P20448
Q02821 P43545
Q08278 P38931
P52891 Q02199
P22147 P47093
Q12224 Q12030
P28000 Q06149
Q04922 P38829
P23642 P04173
Q02574 Q03818
Q02608 P36421
P02309 Q01159
P52286 P47104
P04385 Q04477
Q08444 Q12161
Q06150 P34730
P46961 P38353
P21304 P15790
P47093 P48240
P38920 P38523
P16140 P18851
P00830 P05626
P41544 Q12407
P34730 P25579
P23641 P47093
P26188 P41811
P38122 P38122
P38111 P22216
Q12420 P13712
P38875 P49018
Q06208 P38934
P15891 Q08873
P41834 P22214
P39078 P33750
P32501 P18410
Q02950 P32902
P08018 P12709
P22137 P52490
P43321 P36048
Q06624 Q12306
P32602 P36048
Q03897 P07342
P30822 P32569
Q03954 P34237
P29469 P24279
P14682 Q08273
P51862 P53917
P38968 P39015
P47172 P40087
Q12517 P47093
Q07732 Q12292
P31381 P47154
P32581 Q12464
P38217 P04397
Q12285 Q02630
P36130 P39078
P41544 P53633
Q04934 P38692
P53918 P53745
P06100 P38633
P25644 P53550
P46954 P39073
P32806 Q08960
P32381 Q07807
P10080 P40055
P32607 P13902
P17214 P32797
P38633 P53284
P41800 P18409
P41544 P25621
P53311 P32793
P52891 Q08270
P12754 P32502
P53887 P25611
P32611 P25635
Q12446 P38837
P40971 P40459
P14908 O13565
P27999 P14682
Q02873 Q05934
P38867 P40956
Q04712 P36064
P53231 P06787
P27514 P38147
P38344 P38861
Q08032 Q12146
P05066 P00830
P32316 P40348
P38843 P53322
P38203 P07244
Q08271 Q03530
P02994 P06782
P29478 P29055
P38333 Q06512
P47142 Q12349
Q02979 P15790
P39730 P40561
P53965 P04385
Q06675 P01097
P07272 P07272
P53207 Q00539
P16861 P50102
P43588 P07263
P33296 P35194
P22148 P40476
Q12021 P47079
P40364 P18409
P43601 P38814
Q06410 P38633
P19880 Q12124
P22804 Q03860
P04173 P41808
P06787 P53119
P53044 Q12306
P15705 P42843
P38873 P53550
P32478 P42839
P22515 P33330
P18851 P32481
P19882 Q12347
Q08649 P38811
P53942 Q06208
Q12466 P38316
P32381 P02557
P22137 P38882
P32562 Q06142
Q04217 Q05636
P20435 P04051
P32639 P39990
P39955 Q05080
Q08723 Q08273
Q08601 P32569
P27801 P40069
P25635 P36144
P40958 Q03466
P04173 P07260
P53305 P33759
P05317 P02400
Q03654 P40968
P36094 P36094
Q02931 P25586
Q06629 P12753
P38633 P38304
P32829 P32829
Q08207 Q12507
P32641 P19358
P41819 P38217
P38269 Q02574
P53168 P00128
P32337 Q04958
P32318 P47135
P07283 Q04177
P39983 P36108
P40565 P38707
P02994 Q02554
Q12460 P25586
Q12265 P32895
Q12018 P53061
P47135 Q08045
P35210 P35210
P40073 Q12446
P53197 P47079
P47120 Q07657
P35182 Q12030
P38431 P09064
P50945 P25584
P53886 P53068
Q00362 P17967
Q04697 P13434
P40078 P53927
Q02774 P33767
P54860 P38427
P38217 P15703
Q12514 P34909
P53971 P47068
P08153 P80428
Q06410 Q03935
P39946 P13365
P39534 P39534
P32499 P39705
P26754 P47171
P53259 P00431
P22204 Q06411
Q06672 P41812
P15705 Q00578
P06242 Q03290
P40693 P53313
P32494 P40460
P52918 P52593
P40460 P38236
Q02804 P36040
P53628 P22082
P47079 P21268
Q01852 Q12229
P26188 P04385
Q12006 P53045
P33299 P19812
P38555 P36125
Q12522 Q00776
P26309 P40957
P08153 P38811
Q12446 P38852
P38713 P37838
P47135 Q12506
P38111 Q04377
P25694 P53044
P40350 P04817
P53271 P32074
P40054 Q08958
P36533 P31334
O13329 P32902
Q04053 P47057
P23595 P40364
P14742 P38316
P40091 P40532
P53064 P27692
P38152 Q07798
P25649 P32602
P52891 P49686
P40970 P23641
Q06158 P38633
P40036 Q06625
Q08004 P33201
Q01846 O13548
P32366 O13558
P53617 P04050
P33419 P38987
P39014 P15992
P32629 P50108
Q99181 P22137
P53038 P06243
P25338 Q12349
P23595 P23639
P21827 P40517
P16140 P22470
P38810 Q01590
P15790 P40362
P43639 Q06344
P38264 Q06451
Q03695 Q02630
P38431 P34246
P53835 P13902
P28496 Q12181
P40073 Q12443
P36037 P38753
P32432 P38123
P36520 P36516
P40485 P42846
P36516 P38064
P04385 P36068
P25491 P53156
P38615 P04821
P00815 P53233
Q12140 P38822
P46948 P53859
Q02205 Q00582
P32600 P40061
Q12349 Q03673
P32911 P38707
P39927 P20448
P37838 P33322
Q06406 P25644
P28000 P29295
P19659 P40356
Q03667 P54867
Q12134 P36108
P13186 P50090
P53632 P46678
P52891 P25694
P14906 P50944
Q12018 Q08273
P38691 P21965
P38077 P06774
P00927 P10849
P41940 P06701
Q12277 Q05636
P46956 P32584
Q12449 P32641
Q12754 P17214
P40451 P40562
P53882 Q12107
Q00582 Q00582
P33339 P32367
P23641 Q04437
P53300 Q12194
P32610 P12753
Q12292 P25378
Q06199 P40460
P32458 P41940
P33301 P46946
P04397 P39984
P14741 P19882
Q08746 P36113
Q03957 P32432
Q06485 P38803
P33759 P12686
P38264 P46956
P53337 P53322
P39742 P12866
P43609 P32597
P17123 P32337
P40461 Q06675
P43592 P04039
P32529 Q03941
P47129 P47129
Q07623 P32787
P22137 P14904
P05318 Q12206
P29055 P39952
Q12329 Q12329
P23638 Q12245
P36517 P38064
P29295 P47166
P21268 P25303
P53220 Q12098
P41896 P41895
Q12754 Q08496
P53933 P38822
P38615 Q00764
P32527 P39935
P46956 Q03655
P15873 P12695
P38959 Q08951
P41903 P14741
Q12402 P38837
P38191 P53039
P20486 P38957
P49704 P40018
P38523 P38523
Q02574 Q02196
Q08931 P38555
P06774 P43586
P24783 P38968
Q12136 P53339
P13517 P38146
Q6WNK7 Q08231
P39984 P00830
P38144 P07703
P42938 P31539
Q12329 P32502
Q06344 P15424
P21705 P21705
P00927 P25454
P40107 P38822
P38129 P03069
Q05016 Q02821
P32599 Q12446
P38993 P38264
P15436 P47110
Q02630 P38217
P29295 P06738
Q12692 P53201
Q08920 P38996
P32837 P53074
P32828 P40072
P35691 P40055
P41811 P07251
P34161 Q06208
P49957 P53738
P53941 P25635
Q02774 P38842
P27637 P38788
P40354 P22203
P25358 Q12372
Q02821 P53261
P21268 P15992
P25343 P00358
P53749 P48581
P36047 P16140
P16521 P32333
P25491 P06774
P25385 P00729
P39081 Q08685
P40352 P00830
P38286 Q08929
Q08278 P32585
P40971 Q04083
Q12185 Q03370
Q12522 P53877
P37366 Q12522
P04147 P15790
P15424 P38779
P40054 P38142
P38633 P38782
O13329 P06843
P53281 Q12446
P36022 Q04477
P07257 Q00916
P22216 P16474
Q08920 Q00539
P32854 P32602
Q99186 P34730
P53323 Q03705
P38987 P16861
P10849 Q06708
P53322 P46956
P25651 Q02208
P06787 P43588
P09938 Q04177
P25491 Q00916
Q06142 P38122
P16140 P22336
P31539 P31539
P24869 P25558
P38959 P53207
P15992 P38987
P10962 Q08387
P43563 P15992
Q08214 P38920
P02994 P39743
P38968 P15303
P40038 Q07655
P40956 P39703
P07251 P09880
P47120 P39076
Q02630 P53939
P22209 P40956
P02309 P31244
Q03063 Q07732
Q07350 P46958
P49166 P38871
Q12019 P02309
P47079 Q04149
P20053 P57743
P53197 P34730
P38064 P12687
P25046 P40356
Q08920 Q06142
P36102 P53934
P39996 Q12520
P48560 P46961
P15992 P40856
P12709 P25342
P14741 P07253
P11972 P38853
P07703 P14742
P19882 Q12343
P07270 P20052
P07703 P04173
Q05471 P06777
P38342 Q00764
Q08491 Q08215
P26343 Q04411
P22137 P38316
P46956 P25297
P02994 P49686
Q02630 O13576
Q08208 P37838
O13543 P15380
P06704 Q08231
P38217 P16140
Q12287 P47135
P34221 P00830
Q08144 Q03790
P22936 Q08729
P09436 Q12154
Q00772 P22137
Q12102 P35728
Q03824 P38112
P32490 P40549
P15807 P06787
P40073 P24583
P40825 P19735
Q05521 Q06815
P43582 P41808
P40460 P40460
Q02821 Q05788
P15938 P37366
P47027 P38861
Q12510 Q03834
Q05027 P53040
P04397 Q99186
P38203 P49704
P40069 P28003
P32628 P25694
P32836 P47123
P53598 Q04437
P43621 P41810
P21190 P32581
Q12464 P06839
P36003 P38260
P38785 Q05080
Q06224 P42073
P41811 Q12329
P38353 P46956
P40054 P32473
P06700 Q08119
Q04697 P50944
P25635 P21243
P00830 P32641
Q06103 P38886
P39935 P12962
P47079 P05317
Q12514 P37838
P37838 Q03532
P15424 P53861
Q02630 P41903
P38313 P36108
P32337 P13393
P40460 P32468
Q05580 P41940
P08468 Q08601
Q04370 P22137
P03069 P13393
P22214 P22804
P05986 P41811
P02309 P53037
P53045 P18414
P53934 Q12327
Q00916 P08964
P28000 P00830
P53934 Q12320
P32502 P07244
P16140 P06774
P22147 P53632
P32904 P25046
P34730 P38195
Q01454 Q03406
P53254 P45818
P40350 P49018
P38199 Q03735
P32794 P47135
Q06708 P32502
P42838 P47079
Q12028 P36000
P24279 Q08496
P12709 P39940
P38861 P28320
P25385 Q04969
P48837 Q06820
Q08723 P53196
P38337 Q03323
P00358 P40856
P14164 P15790
P47079 P15790
P18239 P17214
P43321 Q04301
P38185 P50874
P19736 P25588
P40054 P38226
P38822 P38727
P53549 P43588
P02309 Q12749
P40070 P32604
Q07457 Q07457
P40055 P53254
Q12245 P40303
P34730 Q00684
P47019 Q08004
P38708 P40856
P40054 Q12487
P39077 Q00362
Q03690 Q01159
Q00816 Q00764
Q04675 P22203
P53298 Q02732
Q12255 Q07468
Q06287 P25635
P53877 P07251
P29703 P18898
P36068 P38272
Q06648 P39011
P39938 Q06672
P42841 P29468
P17883 Q02793
P38316 P46672
P36224 P33895
P12385 P35194
P38890 P53968
P05150 P52490
P53235 P25567
P22216 Q06142
P11076 P22804
P27692 P32783
P25558 P40055
P53883 P02994
P38153 P40069
P38228 P21801
P50946 P25366
P38837 P38842
P32569 P25046
P38700 Q12028
P47135 P53965
P35735 P32569
P47023 P12904
P07259 Q12300
P38316 P19358
P32349 P22134
P32776 P14904
P29295 P40482
Q02554 P38439
P50942 Q05635
P40164 P17157
P32381 P32528
P32917 P53298
Q04069 Q12154
P04050 Q01159
P32895 P35127
P53207 Q02260
Q12124 P33308
P38153 P04173
P15790 P36080
P38112 P33892
P13902 Q08962
P28320 P38707
P53549 P38886
Q03280 P25586
P20424 P36130
P20053 P14742
Q99186 P14540
P32562 P39723
Q02574 P39534
P28241 P32381
Q04228 P47135
P06777 P05150
Q06697 P38439
Q08496 P42945
P33420 Q12216
Q02629 P52593
Q08448 P38822
Q12417 P28320
P09032 P06838
P23641 P38316
P53254 P15646
P53914 P40055
P06243 Q00764
P30902 P07251
P06777 P21269
Q12134 P32458
P08018 P32485
Q12223 P04173
Q06152 Q04437
P53168 P32610
P53914 P17214
P40078 P39744
P38149 P32074
P32601 P53261
P21374 P21374
P04050 Q06632
P12709 P24719
P07703 P04385
P17898 P38264
P53865 P32336
P47074 P26449
Q02630 P21954
Q01454 P13382
Q12495 Q04199
P40364 Q04437
Q05934 P32378
P53091 Q12306
P09032 P32481
P38708 P07703
P54999 P39682
Q07824 P38286
P45976 P42841
P47135 P04051
P53301 Q12154
P38272 P05150
P38632 Q08204
Q03735 Q08920
Q05635 P43568
Q03654 P36048
P12385 P22138
P38200 P30822
P35206 P46961
P32803 P25358
Q04461 Q04461
P22336 P04385
P33767 P46964
P32601 P02994
P32776 Q06410
Q00916 P33334
P22141 Q06103
P38129 P28003
Q06217 P54999
P38996 P53617
P02994 P38987
P08458 P25379
Q03497 Q08754
Q06554 P04173
P53306 Q04121
P53202 Q08273
Q92316 P41543
P38759 P89105
P40548 P33767
P36062 Q08729
P53112 P80667
P40106 P06839
Q06568 Q02574
Q04693 P33334
P27801 P02557
Q04964 P40106
P40059 Q08032
P53045 P40548
P47083 P53276
P40063 P50942
P53050 P38123
P05317 P02994
P14291 P07259
P32191 P53157
P32641 P04173
Q12172 P38633
P49018 P38992
Q03433 Q12509
P27705 Q02554
Q12241 P27801
P14359 P32793
Q06689 Q03205
Q12004 P32589
P09624 P53082
P06242 P04050
P22213 Q01590
Q99312 P38920
P13186 P40073
Q12446 Q12464
P53550 P47017
Q12159 Q99257
Q02795 P41543
P40078 Q08004
P25491 P40354
P32350 Q12161
Q04062 P32911
Q06410 Q03654
P22214 P38909
P32366 P22203
P53930 Q12464
P38987 P38276
P09201 Q06142
P41810 P38288
P43598 P40054
P06787 P22515
Q06624 P34087
P34730 P25342
P16474 Q04477
P39940 P04050
Q02630 P14907
Q06337 P53930
P32601 P04147
P53886 P16522
P38193 P24276
O13532 P47128
P39013 P40352
P15705 P20053
Q02950 Q05468
P25586 P53914
P22204 P33297
P40963 Q12495
P34730 P33748
P25602 P39683
P32569 P38615
P53883 P32892
P38789 P38112
Q07458 Q03010
P19735 P16861
P32337 P40495
Q03407 Q02630
P38987 P39676
Q06096 P40094
P34252 P10127
P53256 Q08285
P32908 P39013
Q03305 P21651
P32585 P38304
P39517 P47017
P32911 P16120
P39984 Q12341
P47124 Q01590
P32179 P38237
P27895 P33895
P11745 Q99176
P31374 P34730
P40188 P53070
Q05541 P43124
P32497 P06103
P39969 Q03497
P06775 Q05867
P20967 P25646
P38819 P39551
P14741 P47017
P54786 P32900
P32562 P19882
Q03655 P53045
P06839 P25847
P40024 Q03862
P53731 P33204
Q04149 P02994
P19263 P25046
P34730 P40856
P32505 P49686
P04147 P40561
P32457 P40073
P39965 P38274
P25342 P25389
P25087 Q12274
P33334 P53333
Q12255 P38182
Q06164 P19358
P33418 P50278
Q06440 P38968
P38313 P39946
P28004 P32854
P07703 P17255
P22147 Q04049
P06843 Q02932
P40327 P38886
P40007 P06774
P40318 P38360
P30619 P38064
P53322 P38992
P08468 P53322
P06782 P27705
P49704 Q06406
Q99383 Q07381
P19882 P26309
P53040 P31374
P07991 P32911
P32917 P32917
P31116 P39743
Q00776 P25491
P47135 P07274
P53973 Q06623
P25694 P32502
P32366 P39111
Q12300 P33759
O13553 P53910
P40089 P22138
P32863 P02829
P40567 P32606
P21691 P11710
P05150 P34221
P32573 P25632
P19262 P39743
P34162 P19659
P38348 P43132
P39954 P33322
P36037 P04051
Q99383 P25344
Q12447 P22216
P04385 P06782
P22138 P22139
P36057 P38992
P33304 Q12280
P04173 P20053
P12709 P25343
P19735 Q12230
P12954 P40567
Q02983 Q12349
P40070 Q03388
Q04659 P32337
P36130 P31384
P38630 P40339
P04173 P39928
P02557 P32807
P39682 Q12186
Q08208 P20448
P14742 P08566
P06787 P36006
P38011 P06103
P33767 Q92316
P40357 P32602
P48562 P54786
P41896 P04050
P40325 Q12242
Q12514 P46677
P04385 Q04437
P22204 P17255
P07260 P35194
P40054 P07286
Q12330 P09959
Q06708 P38624
P25046 Q08278
Q12349 Q03707
Q12449 P26188
Q12457 P19736
Q02554 Q12417
P38203 P15703
P38112 P35207
Q03834 P32445
P21304 P39078
P04650 P54786
Q06208 P29704
P36108 P38264
Q12216 Q12306
P0C0X0 P31379
P40971 Q03899
P34252 P15019
P36051 P38264
P53258 Q06208
P38794 P17157
Q04005 P47093
Q06139 Q00772
P34162 P33754
P47171 P43601
P15938 O13575
P47122 P32641
P19262 P20967
P40325 P39940
P46680 Q12107
Q04062 P53745
P23641 P25347
Q12306 P32908
P38352 P53909
P38633 Q05946
P80428 Q03435
P35180 Q04949
P08518 Q04437
Q07350 Q06490
P36533 P36520
P31383 P53289
P01097 P12753
P40164 P32914
P47154 P53159
Q07732 P15992
P17555 P17123
Q08729 Q04322
P38920 P15873
P32861 P32861
P39009 P00445
P05694 P32911
P29055 P38429
P34160 P38199
P14904 P17255
P53877 P12695
P32578 P06782
P38633 P53060
P08018 P09624
P38316 P08518
P38811 P38915
P16140 P39940
Q12024 P38779
P40892 Q02866
P26755 P02829
Q08417 Q08754
Q03096 P23639
P43639 P43639
P47822 P25046
P38316 P15703
P38682 P40958
P36116 Q12071
P38146 P39958
P22141 P38348
Q02821 P43619
P40068 P27999
P39981 P38998
P46677 Q05027
P10080 P53235
P12709 Q00916
P17709 P05317
P53048 P40548
P53954 Q06497
P15380 P14908
P08456 Q03790
Q06554 P05150
P38999 P48567
Q99314 Q08961
P32803 P47154
Q00776 P00358
P07260 Q07623
P00830 P36047
Q03935 P38129
P38712 Q04437
P11972 P53039
P32610 Q12223
P39955 P06843
P07703 P32767
P40089 P47029
P47093 P47068
P38286 P38819
Q99181 P19358
Q06142 P25293
P29496 P29469
P36015 Q12255
P52891 P39692
Q08723 P43593
P32364 P40450
P38286 P38842
P49687 P52918
P53633 Q02821
P38785 P32468
P39996 P15565
P25639 Q12361
P40364 P41811
Q99188 P23180
P32468 P00830
P53930 P35817
P38779 Q08496
P20448 P29468
P32844 Q06245
P33301 P38013
P17629 Q07478
P02557 Q06001
P07251 P05066
P36047 Q00816
P32578 Q06813
P00358 Q99186
Q06164 P38850
P40217 P29055
P38745 Q06208
P47149 Q00402
P04385 P53632
P25298 P39081
P02309 P06701
P32366 P46965
P53297 P49687
Q12334 Q12334
P38293 P13517
P38891 P19735
P22137 Q00684
P40094 Q01590
Q12270 P38815
P16151 Q03697
P47135 Q12250
P47124 P50108
P38331 Q12024
P38264 P40527
P33892 P38217
Q02794 P13393
Q07418 P32796
P05694 Q00246
Q12734 P34730
P40018 Q00539
Q03322 P38932
P20676 Q00764
P04385 Q03944
P40991 P38779
Q12021 P12612
P54999 Q06819
P32831 P32770
P13433 Q05031
Q12099 Q03103
P16522 Q12157
P47079 P32641
P25580 P38843
P32628 P33299
P11914 P25846
Q02774 P38729
P36104 P38123
P17442 P17157
P42843 P22137
P21242 P32911
P38987 Q03690
Q04437 P39730
Q06096 Q06162
P22137 Q12446
P50105 P46677
P38207 P03069
Q02821 P53256
P24869 P53724
P50108 P21825
P32366 P53967
P36013 P41808
P02557 P38217
Q03954 P36131
Q12464 Q04437
P32944 P11433
P14907 P36525
P32334 P04817
P06100 P34909
P12612 Q00362
P04397 P32502
P53323 Q12377
Q07980 Q03695
P25385 P22804
P40364 P38793
Q08601 P25694
P28519 P06777
Q06580 P50942
Q12124 P38304
P22216 P39009
Q06681 P40485
P21147 P40548
P19882 P38987
P35723 Q06451
P04051 P47076
P25301 P34730
P32842 P04817
Q12522 Q08562
P25558 P47135
P26754 P47079
O13567 P36224
P38886 Q04062
P02829 Q12449
P12904 P38990
P38120 P32902
P21190 P38615
P32790 P39743
P38633 P38834
P38121 Q12306
P53632 P25491
Q05580 P40054
Q02630 P22146
Q04119 P29055
P43607 Q07623
P38150 P39110
P10080 P02994
P32588 P22082
P32807 P00830
P53843 P42826
Q06683 Q04773
P40010 P31334
P39940 P39009
P39958 Q06624
P38842 P38993
P50111 Q06648
P16661 P38837
P39081 P04050
Q12236 P12709
P07260 P10080
P53090 P53011
P36162 Q03954
P39009 P06168
P38992 Q07824
P53863 P05986
P41811 Q12452
Q12517 Q06406
P40038 P38278
P54787 P29703
P53091 Q04062
P38740 P47135
P04147 P53883
Q06411 Q07528
P38921 P38729
Q12046 P28004
P17106 P17106
Q04149 P15303
P11433 P18851
Q04178 Q02821
Q04087 P25651
P47135 Q03730
P27692 P22138
P53127 P25694
P40956 P40188
Q00245 P38339
P41806 P43599
Q01649 P25491
P06787 P15992
P38986 P38986
P39935 P34160
P29366 P21268
P34730 P32599
P29295 P09959
P32468 P35691
P33767 P41543
P38217 Q99383
P32911 P38764
P38856 P17891
P40515 P36130
P38992 P33767
Q08647 Q08822
P38803 Q08004
P38191 P13517
P53933 P25343
Q08963 P54999
Q08683 P16522
P32569 P38328
Q02821 P18494
P39984 P28241
P38307 Q02574
P39935 Q00916
P15992 P38262
P06242 P37366
P38996 P34160
P26321 Q04212
Q02574 P25605
P47172 P38262
Q03860 Q02724
P43601 P50277
P34730 P41811
P39954 P25343
P39904 Q03935
P31378 P23641
P18480 P09547
P00358 P53599
Q02821 P28004
P24814 P19358
P08566 P38217
P28708 Q06010
Q06406 P26725
P46970 P30771
Q07508 Q08920
Q02516 P06774
P54070 P32569
P08456 P39742
Q08496 P25582
P40917 P50113
Q12329 P36130
P50101 Q01389
P38828 Q01159
P32774 P32773
P32381 P31378
P38182 P14904
P15646 P06843
Q04675 P08678
P25342 P53890
P20676 P36023
P35177 P50102
P41811 P12753
P40023 Q06675
P51534 P51534
P28004 Q04693
P02994 Q03373
P10363 P21951
P36068 P38220
P39079 Q12206
P32797 P05694
Q00916 Q07938
P02829 P32468
P08678 P04821
P22137 P43597
Q03466 Q12517
P40561 Q01560
P39935 P47027
P38013 P26754
P39076 Q12510
P38374 P39102
P12904 Q00684
P17065 P32389
P38203 P23059
P40054 Q04406
P29055 P48527
P07703 P22276
Q12432 Q12300
P41930 P47135
P38822 Q08548
P38247 Q02205
P39521 P05150
P32331 P53853
P47005 P52286
Q03897 P05150
Q12464 P22204
P38884 P36124
P49686 P52918
P30283 P42845
P38782 P32569
P29055 Q12029
P11433 Q05785
Q06001 P40988
P28625 Q02630
P52490 P19882
P39083 P38276
Q00816 P12904
P25491 P87263
P38429 P22579
P34234 Q02574
P29366 P11433
P38251 P38877
P40963 P32447
Q04149 P05150
P07248 Q12030
P40562 P40026
P40185 Q12349
P47135 P32828
Q02821 P08536
P07248 P53043
P12695 P12962
P21651 Q02821
P00549 P21965
Q02260 P36048
P40970 P40069
P38274 P34244
P38882 P31688
P36068 P25566
Q00916 P40513
P40202 P00445
P34252 P41940
P39073 P38931
P00830 P52491
Q04746 P41901
P39692 Q04477
P07261 P11938
P33333 P17555
P23639 Q12365
Q3E790 P53224
P47135 P53093
P19658 P22224
P48237 Q07623
Q12063 P15625
P16140 P32863
Q04338 P47160
P41832 P11710
P00560 Q08278
Q06205 P47065
P19736 Q04052
Q06598 P38286
P32569 P38633
P26448 P38987
P32787 P53083
P38166 P53244
P01120 Q07381
P53584 P53214
P22203 P39009
P28743 P28743
P16140 P37296
P04147 P06843
P25344 Q07887
P32481 P39954
P31688 Q00764
P07149 Q08273
P32939 P53108
P53274 Q12291
P39954 P32502
Q12349 P34078
P53743 P25635
Q06406 P51979
P46678 P13393
P38929 Q05498
P32499 Q02629
Q06142 P32836
P39707 P47135
Q12402 Q12164
