Q12100 P38631
P32571 P00546
P53910 P38072
Q12152 P38194
P40529 O14467
P40471 P32481
P12962 P04076
Q00245 P28007
Q12420 P40468
Q12020 P14741
P39718 P22517
Q12434 P43568
P50944 P39990
P32521 P11154
Q02908 P38590
P53104 P15436
Q12199 P40512
Q03012 P53064
Q07844 P53893
Q12473 P32447
P43563 P29340
Q06408 P17119
Q04562 P32945
Q04004 P20606
P41800 P14741
P53840 P43612
P53863 P00331
Q04004 P14306
Q92331 P53865
Q07657 P40024
Q06169 P38863
P38759 P34077
P35718 P23255
Q12734 P53280
P32490 P25369
Q12390 P25454
Q00955 P53256
P40362 P40010
Q03012 P40009
Q00776 P32913
P39929 P38254
Q04660 P06704
Q03533 P40013
Q07528 P32767
P38329 P02829
P32319 P11710
P39517 P18961
Q07657 P39713
Q07915 P05318
Q03792 Q03330
Q04739 P40204
P38631 P24867
Q06409 P25655
P53159 P38217
Q08119 P38249
P53600 P00937
P47049 P38265
Q05775 P06844
Q06677 P24719
P39929 P22224
P32849 P25655
Q01684 P30283
Q08746 P14306
Q07824 P00175
Q12495 P50105
P53207 P40555
Q03063 P52491
P32909 P04076
Q06436 Q04675
P40316 P17255
P39083 P38759
P53129 P39958
Q12417 P13711
P40096 P36068
P50946 P38720
P47129 P32562
Q02931 P38287
Q07468 Q03081
Q01560 P43574
Q05568 Q02100
P40507 P39073
Q06142 Q04062
Q99210 Q00246
P35718 P20457
P53855 P38620
P15108 P06101
P43587 P28791
P53604 P26793
P32464 P13517
P40013 P00729
Q06137 Q02948
P53924 P38862
Q07657 P33334
P39551 P36057
P35691 P09938
P38324 P08964
Q7LIF1 P20676
Q08215 P42846
P48566 P25343
P34252 P08638
P53840 P22219
Q06217 P41808
Q06644 Q03860
Q12199 P16140
P18898 P07262
Q00955 P38631
Q06628 P38872
Q06706 P07866
P40328 P38282
P47176 P40328
Q12129 Q04121
P53974 P08431
P53845 P07270
P53125 P38931
P53184 P50113
P36080 P32505
Q04233 P37012
Q12380 P40186
P53256 P32468
P41277 P39968
P38696 P05317
P53221 P50086
P53628 P39926
P22141 O13559
P32583 P32259
P39531 P25491
Q04305 P53248
P32502 O13539
Q06554 P48234
P89105 P10961
Q03981 P20795
Q08229 P09733
Q12250 P06169
Q06549 Q06411
P53169 P13856
P36130 P23287
P53927 P12611
P52488 P38915
Q03010 P02293
Q08446 Q07824
P50111 P32496
Q12026 P38262
Q06679 P24279
Q04004 P53622
Q05930 Q02196
Q08444 P48412
P53313 P38989
Q04307 P38838
Q12315 P43321
P29366 P08964
P37303 P32263
P53271 P17119
P30665 P28707
Q05874 P50113
P46672 P38328
P40395 P06844
P38814 P28817
Q12216 P25370
Q06479 P28708
Q12368 P42935
Q02884 P38310
Q06217 P53091
P33203 P13517
P53032 P41800
Q12427 P38748
Q12344 P38785
P53168 P47057
P38348 P32491
P53169 P29509
P38146 P27514
P29366 P10081
P36121 P35177
P39682 P14907
Q12149 P07273
Q03774 P40485
Q06696 P23624
Q04792 P38871
P39111 P32318
Q99385 P34730
Q12152 P40965
P47012 P05453
P38871 P33328
P52910 P18888
P40303 P33399
Q12256 P14736
P53152 P18410
P41832 P38903
Q06411 Q00816
Q12527 P06773
P53549 P41940
P40529 P33311
P36049 P32457
P39994 O13539
P36049 P14724
P38615 P23202
P52490 P38970
P40167 P29703
Q04067 P25558
P46963 P15442
P36009 P29056
P39929 P13856
P53040 P13517
Q02608 P19955
P21374 P06169
P38203 P18852
Q05080 P40155
Q12236 Q12100
Q00416 P32523
P41814 P36037
Q06340 P20449
Q12009 Q03690
P47079 P11745
P39723 P32492
P32591 P32380
P53032 P36017
Q07834 P47150
P52918 P17157
P53847 P25649
Q08817 P17442
Q12176 P36165
P53209 P38298
P40078 P26263
Q08245 P35169
Q07418 P22202
P53322 P53100
Q06677 P53914
Q06108 P38749
P39958 P38769
P25580 P25371
P47117 P40959
Q03774 P19262
Q05775 P42846
Q12754 P25694
Q03768 Q02629
P29465 P20606
Q00764 P38753
Q04175 O14467
P43593 P04147
P40202 P32485
Q03656 P38859
P46655 P38182
P47017 P02557
P38620 P36421
Q08162 P32581
Q12260 P37370
P34077 P21192
Q03162 P26263
Q04792 Q04087
P38112 P28004
P21538 P07272
Q12306 P38716
P53968 P06787
P46962 P18494
Q99207 Q04233
P38696 P31109
Q12483 P38789
Q12222 P38631
P33418 P15790
Q07508 P38806
Q12377 P22137
P32480 P25357
Q12256 P07258
P48361 P40095
P43592 P39079
P35203 P12688
Q04660 P41318
P40005 P32324
Q08911 P06169
P38200 P30902
P31412 P06784
Q05785 P43588
P33420 P32563
P32905 P28791
P40857 P38301
P38872 P38820
P46949 P40055
P48415 P48232
P39723 P17255
P38922 P34730
P36162 P20604
Q12045 P53738
P40151 P36053
Q12488 P43132
P19882 P17065
Q04195 P53267
Q12038 P00830
P47029 P34217
Q05610 P03965
P35497 P09435
P53221 P12612
P34216 P11075
Q12175 P39081
P20606 P09435
P20449 P06634
Q08931 P38631
P38922 P36013
P43561 P17442
P53277 P22141
Q08491 P38682
Q03330 P38696
Q12517 P42846
Q04067 P53738
P49166 P32324
Q04217 P32524
P53068 P33399
P43565 P10081
P51996 P27796
Q12505 P40339
Q04067 P52286
P38428 P20484
Q08723 P38217
P39703 P32773
Q08965 P38959
Q08287 P39720
P53256 P13856
P48525 P11709
P53298 P36421
P53973 P53959
Q99210 P14832
Q04195 Q03071
P53738 P34110
P53271 P09435
P53267 P39008
P48363 P19524
P38689 P32561
P36008 O13553
P40335 P14359
Q04491 P25586
Q12494 P33755
P36062 P36029
P42944 P21538
Q12107 P28708
Q04272 P21965
P40038 P18961
Q99278 P41895
P53743 P53298
P48582 O13554
P41834 P04807
Q12118 P53258
Q12754 P22216
Q12363 P54199
P47074 P32583
P38862 P22515
P41816 P38879
Q12297 P40187
Q08902 P06775
Q04004 P14747
Q04437 P53125
P40555 P38806
Q06151 P40055
P53622 P12962
P43568 P40573
P53163 P02557
P32835 P31383
Q12263 P36003
P40070 P21801
Q08004 P48232
Q04377 P38013
Q08963 P35203
Q05166 P53281
P36139 P32527
P38922 P18962
Q04149 P53858
Q12389 P53599
Q03010 P07251
P37296 P22202
P50275 P29496
P46680 P08964
P38806 P25591
P34226 P32495
P42839 P12754
P40151 P34218
P47116 P43593
P07347 P06787
Q05933 P31688
Q03897 P29465
Q08963 P06244
Q07084 P48361
Q92317 Q08496
P40515 P00359
P40096 P32600
Q03323 P40151
P38873 P32913
P43616 P22336
P47050 P36421
P52286 P10869
P34160 P25390
P38555 P32318
P53691 P13711
Q03897 P24783
Q08911 P42884
P89102 P12612
Q01649 P27796
P53973 P38827
P53267 P25303
P39929 P35734
Q12033 P32854
P22202 P11745
P43565 P41318
P47150 P43568
Q04673 P07272
Q04934 P14742
Q99383 Q08438
P32905 P24870
P51996 P38329
Q00582 P32345
P29340 P06784
P53552 P53196
P43621 P38729
P25584 P00358
P39743 P00899
Q04149 P43561
P36018 P32913
P40462 P16658
P43321 P11075
P36068 P33201
P43616 P32468
Q03957 Q03220
Q12341 P11709
Q08723 P32634
Q04264 P36015
Q08911 P25615
P53283 P53267
P32562 P00830
Q02629 P46949
Q04062 P53290
P38063 P11154
P38867 P35817
Q12102 P32569
Q04005 P54999
P23638 P21192
Q00539 P32800
Q06324 P39523
P53010 P43612
Q03976 P32944
Q03973 P14724
P38749 P20437
Q99299 P38805
P39563 P12688
Q02196 P38862
P25694 P06782
P38182 P07170
P32563 P18851
P39998 P15891
Q07915 P47104
Q12301 P40314
P38798 P11927
P38720 P38217
Q04651 P37370
Q02100 P19524
P21243 P18759
Q03758 P47017
P50944 P28006
Q12424 P32793
P40565 P40477
P32480 P19073
P35056 O14455
P40092 P27705
P53847 P06101
P46680 P08018
Q99385 P43587
Q08236 P39718
P38287 P32485
Q99394 P34160
P40095 P26793
P40515 P15108
P32802 P20449
P89886 P53847
Q12315 P19524
P39927 P32364
P53829 P00330
P46677 P33400
P32786 P00817
Q02825 P12753
P40327 P40095
P25644 P25454
P53064 P24869
Q08931 P40462
Q12527 P38042
Q06479 P14681
P47166 P35201
Q06640 Q03088
Q07963 P32945
P25298 P07991
Q05166 Q04002
Q03503 P14742
P53252 P50277
Q12365 P36022
Q12363 Q08162
Q08962 P05318
Q04964 P25644
P39954 P32787
P46988 P40453
Q12163 P40573
P53316 P38792
Q04003 P19145
P49704 P43535
Q12154 P32767
P40167 P27796
P41921 P25646
Q08581 P47041
Q08550 P38182
Q12329 P32634
P40483 P40462
Q08144 P07283
Q03254 P31688
P40202 P32450
Q99394 P53743
P38822 P37296
P43321 P19262
Q04636 P33301
Q03322 P49687
P50278 P38270
P24869 P19735
P47113 P35207
P53900 P21242
Q02773 P53068
Q03220 P38334
Q06819 P14741
Q04964 P38346
P48361 P32450
Q12449 Q07657
P32864 P32264
P32842 P21242
P53147 P42841
Q12154 P49686
P32525 P23542
P41920 P38871
Q03690 P32783
P21306 P07283
P39936 P38861
Q12527 Q08956
Q06160 P40564
Q99278 P53131
P43637 P00729
P47166 P21657
P47165 O13559
P40303 P08679
P53834 P39946
P28834 P17891
P38228 P24868
P32867 P23624
P53212 P27999
Q03012 P39723
P32525 P14724
P32481 P25385
P52553 P00359
Q12024 P46677
P34160 P25342
Q06440 P33329
Q06251 P53968
P53130 P47176
Q04411 P17065
Q03558 P40479
P38287 P10592
Q12260 P28006
Q12241 Q03782
P40564 O13539
P47011 P40061
P38959 P07274
P39960 P21268
Q08966 Q00539
Q12186 P25491
Q12341 Q07508
Q05022 P53254
Q04411 P27801
P41697 P34217
P39563 P38850
Q07844 P43638
P41814 P36022
Q06406 P53930
P53048 P32864
Q06632 Q02208
P25343 P14904
P41940 P25357
P53941 P42945
P38768 P34730
P53965 P38634
P53904 P38748
P47176 P39705
Q12118 P38705
Q99189 Q12734
P17709 P00560
P38932 P26570
P39936 P38637
Q12264 Q03503
P35729 P32610
Q12460 P33313
Q12152 P47012
Q05636 P47129
P25367 P20604
Q03690 P53840
P39523 P18888
P53883 P53840
P53258 P38310
Q12199 Q03898
P47104 P33338
Q03656 P38346
Q04368 P32450
Q03373 P40090
P40314 P38153
P53136 P38283
Q99394 P53600
P43132 P32570
P40007 P38850
Q03899 Q00816
P14724 P12962
P53742 P43588
Q03081 P37296
Q03656 P07270
P53742 P39969
Q06436 Q05471
Q12300 P53039
P52488 P10964
P32337 P13185
Q12055 P25294
P38041 P27614
Q99210 Q08729
Q03790 P32366
P50874 P32914
P53261 P27705
P53248 P05453
P36006 P32561
P32525 P07278
P40202 P32873
Q7LIF1 P28000
P35727 P34223
P53150 P33750
Q12021 P13712
Q04359 P43583
P38886 P38149
Q06549 P23638
P38237 P20133
P32504 P27614
P53091 P10081
P38276 P36094
P38249 P00958
Q12477 P53261
P38149 P37296
Q12078 P46948
P41813 P35181
P24870 P07347
Q00618 P32561
P47045 P13856
Q08558 P53965
Q12280 P38427
Q05958 P30657
P51601 P33891
P38208 P12385
Q03208 P32389
P28791 P06100
P47117 P33755
P21182 P12611
Q12248 P14741
Q12390 P20459
P39083 P15442
Q12018 P40091
P39073 P36013
P39723 P34077
P35497 P11745
P47165 P38249
Q12411 P33755
P39717 P32468
P36018 P33338
P53904 P38801
P46682 P24482
Q05636 P40959
P33322 P23542
P52488 P25441
Q06525 P14291
P38902 P21190
Q06551 P53900
Q08921 P19524
Q04651 O13559
Q00539 P43583
Q01389 P24813
P49166 P29366
Q04110 P32836
Q12460 Q04411
P38922 P34240
P46655 P23394
Q06169 P28834
Q04053 P24482
Q05580 P32610
P36100 P21691
Q12152 P53100
Q08746 P30656
Q07657 P02400
Q04089 P40957
Q03308 P39727
Q06677 P38319
P32471 P20435
Q99385 Q12390
Q08217 P11075
P38805 P07260
Q12328 P47176
P34226 P14904
P50108 P47019
Q08729 P39936
P53086 P33311
P36421 P25615
P50094 P41813
P38690 P35169
P48415 P11484
Q06628 P33755
Q00578 P38282
Q08235 P49960
P40465 P30771
P41813 P22224
Q12009 P40335
P40060 P13574
P53197 P38622
Q08886 Q04562
P38871 P23724
Q12280 P53855
Q00955 P04147
P38344 P00331
P40529 P40413
P40314 P32336
P40078 P10081
P53865 P39994
P38113 P21243
Q05881 P12904
P53834 P10622
P80667 P11433
P47113 P25342
Q12462 P25808
Q07376 P53604
P23644 P00358
Q05946 P53549
P53086 P29496
P32523 P07834
Q05900 P32854
P34730 P25649
Q7LIF1 P46678
Q04233 P39994
P48562 P36103
P48568 P40496
Q12241 P52910
Q12250 P00358
Q08732 P43588
P53184 P50944
P43638 P31382
Q07786 P39718
P40204 P38247
Q07471 P39962
P41814 P06779
Q12420 Q06624
Q04412 Q04370
P32561 P25569
P53599 P12385
Q12168 P53124
P38957 P32797
P32838 P32494
P38717 P23585
P38682 P37302
Q99383 P35728
Q12310 P39703
P46673 P36049
Q04149 P47160
Q03954 P15705
P38861 P31382
P38727 P35723
P39077 P38328
P53049 P32562
Q12018 P40164
Q12417 P29509
Q12230 Q05568
Q02100 P25043
Q12315 P19882
P41807 P38089
P23638 P00899
P17157 P08458
Q12045 P53834
P38960 P35718
P32912 P25390
P32855 P25604
P53199 P38798
P38324 P34730
Q99207 P21306
Q12129 P32588
P40024 P38228
P48837 P18962
P41895 P39720
P38310 P22219
P36029 P32324
Q03656 P24813
P38932 P33895
P53905 P04807
Q99383 P38829
Q08215 P38862
P38634 P37370
P25615 P24871
P42846 P30657
P48524 P20053
P38282 P04807
Q04121 P40013
P39944 P32835
P33311 P32471
Q08873 P53968
Q07786 P50113
Q03081 P38203
P39966 P25515
Q00916 P25655
P53600 P06634
P53259 P40456
Q04675 Q03792
Q06108 P06243
Q08726 P32855
P53081 P38352
P40507 P27515
Q04673 P53131
Q12527 P51601
P41814 P33399
Q12329 P33331
P38705 P35207
P40515 P38987
Q12134 P50946
Q08931 P53894
P46655 P12385
Q07084 Q05580
P57743 P53893
P54199 P38853
P40204 P04076
Q12045 P53550
Q92331 P40457
P40036 P31374
P28795 P22219
P47113 P32523
P35497 P06844
P47103 P22224
Q07786 P07560
Q03768 P47165
P38182 P30619
P41940 P30624
Q03897 P19812
P60010 P52891
Q08162 P12688
P38861 P25454
P09435 P00958
P36149 P32773
P53277 P46957
P22219 P02293
Q06815 Q03455
P43637 P09064
P39723 P27351
P54885 P40103
P50108 P40518
P53115 P46678
P50278 P38970
P47116 P47093
Q06151 P08153
P40362 P25649
P36144 P17214
Q06440 P32571
Q12199 P38042
Q12018 P14904
Q04411 O13553
Q12028 P38313
Q12468 P20967
P38856 P38013
P20438 P18963
P49955 P38200
Q12017 Q03792
P50113 P32855
P25582 P20052
Q7LIF1 Q03323
P53130 P40564
Q12186 P38261
P53159 P11709
P41808 P18494
Q04934 P39958
P40574 P39904
P41940 P38883
Q03322 P09032
P40089 P32328
P53886 P38970
P38070 P26448
Q04601 P18759
Q03900 P41810
P38959 P16892
Q06665 P38690
Q03533 P07283
P38886 P24004
Q92316 P36034
P36019 P32639
P53290 P33332
P47029 P40517
P32796 P30619
P13517 P13185
Q12427 Q00955
Q04412 P46947
P41697 P38855
Q05568 P06169
Q12020 P39563
P32849 P09624
P14904 P13186
Q05947 P38760
P38111 O74700
Q06324 P24482
Q12417 Q02932
Q03899 Q02884
P38315 P38113
Q12363 P32783
P53738 P23724
Q12482 P39515
Q06679 P39008
P39715 P32607
P32582 P32495
P05453 P05317
P47050 P40096
P40541 P22137
P08458 P00924
Q06479 P19145
Q08723 Q06673
P52286 P06839
P35181 P32481
P48415 P06244
P42935 P14126
P48240 P32336
Q02199 P50277
Q01560 P32491
P34223 P21672
P47079 P39077
P47093 P32783
P43563 P41800
Q07376 P15891
Q12518 P23561
Q08550 Q04792
Q07993 P31383
P36100 P34162
P47093 P32855
Q03338 P32600
Q03254 Q02197
P40078 P12385
Q12017 P42846
Q12009 Q08235
P53261 P47113
Q12241 P36005
Q06408 O13559
P38262 P32832
P53082 P31384
P10591 P00937
P23642 P23561
Q12026 P38811
P14359 P06103
Q00618 P39682
P52488 P34252
Q07732 P38636
P53152 P50946
P32802 P31244
P46672 P25336
P29469 P09938
Q12377 P33760
P34238 P32354
P53861 P53855
Q04868 P38801
P38615 P04456
Q00816 P38080
P43619 P26263
P50277 P38555
P39968 P33892
P31382 P23301
Q12513 P47117
Q04651 P53939
Q08746 P32496
P12612 P06839
Q03897 P40079
P38708 P35729
Q04493 P39682
P38806 P25657
P47045 P35197
P38339 P25646
Q06451 Q02629
P54786 P38959
P38261 P32776
P57743 P00546
P38862 P18962
Q99394 Q07887
P33328 P08153
P38814 P38329
Q05670 P18410
P47041 P32786
P38270 P25649
Q06551 P33322
Q07657 P36018
Q99210 P25043
P54885 P12754
Q00582 P39969
P07264 P06100
P53261 P34240
P47120 P06844
P49435 P18851
P07258 P07149
P39962 P36094
P53968 P25649
Q02775 Q01159
Q03323 P38319
P33297 P25515
Q08491 O13539
P47083 P28817
P46963 P46675
Q03532 P07866
P38823 P38247
P53280 P36080
P47912 P09938
P32867 P12754
P53754 P02829
Q08229 P53068
P36080 P29509
P53829 P20606
P53043 P00812
P40350 P35203
Q03899 P40564
Q08144 Q03497
P40078 P39008
P53199 P53043
Q12142 P25294
Q06216 P33891
Q08444 P40512
P32835 P15891
Q12078 P53974
P52919 P07834
Q03322 P47041
Q12276 Q03768
Q05874 Q00816
P38957 P07213
P40024 P33307
Q06665 P38313
P47050 P38149
P47116 P38153
Q07963 P53322
P32528 P20133
P34253 P31382
P46680 P32328
P49334 P04786
Q05787 P38286
Q00578 P32325
Q12297 P37838
Q12276 Q08920
Q00684 P32485
P53755 P38348
P38261 P36015
P41816 P02557
Q03337 P18410
P39940 P28007
Q12318 P47122
P43622 P23776
P53847 P34253
Q01590 P40344
Q06164 P21965
Q00539 P32571
Q06436 P38692
P22515 P00331
P39079 P25591
P53281 P38716
P40103 P15646
P40573 P27614
P21705 P06777
Q03220 P40564
P53068 P41921
P50111 P40316
P50945 P12962
P39076 P36124
P50104 P25632
P38232 P33199
Q99299 P53883
P07278 P00549
Q12265 P32774
P38822 P02293
P38310 P38228
Q02895 P38988
Q12754 P04456
P53124 P32590
Q08601 P43569
P11709 P07262
P38334 P18961
P53254 P40103
P38254 P36107
Q12163 Q03735
Q12327 P07273
Q03782 P40013
Q06177 P53298
P40483 P32074
Q12330 P25719
P33199 P21965
P53939 P12754
Q12151 Q04338
P38634 P25303
P27472 P25558
Q04067 P14682
P53176 P38729
P32597 P10961
P53064 P36103
Q02630 P40494
P53290 P19097
P53830 P21801
P33399 P06773
P54199 P53739
P53115 P40460
P50104 P07261
Q00381 P42839
Q12208 P39962
Q03956 P38232
Q12017 P36024
P39940 P32867
Q05933 P17555
P42951 P24783
Q12330 P39927
P53259 P46681
Q12310 Q01560
Q12347 P22133
P38129 P13712
Q03898 P06103
Q04062 P27515
P53248 P33204
Q03012 P33311
Q6Q547 P46655
P39563 P38182
Q04411 P47057
P38874 P35190
P40956 P15705
P26263 P15108
P53755 P51601
P39875 P36100
P53914 P22139
Q08438 P22515
P39682 P35197
Q12241 P41940
P41805 P36048
Q07508 P38590
P31382 P14681
P53010 P13186
P38346 P15646
P40014 P36053
P26448 P06781
P40155 P40089
P38431 P38247
P53112 O14455
P36047 P35194
Q99314 P40151
Q04231 P38960
P38194 P32783
P38861 P06103
P39517 P38873
P40090 P14242
Q06543 P40186
Q12017 P39935
P50094 P29509
Q03956 P23059
P47104 P25343
Q02804 P38077
Q12220 Q07381
P53743 P21576
Q12518 P38346
P38555 P25294
P38822 P32783
P32505 P08524
Q6Q547 P32571
P34253 P25357
P40453 P40344
P40089 P38991
Q04005 P06773
P38768 P24004
Q12691 P40186
P38903 P27796
Q03956 P16467
P40495 P38792
Q04894 P46673
Q12402 P38703
P53322 P38856
Q12129 P53086
Q12469 P25586
P53540 P22219
Q06648 P36049
P40573 P19735
P47912 P39937
P36168 P12887
P47134 P29469
P51996 P09959
P35193 P17121
P25294 P22141
P38764 P12688
Q07468 P32318
Q03012 P17065
P50108 P45819
Q06819 Q04934
Q05947 P40563
P53049 P33313
Q00416 P25719
P35169 P07991
P39962 P06787
P38764 P19882
Q04002 P38742
Q12517 P28007
P40890 P40527
Q08773 P28320
Q08962 P40693
P38863 P34253
Q04359 P07251
P53082 P38794
Q12168 P14904
P41800 P33338
