Q12406 Q03280
Q06164 P21965
P40529 P33311
P25615 P25558
P39107 P32873
Q12483 Q06078
Q08119 P29295
P36145 P30771
P43574 P43321
Q04031 P00937
Q07471 P40061
P35203 P22515
Q07930 P53939
P53136 P32074
P54786 P40339
P53628 P47050
P52593 P35197
P38856 P25303
Q12175 P39081
P53904 P38247
P25635 P19735
P34160 P13517
P31383 P02994
P41813 P35181
P53082 P15873
P22804 P16661
P39998 P38113
P32504 P27614
P53965 P38634
Q99314 P40151
P39517 P38873
P32842 P32264
P53243 P40422
Q03900 P23644
Q07381 P32263
P30665 P28707
P34758 P02557
P39703 P24004
P53863 P00331
Q04149 P32349
P42944 P21538
P41697 P34217
P50111 P40457
Q07824 P33411
P46674 P28320
P36012 P25655
P36005 P10869
P40477 P39940
P38334 P00330
Q12107 P53032
Q06142 P39715
P40515 P15108
Q08921 P02400
P13663 P02994
Q08438 P23639
P53599 P12385
Q03071 P53064
P41808 P25604
P07264 P06100
Q12168 P39979
P40335 P19262
Q06549 P28817
P14904 P13186
P43587 P36161
P47093 P37370
Q05785 P34758
Q08685 P36084
P39968 P33892
Q04636 P33301
P36144 P17214
P33418 P32521
Q12469 P25586
Q06251 P43574
Q03768 P40048
Q12151 P40956
P38931 P34241
P49686 P32500
P32458 P12868
Q00582 P32345
Q04493 P39682
P47122 P38856
P40018 P20053
Q08962 P20435
P24482 P13365
P53211 P32863
P25605 P00175
P38346 P32492
Q03532 P14741
P32583 P32259
P39715 P14907
P50275 P25303
Q00723 P32528
Q08601 P33750
Q07468 P40009
P40573 P27614
P53184 P36019
P53141 P12612
P35181 P19882
P40204 P36037
P53883 P48559
P04147 P00950
P32912 P12753
Q04272 P40956
P41817 P40992
P18963 P17709
Q03792 P40328
Q12372 Q12006
P32471 P20435
Q08920 P13517
P40055 P24813
P41318 P38344
Q03981 P20486
P53550 P40340
P41834 P12962
P43682 P32564
P48559 P10081
P53100 P05986
Q12433 P06780
Q03081 P53067
P53082 O13539
Q12118 P38089
Q07528 P28708
P53886 P23724
Q06549 Q05933
Q12477 P04821
Q02804 P40495
P53068 P10659
Q00245 P32458
Q03655 P08539
P38987 P38837
Q12084 P18852
Q12276 P39960
P21705 P06777
P51996 P32591
P38793 P38237
P53829 P36421
P47912 P38792
Q12427 P40960
P36085 P06244
P39008 P38783
P40517 P39940
Q05946 P53252
P60010 P52891
Q03010 P38690
P38883 P09440
Q08649 P09734
Q08963 P46655
Q06679 Q00246
Q99385 Q06479
P33334 P25293
P39743 P20438
Q04264 P40413
P38922 P30902
Q07963 P53322
Q12152 P38194
Q00618 P32561
P53124 P32861
P38829 P38726
Q03018 P38624
Q12098 P18962
Q03784 P09624
Q07915 P13185
P39729 P38237
Q12477 P46682
P32945 P32895
P38996 P19657
P52593 P17255
P29496 P13586
P38346 P15646
Q06340 P20449
P40471 P25646
P47124 P40010
P42935 P14126
Q03897 P20433
Q12020 P39563
Q04226 P16522
P15705 P14747
P53159 P15442
Q12344 P38785
P39925 P09959
Q00578 P39946
P38817 P14908
Q04004 P53622
Q08966 P52286
Q12310 P32457
Q05785 P32790
P53036 P01120
P43574 P21672
P32835 P15891
P18759 P14747
P25043 P21243
Q12518 P32581
P32602 P25569
P40087 P24482
P32864 P00359
P53914 P22139
Q06177 Q04978
P28817 P13185
P40151 P34218
Q12418 P27515
P48559 P07264
P36145 P33307
P25293 P07347
Q04651 P38903
P53313 P38989
P53604 P18410
P40561 P22133
Q04373 Q02884
Q06604 P14680
P25294 P13663
P43593 P35497
P53252 P50277
Q06451 P38313
P39969 P39904
P53840 P22219
P38149 P32350
Q12024 Q04675
Q07381 P53865
P32264 P28791
P38287 P25389
Q12417 Q04199
P35178 P12945
Q06108 P53256
P53261 P38810
P53082 P33399
P53147 P32836
Q06216 P25298
P53738 P23724
Q12208 P39962
Q08601 P32873
P38631 P25298
Q05785 P38165
P43583 P06103
Q06449 P25559
P40217 P38886
P35688 P00812
Q12460 P48606
Q04217 P36124
Q03071 P46672
P40510 P40455
P80667 P38329
P40956 P38788
Q03322 P00724
P38249 P00958
P36012 P18961
Q12310 P28006
P40512 P17555
Q05670 Q03898
P38283 P32909
P36147 P19955
Q12063 Q07887
Q06245 P07278
P38615 P27472
Q08951 P30656
P40055 P36130
Q08921 Q07930
Q03337 P22543
Q04493 P32327
P53742 P53322
P40495 P40494
P57743 P32634
P39523 P08018
Q12427 P38853
P53283 P39016
P37012 P25344
Q06696 P23624
P07273 P07272
P39730 P38352
P40567 P25360
P40061 P09734
P39926 P32588
Q99257 P23594
Q02895 P38988
P46985 P11938
Q03330 P39929
Q05022 P53254
P48361 P40095
Q02196 P40483
Q08962 P40693
P40087 P38261
P53082 P24583
Q12176 P36144
P25582 P20052
Q12107 P28708
Q12469 Q02197
Q04307 P25370
Q05080 P38358
P53185 P39705
Q12038 P50945
Q12411 P35184
P24004 P00724
Q03063 P52491
P41814 P06779
P38822 P32447
P53130 P47176
P53437 P25453
Q04338 P27637
P47049 P11747
P07866 O14467
Q12034 P36005
Q12142 P25294
P41814 P39962
Q00416 P35688
P38287 P25635
P39108 P38959
P40480 P18759
P46970 P33203
Q00539 P32800
P25694 P07283
Q12446 Q03818
Q04792 P38871
P51601 P38293
P18898 P16658
P43565 P10081
P39929 P21268
P47103 P22224
P49704 P38293
P53323 P38856
P40339 P38431
Q07786 P39718
Q12446 P25694
Q12460 P41805
P38200 P10869
Q12449 P53254
P53965 P10659
Q12447 P36224
Q12329 P32634
P38922 P36013
P34253 P23287
Q12285 P40988
P53685 P04807
P33306 P12688
Q03071 P39717
P39713 P32600
P40988 P14126
P32873 P23202
Q02875 P40555
P53233 P10355
Q05949 P53855
P38324 P31109
Q02197 P38871
P35734 P13712
Q02793 P47029
P38720 P09938
P52488 P34252
P53185 P20604
Q12149 Q06344
P50275 P29496
P38883 P32521
Q06217 P53091
P47165 P38129
P39966 P36145
P43619 P26263
P49955 P24814
Q12301 P20606
Q12514 P40335
Q00764 P14359
Q08387 P32908
P41816 P39563
P32773 P25342
Q04149 P32911
P40302 P14359
P36015 P17536
P43565 P41318
P46957 P38273
Q12033 P18480
Q06436 P36012
Q05947 P38760
P34164 P13712
Q00723 P40991
P50945 P35197
Q02354 P10592
P40494 P10659
P47045 P35197
P38717 P23585
P53277 P22141
P53067 P36013
P25491 P10592
Q12285 P24783
Q06549 P24279
Q06103 P02829
Q06551 P38874
P32828 P08638
P53184 P50944
P40024 P33307
P50277 P38555
Q08920 Q03862
P46988 P40480
P24871 P10622
P32481 P25385
P47122 P40563
Q05610 P39107
Q00578 P32571
Q06251 Q00816
Q12518 P33311
P46673 P32801
P39101 P30283
P40479 P32325
Q92317 Q08496
P48232 P32800
P09032 P05085
P36049 P32589
P34226 P14904
P53115 P40460
P41277 P38634
P39929 P32561
P38208 P06242
Q06406 P53930
Q07657 P38696
P39935 P32263
P53277 P50086
P48240 P32336
P53258 P06169
P53389 P53388
P33418 P15790
Q00582 P39969
P39723 P32492
P50944 P38339
P47110 P39720
P32480 P24867
P38764 P12688
P53855 P53199
P38696 P31109
P31412 P25567
P50875 P39706
Q04233 P29509
P38768 P28707
Q12199 P38042
Q04411 P27801
P87284 P40438
Q06440 P06782
Q02825 P38691
Q02256 P38789
P33199 P00044
Q03785 P53859
P54790 P40422
P40096 P38801
Q04894 P49573
Q03774 P40485
P40151 P36053
P39083 P07149
Q08966 P53867
Q06665 P36161
Q03784 P53738
P38922 P19262
Q03920 P36047
P32912 P25390
P53949 P38328
P49704 P43535
Q04149 P53858
Q07418 P08431
Q06549 Q06411
P46669 P26188
Q05871 P32366
Q12411 P27637
Q12028 Q02793
P40529 P27801
P53281 P38716
Q05166 P53281
Q12176 P03965
P53904 P38748
Q99189 Q05775
Q04110 P32836
P24870 P07347
P39925 P39073
Q06479 P35688
P53978 P36049
Q12044 P46682
P53316 P40988
Q01684 P30283
Q12163 P38903
P39008 P14904
P53974 P02994
Q06163 P38301
P53731 P14359
P38431 P38247
Q08972 P47912
Q04493 P53847
Q03897 P29465
P40344 P38257
P40567 P40328
P48239 P20438
P48562 P15108
P38324 P38237
Q07834 P46675
Q04272 P48232
P33296 P25045
P47029 P38287
P50090 P43562
Q02354 P35728
Q12055 P36012
P18562 P06738
Q04651 P53939
P50946 P50091
P41800 P40563
P40959 P39990
P40561 P32939
P35056 P21182
Q05930 P47122
P49166 P08524
P50094 P41813
Q12297 P40187
P35181 P32325
Q06440 P33329
Q08956 P41911
P39875 P36100
P53124 P32639
P32571 P19524
P40036 P31374
Q06406 P14724
P17709 P00560
P40303 P33399
Q06679 Q03071
P39077 P27614
P42951 P24783
P22141 P19735
P40856 P17119
Q06696 P53685
Q07623 P32328
P39744 P38801
Q04031 P35197
Q12517 P40413
P32505 P14747
Q02100 P28707
Q06479 P00830
Q12513 Q04930
P40495 P35198
Q02931 P38287
Q08444 P36162
Q99176 P18962
Q08685 P07272
P50944 P23293
P12612 O13559
P53739 P39083
P38217 P20053
P53941 P32366
P53221 P38254
Q03619 P33333
P39705 P29496
P25555 P07170
Q06142 P08431
P41813 P32842
P32492 P24004
Q06169 P47019
P32356 P31374
Q08972 P49955
P39962 P06787
Q04264 P53145
P40563 P32800
P53130 P18961
Q07508 O13553
P47160 P38861
Q08949 Q04087
Q08726 P38229
P24814 P13365
P38863 P34253
P53297 P27636
Q08491 P53855
Q00245 P14907
Q12256 P53163
Q12460 P33313
Q12151 P24482
P39940 P35197
P47068 P31374
Q12462 P25808
P25342 P25303
Q12315 P32450
Q04004 P20606
Q08446 P38634
P41832 P40048
P36029 P32328
Q12129 P33892
Q12055 P36973
Q03532 P34217
P49955 P38200
Q04002 P38742
P47116 P28834
Q99299 Q05947
Q12241 Q03954
P53171 P38111
P39743 P19735
P53632 P22133
P40055 P32496
Q08438 P50095
P22204 P08153
P22141 O13559
Q08817 P15303
Q04868 P39904
P53064 P24869
P24583 P11154
P38313 P25584
P33203 P13517
P50945 P38237
P53930 P38998
Q05958 P30657
P53032 P14682
P40956 P04076
Q12368 P25294
Q01939 P04147
Q12199 P16521
P38814 P33895
P38764 P16467
P47165 P38249
P46965 P22140
Q12488 P43132
P40509 P33767
P38352 P24869
P53150 P48363
P53043 P05030
Q06543 P40186
Q12328 Q03558
Q08235 Q02100
Q03690 P32783
P40484 P06704
P32525 P23542
P42846 P37303
Q92331 P31244
P53867 P53112
Q12100 P38631
Q99257 P25657
P53905 P48582
P39960 P20437
Q12154 P40468
Q12306 P38716
P39534 P29311
P36008 P29295
Q06436 P52490
P41921 P25646
P47089 P40960
Q03774 P36131
P38922 P18962
Q07824 Q04003
P40567 P26570
P38270 P38200
P54999 P23638
P38204 P06701
P53941 P32913
Q03782 P25604
Q12260 P28006
P53924 P38862
P40164 P31244
Q03322 P38273
P52286 P10869
Q12134 P50946
P38555 P25294
Q12248 Q02890
Q00245 P28007
P43563 P13186
Q12417 Q12377
P40069 P33299
P12962 P04076
P41818 P10964
P40482 P00175
Q12330 P31109
P38288 P23776
P39927 P32855
Q03898 Q00539
Q08951 P38760
P38705 P38590
P60010 P41901
Q99176 P38990
Q06164 P43619
Q08235 P49960
P38082 P34241
P50106 P27476
Q03010 P40469
Q04562 P20795
P34253 P25357
P40555 P38850
P46675 P23561
Q02629 P46949
P41811 P01123
Q06251 P39531
P39952 P33441
Q03254 Q02197
Q07657 Q02554
P41911 P40477
P49704 P25657
P38623 P00830
Q07896 P53032
P38249 P10659
Q04005 P32500
P53124 P05986
P38283 P17555
Q04149 P47160
Q06648 P07560
Q12142 Q00362
P46677 P27514
P33892 P07149
Q99189 P19812
P53927 P12611
P53740 P53237
Q04264 P46655
P53953 P50094
P42073 P39013
Q00816 P38339
Q12199 P16140
P41940 P25357
P24867 P14681
Q08208 P39563
P50944 P50942
P38861 P25454
Q08245 Q07418
P32800 P31377
P32566 P22515
P43574 P32854
P38042 P34110
P46680 P08964
Q08956 P38316
Q12505 P40339
Q02629 P21243
Q12276 P32610
P40484 P15992
P41800 P14741
P53743 P15992
Q06160 P14736
P32634 P32501
P36010 P32074
P47068 P17555
P53954 P16661
Q03322 P18888
Q06160 P40564
P40316 P39707
P38959 P36029
P40512 P38757
P38634 P37370
P38042 P26793
P53196 P38310
P41813 P06773
P53847 P40395
P48562 P36103
P47120 P01120
Q00578 P31383
P42846 P30619
Q00816 P38313
Q04359 P53010
P36019 P32639
P41921 P27636
Q12754 P04456
Q12417 P13711
Q04031 P46963
Q12380 P40186
Q06704 P33329
Q05874 Q00816
P41901 P32892
P22219 P02293
Q12280 P39935
P32639 P25644
Q04149 P43561
P10566 P02294
P38774 P24870
Q02884 P38310
Q07418 P52593
P47124 P33892
P53859 P24869
P34217 P29295
Q03976 P32944
P32849 P29366
P48239 P06839
Q06704 P11484
Q02732 P38826
Q07657 P40024
P40202 P32873
Q12151 P41805
P39990 P38352
P39077 P38328
P43587 P33314
P51534 P50095
Q02866 P36139
Q12285 P22007
Q02256 P53755
P38989 P05694
Q05785 P36103
P46974 P35817
P21182 P12611
Q06525 P13434
P39960 P30902
P53599 P40473
Q04739 P39727
P53323 P30665
P25294 P22141
Q00873 P36168
Q00723 P38959
Q06665 P38313
Q04062 P34244
Q04305 P53248
Q08965 P22543
P46675 P32588
Q06604 P25357
P53202 P53091
P21374 P06169
P47054 P33760
Q04739 P47912
Q07834 Q07468
P22336 P00958
P35182 P20437
Q08911 P39723
Q12469 P32588
P53094 P15891
P38203 P18852
P32842 P21242
P52490 P38970
P39926 P22336
Q12315 P19524
P38735 P36068
P53604 P37012
Q03096 P40453
Q07824 P00175
Q12483 P38789
P33755 P20606
Q04894 P13712
P31378 P16451
P33895 P11484
P32796 P30619
P46985 P20433
Q12377 P22137
P49435 P19658
P53280 P53067
P53552 P33203
Q04934 P39958
Q06142 P53622
P53738 P34110
Q12018 P40091
Q04004 P36017
P38871 P23724
P39730 P25357
Q12159 P06777
P38622 P06787
P38748 P32898
P39077 P00175
P49687 P32589
Q12494 P33755
Q12149 P35187
P21672 P12754
P39929 P35734
P40561 P10363
P35497 P11745
P38077 P00546
P40959 P25369
P39954 P32787
Q04121 P40013
Q12255 P19658
Q12347 Q04792
Q07896 P33891
Q12241 Q04199
Q04964 P25644
Q05933 P28743
P40529 P40413
P38333 P17555
Q06177 P53298
Q12310 Q01560
P48836 P43587
Q00955 P04147
P38615 P04456
Q12041 P41318
P38785 P15873
P53283 P38063
P47150 P43568
P33331 P15442
P40574 P39743
P53129 P39958
P38301 P32598
Q06676 P38181
P35729 P23724
P38788 P25808
Q07623 P49435
P53973 P38827
Q08746 P32496
Q05568 P22216
P53104 P20435
P50108 P45819
P38283 P23301
Q00764 P23287
Q03619 P53941
Q07418 P22202
P25303 P00358
P28239 P10566
Q12222 P32767
P42839 P38785
Q00916 P25655
P53905 P38814
Q12499 Q12175
P36149 P19262
P53036 P39730
P47017 P02557
P40005 P32324
P50278 P25808
P38339 P25646
P53893 P50095
Q04149 P42951
P38801 P36118
P36421 P07274
P32381 P31374
P25389 P11484
P38193 P28743
Q12161 P38699
Q08492 P46995
Q04673 P07272
P28795 P22219
P47134 P38871
P32642 P24004
P28795 P04046
Q05881 P12904
P53169 P43637
P43583 P40339
Q05024 P38757
P38889 P33331
P54199 P38932
P39081 P16664
Q03330 P40492
Q12495 P43605
P06787 P04147
P47116 P38855
P53855 P25604
P40038 P40036
Q99189 Q08558
P38823 P38310
Q03012 P43583
Q12749 P39706
Q12033 P40507
Q04601 P20435
P43638 P25333
Q04673 P53131
P36017 P00817
P19736 P14064
P53830 P21801
P53272 P53243
P53082 P27514
P20433 P07991
Q03774 P38716
Q12420 P32350
P33307 P32573
Q08004 P25359
P38823 P13185
P40010 P38810
P53221 P12612
P48239 P25357
Q06706 P07866
Q12446 P16658
P52593 P35728
Q05933 P31688
P53209 P38298
Q04491 P01120
Q12199 P38735
Q04693 P00359
P39531 P28007
Q04089 P40957
P38261 P32776
P49704 P38788
P38860 P36520
P40064 P38316
Q00246 P21801
P53974 P32457
Q12285 P32912
Q12024 P38636
P42951 P25582
Q04491 P38247
Q08562 P53750
P35190 P32588
P38689 P32561
P46995 P25367
Q08018 P35189
Q04359 P06843
P32491 P25367
P39925 P32895
Q12020 P14741
Q12168 P53124
P38146 P27514
Q02260 P21242
P49166 P32849
Q99299 P42073
P40473 P24871
P39563 P38850
Q12417 P29509
Q12277 P32505
Q04199 P38806
P36003 P32802
Q06624 O13553
P21651 P06786
P53271 P09435
Q12044 Q12021
P38334 P38070
P40009 P07560
P53685 P38041
Q04005 P25657
Q03558 P40328
Q02825 P12753
Q12433 P05318
Q12019 P28000
Q02866 P39743
P38692 P12383
Q12009 P15303
Q06604 P35688
Q12411 P09032
Q03322 P13712
P53900 P21242
Q00816 P39936
Q12434 P14680
P25644 P06100
Q03558 P29703
P40096 P39073
Q12424 P32793
P38590 P28743
Q08726 P38301
P40567 P38070
Q6Q547 P53313
P38749 P20437
Q08966 Q00539
Q08729 P33420
P36080 P23301
P38129 P13712
Q07732 P07260
P41911 P32350
Q04978 P47089
Q08119 Q07963
P38261 P36015
Q12285 P12385
P53322 P32796
Q04217 P53754
Q04121 P40483
P35194 P35169
Q03768 P47165
P17123 P07560
P47029 P33401
P36162 P20604
P49687 P38276
Q05775 P42846
P32909 P23968
P53136 P25296
P25298 P07991
Q03919 P25569
Q04894 P25604
P38041 P27614
Q12241 P52910
Q06665 P38810
Q04660 P06704
Q00684 P53248
Q01329 P21951
Q08491 P38682
P25333 P19145
Q12041 Q07963
Q04697 P12684
Q02804 P39944
P39703 P32773
P40055 P24868
P38769 P07260
P47104 P06243
Q03897 P40079
P54860 P16467
Q03956 P23059
P25558 P17442
Q06525 P34218
Q06549 P40395
P38708 P05085
P47176 P32939
P38810 P20081
Q12241 P38996
Q12241 P41940
Q03337 P25808
Q05947 P38959
P47041 P34164
Q00776 P43619
Q12368 Q08723
Q12473 P32639
P38636 P25694
P53298 P11746
P40469 P27515
Q12267 P38889
P51862 P33891
P38344 P27472
P40988 P35182
Q04199 P40529
P39010 P25297
Q05785 Q00684
P39108 P38697
P32591 P32380
Q04868 P38801
P32345 P07278
P53277 P35203
P38682 P37302
P41805 P38774
P53599 P39083
P36149 P12904
P40495 P38792
Q07915 P20081
P39079 P25591
P53196 P47045
Q99385 P17119
Q12009 Q08729
P39715 P32607
P36015 P32861
Q92331 P40457
P40327 P38735
P53855 P24869
P32899 P24279
P32786 P08524
P40204 P33306
Q12468 P16521
P36047 P00331
P52491 P25648
Q12329 Q06648
Q12050 Q04307
Q12250 P00358
Q08215 P38862
P39551 P36057
P41810 P38315
Q05580 P53271
Q08144 P07283
P40565 P38783
P39016 P38328
Q12045 P53550
P40096 P26793
Q08144 P21965
Q12256 P19145
P41911 P37302
P53924 P39944
P36006 P32561
P11154 O13559
Q12118 P23201
P38590 P08153
Q07471 P38829
P54861 P39940
P39966 P35203
P33420 P32563
Q06406 P13185
P21306 P07283
P45819 P38874
P32571 P25584
Q99186 P34758
Q04272 P40495
P22137 P03965
P50101 P30656
Q08465 Q02732
P47113 P32523
P36029 P17255
P38801 P36162
P53142 P17505
P47074 P32583
P33338 P04147
Q06324 P24482
P53910 P46681
P25584 P00358
P53152 P40573
Q04562 P25385
Q07930 P38590
P40186 P38113
P46672 P25336
P32497 P32366
Q12250 Q08235
Q06177 P38786
P25343 P05453
P32565 O14467
P38011 P23644
P40555 P40303
Q12341 P11709
P32364 P18851
Q12168 P32490
Q02932 P53978
P50275 P15790
Q03981 P39994
P47041 P39083
P53551 P47053
Q04053 P49687
P15646 P02829
P40090 P10964
Q04368 P32450
Q12216 P25370
Q02895 P38085
P38788 P32478
P38889 P24871
