O75916 Q02846
Q9UEW8 Q96J92
Q9UI36 O75376
P78527 P26583
P16401 P24941
P05771 P61764
P61981 P04637
Q9BQE4 P0DJI8
Q5JY77 P32241
Q86UW9 Q9UM19
P09211 Q00597
P09958 P04275
P50570 P51681
Q13443 P01375
P55211 P08670
O75791 Q92918
Q16539 O75676
Q13094 P16333
P01833 P11912
Q9Y5B9 P29084
P38484 P04150
Q9BUF7 Q8N3R9
Q15047 O95361
O43889 Q13021
P11473 Q00403
Q5JY77 P30559
Q9Y6V0 Q9Y2X7
P07948 P16410
Q92692 P55196
P24928 P19388
P27361 P40763
P42574 P20700
P24394 O95376
Q9UPT5 Q8WWV3
P31431 O14936
Q15628 Q13158
Q15363 Q8N6T3
O15524 Q08881
Q9UI12 P36543
P36873 P41236
Q13546 Q8IUC6
O14798 Q9UKY1
Q96HA8 Q9UL45
P02549 P35611
P50479 Q93062
O94985 Q14669
P29400 P07585
Q09028 P08047
Q15834 Q9UPT5
P62195 Q00403
O00590 P13501
O75530 Q15910
P46527 P62993
A0A5B6 P04234
Q9GZN2 P84022
Q969Q1 Q8WZ42
O00238 Q04323
Q6IAA8 Q9NUQ8
P46934 P51168
P49759 Q8NBJ4
P06493 P27816
P78527 Q05655
Q96IF1 P43004
P49795 P41146
P01033 O94762
Q99759 Q9UHV9
Q9HC77 P11171
P62937 P14209
P04183 Q04724
Q9P2H0 Q96NT1
Q8IZD9 P49810
P14136 O75791
Q00610 P09497
Q06265 Q9NPD3
P25025 P80162
Q04637 Q9BUB5
O43541 P31273
Q16644 O00418
P09619 P32119
P43694 P01100
O14813 P61296
P51690 Q4ZIN3
Q99496 P08183
Q99459 P38936
Q09161 O75150
P09874 P06748
Q9NQT5 Q9NPD3
O14508 P19235
Q99708 P38398
P56693 P05412
P12757 Q15916
Q9UJY4 P56817
Q92876 P01008
P07237 P15813
Q14511 O75815
Q96NX9 Q92831
P29590 O43463
O43432 P06730
Q92804 Q15545
Q8WZ42 P20929
P48059 Q96KQ7
O43318 P98170
P63104 Q00537
Q9P286 P60953
O94972 Q9UBZ4
O60687 Q03405
Q14654 Q15842
Q969L4 Q13873
O00587 P46531
Q9Y5A6 P57086
P10451 P16070
Q96BI3 P49768
P22607 Q9GZV9
Q9Y5B0 P35269
P04070 P02776
P14635 P30304
O15111 P35222
P06858 Q07954
Q9Y294 Q9UK41
Q9Y3I1 P63208
P37288 P17252
Q13555 Q01970
P07510 P02708
Q9NQU5 P60953
Q14005 O14974
Q9NYD6 P30260
Q08722 P07996
P42345 Q8TAI7
Q15717 P39687
Q06830 P58004
Q8TAQ2 P19387
P20338 O95704
Q8IYF3 Q5JVL4
O14908 Q16620
Q969K4 O15198
Q15653 P19793
Q9NX47 P46939
P09619 P06241
P02766 Q7L5D6
Q9UBF9 Q14315
P54253 P26368
O94805 P51531
P78314 Q9UJU6
P98164 P80188
P40189 P05231
O15514 P19388
Q14512 P05230
P23284 Q9NRR5
P62324 P17482
P49757 P05067
P24278 P38432
O14519 P09884
P31749 O60825
P02647 O95477
P22459 Q12959
P08047 Q13485
P01344 P24593
P36894 Q13873
Q9H6J7 O94989
Q92556 P84095
Q01844 O95336
P50570 P07737
O95777 P62312
P21453 P08754
Q9BV79 P10276
Q06787 P19338
P17612 P36382
Q9NPB9 P13500
Q9UKE5 P10114
Q9UKG1 P23945
P10275 Q16666
Q9NVP2 Q9UKI8
P19784 P24534
Q12933 O75604
P11940 O95793
P30926 P43681
P23416 A5PKW4
Q9NV56 Q9Y265
Q13133 P48552
P49759 Q13247
P10451 Q9NR12
P06870 P01042
Q06787 P67809
P61981 P49815
P42224 P51692
P12956 Q09028
Q8N668 Q9H0A8
P05230 P68400
Q14680 P02686
Q13239 P29317
P63104 P33176
P48730 P04637
Q13158 O00220
P12956 P84022
P63010 Q13485
Q9Y250 P06493
P54253 Q9NR31
Q14203 Q13409
Q14500 O14936
Q99829 P60709
Q13330 P04637
P10828 Q9Y6Q9
P29466 P09874
Q02413 Q02487
O75554 Q07666
O75925 P24468
Q99578 P0DP25
O00238 Q6P3X3
P12956 Q96FF9
Q13751 P13497
Q13200 P19438
Q9NWQ8 P06241
O14641 Q8NAP8
P23469 Q14721
P84022 P46531
Q9UBP5 O15162
Q14203 O15020
Q5RKV6 Q13347
P68400 P52952
O43707 Q9NP98
Q05655 P17677
Q13393 P62330
P57086 P17040
P61981 Q96N16
Q92558 P61160
Q99578 Q13129
P01135 Q15303
P53350 P23258
P56693 P26367
P31946 P62258
Q96PY6 Q04917
Q9Y2I6 Q9BTE1
P40925 Q13368
Q06124 O95297
Q9Y2H0 Q9UD71
A2RRP1 O95897
Q5VTL8 P61981
P68400 Q9NQB0
Q04724 P62308
P08238 P04637
O95841 Q02763
Q6P3X3 P36897
Q9Y5B0 Q9UN36
Q9NPI1 Q16778
P35222 Q8WVC0
Q08999 P24385
Q9UM73 P23471
Q14697 P48634
P14780 Q01955
P37231 Q96S59
Q9Y6X8 P23511
Q9UGM3 P35247
P27361 P14921
Q99856 Q06187
P20226 P54257
Q8NHY2 Q96FS4
P14598 P24394
P22888 P0DN86
Q15653 Q04206
Q08116 Q9NZC3
Q969S3 P10244
Q9HAU4 P12757
P20963 Q9BZW8
Q9Y222 P24385
Q7KZF4 P29083
O60494 P98164
Q9NVP2 P68431
O43294 P04150
O94985 O00139
Q02750 Q9Y4K3
P62258 Q99683
P51690 Q99608
Q86WV1 O15117
P00533 Q13480
O94776 O95983
O43908 P78406
Q9BQ95 Q9HCE7
Q09472 P27695
Q9H1J1 Q01629
P00747 P06576
Q9Y6W6 P27361
Q13315 P04637
P04437 P27824
Q15121 P28482
P26038 P15529
Q92793 Q9NP62
Q16594 Q9Y6J9
P13010 O00267
Q99683 Q16890
P20382 P16870
P67775 P49023
P49795 P08754
Q8IYM9 Q96RK0
P29972 Q15834
P36543 Q9Y4K3
O00151 P35609
P57729 Q15796
Q13094 P62993
P35968 P50148
Q9NZQ3 P16333
Q9NPI1 P54257
Q13464 P61586
P19387 O15514
P08047 Q6W2J9
P62879 O60262
O95477 Q9HAP6
P04839 P46940
O00712 Q14938
P10244 Q92793
Q9UBZ9 Q14192
Q92793 P08651
P22234 P51116
P42575 P15924
P20585 P12004
P63167 P08670
Q9UBD5 Q13415
P24864 P06493
Q13114 P25942
Q05516 Q9Y333
P50148 Q06187
P20936 P43405
P62805 O15315
P00734 P10451
Q14289 P04626
Q9GZU2 Q12933
Q16539 P30307
Q92556 P98174
Q9Y698 P48058
O43929 P49736
P17181 P48551
P0CG47 P04629
P19174 Q9UM73
P48050 O14936
Q15475 Q04724
P62380 P52657
P78527 P11831
Q96LC7 P29350
P06744 P17936
P01266 P27824
P52292 P15918
P68400 P55042
P63279 Q9NSC2
P23468 P10586
P24588 P63252
P53778 O00418
Q8NI35 O15399
Q12933 Q9NVZ3
P63172 Q13873
O00499 P50570
P42858 P62993
A0JLT2 Q9NWA0
P35670 Q9UJW0
P01589 P14784
Q70IA6 Q15208
Q01844 P78310
Q9UJY5 Q99523
P15509 P32927
Q99459 Q13415
Q93009 Q9P2G9
Q9NPI8 P27448
P03372 Q86U06
Q9Y566 O60241
Q13148 Q9UNZ2
Q13901 P78527
Q16513 Q12923
Q7Z6A9 Q06124
Q06124 P06239
Q9H2B2 Q12846
P27361 P19235
O60315 Q7L5N1
O00327 Q16534
O15530 Q9Y243
P54259 Q9Y3T9
Q6UVK1 Q9Y3R0
Q9UQB9 O95359
Q9NV58 O14933
Q8NHQ1 Q9H9D4
O00238 P18075
Q99519 P16278
P78314 Q96B97
Q9UP52 Q30201
Q969L2 Q16890
Q06455 Q9NRR5
O60671 P06746
O43186 Q09472
O75674 Q69YN2
P54257 Q9H5J8
Q92597 Q12901
Q9NS23 P23025
Q96T58 P35548
P00374 P10809
P17252 P02686
P10124 Q9NRR5
O60341 Q13547
Q13387 P61328
P00533 O60716
Q96A47 P61371
P51398 P04150
P17028 Q7L5N1
O43236 Q16143
Q92783 O60220
Q9UIK4 P36897
P51681 P51671
Q92793 P09629
O60763 Q14789
P51693 Q13765
Q9NTM9 Q9H1I8
Q99615 O15198
Q7L5N1 Q13616
Q9UBD5 P11802
Q6TDP4 P68032
P09104 Q16842
Q15843 P55036
Q60I27 P20339
Q9Y6D5 Q9Y6D6
O15116 P28074
Q99972 P19438
Q9UI14 Q9NP79
Q92793 Q8IZL8
P49759 P02686
P09012 P26599
Q7L2E3 O15379
Q99750 Q8TAP4
Q03405 P08631
P16471 P15498
P06239 P25963
P07477 P08697
O75909 Q7Z6G3
Q08722 P41231
P78527 Q99828
P19256 Q15011
Q03181 Q96S59
P23434 Q8WYH8
Q9Y6H5 Q7L5D6
Q9P253 Q9NRW7
Q15528 Q8NBJ4
Q92805 P20340
Q9UI14 P20340
P48443 Q13554
Q9UPQ3 Q02108
P38398 Q9HAW4
Q5RKV6 Q9HAU5
P08727 Q9NYB9
O60826 Q96A23
Q9NZQ3 O60879
P35222 P37173
P49959 P24864
Q13045 Q99836
P84022 Q9UM63
P55895 P15918
P17542 P23771
O15457 P27694
P43403 P22681
Q9NQX5 P24385
Q13424 P62736
P43364 Q8NEG5
Q15831 P04637
P04216 P06756
Q01844 Q9NQA5
Q03181 P19793
Q8WXD2 P10645
Q13547 O43683
P43378 O43752
Q09472 P61296
P40926 P07954
Q9UGI8 P50552
P43364 Q96T60
Q8IV45 P19838
P27986 P49768
Q9HC98 P50613
Q96CW1 Q9UHP6
P38398 P40763
P62166 P25098
Q8N5C8 Q15750
P11940 P63244
P62508 Q92786
Q01094 Q00526
P10415 P00441
P60763 P10275
Q15542 Q92804
Q13813 Q9GZR7
P41182 Q03181
Q14683 Q14980
Q8TDW5 P20340
O60260 P29466
Q9H2V7 P10415
Q9HAU4 Q9NWM3
P61981 Q99959
O60869 P19793
Q15375 P52798
P06493 Q96KB5
P02545 P63279
O15079 Q16623
Q9Y2X7 P25098
Q9UER7 Q00613
P57103 P62258
Q96I24 Q96PU8
P17252 O60479
P78345 P78346
Q96JB2 Q8WTW3
Q15047 Q99728
P06400 Q05516
P08670 Q96AE4
O95630 Q13163
Q12929 Q9UL45
Q9NS28 P04899
P56945 Q6UVK1
Q13480 P62993
Q15672 Q04206
Q14919 Q16594
P68400 P16949
P48643 Q9HA65
Q8IW41 P05412
P81277 P49683
Q7L590 P49736
Q13571 Q8IYW5
Q13432 Q9UIM3
O75558 O00161
Q14469 Q02535
P81133 P27540
P60709 P24855
P20936 P07948
P57735 Q13485
Q13323 P10415
Q92830 Q09472
Q7L5N1 P60228
P28069 P04150
O95999 Q9HAT8
Q9UKV0 P41182
Q9Y3F4 O15105
P54252 Q8IYF3
Q9NP87 P12004
Q8TBZ2 Q99417
P00533 P68366
P20226 P01100
P21964 P12821
P40337 P62487
P63167 P60709
P37198 P29084
Q9H2K2 Q14449
Q6EEV6 P52597
Q06455 Q9HBM6
P35221 P12814
Q9NS23 Q9UER7
P08069 P46108
P09683 P32241
P43405 P19235
Q9Y679 P08648
Q15269 O75674
O95251 Q9BY11
Q15906 Q99750
Q7Z6J2 Q14832
P01100 P20823
P07948 P0CG47
Q9UBW8 P60228
Q15744 O95751
P20151 P05154
P23458 P52630
P12236 O95084
P16871 P52333
Q15796 P41235
Q15811 P45984
Q01780 Q9HAU5
P29466 P42858
P35590 P27986
Q06265 Q9NQT5
P24928 Q10570
P24821 P23467
O75385 O00560
O14757 P30307
P68104 P50453
P08514 P08123
Q6IA17 P14778
Q15942 P15498
P31946 P16591
Q8WYH8 Q99728
Q9UK41 Q99816
O14786 P49765
P17081 Q15642
O00186 Q16637
P02787 P08833
Q9BZW8 P09326
P41134 O14936
P15173 P41134
O15111 Q92844
P62993 Q96B97
Q7Z6G8 P98164
Q99750 Q8TC90
Q9Y6G9 P20338
P10275 Q92831
Q09472 P15036
P35222 P22223
Q969T4 O15111
Q9Y376 Q13131
P12956 Q9H910
O75494 P08621
Q96QF0 Q16385
Q96CD0 P63208
P21549 P50542
P04279 Q9NRR5
P27694 P49736
O43929 Q9Y5N6
P51948 P04637
Q13190 P54920
Q96QT4 Q00722
Q9BUZ4 O14874
Q06455 P15884
Q9UKI2 P17081
P17612 P04004
Q92918 P46108
O75886 Q9NRR5
O75925 Q15744
Q99666 P62826
P46531 Q09472
Q9Y215 O15146
Q96M91 Q15834
P42127 P32245
Q92997 P78337
P49790 Q92973
Q9NRD5 Q96RK0
P23229 P27824
P98160 P17301
P38936 Q15834
Q92574 P07196
P78560 Q13546
Q53QZ3 Q9NPY3
Q12866 Q13873
P32246 P10147
Q05655 P26010
Q9Y4K3 P08138
P16144 P31946
P49759 Q9BZL1
Q92813 Q9Y2K6
P31944 P49662
P08514 Q9Y679
P17706 P42224
Q12929 P05106
P17081 Q9BYG5
Q14134 P36406
Q9BZ76 Q02410
P23469 P27361
P01344 P14735
P26447 Q16181
P51617 Q05513
O75534 O60506
Q7L590 P33991
P84090 Q7L5N1
Q8TEW0 Q8IVF5
P46937 Q15303
Q13464 P08670
P03372 P30305
Q92851 P19438
Q13362 Q09472
Q03113 P17252
P55347 O00470
P0DPH8 P27348
Q99590 P08621
Q13042 Q15796
O15530 Q8IWY9
Q05655 Q5JVS0
Q96IP4 Q9P287
P40424 P55347
Q99750 Q9H7H0
Q12955 Q9UJC3
Q01844 Q01543
Q9Y2W7 P49810
O75925 P63165
Q16533 Q5SXM2
Q15185 P03372
P30530 P62993
P43354 Q92905
Q13158 O15519
P63272 O43719
Q9Y222 P30279
P49815 P19021
P54764 P06241
O14939 P41240
Q15102 Q13432
Q16539 Q07352
Q969F0 Q96D59
O60271 P61244
P57739 Q9BQ66
Q15750 Q12933
Q96ED9 Q14966
Q9NQX3 Q96FJ2
Q86UP2 P60953
Q9UNE2 O95716
Q9UMX1 P09651
Q01831 P19447
O15535 Q9NWS9
O94972 Q96T60
Q92743 P20674
P22735 P04279
Q13765 Q9GZT6
P16220 O94762
Q9C0J9 P15172
O00622 P06756
P54253 Q99700
O14594 P24821
Q9Y3C5 P45974
Q9NPD3 Q15477
Q99612 Q96KQ7
P07478 P14780
Q9UBH0 P12757
P30281 P15514
P51149 P24386
Q9Y5K2 P04278
O96017 Q99638
Q13332 Q9P2H0
O60216 Q14683
P05109 Q13432
P01730 P07339
O15519 Q12933
Q9UNE7 P51668
P21817 Q13698
P42772 Q9P2H0
Q04759 P15498
P51813 P40763
Q9UBC5 P63261
P09958 P46531
P40763 Q99062
Q9Y2W2 P08670
Q66K89 P06400
Q9NP62 Q13547
P31431 O00560
P62380 Q8N357
P10636 P49768
P14735 P04150
Q9Y2I6 Q9BUY5
Q92834 Q9Y496
P33992 P49736
P37198 Q9H8Y8
P29350 P42702
Q9NPH3 P14778
O75689 P19338
P49888 Q5RL73
P49840 Q96G01
Q02818 P08754
P41594 O14924
Q15842 P63252
O76075 O00273
O60716 P68133
Q15287 Q13247
O14744 P29597
P54727 P54252
Q06124 O15111
Q12809 O75380
Q9H2G9 P61019
Q96MN2 Q9NPP4
P62491 P50395
P42858 P12270
Q15796 P30153
Q96N46 Q15834
Q86TC9 Q08043
P04792 Q96ID5
Q9UQ90 Q99750
P08473 P01160
Q9Y6Q5 P15151
O75689 Q01130
Q9NPH3 P27986
P12109 P02458
Q15631 O75807
Q9H8Y5 Q9GZP1
P02751 P02743
O75558 O60493
Q9NR82 P12931
Q00403 P24928
O15519 O14920
Q7Z569 P01112
Q99985 O60462
O14490 Q96FJ2
O60239 P45983
Q99418 Q9Y487
P11940 Q15366
Q92793 Q9BYM8
Q5JVS0 P63244
Q04917 O60565
Q08881 P62993
Q99640 Q13526
P16070 Q9NZN5
P34947 P37288
Q9Y265 P00747
Q99972 P29401
Q9BV40 O00161
P45983 Q9UQF2
P49815 P84022
O76081 P19086
Q6STE5 P40424
P49286 Q9HAV0
P54253 Q6V0I7
P84022 Q08174
Q6EEV6 P12268
P68104 P17028
O00300 P02751
P30153 Q05586
P61981 Q15052
P61457 Q96HA8
P17676 P00533
O60496 Q96EK5
Q12929 P12931
Q14669 Q9NYQ7
Q86Y01 Q04721
P12956 P18669
Q9NQ87 P84022
P27701 P08962
P04150 Q04917
Q9GZT8 Q9NRG1
P05362 P08195
Q02790 P62942
P57729 Q13485
O95376 P62917
P62140 O95405
Q99704 P05106
O14948 P19484
P50552 Q9C026
Q96ST3 Q9UHI6
Q9Y5L0 P62995
Q13330 P51948
Q05586 P54760
Q99952 P41240
P16871 Q14289
P10415 P22736
O95376 Q9HC35
P28161 P09488
P62380 Q15286
Q13867 O75962
P0C0L5 P04003
P04626 Q06124
P42858 P04406
P20151 P24928
P41220 P30679
P14923 P35221
P41240 P07948
P51692 P15036
P00533 O75886
O43734 O43318
P54253 Q8N1N0
Q9BR76 O15144
P23025 P29084
P02462 P0DJI8
Q8N668 Q86VX2
P50552 P63261
Q9UI14 Q6ZVK8
P16591 P40763
O15083 Q9Y6V0
Q12967 P62834
P46108 O43683
P29372 P10828
P52298 P31943
O75533 Q12972
Q92793 Q13105
P83916 P45973
Q9UMX1 Q9NWS9
Q13191 P00533
O95622 P63096
P16035 P22894
Q13618 P62877
Q6ZVK8 O75525
Q9Y3M8 Q86VP1
O15162 Q9H0B3
P26012 P04004
O95407 P48023
O15379 O75081
O75366 P46108
O95405 P36897
Q9NRR4 Q8WYQ5
Q14155 Q13509
Q02818 P35354
P08603 P01024
P43364 Q9BW11
P42226 P19838
P63165 Q96GM8
P98164 P11684
P19419 Q9Y3A3
P30556 P49407
P68400 Q96HZ4
P38936 Q99683
O43633 Q13144
P19525 P29597
O94777 P37287
P14672 P53367
Q15696 Q01081
O14964 P46934
Q5T1R4 Q13077
Q8NEZ2 Q99816
Q9HC77 P51692
P05107 P63244
Q96F07 Q92558
Q92481 O95619
P51511 Q07954
Q16623 P30531
P32246 P23458
Q9UBT2 Q8TDN6
Q03135 P01112
Q92529 Q16620
O15287 P51587
P20340 P26374
Q9Y6W5 Q9Y2A7
Q05655 P05107
Q9Y3A3 Q05193
P17612 Q12972
Q99972 P04406
P24386 P61020
Q15345 Q15370
P43405 Q15139
P10586 P06239
Q9UL26 Q9HAU4
P51948 P14859
P08571 O15455
O95257 Q9Y6R4
Q14201 Q9UIV1
Q9Y3C5 P08621
P17612 P13612
P63167 P23368
Q9UPT5 Q9H8T0
Q13535 Q15382
Q9H6P5 Q03164
P05107 P20702
Q9UI14 P20339
Q9NS91 P63146
P11142 O75528
P21246 Q9NXU5
Q9Y239 P55211
Q9BPU6 Q14117
O15397 P09132
P20226 P17535
P54253 O75376
Q96ST3 Q15047
Q03181 P48443
Q96MU7 Q01130
P01127 P02452
O15344 Q8WWB3
P10747 P33681
P54259 P46100
P53350 P20618
Q86XR7 O15455
P27361 Q16539
Q13873 P12644
Q969T9 Q06710
P52799 Q9Y3R0
O94910 Q9Y566
Q9NRH1 Q9P2H0
Q96S55 P49005
P07288 P02751
P51693 O43680
O43684 P09874
P00736 P02746
P42574 P49768
P30304 P31946
P53778 P62993
P56945 O43281
Q14183 P61764
Q86UP2 P61586
Q15788 Q04917
O95372 Q96GD3
P14222 Q9GZR7
P82094 P10275
Q92731 Q13257
P20273 P15391
Q99700 Q9P1U0
Q9BXF6 P10155
P11142 P06400
Q9HC52 Q06587
Q9H9D4 P14174
Q13702 P62993
P00533 P40763
P04629 P27361
Q15466 P41235
P17813 P27037
P16473 P04899
Q7L804 P62491
P42566 O94973
P24864 Q00526
Q13885 P21980
P21673 Q8IY81
O15269 O95477
P30408 P68366
Q13616 Q15653
P17948 P07947
A0A5B6 P01889
P42574 P05549
P24928 O43719
P31785 P60568
Q13526 P05067
P62879 P36897
P11362 P19174
Q13137 Q9BVV2
P26447 P50579
P35869 P10589
P52333 Q92835
P31946 Q9UDY2
P42574 P08670
O43815 Q03135
P05771 P14598
Q12891 Q04912
O43318 Q99683
P42574 P42858
Q9UKK3 Q14764
Q96RT1 P16144
Q9ULH1 Q96B97
P04156 Q9Y3Q8
Q99569 P49768
P14923 P15941
Q99613 P60228
Q06187 O00220
Q9HD26 Q13467
Q9Y3E7 Q9Y5L0
Q13310 O60383
P54253 O75170
Q9Y2G4 P49674
Q9UER7 Q9NQB0
P62736 P04278
Q06481 P42336
O95136 P63096
P10275 P12235
Q92905 P61296
Q15797 P35711
P49368 P12956
O60941 Q96A04
O14511 Q15303
Q5TD97 Q15797
P13612 P02751
P22888 P01215
P00533 O15126
Q9Y333 P62304
Q13145 O94993
Q86YM7 Q9NSC5
P48643 Q13371
P17706 P52333
P55211 P98170
Q12933 Q9H0I2
Q96CW1 P09958
P10827 P35637
P30990 P32121
Q9P0U4 Q9HCE7
P21246 P47756
P20151 P01008
P54253 Q13303
Q92585 Q09472
P10276 O75528
Q92793 P30305
Q8WVD3 Q8IYR0
Q92624 Q6ZMV9
Q14451 P00533
P33076 Q2QGD7
O75030 P23760
O14653 O60763
P49023 Q05209
P17612 P21817
Q02818 P19086
Q96B86 Q96I34
O60494 P02787
P62491 Q12846
Q9NZC7 O15350
P04626 O60674
P09132 P61011
Q8WUM4 Q9UK41
O75146 P09496
P21980 P09486
P20248 Q00526
Q14209 P06400
Q9HD43 P49023
Q9UL45 Q96LR2
P12931 P14136
P68104 Q99519
Q9UHD2 Q7Z434
Q05516 P41182
Q9NQ25 O60880
P25815 P26447
Q92624 Q969V5
O00548 Q9UM47
P45983 Q02962
Q02790 O14832
Q8TF74 O43639
Q8N9I9 Q86Y01
Q07157 P48165
Q9UHI6 O14893
P14317 P42574
Q86YP4 Q92831
Q15233 Q13526
Q13795 Q13485
P01903 P28067
Q96PY6 Q9GZX5
P61981 Q07021
Q15149 P08670
Q9ULB4 Q13634
Q5JVS0 Q9UGU5
Q9GZX7 P27694
P15529 P01024
Q9NRM7 Q13188
Q99607 Q13309
P13569 P15311
P21926 P08648
P19174 P20273
P46527 P61981
Q9ULB1 Q02410
O14776 Q15637
Q05586 Q8TCU5
P49286 Q9NQX7
Q9NR46 Q9Y371
Q16849 P62937
P84022 Q86UD4
P32456 Q12972
Q9UQ90 Q9BQ66
P57678 Q15833
P46379 Q09472
O75886 O60674
O00180 P63279
Q2M1Z3 Q9HCE7
P68400 P04004
Q96RY7 Q9NYQ7
P35372 Q9UDY4
Q96IZ0 P62070
P48995 Q86YM7
P19419 P63279
Q15102 Q9GZR7
P21246 Q9NQZ2
P54257 Q9UFN0
P78345 O75817
Q12983 Q09161
Q05193 Q99961
Q92786 Q92793
Q9Y2I6 Q6UWE0
P19838 Q9Y297
Q15642 P18545
P24941 P38936
Q13368 Q67FW5
P43364 Q8N131
P41227 Q96KQ7
O94972 Q8N720
P03956 P13500
Q9H6Z4 O14980
P63279 P23497
P50552 O15162
Q14814 Q13469
Q96QH2 Q05195
Q76I76 P23528
Q12933 Q8TBE0
P61604 Q5T3J3
Q9H9H4 Q9UK41
P36896 P13385
O15083 Q86UR5
O75925 Q13285
P07948 P15328
Q9BY08 Q15125
Q99547 P60866
Q06455 P54259
P54753 P20936
P03971 Q16671
P02647 P18428
P25025 P30679
Q99814 Q09472
Q9UN36 Q70IA6
O95156 Q9ULB1
P01732 P01889
P49757 P05107
P63279 P55854
Q8IX12 P31947
P51587 P24941
Q13162 Q9UNY4
P23471 P21741
Q96ME1 Q9BQ66
P38936 P67870
Q8NCW5 P02652
P25963 Q9NYS0
P54259 P98095
P04637 P10415
Q8WUF5 P04637
O43772 Q9H910
P08697 P02671
Q9UL45 P16157
Q16280 O14745
Q15788 Q13285
Q9NWQ8 P15498
P78358 P79483
Q13029 Q16695
Q15583 Q13363
P25963 Q9NYR9
Q9NRR5 Q9HAT8
P27824 P04114
Q96G25 Q9NVC6
P11473 P19793
P42224 P20333
P30086 P28482
P02760 P02751
Q9UBB5 Q08211
Q05655 Q01995
P46109 P08069
P16233 P04118
Q7Z419 P68036
O15062 Q15834
O60674 P67775
Q07820 Q92934
Q9H8Y8 P62820
Q92630 Q16778
Q15329 Q14186
Q9UPR3 Q96Q15
O94992 Q04206
P22455 P21781
Q9NP85 Q9Y5K6
Q99689 Q96GM5
P32927 P08631
Q09472 Q13887
P30281 Q9Y2D1
P78559 Q13885
Q93045 O76081
P14091 P01023
Q14344 Q05655
Q8N668 Q9UBI1
P46109 P12314
P11309 P29320
P30876 P62875
P62318 P62304
Q13422 Q13547
P61088 Q8TEB7
Q9Y5X4 Q96ST3
Q9UKC9 P63208
O60573 Q9NRA8
P06213 P51692
Q09472 Q99816
P32246 P42224
Q96KN2 Q96KP4
Q70E73 Q6XZF7
Q9Y2Y4 Q00597
Q14680 P16401
Q9NPI8 Q00597
Q15788 Q92793
P22695 P31930
Q8N668 P98170
P48039 P08754
P25054 P67775
P06241 P08174
P14735 P01308
P28827 P18433
Q15466 P37231
P42684 O15304
P12259 P00734
Q9HD43 P28482
P03950 P60484
Q9Y6Y9 O00206
Q13416 O75419
Q99750 Q9P2T0
Q9UHD2 Q16543
P15056 P27348
O60921 O60671
Q15047 O14530
Q9Y6N8 Q7L5N1
P29323 P01100
P54257 Q96SN8
Q9HC98 Q7Z6G3
O43924 P20936
P32246 P40763
Q13352 P19793
Q13554 Q13557
Q5VWX1 Q96MU7
Q13322 P35968
P25963 Q9Y6K9
P84095 Q13485
Q6GYQ0 P15923
Q58WW2 P04150
P02458 P21941
O96013 P61981
O95067 P49736
P55345 Q96MA1
Q02383 P17252
P35555 P35556
O14867 O60675
P21453 P28221
Q9BZZ2 P15941
P17275 Q14494
Q9BQ52 Q06587
Q99708 Q99728
Q96SB3 P14416
P22670 P09429
P20618 Q9Y244
Q9Y294 P68431
O15514 P62487
Q15699 O94829
P06746 P17252
P23769 P28482
Q9Y2H0 Q12959
P84022 P12757
Q09472 Q9GZR7
P52179 Q8WZ42
P04637 P29320
Q07001 P62993
O14686 O15198
P67775 P10636
P56589 P40855
P55212 Q13077
O14967 Q99965
O14980 P63241
P84077 Q9ULH1
Q13617 P40337
O43707 Q96QZ7
P48023 Q13526
Q15185 P31948
O43318 P84022
O15467 Q9H3N8
P27361 Q15583
P62851 O43147
P06681 P01024
P27348 Q04912
Q04912 Q04206
P62316 P26641
Q06418 P27986
Q9NQG6 P61981
P53350 O43663
P62308 Q9P2H0
P82094 P16591
Q16666 Q02363
P10912 O60674
Q9NZC7 P0CG47
Q8TEQ6 Q9UHI6
O75446 O75376
Q9UKW4 P08069
O75052 P29475
P62312 Q9Y4Y9
P06239 Q92731
P61289 P51116
Q5SGD2 O43318
Q13203 Q14324
O60260 P0CG47
Q0D2I5 Q13426
P56537 Q9Y2X7
P43364 Q96JH8
P12931 Q15139
P11532 P48023
P68400 P11836
P19012 Q15154
P98073 P00995
O43924 Q15835
O14599 Q05086
Q14978 P38432
P58340 P63104
Q9BV79 P19793
P21453 P09619
Q92574 P31749
Q14192 Q9Y6Q6
Q9NX52 P52799
P13671 P01031
P63167 Q13885
P24821 P08648
Q8TCX5 Q9HAT0
P06239 P20963
P19174 Q05586
Q15796 Q86TI0
Q92563 Q9UGI8
Q8TAX0 P36897
P04792 P68032
P27348 Q9P0K7
Q5I7T1 Q12809
Q14653 Q8N2W9
Q9NXU5 Q4V328
Q9Y2D8 Q99909
P48736 P01112
Q14511 Q15796
Q7LBR1 O95630
Q13387 Q16584
P40937 P35250
Q09472 Q9H3D4
Q7Z7C8 P49848
Q9H093 P36897
P05141 P25963
Q9UBN4 Q9UL62
Q9NVP2 Q13111
P35080 Q9H0I3
P08758 P02458
P61981 Q9NRI5
P11362 O95197
P36957 Q8TDM6
O95751 Q96GM5
P59998 O15145
P40189 P15498
P62857 Q9BQ66
Q96FI4 P18887
Q8TAE7 P48547
P25685 P15559
Q96KP1 O60645
P22607 Q6PGQ7
O14733 P45983
Q9NRJ3 P46092
Q9UQQ2 P10721
O15230 P98095
Q9NV56 Q13885
