P15938 Q12354
P43569 P38931
P53169 P49687
Q04067 P06103
Q02555 P28007
P50101 P48234
P40348 P40339
P32861 P39706
P11938 P06701
Q00416 P06777
P40323 Q06005
P16474 P39940
P33400 Q05080
P38264 P43571
P53049 P31383
P16474 P32432
P27515 P32569
P43588 Q12250
P38692 Q00772
P53933 P00830
Q05775 P38987
P35691 P40085
Q99383 P25344
P22147 Q04049
Q12300 P40971
Q04660 P16474
Q10740 P16861
Q03441 P40567
P39077 P21304
P38316 P16861
P53108 P32854
P25639 Q12361
P08018 P40988
Q05911 P06103
P53859 Q08162
P23641 P47113
P22204 P07251
P19812 P21965
P07703 P40016
P40479 P12709
P40070 P33894
P38726 P32569
Q00776 P38764
P40460 Q06096
P38822 P47068
P53093 P32939
Q03862 P53313
P15992 P38254
P05317 P25491
Q03935 P38633
Q06651 P53633
Q12493 Q12366
P13517 P32605
P47104 Q03956
P28625 P38840
P25301 P02557
P29055 P04050
Q3E790 P53224
P51601 P06774
P04173 Q03010
Q02732 P36012
Q07915 P47135
P38920 P38523
P28263 P32569
Q04013 Q12446
P40362 Q08448
P38217 P40215
P34730 P32599
P40495 P40970
P47069 Q12692
P16649 P16649
P25357 P50111
P38326 P47135
P38272 Q02630
Q04149 P53970
P34160 P40965
P06778 P53044
P40302 P21243
Q02554 P38282
P53323 P33299
P41940 Q08496
P12904 Q12310
P16140 P32366
P43588 Q04062
P50094 Q06436
P40362 Q05022
P34216 P22216
Q04477 P12753
P38987 P33317
P39005 P32773
P38286 P38842
P38987 Q12280
P15646 Q12272
P46965 P87284
Q06631 P25586
Q12300 Q06815
P38264 Q03655
P16474 P40856
P38356 P25358
P53247 Q03208
Q12513 Q06675
P53040 P07248
Q05636 P42945
P48837 Q04175
Q03063 P20437
P39719 P39742
Q06102 P38130
Q04673 Q04673
P16474 P01149
P53860 P25339
Q03012 P38827
Q07657 P04397
P49955 Q07508
P53937 P53249
P06243 P39517
P32327 P17157
Q12440 P53233
P39958 P40352
P54861 P54861
Q12329 P53599
Q12018 Q12395
P39997 Q08293
P38764 P38316
P38306 P53733
Q04636 P15790
P38237 P41911
Q08162 P53256
P11433 P25294
Q04477 Q04477
P38744 P32502
Q00916 Q07508
P25044 P32861
P32863 P24719
P53934 P38801
Q04322 P47037
Q00362 P23292
P15700 Q02574
P57743 P32828
P22216 P22216
P15992 P39009
P05986 P39717
P08153 P07834
P38217 P40495
P34160 Q08920
P14741 P00358
Q12324 P11746
P53875 P36519
P08018 P12709
Q03497 P06777
P43573 P25374
P06701 P09938
Q07350 P21560
P08518 Q06834
P07703 P02309
P02309 P22138
Q03455 P53735
P39682 Q00916
P32790 P37370
Q12018 P32324
P52553 Q04493
P53226 Q06668
P22336 P25847
P07259 P53894
P47033 Q12349
P09938 P40350
P39723 P38863
P47095 P47095
P53322 P38358
P48560 Q04697
P53261 Q12024
P08539 P38740
P38717 P06782
Q04867 P32495
P53290 P32558
P25358 Q04121
P08456 P38993
P11978 Q01477
P39012 P38875
P53287 Q02630
P46963 P53104
Q04651 P38286
P40364 P18409
P12709 P42838
P08018 P50277
P32457 P32468
Q12136 Q07084
Q03655 P53045
P31539 P48837
P47135 Q03557
P35203 P52286
P32468 P32458
P41808 Q00772
P23255 P46677
P38853 P39946
P40450 P07274
P21304 P15790
P04051 P08153
P22276 P22134
P32366 P09032
Q02821 P00812
P32523 P33334
P32863 P04385
P22214 P22804
P05150 Q04491
P53254 P22134
P38840 P52490
P07991 P22696
P04050 P20435
Q02574 P25354
P38764 P22696
Q07549 P38764
P38301 P25639
P52286 P47134
P04397 P32502
P38041 P40095
Q02931 P25586
Q06675 P17106
P40960 Q12329
Q12159 Q06344
P29295 P09959
P38789 P38779
P46679 P22579
P40316 P52891
P39998 P39014
Q08842 P53899
Q12230 P29295
P25638 P25638
P36160 P53136
P89102 P33332
Q08902 P87288
P40507 Q01560
P31334 P36525
P16151 P32332
P53306 Q03289
P40572 P43563
P53163 Q07623
Q03898 P40020
P53846 P38860
P09436 P06787
P40361 Q03788
Q07951 Q02574
Q12464 P40991
P23624 P19882
P53324 P47135
Q04779 P25351
P42943 P40991
P32500 Q05166
P26448 P19882
P32805 P33339
P04173 P53916
P46677 Q12030
P38203 P47017
Q12230 Q12230
P09624 P38822
Q03897 P39923
P53949 P50946
P19882 P40339
P53333 P12695
P31384 P04173
P15442 Q06078
P25621 P38264
P32618 Q03954
Q02821 P38262
Q12446 P47068
P22147 P20484
P27999 P20433
P38073 P53862
P38316 Q07978
P53043 P07251
Q04183 Q03784
P32366 Q01802
P07271 P38129
Q08496 P38707
P42841 P12612
P38726 P35191
P22204 P53829
P06774 P53599
Q12004 P32589
P38041 P38330
P32569 P43609
P41810 P38288
P06839 P16140
P47093 P38999
P38081 P43591
P20049 P32366
Q05863 P57743
P23641 P32381
P30822 Q04377
Q07350 P16140
P38987 P32324
P23250 Q06616
P00924 P43612
Q12338 P06786
Q07887 P53755
P53112 P40155
P05694 P14747
P18900 P32569
Q12004 Q04673
Q06217 P54999
P18239 Q12223
P07260 P06774
Q05787 Q08109
P04051 Q04307
P53983 P53846
P37838 Q12024
P40212 P57743
P38758 P53064
P12695 P12962
Q08273 P16140
P53136 P29295
P53739 P53739
P25385 P22804
Q02795 P38264
P38633 Q02794
P40070 Q01722
P21304 P39985
P53633 P38987
P26449 Q12063
P06787 P00445
P38238 P40857
P40540 Q12431
P34087 P32569
P09624 P31244
P40495 P53196
Q99190 P28496
P53540 P39723
Q03723 Q06135
P38822 P23639
P24280 P38797
Q12133 P47135
P23641 P08458
P02994 P52491
P17442 P17157
P17558 P09959
P25046 P36006
P41940 Q12004
P36517 P38064
P04147 P25569
Q04934 P30822
P40970 P38737
P38265 P27999
P35719 Q04598
P07284 Q99383
P32601 P02994
P38827 P38691
Q04301 P39107
Q08032 P53135
P20967 P38987
P38929 Q05498
P38079 P38604
Q07807 Q04437
P29055 P33448
P32641 P12612
Q02554 P54999
P16140 P24719
P41920 P25293
Q08208 P22134
P41895 P16370
P13382 Q03406
Q04175 Q02629
Q03579 P28496
P53076 P38191
P17709 Q04660
Q03435 Q12386
P32334 P47074
P50091 P28239
P38153 P41940
P46674 P14907
P38987 P14540
P40485 P40485
Q04500 P40362
Q07821 Q07623
P02557 Q08387
P52891 Q02630
P40971 P43618
P53045 P53199
Q06417 Q12046
P40160 P38333
Q99210 Q99210
P40968 P28320
P14742 P41811
P53320 P32781
Q12297 P32569
P53215 P53215
P15992 P39928
P89886 Q06681
P46672 P25342
P38878 Q04947
P02557 Q12083
P43321 Q00723
Q12349 P38842
Q12522 P40991
P38615 Q04748
Q02630 Q12146
P10823 P08678
Q12464 P33296
P40016 P22141
Q00764 P34072
P49686 P04147
P46970 P32502
P38356 P53337
Q00578 P40567
P39007 P39007
P23595 Q12199
P40513 P38120
P39743 P53169
P40528 Q08271
P32387 P31334
Q06631 P53254
P19263 P19659
P28274 Q08723
P16140 Q04675
P38264 P25568
P40959 P11972
P43609 P32832
P32911 P39935
Q07478 Q12159
P15646 P38333
P12709 Q03048
P38885 P15891
P33892 P33296
Q12349 P22108
P38262 Q99181
Q08108 P32366
P19358 P13434
P26755 P32582
P21264 P38987
P39008 P20457
Q05043 Q12138
P38806 P38811
P11075 P06782
Q12372 P87284
P47152 P28005
P50944 P08456
P43596 P38144
P19882 P19735
P40567 P54999
P32366 P39006
P32366 P39534
P25298 P35728
P38217 P04802
P40917 Q06554
P53152 P05150
Q00776 P38164
P39073 P25655
Q03557 Q08754
P35735 P32569
Q03236 P47135
P38633 P36064
P53895 P32569
Q04003 Q12495
P06839 P33892
P21951 P25588
P53615 Q12265
Q12421 Q02574
P25087 P46965
P39704 Q07376
Q00723 P32639
P36130 P16140
P38822 P40453
Q05900 P34160
P19735 Q02260
P41811 P38301
P08539 P28006
P41318 P43611
P34730 P32911
P25580 P38843
Q12159 Q00362
P53598 P06839
P06787 P34730
P38249 Q01159
P47158 P38853
Q05016 P38629
P11745 P00812
P00924 Q03897
Q05777 P38260
P40350 P40492
P12683 P07286
P32602 Q08144
Q05791 Q12349
P40858 Q08234
P38889 P38889
Q06697 P32558
Q08004 P33201
P38991 P53267
Q6Q547 P15646
P10080 P53235
P32528 P25694
Q06644 P47154
P38333 P34221
Q02574 P25617
Q05946 P19882
Q02908 Q06706
P31334 P53166
P07170 P38197
Q12006 P38993
P07260 P10080
P31378 P40348
P07248 P40073
P32264 P53843
P39014 P40364
Q07381 P34078
P23202 P18494
P22147 P39998
P11938 Q12136
P47075 P15365
P34241 P37838
P06100 Q02336
P40958 P40957
Q04477 P53278
P33750 P16140
P23968 P38264
P19882 P38987
P00830 P36047
P39996 P15565
Q12514 P06102
P12904 P06782
Q06835 P38822
Q03897 P32324
P47129 P12904
P17555 P32790
P09547 P32588
P17157 P41818
Q08245 P36027
P53311 P32569
P40971 P40187
Q08293 P29055
P52286 Q04511
P38783 Q08004
Q06625 P14680
P38121 P40339
P28495 Q06648
P07149 P15891
P47135 P53323
Q06411 P36118
P35180 Q04949
Q06630 P04386
Q02554 P39102
P53048 P36057
P04385 P53632
P21965 P43605
P33299 P33297
P47135 Q04341
P07560 P53093
P10080 P40561
P53306 Q04121
Q06523 Q07716
P38729 P38286
P22035 P07269
P06779 P05150
P35189 P34218
P33892 P53914
P38129 P34162
Q12349 P80235
P53897 P21192
Q05166 Q06142
P36104 P42841
P40970 P14742
P39743 P21242
P40054 P36153
Q12019 P22696
P87283 Q12018
P39743 P17555
P53917 Q00246
P40465 P38822
Q08273 P14680
P38264 Q06598
Q07350 P00358
P40069 P12385
Q08278 P32259
P47135 P38173
P07991 P32350
P39743 P19658
P47093 P0C0X0
P04050 P22696
P34221 P25379
P43597 P13517
P29295 P54861
P32803 P53337
P17214 Q07084
Q04660 P12709
P33297 Q12377
P46956 P87284
P52920 P38278
P36124 P25357
P32569 P53008
Q04835 P32790
P47170 P40070
P32523 P38241
Q04660 P53136
P53958 P34730
P53871 P38149
P43577 P27999
P39076 P38129
P20436 P07703
P25385 P43621
P43586 Q04149
P38871 P38871
P53337 P35206
P32605 Q08920
Q12134 P32500
P38822 Q06676
Q03954 Q02821
P22336 Q06142
P15891 P22137
P32656 Q12265
Q12029 P53229
P12709 P39743
P36040 P22141
P38637 Q02821
P25342 P14742
Q04601 P14724
Q06538 P38768
P38811 P40856
Q02574 P38868
P38729 P40556
Q07438 P39977
P40448 P39011
P14540 P36104
P53108 P38962
P15790 Q06344
P07283 Q02821
P38729 Q12402
Q12457 P19736
Q04660 P38789
P12612 P32581
P47135 P40155
P33759 P38175
Q07732 P53865
P25379 P06839
P33296 P35194
P28241 P41811
Q12368 P43321
P38763 P19882
Q03761 Q06011
P34221 Q12223
P38316 P15703
P22470 Q02961
P38217 Q99383
P19262 P53934
P32457 P13663
Q12487 P36520
P40468 P53894
P21771 P33759
P35056 P40155
Q03770 P32602
Q08911 P32569
Q08496 P38861
P22214 Q12154
P32787 P53083
Q00772 Q99260
P25554 P50875
P10614 P53507
P53900 P48363
P38729 Q04697
Q02775 Q02260
P32767 Q02630
P42841 Q12102
Q07844 P22138
Q06325 Q12385
Q05791 Q05791
P04147 P40028
P39676 P08566
P14680 Q12123
Q08601 P40850
Q04049 P06738
P00560 Q12415
P40094 P22214
P15303 P53323
P47171 P32447
P33297 P22141
P53069 Q06675
P38203 P02994
Q03935 P40956
P38921 P39742
P32861 Q04675
P38217 P14540
P53254 P41819
P31384 P02557
P32379 P22696
P36517 P31334
P33331 P32499
P40513 Q12161
P40469 Q05583
P54837 Q12327
P41544 P25621
P38871 Q07732
P06786 P35187
P53173 P19516
P39078 P33750
Q03782 Q02260
P36084 Q02875
P39958 Q06624
P11433 Q03497
P33322 P17214
P12709 P12962
Q06096 Q06410
Q12309 Q04693
Q12505 P41338
Q04675 P31412
P19735 P14540
P09064 P53843
P32381 Q00772
P38264 P49573
Q04177 P38061
P04397 P38700
P22137 Q03944
P42946 P46961
P47821 P32570
Q12402 P38837
P40509 P41811
Q00916 P38333
P16861 P02309
P38121 P39008
P38229 P24583
P08458 P02994
P38863 P29055
P53617 P53617
P40093 P40038
P40061 P41318
P24719 P07342
P06838 P32264
P39743 Q12168
P38633 P32613
P40054 P40529
P28241 P11075
Q03784 P46944
Q07418 Q02630
Q12004 P02994
Q02821 P46946
Q12349 Q03673
P33400 P47043
Q05791 P32481
P06777 Q12246
P38822 P38837
Q02796 Q07457
P06839 P02557
P02557 P28000
P04385 Q07657
P25382 P53877
P10964 P36070
P13393 P07248
P32908 P47037
Q12345 P25578
P04385 P31378
P19882 P53197
P02829 P32502
P46984 P33297
P42841 P19882
P38013 P26754
P06701 P22146
P40364 P38793
P25294 P53894
P38079 P39007
P05694 P18851
P53254 P15646
P47079 Q00362
Q12531 P19882
P19736 Q01846
Q02774 Q03697
P53040 P32570
Q12692 Q03433
P34252 P41940
Q04121 P38729
P04173 P32502
P36162 P38276
P12709 Q07350
P32581 P02557
P40054 P12385
P49960 Q12262
P41920 P30822
P39517 P39008
P06103 P29055
P39015 P38199
P26188 P19882
P38814 P25639
P53966 P49573
Q07381 Q08444
P39692 P41811
Q12091 P46943
P25644 P22147
P25655 Q12415
P07251 Q04049
Q06451 P25358
Q03898 P30283
P38072 P38072
Q12246 P32836
P02557 P06782
P22141 P38304
P40339 P32565
P25367 P50942
P33301 P46946
P39743 P25379
P21538 Q02821
P31384 P47821
P47079 Q12417
P39708 Q06150
Q03944 Q06001
P13433 P14908
P04397 Q12223
P41913 P53935
P40987 P02557
P43567 Q02205
P48743 P32333
P80667 P40155
P33334 P43321
Q12522 Q12511
P38269 Q02574
P38304 P13393
Q08004 P38779
Q12297 P38129
Q04675 P07284
P29478 P20424
P25333 Q02630
P40541 Q04002
P39954 P32502
Q03655 P40350
Q06689 Q03205
P53039 P53845
P35817 Q07442
P25635 Q12220
P32349 P04786
P53907 P47135
P08518 P21268
P38892 Q99181
P40422 Q04149
P14922 Q08923
P35189 P38351
P40348 P38251
Q00772 Q08496
P09440 P38121
P46671 Q06208
Q02574 P47096
Q05930 P46972
P18414 P16151
P40089 P22138
P36047 P19882
P25299 P40087
P31334 Q06678
P40089 P49960
P33892 P33333
Q12136 P38225
P34077 P48837
P38337 P38827
Q03281 Q02821
Q07418 Q04370
P35723 P04817
P47047 P53632
P47027 Q12098
Q01532 P22213
P50944 P47154
Q12493 P38265
Q08004 P40496
P53845 P36018
P47037 P38989
Q04062 P32911
P47037 P47037
P38798 P53628
P40054 P53183
P39073 P25046
P06838 P00830
Q12305 P39998
Q08601 P41811
Q04675 P16658
P39009 P06786
Q08278 P34756
P19735 P39954
P39704 Q06598
P35203 P16140
P29468 P45976
P32337 P40303
P38838 Q03898
P38987 P38122
P00924 P53599
P09201 Q02821
P33759 P12686
P15019 P07703
P04385 Q03944
P35729 P53011
P25625 P49018
P38624 Q12349
P53253 P53253
P46678 P29056
P32458 Q03690
Q08728 P40054
Q08271 P38237
P53192 P40056
P32787 P15790
P53893 P47017
Q02892 P22209
P00830 P61829
P36520 P36517
P12709 P38590
P18562 Q12349
Q07350 P54964
P53238 Q08729
P40160 P22082
P04173 P53599
Q99394 P38334
P13365 Q02606
P13711 P35056
P40069 Q12223
Q06078 P40362
P15442 P02829
P39108 P40413
P27895 P25300
P39113 Q02794
P47152 P25343
P27999 P32859
Q12251 P33767
P38431 Q12142
P21691 P11710
P38624 P40088
P10962 P47111
Q12343 P19659
P32585 P38351
P08456 Q03655
P31374 P11710
P38956 P22082
P39081 Q06224
Q02205 Q00582
P07274 P17555
P32350 P07251
P40567 P53891
Q07794 Q04199
Q12495 Q99314
P33322 P32497
P40562 Q12749
P43614 P53726
P06787 P38272
Q06440 P39723
P38314 P47017
P40366 P53729
P14742 P53156
P32505 P32505
Q01329 P39927
P15315 P23639
P53919 P40486
Q00362 Q05934
P18414 P49018
P36047 Q00816
P19262 P39743
P34162 P38208
P16474 Q02574
P33338 Q12446
P18239 P06839
P17157 P25694
P12709 P38629
P40054 Q12522
P11746 P11746
P39108 Q12377
P38042 P38042
P12709 P35203
P53883 P32892
P40325 P39940
Q00916 Q05900
P22139 P16370
P07257 Q02821
Q99247 P53622
Q12462 Q07418
P81449 P07251
P32343 P16387
P05453 Q92331
P53288 Q12136
P25644 Q03921
Q06440 P12385
P22133 P40469
P39704 P46961
P17157 P00445
P46986 P27999
P21951 P39935
P41808 P21264
P40991 Q08562
P40364 P38885
Q04868 Q06177
Q6WNK7 Q08231
P53147 P40054
P10964 Q07844
P04173 P38217
P12754 P32501
P06843 P32582
P53924 Q05791
P33203 P32605
Q02794 P39008
P40097 P27999
Q12734 P34730
P20795 P39702
P00729 P16474
P38193 Q07527
P47128 P38922
P43609 P22082
Q04697 P04817
Q08273 P19657
P54787 P29703
Q02793 P38086
P14020 P32776
P14904 P43564
P28795 Q08215
Q12102 P20448
P53550 P36022
P32911 P08524
Q02574 P53872
P47154 P53954
Q02336 Q08278
P06839 Q04673
Q04660 P38879
P48526 P42951
P12753 P12709
P04817 P18414
P32628 P32776
Q07657 P28241
P06843 P43639
Q12446 P25491
P39996 P38822
P53214 P32341
Q05946 P43612
Q12525 P50861
P06843 Q02932
Q03195 Q02630
Q03533 P08417
P38061 Q12457
P38953 P25301
Q12349 P40536
P29055 Q12067
P38282 Q08963
Q08271 Q03530
P07267 Q06208
P53934 P40543
P36051 Q12402
P39704 P33767
Q12306 P27515
Q99190 Q12424
P47112 P29469
P00924 P16649
Q02821 P40011
P23968 P31379
P14907 Q06142
Q00772 P51601
P32639 P47093
P33754 P46961
P27476 P38590
P40548 P28496
P17157 P37366
P42944 Q07622
Q12152 P32449
P43563 P25555
Q06628 P53104
P13382 P21951
P49955 Q04693
P41895 P27999
P26188 P07251
P38356 Q02774
P07143 Q08232
P32912 P46679
P40991 P43586
P39517 P38203
P38805 Q03532
P22133 P19882
P47017 P23561
P47017 Q12517
O13539 P25555
P50101 P32944
P38064 P12687
P15992 P23642
P38987 P34730
P38261 P89102
P38987 Q07655
P32366 O13558
P22137 P38153
P07703 P08518
P07703 P10964
Q02630 Q02932
P04173 Q12379
P19882 Q00246
P46673 P35729
P43588 P40303
P39743 Q06339
P18851 P18852
P08518 P28274
P06777 P38176
P53201 P38326
P42935 P53939
P08466 P36159
P04385 P42838
P89102 P38203
P47135 Q12230
P38111 Q04377
Q04660 Q05931
Q12449 P18851
Q08949 Q02574
P04817 Q06135
P19880 Q02630
P32501 P18410
P06838 P39735
P53549 Q12250
P23337 P23337
P46677 P03069
P47142 Q06696
Q12100 P07260
Q07551 P19735
Q07657 P25569
Q08754 P50088
P53738 P38999
P28791 P33891
P25367 P38629
P32387 P39952
Q06406 Q04991
P06700 P16521
Q12060 P32494
Q08235 P36160
P38249 P40512
P35194 P25635
P30775 P40066
P53156 P32497
Q12514 Q03761
P38041 Q05080
P02829 P42843
P0C0X0 P31379
Q06001 P40988
Q08491 P38792
Q04429 P40161
P53886 P38042
Q02574 Q08045
Q12181 P39742
P53259 P00431
Q04964 P40106
Q06245 P32912
P41896 P04050
P53867 P02557
P11076 P39524
Q12004 P19882
P09624 P40339
P14741 P39692
P29295 P47166
P38691 P35191
Q06411 P53150
P39692 P25342
P33299 P07270
Q02950 P33759
Q02724 P32337
P19735 Q06204
P36520 P36528
Q02821 Q07655
P16474 Q99186
Q02354 P53254
P38843 P16661
P34110 P40335
Q12144 P32793
P21951 P21951
P38308 P52286
Q03532 P33322
P26798 P21957
P29055 P08518
P12753 P46946
P32464 P12709
P15790 P39081
Q07732 P25344
Q03435 P43609
P14742 P14741
Q05934 Q12205
P28003 P22579
Q08278 P43592
P16140 P14747
P33297 P28274
Q02199 P04147
P43597 P19262
P25604 Q02767
Q12159 P25555
P30822 P40167
P00927 P25454
P14242 P38920
P40047 P06778
P54786 P25644
Q02260 P36048
P42846 Q04149
P08458 P40069
P35180 P18239
P38822 P25087
P32366 P38758
P53045 P46961
Q12050 P38629
P02557 P22336
P46676 P17123
P30771 Q99383
P20459 P09064
P25293 P25389
P07342 P38217
P33759 P39960
P36048 Q00539
P11978 P11978
P47093 P49960
P30771 P32588
Q04437 P20424
Q03690 Q07350
P04386 P39073
P53047 Q08448
P07259 P33296
P38779 Q04305
P39014 P53854
Q04868 Q02908
P40548 P33767
P32899 P25586
Q04121 P15367
P46948 P38792
P38822 P40187
P40010 P31334
Q06344 P33399
Q01590 P15303
Q02875 P32639
P38782 P32569
P06243 Q07471
Q12507 P32366
Q03323 P43132
Q00772 P08431
P38080 P07263
P00724 Q12154
P32917 P23561
Q02630 Q06142
P48362 P36526
P07149 Q99247
P13712 Q04748
P40917 P17891
P15873 Q12495
P06782 P27705
P15873 P40028
P31383 P23595
P16387 P04807
P38191 P53039
P53297 P49687
Q06598 P37267
Q08963 P54999
P07244 P21538
P33759 P40496
P16140 P39940
Q05024 P08468
P53886 P14724
Q12420 P13712
P49686 P36161
P52892 P50101
Q06679 P13902
Q08601 P21524
P38788 P32911
Q06208 P07703
P36108 P47135
P17629 Q07478
Q04338 P47160
P38779 P06774
P25299 Q08685
P42073 P06787
P53550 P54861
P39927 Q12102
Q99207 P53254
P32502 P32481
Q08023 Q02630
Q02647 P40960
P40013 P30657
P00830 P38316
P53011 P41811
Q02821 P38075
P32381 P08458
Q12175 P47128
P32364 P40450
Q05027 Q04226
P16370 P20433
P38346 P14741
P07260 P00899
P36022 P38853
P53934 P45976
P39940 Q12446
Q12030 Q02336
Q07824 P38264
P07248 P29055
Q02821 P34252
P27514 Q06208
P53914 P15790
P38822 P43580
P53749 P48581
P40352 P32861
Q02554 Q07350
P13099 Q03834
P40073 P38753
P47168 P36097
Q06090 P38064
Q06631 P48234
Q12206 P09938
P32828 P22137
P32566 P07703
P38283 P38991
P14907 Q02199
P07284 Q99247
Q03648 P40856
P53040 P11353
P53091 P32354
P48837 Q02932
Q06001 P07703
P25651 P17123
P14540 Q08278
Q12306 Q08562
P22134 P03875
Q06208 P53379
P32334 P04817
Q12161 P25623
P24279 P53091
P36130 P40495
P53261 P37838
P23641 Q03330
P38993 P32842
P47135 Q00684
P00830 Q08273
P35206 P53633
P36162 Q12248
P06243 P05150
P53835 P38837
P27351 Q12186
P49687 P52918
P02829 P25615
Q99190 Q04399
Q12223 P40106
P32502 Q02336
P04386 P13393
P40527 Q06538
P39742 P25297
O13329 P40089
Q06287 P38333
Q12285 Q12154
Q03656 P53549
P19735 P38088
Q05521 Q06815
P19882 Q99186
Q06493 P40041
P38766 P15873
P36142 Q04437
P43594 P28000
Q12446 P42951
P38337 Q03323
P02994 P32524
P32908 P36094
P36531 P32366
P40051 Q04149
P38331 P36108
P13902 P07270
P53859 P25359
P38822 Q12461
Q04062 P48510
Q03407 Q02630
P15703 Q07657
P25655 P34909
Q04067 P38249
Q08240 P32353
P25344 P22224
P53280 P53829
Q12345 Q06411
P07866 P38853
P53847 P34218
Q02821 P33317
P87263 P15992
P25336 P50277
P40185 Q12349
P53552 P34160
P38633 Q06213
P40548 P35206
P32588 P32770
P07834 Q12018
P38262 P00924
P53928 P47135
P36130 P39078
Q06648 P26448
P17709 P38272
P07276 Q08215
P40413 Q00362
P47079 Q03897
Q04121 P17261
P38999 Q06208
P18412 P02309
P53224 P32368
P38712 Q04437
P40075 P53968
P38203 P49704
P36130 P47079
P53226 P53226
Q00772 P02829
P54784 P54786
Q07381 Q99216
P23639 P18888
P39517 P11075
P40055 P53276
P36057 Q12164
P47135 P38082
P22141 P02994
P32473 P16387
P32366 Q05791
Q04062 P32496
P28274 Q02866
P25649 Q12433
P38987 P09938
P26309 P24869
P40495 P25293
P25580 P47144
P29478 P29055
P15790 Q12522
P38199 Q03735
P32807 P25694
P40070 P57743
Q99181 P47093
P40045 P16622
P40308 P40541
P21825 P33754
Q06708 P53959
P07703 P05694
P46681 P53168
P40507 P50094
P53923 P53088
P06777 Q08421
P16474 P24719
P38806 P53201
P05317 P23301
P20967 P41800
Q06708 Q06708
Q04958 P32473
P53742 P33334
P06839 P25847
P42840 Q08492
P39517 P39998
P54999 P49704
Q12349 Q99216
P04397 P12753
P16140 P12754
P02309 P11978
P40469 P34909
P25586 P53091
P38138 P06787
P40892 Q03900
P47128 P53933
P38217 P28007
P39743 Q06604
P32337 Q04958
P41544 P53633
P47035 P36047
P05150 Q04437
P39111 P17255
P53333 P28320
Q05024 P04786
P39518 P08153
P40038 P17157
P52868 P33334
P35197 P36164
Q04005 P40567
P38789 Q02892
P38286 P36051
Q05016 Q06339
P29055 P38068
P38962 P10863
P53927 Q07844
Q04693 P33334
P06774 P13434
P11710 Q12280
P32479 P22082
Q06410 P25649
P53322 P40528
Q06385 Q06479
P25569 Q03010
P22133 P07342
P53050 P38123
P04840 P53083
P40325 P39743
P53201 P43572
Q07527 P21965
P25559 P38782
Q12038 P40357
P21243 P43588
P38129 P12612
P05085 P11746
Q08686 P53088
P25694 P32502
P40496 P28817
Q03290 P19882
P32797 P02994
P04817 P14906
P38862 P40157
P47135 Q03730
Q03406 Q06208
Q12158 P47037
P36125 P32790
P06100 P13517
P09624 P25301
Q12522 P32892
P36057 P53322
P47135 P34224
P15367 Q06135
Q03782 Q07508
P36010 Q02821
P12709 Q12018
P29295 P38911
P53632 P16140
P35727 P53921
P02557 P42843
Q12223 P38077
P32569 Q04299
P40078 P53742
P22137 P52490
P32602 P36015
Q00539 P08468
P25585 P21560
P28007 P33322
Q12309 P21374
Q12514 P38129
P21242 P40054
P33401 Q12349
P16661 P04817
P53330 P23642
P46961 P47154
P43621 P36520
Q04629 P53741
P40526 Q05934
Q08208 P47037
P38842 Q12445
P14682 Q08273
Q04935 P06787
P32354 P38132
P35727 P22204
P38859 P32829
P32901 Q06815
P10080 Q04149
P32485 P29461
P39001 P05085
P38874 Q02630
Q12389 P53261
Q12426 P47135
P53879 P50946
P40364 Q12347
Q03899 P02994
P38252 P27999
Q08831 P52918
P25639 P38969
Q07418 P40971
Q08231 P46674
P08018 P40073
P02994 P08459
Q02821 P47105
P21801 P08458
P38123 P19882
P40339 P49956
Q12505 P07342
Q12223 P16140
P40078 Q04660
P40073 P38842
P00924 P21304
P08153 P53201
Q02630 P47126
Q03071 Q03071
P40567 Q08963
Q04177 P08431
Q07657 P14742
Q08444 Q12161
P41940 P05317
P12385 P05453
Q03010 P22579
P15807 Q03695
Q12135 Q12349
Q06217 P49704
P40073 P16151
Q07657 P87263
P39996 P40582
P40991 P53261
P53045 P16661
Q92328 Q12433
P32458 P25389
P24869 P25293
P38013 P05317
P38920 P05150
P20436 P34087
P04051 P32910
P23292 Q03220
P08518 P06242
Q12493 Q02821
P25569 P47079
Q12517 Q06406
P12687 P38199
Q03694 P46983
P38695 P38152
P48240 Q02574
Q99186 P14540
P00815 P53233
Q02629 Q06142
P40070 P12866
P47149 P40573
Q02574 P34251
P38041 Q03497
P32854 Q12417
P32589 P22137
P43605 Q12158
P25386 P02309
P38067 P02400
P07703 P09436
P40260 P38842
P38316 P19358
Q08204 Q03718
Q07535 Q12349
P50111 P38262
P38110 P31380
Q12154 P08539
Q04839 P49686
Q12018 P14682
P32787 P30620
P43551 Q08872
P46962 P46963
Q08144 Q03790
P36120 Q12240
P37370 P47068
P21243 P38886
Q08601 P32893
Q01684 P25644
P35995 P08466
P40574 P53293
Q08004 Q03976
P41896 P29055
P31384 P25303
P19735 P04385
P42935 P38874
P31384 P12695
P28320 P39009
P37366 Q12522
Q06628 P18562
Q08886 P30822
P46965 P16661
Q07732 Q12365
P04173 P32599
Q07471 P39076
Q08417 P19955
P32610 P22203
P26637 P25646
P40955 Q12114
Q08949 P02557
Q12046 P33334
Q12417 Q03654
P40055 Q06679
P49018 Q12445
P38123 P27796
P36048 P54999
P33322 P05694
P40092 P25591
Q06632 P16861
P00924 Q00246
P53039 Q02891
P38351 P04050
